Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League,Fls,Fld,Crs,Int,TklW,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Gls/90,Ast/90,Fls/90,Fld/90,Crs/90,Int/90,TklW/90
113,Aaron Cresswell,eng ENG,DF,West Ham United,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0,0,0,0,0,113,eng ENG,DF,34,1989,9.2,0,5.0,0.0,0,0.5434782608695653,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,4.0,2.0,37.0,8.0,8.0,,,,,,,,,0.0,0.0,0.4347826086956522,0.2173913043478261,4.021739130434783,0.8695652173913044,0.8695652173913044
425,Aaron Ramsdale,eng ENG,GK,Southampton,26,1998,30,30,2700,30.0,0,0,0,0,0,0,2,0,0,0,0,0,0,425,eng ENG,GK,26,1998,30,0,0.0,0.0,,0.0,0.0,,,0,0,32,eng ENG,GK,26,1998,30,30,"2,700",30,66,2.2,182,123,66.5,2,5,23,3,10,7,5,2,0,28.6,Premier League,1.0,4.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.03333333333333333,0.0
543,Aaron Wan-Bissaka,cd COD,"DF,MF",West Ham United,26,1997,36,35,3154,35.0,2,5,7,2,0,0,1,0,0.06,0.14,0.2,0.06,0.2,543,cd COD,"DF,MF",26,1997,35,2,16.0,5.0,31.3,0.45714285714285713,0.14285714285714285,0.13,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,25.0,28.0,76.0,61.0,49.0,,,,,,,,,0.05714285714285714,0.14285714285714285,0.7142857142857143,0.8,2.1714285714285713,1.7428571428571429,1.4
147,Abdoulaye Doucouré,ml MLI,MF,Everton,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,0.11,0.07,0.18,0.11,0.18,147,ml MLI,MF,31,1993,28.5,3,31.0,10.0,32.3,1.087719298245614,0.3508771929824561,0.1,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,49.0,5.0,23.0,11.0,28.0,,,,,,,,,0.10526315789473684,0.07017543859649122,1.719298245614035,0.17543859649122806,0.8070175438596491,0.38596491228070173,0.9824561403508771
284,Abdukodir Khusanov,uz UZB,DF,Manchester City,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,284,uz UZB,DF,20,2004,5.6,0,1.0,0.0,0,0.17857142857142858,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,3.0,3.0,1.0,3.0,4.0,,,,,,,,,0.0,0.0,0.5357142857142857,0.5357142857142857,0.17857142857142858,0.5357142857142857,0.7142857142857143
177,Abdul Fatawu Issahaku,gh GHA,"MF,FW",Leicester City,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0,0.31,0.31,0,0.31,177,gh GHA,"MF,FW",20,2004,6.4,0,13.0,5.0,38.5,2.03125,0.78125,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,11.0,20.0,29.0,4.0,15.0,,,,,,,,,0.0,0.3125,1.71875,3.125,4.53125,0.625,2.34375
34,Adam Armstrong,eng ENG,"FW,MF",Southampton,27,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,0.14,0.14,0.29,0.14,0.29,34,eng ENG,"FW,MF",27,1997,13.9,2,26.0,9.0,34.6,1.870503597122302,0.6474820143884892,0.08,0.22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,12.0,5.0,14.0,4.0,3.0,,,,,,,,,0.14388489208633093,0.14388489208633093,0.8633093525179856,0.3597122302158273,1.0071942446043165,0.28776978417266186,0.2158273381294964
299,Adam Lallana,eng ENG,MF,Southampton,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0,0.5,0.5,0,0.5,299,eng ENG,MF,36,1988,4,0,3.0,0.0,0,0.75,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,8.0,8.0,4.0,5.0,5.0,,,,,,,,,0.0,0.5,2.0,2.0,1.0,1.25,1.25
478,Adam Smith,eng ENG,DF,Bournemouth,33,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0,0,0,0,0,478,eng ENG,DF,33,1991,17.7,0,3.0,0.0,0,0.16949152542372883,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,19.0,12.0,33.0,15.0,14.0,,,,,,,,,0.0,0.0,1.073446327683616,0.6779661016949153,1.864406779661017,0.8474576271186441,0.7909604519774012
549,Adam Webster,eng ENG,DF,Brighton,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0,0,0,0,0,549,eng ENG,DF,29,1995,9.9,0,5.0,1.0,20,0.5050505050505051,0.10101010101010101,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,7.0,2.0,2.0,20.0,7.0,,,,,,,,,0.0,0.0,0.7070707070707071,0.20202020202020202,0.20202020202020202,2.0202020202020203,0.7070707070707071
553,Adam Wharton,eng ENG,MF,Crystal Palace,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0,0.14,0.14,0,0.14,553,eng ENG,MF,20,2004,14.6,0,13.0,5.0,38.5,0.8904109589041096,0.3424657534246575,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,12.0,21.0,39.0,19.0,16.0,,,,,,,,,0.0,0.136986301369863,0.8219178082191781,1.4383561643835616,2.671232876712329,1.3013698630136987,1.095890410958904
518,Adama Traoré,es ESP,MF,Fulham,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,0.1,0.36,0.46,0.1,0.46,518,es ESP,MF,28,1996,19.7,2,39.0,12.0,30.8,1.9796954314720814,0.6091370558375635,0.05,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,24.0,32.0,100.0,1.0,13.0,,,,,,,,,0.10152284263959391,0.3553299492385787,1.218274111675127,1.6243654822335025,5.0761421319796955,0.050761421319796954,0.6598984771573604
216,Albert Grønbaek,dk DEN,"MF,FW",Southampton,23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,216,dk DEN,"MF,FW",23,2001,1.6,0,2.0,0.0,0,1.25,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,1.0,1.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.625,0.625,0.0,0.625
196,Alejandro Garnacho,ar ARG,MF,Manchester Utd,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,196,ar ARG,MF,20,2004,24.4,6,84.0,30.0,35.7,3.4426229508196724,1.2295081967213115,0.07,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,12.0,44.0,55.0,13.0,16.0,,,,,,,,,0.24590163934426232,0.0819672131147541,0.49180327868852464,1.8032786885245902,2.2540983606557377,0.5327868852459017,0.6557377049180328
254,Alex Iwobi,ng NGA,MF,Fulham,28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,0.27,0.18,0.45,0.27,0.45,254,ng NGA,MF,28,1996,33.1,9,68.0,29.0,42.6,2.0543806646525677,0.8761329305135951,0.13,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,19.0,18.0,127.0,13.0,26.0,,,,,,,,,0.2719033232628399,0.18126888217522658,0.5740181268882175,0.5438066465256798,3.836858006042296,0.39274924471299094,0.7854984894259819
344,Alex McCarthy,eng ENG,GK,Southampton,34,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,eng ENG,GK,34,1989,5,0,0.0,0.0,,0.0,0.0,,,0,0,23,eng ENG,GK,34,1989,5,5,450,5,13,2.6,35,24,68.6,0,0,5,0,0,2,2,0,0,0,Premier League,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0
407,Alex Palmer,eng ENG,GK,Ipswich Town,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0,0,0,0,0,407,eng ENG,GK,27,1996,13,0,0.0,0.0,,0.0,0.0,,,0,0,29,eng ENG,GK,27,1996,13,13,"1,170",13,30,2.31,74,45,60.8,1,3,9,0,0,1,1,0,0,0,Premier League,1.0,4.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0
463,Alex Scott,eng ENG,MF,Bournemouth,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0,0,0,0,0,463,eng ENG,MF,20,2003,8.4,0,15.0,7.0,46.7,1.7857142857142856,0.8333333333333333,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,17.0,26.0,7.0,9.0,13.0,,,,,,,,,0.0,0.0,2.0238095238095237,3.095238095238095,0.8333333333333333,1.0714285714285714,1.5476190476190474
253,Alexander Isak,se SWE,FW,Newcastle United,24,1999,34,34,2756,30.6,23,6,29,19,4,4,1,0,0.75,0.2,0.95,0.62,0.82,253,se SWE,FW,24,1999,30.6,23,99.0,46.0,46.5,3.235294117647059,1.5032679738562091,0.19,0.41,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,28.0,14.0,16.0,3.0,5.0,,,,,,,,,0.7516339869281046,0.19607843137254902,0.9150326797385621,0.45751633986928103,0.5228758169934641,0.09803921568627451,0.16339869281045752
319,Alexis Mac Allister,ar ARG,MF,Liverpool,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35,319,ar ARG,MF,25,1998,28.9,5,38.0,14.0,36.8,1.3148788927335642,0.4844290657439447,0.13,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,62.0,40.0,86.0,22.0,59.0,,,,,,,,,0.17301038062283738,0.17301038062283738,2.1453287197231834,1.384083044982699,2.975778546712803,0.7612456747404844,2.041522491349481
146,Alfie Dorrington,eng ENG,DF,Tottenham Hotspur,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,146,eng ENG,DF,19,2005,0.2,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Alfie Pond,eng ENG,DF,Wolves,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,eng ENG,DF,20,2004,0,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0,0,0,0,0,227,iq IRQ,FW,22,2002,1.5,0,4.0,0.0,0,2.6666666666666665,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,8.0,3.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,5.333333333333333,2.0,0.0,0.0,0.0
16,Alisson,br BRA,GK,Liverpool,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,br BRA,GK,31,1992,27.9,0,0.0,0.0,,0.0,0.0,,,0,0,1,br BRA,GK,31,1992,28,28,"2,508",27.9,29,1.04,106,74,73.6,18,7,3,10,35.7,1,1,0,0,0,Premier League,0.0,2.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.07168458781362008,0.0,0.0,0.0
32,Alphonse Areola,fr FRA,GK,West Ham United,31,1993,26,25,2260,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,fr FRA,GK,31,1993,25.1,0,0.0,0.0,,0.0,0.0,,,0,0,2,fr FRA,GK,31,1993,26,25,"2,260",25.1,41,1.63,121,80,66.1,5,7,13,5,20,0,0,0,0,,Premier League,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0796812749003984
49,Altay Bayındır,tr TUR,GK,Manchester Utd,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,tr TUR,GK,26,1998,4,0,0.0,0.0,,0.0,0.0,,,0,0,5,tr TUR,GK,26,1998,4,4,360,4,10,2.5,18,8,44.4,1,0,3,1,25,0,0,0,0,,Premier League,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.25,0.0,0.0,0.0
132,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66,132,ci CIV,"MF,FW",22,2002,21.1,8,47.0,17.0,36.2,2.2274881516587675,0.8056872037914692,0.17,0.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,20.0,28.0,43.0,10.0,31.0,,,,,,,,,0.3791469194312796,0.2843601895734597,0.947867298578199,1.3270142180094786,2.037914691943128,0.4739336492890995,1.4691943127962084
398,Amadou Onana,be BEL,MF,Aston Villa,22,2001,26,20,1617,18.0,3,0,3,3,0,0,4,0,0.17,0,0.17,0.17,0.17,398,be BEL,MF,22,2001,18,3,17.0,6.0,35.3,0.9444444444444444,0.3333333333333333,0.18,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,32.0,30.0,2.0,26.0,29.0,,,,,,,,,0.16666666666666666,0.0,1.7777777777777777,1.6666666666666667,0.1111111111111111,1.4444444444444444,1.6111111111111112
413,Andreas Pereira,br BRA,MF,Fulham,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,0.09,0.18,0.27,0.09,0.27,413,br BRA,MF,28,1996,22.4,2,39.0,9.0,23.1,1.7410714285714286,0.4017857142857143,0.05,0.22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,29.0,24.0,173.0,9.0,12.0,,,,,,,,,0.08928571428571429,0.17857142857142858,1.2946428571428572,1.0714285714285714,7.7232142857142865,0.4017857142857143,0.5357142857142857
438,Andrew Robertson,sct SCO,DF,Liverpool,30,1994,33,29,2482,27.6,0,1,1,0,0,0,3,1,0,0.04,0.04,0,0.04,438,sct SCO,DF,30,1994,27.6,0,15.0,3.0,20,0.5434782608695652,0.10869565217391304,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,11.0,8.0,145.0,21.0,21.0,,,,,,,,,0.0,0.036231884057971016,0.39855072463768115,0.2898550724637681,5.253623188405797,0.7608695652173912,0.7608695652173912
27,André,br BRA,MF,Wolves,23,2001,33,31,2472,27.5,0,0,0,0,0,0,7,0,0,0,0,0,0,27,br BRA,MF,23,2001,27.5,0,10.0,1.0,10,0.36363636363636365,0.03636363636363636,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,36.0,34.0,0.0,37.0,55.0,,,,,,,,,0.0,0.0,1.309090909090909,1.2363636363636363,0.0,1.3454545454545455,2.0
399,André Onana,cm CMR,GK,Manchester Utd,28,1996,34,34,3060,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,cm CMR,GK,28,1996,34,0,0.0,0.0,,0.0,0.0,,,0,0,27,cm CMR,GK,28,1996,34,34,"3,060",34,44,1.29,129,88,68.2,10,9,15,9,26.5,4,3,1,0,25,Premier League,0.0,2.0,0.0,0.0,2.0,,,,,,,,,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705
195,Andrés García,es ESP,"DF,MF",Aston Villa,21,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,195,es ESP,"DF,MF",21,2003,3.5,0,2.0,0.0,0,0.5714285714285714,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,1.0,0.0,18.0,2.0,5.0,,,,,,,,,0.0,0.0,0.2857142857142857,0.0,5.142857142857143,0.5714285714285714,1.4285714285714286
252,Andy Irving,sct SCO,MF,West Ham United,24,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,252,sct SCO,MF,24,2000,1.8,0,4.0,2.0,50,2.2222222222222223,1.1111111111111112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,6.0,1.0,2.0,1.0,4.0,,,,,,,,,0.0,0.0,3.333333333333333,0.5555555555555556,1.1111111111111112,0.5555555555555556,2.2222222222222223
162,Anthony Elanga,se SWE,"MF,FW",Nottingham Forest,22,2002,38,31,2501,27.8,6,11,17,6,0,0,1,0,0.22,0.4,0.61,0.22,0.61,162,se SWE,"MF,FW",22,2002,27.8,6,44.0,24.0,54.5,1.5827338129496402,0.8633093525179856,0.14,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,9.0,47.0,184.0,6.0,15.0,,,,,,,,,0.2158273381294964,0.39568345323741005,0.3237410071942446,1.6906474820143884,6.618705035971223,0.2158273381294964,0.539568345323741
210,Anthony Gordon,eng ENG,"FW,MF",Newcastle United,23,2001,34,28,2434,27.0,6,5,11,5,1,2,2,0,0.22,0.18,0.41,0.18,0.37,210,eng ENG,"FW,MF",23,2001,27,6,59.0,19.0,32.2,2.185185185185185,0.7037037037037037,0.08,0.26,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,20.0,71.0,130.0,6.0,17.0,,,,,,,,,0.2222222222222222,0.18518518518518517,0.7407407407407407,2.6296296296296298,4.814814814814815,0.2222222222222222,0.6296296296296297
466,Antoine Semenyo,gh GHA,MF,Bournemouth,24,2000,37,36,3203,35.6,11,5,16,11,0,0,9,0,0.31,0.14,0.45,0.31,0.45,466,gh GHA,MF,24,2000,35.6,11,126.0,41.0,32.5,3.539325842696629,1.151685393258427,0.09,0.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,72.0,37.0,58.0,9.0,36.0,,,,,,,,,0.3089887640449438,0.14044943820224717,2.0224719101123596,1.0393258426966292,1.6292134831460674,0.25280898876404495,1.0112359550561798
439,Antonee Robinson,us USA,"DF,MF",Fulham,26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0,0.28,0.28,0,0.28,439,us USA,"DF,MF",26,1997,35.2,0,16.0,2.0,12.5,0.45454545454545453,0.056818181818181816,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,31.0,20.0,172.0,57.0,57.0,,,,,,,,,0.0,0.28409090909090906,0.8806818181818181,0.5681818181818181,4.886363636363636,1.6193181818181817,1.6193181818181817
29,Antony,br BRA,"FW,MF",Manchester Utd,24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,br BRA,"FW,MF",24,2000,1.6,0,6.0,3.0,50,3.75,1.875,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,5.0,5.0,2.0,3.0,,,,,,,,,0.0,0.0,1.25,3.125,3.125,1.25,1.875
288,Antonín Kinský,cz CZE,GK,Tottenham Hotspur,21,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,cz CZE,GK,21,2003,6,0,0.0,0.0,,0.0,0.0,,,0,0,19,cz CZE,GK,21,2003,6,6,540,6,11,1.83,35,24,68.6,1,0,5,1,16.7,0,0,0,0,,Premier League,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
212,Archie Gray,eng ENG,"DF,MF",Tottenham Hotspur,18,2006,28,19,1751,19.5,0,0,0,0,0,0,1,0,0,0,0,0,0,212,eng ENG,"DF,MF",18,2006,19.5,0,1.0,1.0,100,0.05128205128205128,0.05128205128205128,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,17.0,11.0,17.0,18.0,9.0,,,,,,,,,0.0,0.0,0.8717948717948718,0.5641025641025641,0.8717948717948718,0.9230769230769231,0.46153846153846156
372,Arijanet Muric,xk KVX,GK,Ipswich Town,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,372,xk KVX,GK,25,1998,18,0,0.0,0.0,,0.0,0.0,,,0,0,24,xk KVX,GK,25,1998,18,18,"1,620",18,33,1.83,100,70,70,2,6,10,1,5.6,3,3,0,0,0,Premier League,0.0,4.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
71,Armando Broja,al ALB,FW,Everton,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,71,al ALB,FW,22,2001,3.7,0,4.0,0.0,0,1.081081081081081,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,6.0,4.0,1.0,1.0,1.0,,,,,,,,,0.0,0.0,1.6216216216216215,1.081081081081081,0.27027027027027023,0.27027027027027023,0.27027027027027023
51,Armel Bella Kotchap,de GER,DF,Southampton,22,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,51,de GER,DF,22,2001,3.7,0,1.0,0.0,0,0.27027027027027023,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,3.0,2.0,0.0,5.0,5.0,,,,,,,,,0.0,0.0,0.8108108108108107,0.5405405405405405,0.0,1.3513513513513513,1.3513513513513513
7,Asher Agbinone,eng ENG,MF,Crystal Palace,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,eng ENG,MF,18,2005,0.1,0,1.0,0.0,0,10.0,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,1.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,10.0
570,Ashley Young,eng ENG,DF,Everton,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.05,0.14,0.19,0.05,0.19,570,eng ENG,DF,39,1985,20.8,1,6.0,3.0,50,0.28846153846153844,0.14423076923076922,0.17,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,30.0,22.0,75.0,26.0,36.0,,,,,,,,,0.04807692307692307,0.14423076923076922,1.4423076923076923,1.0576923076923077,3.605769230769231,1.25,1.7307692307692306
138,Axel Disasi,fr FRA,DF,Aston Villa,26,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,138,fr FRA,DF,26,1998,5.4,0,2.0,0.0,0,0.37037037037037035,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,3.0,2.0,1.0,4.0,5.0,,,,,,,,,0.0,0.0,0.5555555555555555,0.37037037037037035,0.18518518518518517,0.7407407407407407,0.9259259259259258
139,Axel Disasi,fr FRA,DF,Chelsea,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,139,fr FRA,DF,26,1998,4,1,2.0,1.0,50,0.5,0.25,0.5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,0.0,0.0,2.0,4.0,,,,,,,,,0.25,0.0,0.5,0.0,0.0,0.5,1.0
525,Axel Tuanzebe,cd COD,DF,Ipswich Town,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0,0.05,0.05,0,0.05,525,cd COD,DF,26,1997,19,0,4.0,0.0,0,0.21052631578947367,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,17.0,12.0,10.0,22.0,19.0,,,,,,,,,0.0,0.05263157894736842,0.8947368421052632,0.631578947368421,0.5263157894736842,1.1578947368421053,1.0
232,Ayden Heaven,eng ENG,DF,Manchester Utd,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,232,eng ENG,DF,17,2006,1.9,0,2.0,0.0,0,1.0526315789473684,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,4.0,4.0,0.0,4.0,3.0,,,,,,,,,0.0,0.0,2.1052631578947367,2.1052631578947367,0.0,2.1052631578947367,1.5789473684210527
536,Bart Verbruggen,nl NED,GK,Brighton,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,536,nl NED,GK,21,2002,36,0,0.0,0.0,,0.0,0.0,,,0,0,41,nl NED,GK,21,2002,36,36,"3,240",36,58,1.61,140,89,65,14,13,9,7,19.4,9,9,0,0,0,Premier League,0.0,2.0,0.0,0.0,0.0,,,,,,,,,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.0
69,Ben Brereton,cl CHI,"FW,MF",Southampton,25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,cl CHI,"FW,MF",25,1999,5,0,11.0,1.0,9.1,2.2,0.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,4.0,8.0,5.0,0.0,2.0,,,,,,,,,0.0,0.0,0.8,1.6,1.0,0.0,0.4
97,Ben Chilwell,eng ENG,MF,Crystal Palace,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.35,0,0.35,0.35,0.35,97,eng ENG,MF,27,1996,2.9,1,5.0,3.0,60,1.7241379310344829,1.0344827586206897,0.2,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,3.0,7.0,6.0,6.0,,,,,,,,,0.3448275862068966,0.0,0.6896551724137931,1.0344827586206897,2.413793103448276,2.0689655172413794,2.0689655172413794
123,Ben Davies,wls WAL,DF,Tottenham Hotspur,31,1993,17,14,1331,14.8,0,0,0,0,0,0,5,0,0,0,0,0,0,123,wls WAL,DF,31,1993,14.8,0,5.0,1.0,20,0.33783783783783783,0.06756756756756756,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,17.0,7.0,4.0,12.0,11.0,,,,,,,,,0.0,0.0,1.1486486486486487,0.47297297297297297,0.27027027027027023,0.8108108108108107,0.7432432432432432
201,Ben Godfrey,eng ENG,DF,Ipswich Town,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,201,eng ENG,DF,26,1998,1.8,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,1.0,0.0,0.0,2.0,0.0,,,,,,,,,0.0,0.0,0.5555555555555556,0.0,0.0,1.1111111111111112,0.0
266,Ben Johnson,eng ENG,"MF,DF",Ipswich Town,24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,0.07,0.13,0.2,0.07,0.2,266,eng ENG,"MF,DF",24,2000,15,1,7.0,3.0,42.9,0.4666666666666667,0.2,0.14,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,27.0,6.0,37.0,13.0,20.0,,,,,,,,,0.06666666666666667,0.13333333333333333,1.8,0.4,2.466666666666667,0.8666666666666667,1.3333333333333333
348,Ben Mee,eng ENG,DF,Brentford,34,1989,7,2,183,2.0,0,0,0,0,0,0,2,0,0,0,0,0,0,348,eng ENG,DF,34,1989,2,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,5.0,0.0,0.0,4.0,2.0,,,,,,,,,0.0,0.0,2.5,0.0,0.0,2.0,1.0
