Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League,Fls,Fld,Crs,Int,TklW,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Gls/90,Ast/90,Fls/90,Fld/90,Crs/90,Int/90,TklW/90
258,Theo Hernández,fr FRA,"DF,MF",Milan,26,1997,33,30,2696,30.0,4,3,7,4,0,1,4,1,0.13,0.1,0.23,0.13,0.23,258,fr FRA,"DF,MF",26,1997,30,4,44.0,17.0,38.6,1.4666666666666666,0.5666666666666667,0.09,0.24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,17.0,43.0,111.0,16.0,30.0,,,,,,,,,0.13333333333333333,0.1,0.5666666666666667,1.4333333333333333,3.7,0.5333333333333333,1.0
150,Thijs Dallinga,nl NED,FW,Bologna,23,2000,31,11,1154,12.8,3,2,5,3,0,0,1,0,0.23,0.16,0.39,0.23,0.39,150,nl NED,FW,23,2000,12.8,3,31.0,11.0,35.5,2.421875,0.859375,0.1,0.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,24.0,17.0,2.0,1.0,6.0,,,,,,,,,0.234375,0.15625,1.875,1.328125,0.15625,0.078125,0.46875
98,Thomas Campaniello,it ITA,FW,Empoli,16,2008,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,it ITA,FW,16,2008,0.3,0,1.0,0.0,0,3.3333333333333335,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0
309,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,309,dk DEN,DF,22,2002,19.5,1,4.0,1.0,25,0.20512820512820512,0.05128205128205128,0.25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,31.0,3.0,10.0,21.0,20.0,,,,,,,,,0.05128205128205128,0.0,1.5897435897435896,0.15384615384615385,0.5128205128205128,1.0769230769230769,1.0256410256410255
221,Tiago Gabriel,pt POR,DF,Lecce,19,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,221,pt POR,DF,19,2004,1.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Tijjani Noslin,nl NED,"MF,FW",Lazio,25,1999,30,8,861,9.6,2,2,4,2,0,0,2,0,0.21,0.21,0.42,0.21,0.42,415,nl NED,"MF,FW",25,1999,9.6,2,19.0,6.0,31.6,1.9791666666666667,0.625,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,20.0,15.0,15.0,1.0,5.0,,,,,,,,,0.20833333333333334,0.20833333333333334,2.0833333333333335,1.5625,1.5625,0.10416666666666667,0.5208333333333334
494,Tijjani Reijnders,nl NED,MF,Milan,26,1998,37,36,3128,34.8,10,4,14,10,0,0,2,1,0.29,0.12,0.4,0.29,0.4,494,nl NED,MF,26,1998,34.8,10,77.0,28.0,36.4,2.21264367816092,0.8045977011494253,0.13,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,28.0,22.0,46.0,37.0,13.0,,,,,,,,,0.2873563218390805,0.1149425287356322,0.8045977011494253,0.632183908045977,1.3218390804597702,1.0632183908045978,0.37356321839080464
609,Timothy Weah,us USA,"MF,DF",Juventus,24,2000,30,18,1638,18.2,5,2,7,5,0,0,4,0,0.27,0.11,0.38,0.27,0.38,609,us USA,"MF,DF",24,2000,18.2,5,21.0,9.0,42.9,1.153846153846154,0.4945054945054945,0.24,0.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,20.0,14.0,44.0,14.0,19.0,,,,,,,,,0.27472527472527475,0.10989010989010989,1.098901098901099,0.7692307692307693,2.417582417582418,0.7692307692307693,1.043956043956044
28,Tommaso Augello,it ITA,"MF,DF",Cagliari,29,1994,38,30,2713,30.1,0,7,7,0,0,0,3,0,0,0.23,0.23,0,0.23,28,it ITA,"MF,DF",29,1994,30.1,0,8.0,0.0,0,0.26578073089700993,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,15.0,11.0,208.0,14.0,27.0,,,,,,,,,0.0,0.23255813953488372,0.4983388704318937,0.3654485049833887,6.910299003322259,0.46511627906976744,0.8970099667774086
36,Tommaso Baldanzi,it ITA,"MF,FW",Roma,21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,36,it ITA,"MF,FW",21,2003,9.2,1,20.0,4.0,20,2.173913043478261,0.4347826086956522,0.05,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,7.0,16.0,6.0,6.0,6.0,,,,,,,,,0.10869565217391305,0.10869565217391305,0.7608695652173914,1.7391304347826089,0.6521739130434783,0.6521739130434783,0.6521739130434783
220,Tommaso Gabellini,it ITA,FW,Torino,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,220,it ITA,FW,17,2006,0.1,0,1.0,0.0,0,10.0,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Tommaso Pobega,it ITA,MF,Bologna,25,1999,21,13,1178,13.1,2,2,4,2,0,0,6,2,0.15,0.15,0.31,0.15,0.31,476,it ITA,MF,25,1999,13.1,2,24.0,8.0,33.3,1.83206106870229,0.6106870229007634,0.08,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,33.0,14.0,8.0,15.0,20.0,,,,,,,,,0.15267175572519084,0.15267175572519084,2.519083969465649,1.0687022900763359,0.6106870229007634,1.1450381679389314,1.5267175572519085
506,Tommaso Rubino,it ITA,FW,Fiorentina,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,506,it ITA,FW,17,2006,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
435,Tomás Palacios,ar ARG,DF,Inter,21,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,435,ar ARG,DF,21,2003,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0
434,Tomás Palacios,ar ARG,DF,Monza,21,2003,8,5,446,5.0,0,0,0,0,0,0,2,0,0,0,0,0,0,434,ar ARG,DF,21,2003,5,0,1.0,0.0,0,0.2,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,2.0,10.0,1.0,9.0,5.0,,,,,,,,,0.0,0.0,0.4,2.0,0.2,1.8,1.0
555,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,22,2002,31,27,2080,23.1,0,1,1,0,0,0,7,1,0,0.04,0.04,0,0.04,555,sk SVK,"MF,FW",22,2002,23.1,0,32.0,7.0,21.9,1.3852813852813852,0.30303030303030304,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,54.0,65.0,50.0,17.0,38.0,,,,,,,,,0.0,0.04329004329004329,2.3376623376623376,2.813852813852814,2.1645021645021645,0.7359307359307359,1.6450216450216448
184,Tyronne Ebuehi,ng NGA,DF,Empoli,28,1995,4,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,184,ng NGA,DF,28,1995,0.8,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,2.0,2.0,2.0,2.0,,,,,,,,,0.0,0.0,0.0,2.5,2.5,2.5,2.5
229,Valentin Gendrey,fr FRA,DF,Lecce,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,fr FRA,DF,24,2000,2,0,2.0,0.0,0,1.0,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,1.0,2.0,3.0,2.0,2.0,,,,,,,,,0.0,0.0,0.5,1.0,1.5,1.0,1.0
383,Valentin Mihaila,ro ROU,"MF,FW",Parma,24,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,0,0.21,0.21,0,0.21,383,ro ROU,"MF,FW",24,2000,14.3,0,31.0,11.0,35.5,2.167832167832168,0.7692307692307692,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,17.0,20.0,33.0,7.0,15.0,,,,,,,,,0.0,0.2097902097902098,1.1888111888111887,1.3986013986013985,2.3076923076923075,0.4895104895104895,1.048951048951049
315,Valentino Lazaro,at AUT,MF,Torino,28,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,0,0.23,0.23,0,0.23,315,at AUT,MF,28,1996,25.6,0,16.0,2.0,12.5,0.625,0.078125,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,30.0,13.0,142.0,10.0,12.0,,,,,,,,,0.0,0.234375,1.171875,0.5078125,5.546875,0.390625,0.46875
114,Valentín Castellanos,ar ARG,FW,Lazio,25,1998,29,28,2384,26.5,10,3,13,8,2,3,9,1,0.38,0.11,0.49,0.3,0.42,114,ar ARG,FW,25,1998,26.5,10,108.0,41.0,38,4.0754716981132075,1.5471698113207548,0.07,0.2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,38.0,42.0,25.0,8.0,6.0,,,,,,,,,0.37735849056603776,0.11320754716981132,1.4339622641509433,1.5849056603773586,0.9433962264150944,0.3018867924528302,0.22641509433962265
384,Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37,37,3330,37.0,0,0,0,0,0,0,3,0,0,0,0,0,0,384,rs SRB,GK,27,1997,37,0,0.0,0.0,,0.0,0.0,,,0,0,19,rs SRB,GK,27,1997,37,37,"3,330",37,42,1.14,166,131,76.5,10,14,13,10,27,7,3,4,0,57.1,Serie A,1.0,10.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.02702702702702703,0.2702702702702703,0.0,0.0,0.0
599,Vanja Vlahović,rs SRB,MF,Atalanta,20,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,599,rs SRB,MF,20,2004,0.7,0,1.0,1.0,100,1.4285714285714286,1.4285714285714286,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,3.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,4.285714285714286,0.0,0.0,1.4285714285714286
10,Vasilije Adžić,me MNE,MF,Juventus,18,2006,6,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,me MNE,MF,18,2006,0.5,0,1.0,1.0,100,2.0,2.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,1.0,1.0,0.0,0.0,2.0,,,,,,,,,0.0,0.0,2.0,2.0,0.0,0.0,4.0
407,Victor Nelsson,dk DEN,DF,Roma,25,1998,4,1,187,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,407,dk DEN,DF,25,1998,2.1,0,1.0,0.0,0,0.47619047619047616,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,2.0,5.0,0.0,2.0,3.0,,,,,,,,,0.0,0.0,0.9523809523809523,2.380952380952381,0.0,0.9523809523809523,1.4285714285714286
307,Viktor Kovalenko,ua UKR,MF,Empoli,28,1996,6,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,307,ua UKR,MF,28,1996,0.9,0,3.0,1.0,33.3,3.333333333333333,1.1111111111111112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,2.0,2.0,1.0,0.0,1.0,,,,,,,,,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,1.1111111111111112
597,Vitinha,pt POR,"FW,MF",Genoa,24,2000,25,16,1328,14.8,2,3,5,2,0,0,2,0,0.14,0.2,0.34,0.14,0.34,597,pt POR,"FW,MF",24,2000,14.8,2,33.0,6.0,18.2,2.22972972972973,0.4054054054054054,0.06,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,23.0,25.0,46.0,13.0,8.0,,,,,,,,,0.13513513513513511,0.2027027027027027,1.554054054054054,1.689189189189189,3.108108108108108,0.8783783783783783,0.5405405405405405
122,Walid Cheddira,ma MAR,FW,Napoli,26,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,ma MAR,FW,26,1998,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Warren Bondo,fr FRA,MF,Milan,20,2003,4,3,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,72,fr FRA,MF,20,2003,1.8,0,1.0,1.0,100,0.5555555555555556,0.5555555555555556,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,1.0,4.0,1.0,0.0,3.0,,,,,,,,,0.0,0.0,0.5555555555555556,2.2222222222222223,0.5555555555555556,0.0,1.6666666666666665
71,Warren Bondo,fr FRA,MF,Monza,20,2003,20,19,1618,18.0,0,0,0,0,0,0,5,1,0,0,0,0,0,71,fr FRA,MF,20,2003,18,0,13.0,1.0,7.7,0.7222222222222222,0.05555555555555555,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,31.0,36.0,7.0,6.0,25.0,,,,,,,,,0.0,0.0,1.7222222222222223,2.0,0.3888888888888889,0.3333333333333333,1.3888888888888888
378,Weston McKennie,us USA,"MF,DF",Juventus,25,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,0.08,0.16,0.23,0.08,0.23,378,us USA,"MF,DF",25,1998,25.7,2,22.0,8.0,36.4,0.8560311284046693,0.311284046692607,0.09,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,31.0,19.0,19.0,15.0,13.0,,,,,,,,,0.07782101167315175,0.1556420233463035,1.206225680933852,0.7392996108949417,0.7392996108949417,0.5836575875486382,0.5058365758754864
203,Wladimiro Falcone,it ITA,GK,Lecce,29,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0,0,0,0,0,203,it ITA,GK,29,1995,38,0,0.0,0.0,,0.0,0.0,,,0,0,9,it ITA,GK,29,1995,38,38,"3,420",38,58,1.53,177,127,71.8,8,10,20,9,23.7,10,8,1,1,11.1,Serie A,1.0,11.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.02631578947368421,0.2894736842105263,0.0,0.02631578947368421,0.0
141,Woyo Coulibaly,ml MLI,DF,Parma,25,1999,14,12,1084,12.0,0,1,1,0,0,0,1,1,0,0.08,0.08,0,0.08,141,ml MLI,DF,25,1999,12,0,3.0,0.0,0,0.25,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,12.0,12.0,5.0,9.0,9.0,,,,,,,,,0.0,0.08333333333333333,1.0,1.0,0.4166666666666667,0.75,0.75
146,Wylan Cyprien,fr FRA,MF,Parma,29,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,146,fr FRA,MF,29,1995,0.3,0,1.0,0.0,0,3.3333333333333335,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0
9,Yacine Adli,fr FRA,MF,Fiorentina,24,2000,26,15,1234,13.7,4,6,10,4,0,0,3,1,0.29,0.44,0.73,0.29,0.73,9,fr FRA,MF,24,2000,13.7,4,14.0,5.0,35.7,1.0218978102189782,0.36496350364963503,0.29,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,9.0,20.0,62.0,5.0,20.0,,,,,,,,,0.29197080291970806,0.43795620437956206,0.6569343065693432,1.4598540145985401,4.525547445255475,0.36496350364963503,1.4598540145985401
30,Yann Aurel Bisseck,de GER,DF,Inter,23,2000,27,17,1643,18.3,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27,30,de GER,DF,23,2000,18.3,3,21.0,5.0,23.8,1.1475409836065573,0.27322404371584696,0.14,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,16.0,9.0,8.0,18.0,13.0,,,,,,,,,0.16393442622950818,0.1092896174863388,0.8743169398907104,0.4918032786885246,0.4371584699453552,0.9836065573770492,0.7103825136612022
286,Yann Karamoh,fr FRA,"MF,FW",Torino,26,1998,29,10,1046,11.6,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,286,fr FRA,"MF,FW",26,1998,11.6,0,25.0,6.0,24,2.1551724137931036,0.5172413793103449,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,12.0,14.0,24.0,3.0,2.0,,,,,,,,,0.0,0.08620689655172414,1.0344827586206897,1.206896551724138,2.0689655172413794,0.25862068965517243,0.1724137931034483
544,Yann Sommer,ch SUI,GK,Inter,35,1988,33,33,2970,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,ch SUI,GK,35,1988,33,0,0.0,0.0,,0.0,0.0,,,0,0,42,ch SUI,GK,35,1988,33,33,"2,970",33,32,0.97,112,84,74.1,20,8,5,13,39.4,4,3,1,0,25,Serie A,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
194,Yannik Engelhardt,de GER,"MF,DF",Como,23,2001,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,194,de GER,"MF,DF",23,2001,12.9,1,8.0,2.0,25,0.6201550387596899,0.15503875968992248,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,22.0,20.0,1.0,13.0,14.0,,,,,,,,,0.07751937984496124,0.07751937984496124,1.7054263565891472,1.5503875968992247,0.07751937984496124,1.0077519379844961,1.0852713178294573
385,Yerry Mina,co COL,DF,Cagliari,29,1994,31,31,2569,28.5,1,0,1,1,0,0,6,1,0.04,0,0.04,0.04,0.04,385,co COL,DF,29,1994,28.5,1,26.0,8.0,30.8,0.9122807017543859,0.2807017543859649,0.04,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,40.0,57.0,1.0,39.0,34.0,,,,,,,,,0.03508771929824561,0.0,1.4035087719298245,2.0,0.03508771929824561,1.368421052631579,1.1929824561403508
489,Ylber Ramadani,al ALB,MF,Lecce,28,1996,29,21,1807,20.1,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,489,al ALB,MF,28,1996,20.1,1,17.0,6.0,35.3,0.8457711442786069,0.29850746268656714,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,18.0,11.0,6.0,22.0,29.0,,,,,,,,,0.04975124378109452,0.04975124378109452,0.8955223880597014,0.5472636815920398,0.29850746268656714,1.0945273631840795,1.4427860696517412
420,Yllan Okou,fr FRA,DF,Hellas Verona,21,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,fr FRA,DF,21,2002,0,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Yordan Osorio,ve VEN,DF,Parma,30,1994,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,427,ve VEN,DF,30,1994,1.9,0,1.0,0.0,0,0.5263157894736842,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,5.0,2.0,0.0,4.0,2.0,,,,,,,,,0.0,0.0,2.6315789473684212,1.0526315789473684,0.0,2.1052631578947367,1.0526315789473684
347,Youssef Maleh,ma MAR,MF,Empoli,25,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0,0.06,0.06,0,0.06,347,ma MAR,MF,25,1998,16.8,0,17.0,3.0,17.6,1.0119047619047619,0.17857142857142858,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,32.0,29.0,16.0,14.0,24.0,,,,,,,,,0.0,0.05952380952380952,1.9047619047619047,1.726190476190476,0.9523809523809523,0.8333333333333333,1.4285714285714286
211,Youssouf Fofana,fr FRA,MF,Milan,25,1999,35,29,2504,27.8,1,6,7,1,0,0,5,0,0.04,0.22,0.25,0.04,0.25,211,fr FRA,MF,25,1999,27.8,1,36.0,5.0,13.9,1.2949640287769784,0.17985611510791366,0.03,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,28.0,17.0,10.0,17.0,34.0,,,,,,,,,0.03597122302158273,0.2158273381294964,1.0071942446043165,0.6115107913669064,0.3597122302158273,0.6115107913669064,1.223021582733813
399,Yunus Musah,us USA,"MF,FW",Milan,21,2002,29,19,1571,17.5,0,2,2,0,0,0,5,0,0,0.11,0.11,0,0.11,399,us USA,"MF,FW",21,2002,17.5,0,22.0,5.0,22.7,1.2571428571428571,0.2857142857142857,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,36.0,17.0,24.0,7.0,18.0,,,,,,,,,0.0,0.11428571428571428,2.057142857142857,0.9714285714285714,1.3714285714285714,0.4,1.0285714285714285
119,Zeki Çelik,tr TUR,"DF,MF",Roma,27,1997,31,27,2256,25.1,0,2,2,0,0,0,5,0,0,0.08,0.08,0,0.08,119,tr TUR,"DF,MF",27,1997,25.1,0,13.0,4.0,30.8,0.5179282868525896,0.1593625498007968,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,31.0,10.0,42.0,12.0,37.0,,,,,,,,,0.0,0.0796812749003984,1.2350597609561753,0.398406374501992,1.6733067729083664,0.4780876494023904,1.4741035856573705
556,Zion Suzuki,jp JPN,GK,Parma,21,2002,37,37,3314,36.8,0,0,0,0,0,0,2,1,0,0,0,0,0,556,jp JPN,GK,21,2002,36.8,0,0.0,0.0,,0.0,0.0,,,0,0,45,jp JPN,GK,21,2002,36,36,"3,240",36.8,53,1.47,143,95,66.4,7,15,14,7,19.4,5,5,0,0,0,Serie A,3.0,6.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.08152173913043478,0.16304347826086957,0.0,0.0,0.0
339,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22,2002,26,19,1606,17.8,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,339,ao ANG,"FW,MF",22,2002,17.8,2,23.0,4.0,17.4,1.2921348314606742,0.2247191011235955,0.09,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,38.0,51.0,65.0,4.0,7.0,,,,,,,,,0.11235955056179775,0.11235955056179775,2.134831460674157,2.8651685393258424,3.651685393258427,0.2247191011235955,0.3932584269662921
278,Álex Jiménez,es ESP,"MF,DF",Milan,19,2005,22,14,1266,14.1,0,1,1,0,0,0,6,0,0,0.07,0.07,0,0.07,278,es ESP,"MF,DF",19,2005,14.1,0,15.0,5.0,33.3,1.0638297872340425,0.3546099290780142,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,12.0,18.0,37.0,17.0,13.0,,,,,,,,,0.0,0.07092198581560284,0.851063829787234,1.2765957446808511,2.624113475177305,1.2056737588652482,0.9219858156028369
584,Álex Valle,es ESP,DF,Como,20,2004,15,12,1030,11.4,0,0,0,0,0,0,2,0,0,0,0,0,0,584,es ESP,DF,20,2004,11.4,0,9.0,1.0,11.1,0.7894736842105263,0.08771929824561403,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,14.0,18.0,15.0,6.0,11.0,,,,,,,,,0.0,0.0,1.2280701754385965,1.5789473684210527,1.3157894736842104,0.5263157894736842,0.9649122807017544
391,Álvaro Morata,es ESP,"FW,MF",Milan,31,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,0.41,0,0.41,0.41,0.41,391,es ESP,"FW,MF",31,1992,12.2,5,27.0,10.0,37,2.2131147540983607,0.819672131147541,0.19,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,25.0,18.0,12.0,5.0,10.0,,,,,,,,,0.4098360655737705,0.0,2.0491803278688527,1.4754098360655739,0.9836065573770493,0.4098360655737705,0.819672131147541
185,Éderson,br BRA,MF,Atalanta,25,1999,37,32,2881,32.0,4,1,5,4,0,0,5,1,0.12,0.03,0.16,0.12,0.16,185,br BRA,MF,25,1999,32,4,39.0,12.0,30.8,1.21875,0.375,0.1,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,31.0,53.0,23.0,33.0,33.0,,,,,,,,,0.125,0.03125,0.96875,1.65625,0.71875,1.03125,1.03125
279,Þórir Jóhann Helgason,is ISL,MF,Lecce,23,2000,21,13,1156,12.8,0,4,4,0,0,0,0,0,0,0.31,0.31,0,0.31,279,is ISL,MF,23,2000,12.8,0,16.0,5.0,31.3,1.25,0.390625,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Serie A,10.0,10.0,69.0,5.0,7.0,,,,,,,,,0.0,0.3125,0.78125,0.78125,5.390625,0.390625,0.546875
538,Łukasz Skorupski,pl POL,GK,Bologna,33,1991,27,27,2364,26.3,0,0,0,0,0,0,1,0,0,0,0,0,0,538,pl POL,GK,33,1991,26.3,0,0.0,0.0,,0.0,0.0,,,0,0,40,pl POL,GK,33,1991,27,27,"2,364",26.3,33,1.26,83,51,61.4,11,12,4,8,29.6,2,1,1,0,50,Serie A,1.0,4.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.03802281368821293,0.1520912547528517,0.0,0.03802281368821293,0.0
327,Aaron Malouda,fr FRA,FW,Lille,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,fr FRA,FW,18,2005,0,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Abakar Sylla,ci CIV,DF,Strasbourg,21,2002,21,10,950,10.6,1,0,1,1,0,0,2,1,0.09,0,0.09,0.09,0.09,510,ci CIV,DF,21,2002,10.6,1,5.0,1.0,20,0.4716981132075472,0.09433962264150944,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1,17.0,7.0,1.0,11.0,14.0,,,,,,,,,0.09433962264150944,0.0,1.6037735849056605,0.6603773584905661,0.09433962264150944,1.0377358490566038,1.3207547169811322
