,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Lyle Taylor,ms MSR,"FW,MF",Colchester United,34,1990,37,27,"2,425",26.9,10,2,12,9,1,1,7,0,0.37,0.07,0.45,0.33,0.41,Matches
652,Matty Taylor,eng ENG,FW,Cheltenham Town,34,1990,37,10,"1,300",14.4,5,2,7,5,0,0,4,0,0.35,0.14,0.48,0.35,0.48,Matches
653,Max Taylor,eng ENG,DF,Morecambe,23,2000,20,14,"1,241",13.8,1,0,1,1,0,0,4,1,0.07,0,0.07,0.07,0.07,Matches
654,Samuel Taylor,eng ENG,MF,Tranmere Rovers,19,2004,11,2,258,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
655,Dom Telford,eng ENG,"FW,MF",Barrow,27,1996,16,3,370,4.1,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
656,Frankie Terry,eng ENG,DF,Colchester United,20,2004,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
657,Douglas Tharme,eng ENG,DF,Grimsby Town,24,2000,28,22,"1,987",22.1,1,1,2,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09,Matches
658,Adrien Thibaut,ie IRL,FW,Crewe Alexandra,20,2004,18,6,717,8,1,1,2,1,0,0,4,0,0.13,0.13,0.25,0.13,0.25,Matches
659,Conor Thomas,eng ENG,MF,Crewe Alexandra,30,1993,19,13,"1,039",11.5,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
660,Joe Thomas,wls WAL,"MF,DF",Newport County,22,2002,23,21,"1,778",19.8,1,1,2,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,Matches
661,Jordan Thomas,eng ENG,MF,Cheltenham Town,23,2001,40,32,"2,919",32.4,8,2,10,7,1,1,5,0,0.25,0.06,0.31,0.22,0.28,Matches
662,Joshua Thomas,wls WAL,FW,Bromley,21,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
663,Terell Thomas,lc LCA,DF,Carlisle United,28,1995,32,29,"2,671",29.7,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
664,Ben Thompson,eng ENG,MF,Bromley,28,1995,42,38,"3,354",37.3,6,1,7,6,0,0,8,0,0.16,0.03,0.19,0.16,0.19,Matches
665,Curtis Thompson,eng ENG,MF,Grimsby Town,30,1993,19,6,656,7.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
666,Max Thompson,eng ENG,GK,Chesterfield,19,2004,18,18,"1,620",18,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
667,Nathan Thompson,eng ENG,DF,Milton Keynes Dons,33,1990,2,2,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
668,Kane Thompson-Sommers,eng ENG,MF,Milton Keynes Dons,23,2000,23,11,"1,133",12.6,2,0,2,2,0,0,4,0,0.16,0,0.16,0.16,0.16,Matches
669,George Thomson,sct SCO,MF,Harrogate Town FC,32,1992,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
670,Oscar Thorn,eng ENG,MF,Colchester United,20,2004,26,11,"1,052",11.7,0,4,4,0,0,0,3,0,0,0.34,0.34,0,0.34,Matches
671,Junior Tiensia,eng ENG,DF,Barrow,23,2000,8,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
672,James Tilley,eng ENG,MF,AFC Wimbledon,26,1998,41,36,"3,206",35.6,4,7,11,4,0,0,6,0,0.11,0.2,0.31,0.11,0.31,Matches
673,Curtis Tilt,jm JAM,DF,Salford City FC,32,1991,37,32,"2,909",32.3,1,0,1,1,0,0,12,2,0.03,0,0.03,0.03,0.03,Matches
674,Lorent Tolaj,ch SUI,"FW,MF",Port Vale,22,2001,37,30,"2,623",29.1,14,8,22,12,2,3,5,0,0.48,0.27,0.75,0.41,0.69,Matches
675,Ben Tollitt,eng ENG,"MF,FW",Morecambe,29,1994,39,28,"2,454",27.3,6,2,8,6,0,0,3,0,0.22,0.07,0.29,0.22,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Joe Tomlinson,eng ENG,"MF,DF",Milton Keynes Dons,24,2000,40,38,"3,276",36.4,5,2,7,4,1,1,3,0,0.14,0.05,0.19,0.11,0.16,Matches
677,Besart Topalloj,eng ENG,MF,Bromley,23,2001,3,2,207,2.3,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
678,Samson Tovide,eng ENG,FW,Colchester United,20,2004,29,23,"1,915",21.3,7,5,12,7,0,0,4,0,0.33,0.23,0.56,0.33,0.56,Matches
679,Nick Townsend,ag ATG,GK,Newport County,29,1994,43,43,"3,870",43,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
680,Shilow Tracey,eng ENG,"FW,MF",Crewe Alexandra,26,1998,33,28,"2,428",27,6,0,6,6,0,0,7,0,0.22,0,0.22,0.22,0.22,Matches
681,Mai Traore,gn GUI,"FW,MF",Notts County,24,1999,12,2,319,3.5,0,2,2,0,0,0,0,0,0,0.56,0.56,0,0.56,Matches
682,Lewis Trickett,nir NIR,MF,Accrington Stanley,19,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
683,Callum Tripp,eng ENG,"DF,MF",Milton Keynes Dons,17,2006,7,5,424,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
684,Connal Trueman,eng ENG,GK,Milton Keynes Dons,28,1996,13,13,"1,170",13,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
685,Nicholas Tsaroulla,cy CYP,MF,Notts County,25,1999,38,28,"2,392",26.6,2,2,4,2,0,0,5,0,0.08,0.08,0.15,0.08,0.15,Matches
686,Kabongo Tshimanga,eng ENG,"FW,MF",Swindon Town,26,1997,39,25,"2,281",25.3,11,3,14,5,6,7,3,0,0.43,0.12,0.55,0.2,0.32,Matches
687,Jack Tucker,eng ENG,"MF,DF",Colchester United,24,1999,10,3,339,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
688,Jack Tucker,eng ENG,DF,Milton Keynes Dons,24,1999,9,7,693,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
689,Jordan Turnbull,eng ENG,DF,Tranmere Rovers,29,1994,44,44,"3,920",43.6,1,1,2,1,0,0,9,0,0.02,0.02,0.05,0.02,0.05,Matches
690,Jake Turner,eng ENG,GK,Gillingham,25,1999,9,9,765,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
691,Harry Tustin,,MF,Cheltenham Town,,,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
692,David Tutonda,eng ENG,DF,Morecambe,28,1995,42,34,"2,918",32.4,0,1,1,0,0,0,14,1,0,0.03,0.03,0,0.03,Matches
693,Jemiah Umolu,eng ENG,FW,Port Vale,18,2005,9,0,140,1.6,0,1,1,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches
694,Theo Vassell,eng ENG,DF,Barrow,27,1997,32,30,"2,685",29.8,5,0,5,5,0,0,5,0,0.17,0,0.17,0.17,0.17,Matches
695,Josh Vela,eng ENG,"MF,FW",Carlisle United,30,1993,29,17,"1,455",16.2,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
696,Charles Vernam,eng ENG,"MF,FW",Grimsby Town,27,1996,17,10,817,9.1,2,1,3,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,Matches
697,Kane Vincent-Young,gd GRN,"DF,MF",Colchester United,28,1996,10,0,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
698,Matty Virtue,eng ENG,MF,Fleetwood Town,27,1997,41,33,"2,841",31.6,9,0,9,9,0,0,6,0,0.29,0,0.29,0.29,0.29,Matches
699,Jacob Wakeling,eng ENG,FW,Gillingham,22,2001,16,5,507,5.6,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches
700,Brad Walker,eng ENG,DF,Tranmere Rovers,28,1996,8,6,543,6,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Jamie Walker,sct SCO,MF,Bradford City,31,1993,35,16,"1,665",18.5,1,6,7,1,0,0,5,0,0.05,0.32,0.38,0.05,0.38,Matches
702,Moses Walker,eng ENG,FW,Newport County,17,2007,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
703,Sam Walker,eng ENG,GK,Bradford City,32,1991,46,46,"4,140",46,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
704,Charlie Waller,eng ENG,DF,Milton Keynes Dons,19,2005,8,4,452,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
705,Rhys Walters,,MF,Port Vale,,,13,11,852,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
706,Tyler Walton,eng ENG,"FW,MF",Accrington Stanley,25,1998,41,30,"2,560",28.4,7,8,15,7,0,0,13,0,0.25,0.28,0.53,0.25,0.53,Matches
707,Benn Ward,,DF,Accrington Stanley,,,21,21,"1,862",20.7,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
708,Jaden Warner,eng ENG,DF,Newport County,21,2002,5,3,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
709,Tyrell Warren,eng ENG,DF,Grimsby Town,25,1998,32,19,"1,858",20.6,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
710,Lewis Warrington,eng ENG,MF,Salford City FC,21,2002,16,8,834,9.3,1,0,1,1,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
711,Ryan Watson,eng ENG,MF,Salford City FC,31,1993,18,8,598,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
712,Stephen Wearne,eng ENG,"MF,FW",Carlisle United,23,2000,18,13,"1,098",12.2,2,2,4,2,0,0,1,0,0.16,0.16,0.33,0.16,0.33,Matches
713,Stephen Wearne,eng ENG,"MF,FW",Milton Keynes Dons,23,2000,11,9,679,7.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
714,Byron Webster,eng ENG,DF,Bromley,37,1987,28,27,"2,407",26.7,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
715,Harry Webster,,DF,Gillingham,,,2,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
716,Evan Weir,ie IRL,DF,Walsall,22,2002,14,7,623,6.9,0,4,4,0,0,0,2,0,0,0.58,0.58,0,0.58,Matches
717,Zain Westbrooke,eng ENG,MF,Doncaster Rovers,27,1996,7,2,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
718,Joe Westley,eng ENG,"MF,FW",Swindon Town,19,2004,17,3,503,5.6,3,0,3,3,0,0,0,0,0.54,0,0.54,0.54,0.54,Matches
719,Charlie Weston,eng ENG,MF,Barrow,20,2004,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
720,Billy Whaite,,FW,Morecambe,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
721,Shaun Whalley,eng ENG,"MF,FW",Accrington Stanley,36,1987,33,32,"2,752",30.6,9,3,12,7,2,2,7,0,0.29,0.1,0.39,0.23,0.33,Matches
722,Ethan Wheatley,eng ENG,FW,Walsall,18,2006,4,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
723,Callum Whelan,eng ENG,MF,Carlisle United,25,1998,23,22,"1,891",21,2,1,3,2,0,0,3,0,0.1,0.05,0.14,0.1,0.14,Matches
724,Charlie Whitaker,eng ENG,"MF,FW",Notts County,20,2003,20,13,"1,111",12.3,4,0,4,4,0,0,3,0,0.32,0,0.32,0.32,0.32,Matches
725,Joe White,eng ENG,MF,Milton Keynes Dons,21,2002,34,23,"1,955",21.7,6,2,8,6,0,0,5,0,0.28,0.09,0.37,0.28,0.37,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Tom White,eng ENG,MF,Morecambe,27,1997,34,27,"2,378",26.4,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
727,Ben Whitfield,eng ENG,"MF,FW",Barrow,28,1996,17,13,"1,105",12.3,2,5,7,1,1,1,1,0,0.16,0.41,0.57,0.08,0.49,Matches
728,Corey Whitley,eng ENG,"MF,FW",Bromley,33,1991,44,36,"3,203",35.6,2,5,7,2,0,0,3,0,0.06,0.14,0.2,0.06,0.2,Matches
729,Kai Whitmore,eng ENG,MF,Newport County,23,2001,28,14,"1,356",15.1,2,0,2,2,0,0,5,1,0.13,0,0.13,0.13,0.13,Matches
730,Aaron Wildig,wls WAL,MF,Newport County,32,1992,15,15,"1,158",12.9,4,0,4,4,0,0,4,0,0.31,0,0.31,0.31,0.31,Matches
731,Freddie Willcox,,MF,Cheltenham Town,,,2,0,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
732,Ben Williams,wls WAL,"DF,MF",Carlisle United,25,1999,8,8,535,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
733,Ethan Williams,eng ENG,MF,Cheltenham Town,18,2005,17,8,782,8.7,2,2,4,2,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches
734,Euan Williams,nir NIR,MF,Gillingham,21,2003,10,5,405,4.5,0,1,1,0,0,0,2,0,0,0.22,0.22,0,0.22,Matches
735,Harry Williams,eng ENG,DF,Walsall,21,2002,30,29,"2,627",29.2,3,0,3,3,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
736,Jay Williams,kn SKN,MF,Milton Keynes Dons,23,2000,10,9,705,7.8,0,1,1,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
737,Jonny Williams,wls WAL,MF,Gillingham,30,1993,26,8,981,10.9,1,1,2,1,0,0,3,1,0.09,0.09,0.18,0.09,0.18,Matches
738,Jordan Williams,wls WAL,"MF,DF",Barrow,28,1995,18,16,"1,500",16.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
739,Jordan Williams,wls WAL,"MF,DF",Milton Keynes Dons,28,1995,13,4,396,4.4,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
740,Josh Williams,eng ENG,"MF,DF",Carlisle United,21,2002,6,6,488,5.4,0,1,1,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
741,Josh Williams,wls WAL,MF,Tranmere Rovers,20,2004,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
742,Rhys Williams,eng ENG,DF,Morecambe,23,2001,33,32,"2,755",30.6,1,0,1,1,0,0,6,1,0.03,0,0.03,0.03,0.03,Matches
743,Tyrone Williams,eng ENG,DF,Chesterfield,29,1994,10,9,700,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
744,Zac Williams,wls WAL,"DF,MF",Crewe Alexandra,20,2004,41,41,"3,595",39.9,1,2,3,1,0,0,12,1,0.03,0.05,0.08,0.03,0.08,Matches
745,Donovan Wilson,eng ENG,FW,Grimsby Town,27,1997,12,4,431,4.8,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
746,Connor Wood,eng ENG,DF,Tranmere Rovers,28,1996,34,29,"2,541",28.2,0,1,1,0,0,0,6,1,0,0.04,0.04,0,0.04,Matches
747,Nathan Wood,wls WAL,FW,Newport County,27,1997,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
748,Richard Wood,eng ENG,DF,Doncaster Rovers,39,1985,8,7,514,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
749,Ben Woodburn,wls WAL,"MF,FW",Salford City FC,24,1999,33,27,"2,058",22.9,3,6,9,3,0,0,7,0,0.13,0.26,0.39,0.13,0.39,Matches
750,Ben Woods,eng ENG,MF,Accrington Stanley,21,2002,36,31,"2,765",30.7,8,7,15,8,0,0,10,0,0.26,0.23,0.49,0.26,0.49,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Josh Woods,eng ENG,"FW,MF",Accrington Stanley,24,2000,31,15,"1,504",16.7,5,2,7,5,0,0,6,0,0.3,0.12,0.42,0.3,0.42,Matches
752,Alex Woodyard,eng ENG,MF,Colchester United,31,1993,14,11,884,9.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
753,David Worrall,eng ENG,"FW,MF",Barrow,34,1990,5,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
754,Jordan Wright,eng ENG,GK,Grimsby Town,26,1997,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
755,Tyreik Wright,ie IRL,MF,Bradford City,22,2001,28,19,"1,701",18.9,0,2,2,0,0,1,3,0,0,0.11,0.11,0,0.11,Matches
756,Will Wright,eng ENG,DF,Swindon Town,27,1997,46,45,"4,057",45.1,7,3,10,6,1,2,6,0,0.16,0.07,0.22,0.13,0.2,Matches
757,Will Wright,,FW,Salford City FC,,,2,0,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
758,Charlie Wyke,eng ENG,FW,Carlisle United,31,1992,13,10,862,9.6,2,0,2,1,1,1,2,0,0.21,0,0.21,0.1,0.1,Matches
759,Marcus Wyllie,eng ENG,"FW,MF",Gillingham,25,1999,12,7,585,6.5,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
760,Ephraim Yeboah,gh GHA,MF,Doncaster Rovers,18,2006,11,1,253,2.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
761,Luke Young,eng ENG,MF,Cheltenham Town,31,1993,34,33,"2,905",32.3,4,2,6,4,0,0,2,0,0.12,0.06,0.19,0.12,0.19,Matches
762,Matt Young,eng ENG,GK,Salford City FC,17,2006,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
