Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
505,Youssouf Sabaly,sn SEN,DF,Real Betis,31,1993,22,20,"1,581",17.6,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
506,Umar Sadiq,ng NGA,FW,Valencia,27,1997,16,9,825,9.2,5,0,5,5,0,0,4,0,0.55,0,0.55,0.55,0.55,Matches
507,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
508,Jorge Sáenz,es ESP,DF,Leganés,27,1996,23,19,"1,690",18.8,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05,Matches
509,Jan Salas,es ESP,MF,Mallorca,18,2005,4,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Kike Salas,es ESP,DF,Sevilla,22,2002,31,25,"2,238",24.9,3,2,5,3,0,0,6,0,0.12,0.08,0.2,0.12,0.2,Matches
511,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,22,16,"1,471",16.3,0,2,2,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
512,Chuky san jose,es ESP,"MF,FW",Valladolid,20,2004,18,9,728,8.1,2,0,2,2,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
513,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,29,19,"1,620",18,15,1,16,12,3,3,2,0,0.83,0.06,0.89,0.67,0.72,Matches
514,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,33,12,"1,395",15.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
515,Iván Sánchez,es ESP,MF,Valladolid,31,1992,32,11,"1,404",15.6,2,1,3,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19,Matches
516,Javi Sánchez,es ESP,DF,Valladolid,27,1997,25,25,"2,026",22.5,2,0,2,2,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
517,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,32,18,"1,722",19.1,4,4,8,4,0,0,6,1,0.21,0.21,0.42,0.21,0.42,Matches
518,Manu Sánchez,es ESP,DF,Alavés,23,2000,33,30,"2,634",29.3,1,0,1,1,0,0,6,1,0.03,0,0.03,0.03,0.03,Matches
519,Maroan Sannadi,ma MAR,FW,Athletic Club,23,2001,16,7,754,8.4,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches
520,Yellu Santiago,es ESP,MF,Getafe,20,2004,19,4,372,4.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
521,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,9,7,594,6.6,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
522,Sergi,es ESP,DF,Leganés,32,1992,36,33,"2,957",32.9,2,0,2,2,0,0,2,1,0.06,0,0.06,0.06,0.06,Matches
523,Nicolás Serrano,es ESP,MF,Athletic Club,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Fábio Silva,pt POR,FW,Las Palmas,22,2002,24,22,"1,866",20.7,10,3,13,8,2,3,7,0,0.48,0.14,0.63,0.39,0.53,Matches
525,Rui Silva,pt POR,GK,Real Betis,30,1994,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,33,26,"1,926",21.4,2,6,8,2,0,0,4,0,0.09,0.28,0.37,0.09,0.37,Matches
527,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Jailson Siqueira,br BRA,DF,Celta Vigo,28,1995,13,6,614,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
530,Antonio Sivera,es ESP,GK,Alavés,27,1996,32,32,"2,810",31.2,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
531,Justin Smith,ca CAN,MF,Espanyol,21,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
532,Alex Sola,es ESP,MF,Getafe,25,1999,19,13,"1,029",11.4,0,1,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
533,Arnau Solà,es ESP,DF,Villarreal,21,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
534,Jhon Solis,co COL,MF,Girona,19,2004,19,3,535,5.9,1,0,1,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
535,David Soria,es ESP,GK,Getafe,31,1993,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
536,Juan Soriano,es ESP,GK,Leganés,26,1997,6,6,540,6,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
537,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,24,15,"1,254",13.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
538,Djibril Sow,ch SUI,MF,Sevilla,27,1997,30,24,"2,062",22.9,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches
539,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,28,26,"2,270",25.2,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
540,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,23,9,944,10.5,3,0,3,3,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
541,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
542,Cristhian Stuani,uy URU,FW,Girona,37,1986,32,6,"1,078",12,11,2,13,8,3,3,4,0,0.92,0.17,1.09,0.67,0.83,Matches
543,Álex Suárez,es ESP,DF,Las Palmas,31,1993,30,30,"2,460",27.3,0,0,0,0,0,0,12,0,0,0,0,0,0,Matches
544,Denis Suárez,es ESP,MF,Villarreal,30,1994,21,7,608,6.8,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
545,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,29,21,"1,792",19.9,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
546,Suso,es ESP,"MF,FW",Sevilla,30,1993,16,4,606,6.7,0,2,2,0,0,0,3,0,0,0.3,0.3,0,0.3,Matches
547,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,32,15,"1,348",15,4,5,9,4,0,0,1,0,0.27,0.33,0.6,0.27,0.6,Matches
548,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,29,17,"1,583",17.6,5,1,6,1,4,4,5,0,0.28,0.06,0.34,0.06,0.11,Matches
549,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,15,"1,350",15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
550,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,35,15,"1,566",17.4,20,2,22,19,1,1,4,0,1.15,0.11,1.26,1.09,1.21,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,34,28,"2,424",26.9,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04,Matches
552,César Tárrega,es ESP,DF,Valencia,22,2002,34,34,"3,026",33.6,2,0,2,2,0,0,7,0,0.06,0,0.06,0.06,0.06,Matches
553,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,32,31,"2,689",29.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
554,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,28,13,"1,238",13.8,1,4,5,1,0,0,2,0,0.07,0.29,0.36,0.07,0.36,Matches
555,Martín Tejón,es ESP,MF,Valencia,20,2004,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
556,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,34,33,"2,922",32.5,2,1,3,2,0,0,11,0,0.06,0.03,0.09,0.06,0.09,Matches
557,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,8,8,674,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
558,Ramón Terrats,es ESP,FW,Villarreal,23,2000,11,1,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
559,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,15,15,"1,219",13.5,4,1,5,4,0,0,1,0,0.3,0.07,0.37,0.3,0.37,Matches
560,Raúl de Tomás,es ESP,FW,Rayo Vallecano,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Pablo Torre,es ESP,MF,Barcelona,21,2003,10,4,310,3.4,3,1,4,3,0,0,0,0,0.87,0.29,1.16,0.87,1.16,Matches
562,David Torres,es ESP,DF,Valladolid,21,2003,18,15,"1,387",15.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
563,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,27,12,"1,106",12.3,10,6,16,10,0,0,1,1,0.81,0.49,1.3,0.81,1.3,Matches
564,Lucas Torró,es ESP,MF,Osasuna,30,1994,35,35,"2,957",32.9,3,0,3,3,0,0,10,0,0.09,0,0.09,0.09,0.09,Matches
565,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,11,9,700,7.8,0,1,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
566,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,19,6,496,5.5,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
567,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,26,1997,27,23,"1,913",21.3,2,5,7,2,0,0,1,0,0.09,0.24,0.33,0.09,0.33,Matches
568,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,21,11,942,10.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
569,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,33,30,"2,486",27.6,4,6,10,4,0,0,8,2,0.14,0.22,0.36,0.14,0.36,Matches
570,Naci Ünüvar,nl NED,"FW,MF",Espanyol,21,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,34,18,"1,835",20.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
572,Germán Valera,es ESP,MF,Valencia,22,2002,8,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Martin Valjent,sk SVK,DF,Mallorca,28,1995,31,31,"2,763",30.7,3,0,3,3,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
574,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,4,1,138,1.5,0,1,1,0,0,0,0,0,0,0.65,0.65,0,0.65,Matches
575,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,36,34,"3,032",33.7,6,4,10,6,0,0,4,0,0.18,0.12,0.3,0.18,0.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Siebe Van Der Heyden,be BEL,DF,Mallorca,26,1998,2,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
577,Ruben Vargas,ch SUI,"MF,FW",Sevilla,25,1998,11,9,671,7.5,2,1,3,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,Matches
578,José Luis García Vayá,es ESP,MF,Valencia,25,1998,34,18,"1,742",19.4,2,2,4,0,2,2,8,1,0.1,0.1,0.21,0,0.1,Matches
579,Jesus Vazquez,es ESP,DF,Valencia,21,2003,19,10,919,10.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
580,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,32,25,"2,189",24.3,1,5,6,1,0,0,4,0,0.04,0.21,0.25,0.04,0.25,Matches
581,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,27,10,"1,127",12.5,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
582,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,25,10,988,11,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
583,Carlos Vicente,es ESP,MF,Alavés,25,1999,37,35,"3,092",34.4,5,5,10,4,1,1,3,0,0.15,0.15,0.29,0.12,0.26,Matches
584,Pau Victor,es ESP,FW,Barcelona,22,2001,21,2,319,3.5,2,1,3,2,0,0,2,0,0.56,0.28,0.85,0.56,0.85,Matches
585,Nacho Vidal,es ESP,DF,Osasuna,29,1995,5,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Fran Vieites,es ESP,GK,Real Betis,25,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Sergio Viera,es ESP,MF,Las Palmas,19,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
588,Asier Villalibre,es ESP,FW,Alavés,26,1997,16,2,333,3.7,1,1,2,0,1,1,2,0,0.27,0.27,0.54,0,0.27,Matches
589,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
590,Viti,es ESP,DF,Las Palmas,26,1997,29,23,"1,982",22,0,2,2,0,0,0,5,0,0,0.09,0.09,0,0.09,Matches
591,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,32,28,"2,608",29,4,0,4,4,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
592,Iñaki Williams,gh GHA,"MF,FW",Athletic Club,30,1994,35,29,"2,652",29.5,6,8,14,6,0,0,1,0,0.2,0.27,0.48,0.2,0.48,Matches
593,Nico Williams,es ESP,MF,Athletic Club,22,2002,29,22,"1,996",22.2,5,5,10,5,0,0,1,0,0.23,0.23,0.45,0.23,0.45,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,14,9,852,9.5,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
595,Lamine Yamal,es ESP,"MF,FW",Barcelona,17,2007,35,31,"2,856",31.7,9,13,22,9,0,0,3,0,0.28,0.41,0.69,0.28,0.69,Matches
596,Daniel Yáñez,es ESP,MF,Real Madrid,17,2007,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,22,14,"1,083",12,1,0,1,1,0,0,7,0,0.08,0,0.08,0.08,0.08,Matches
598,Arsen Zakharyan,ru RUS,MF,Real Sociedad,21,2003,3,1,73,0.8,1,0,1,1,0,0,0,0,1.23,0,1.23,1.23,1.23,Matches
599,Bryan Zaragoza,es ESP,"MF,FW",Osasuna,22,2001,27,22,"1,836",20.4,1,6,7,1,0,0,4,0,0.05,0.29,0.34,0.05,0.34,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,28,27,"2,269",25.2,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,36,33,"2,962",32.9,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches
