Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1,Max Aarons,eng ENG,DF,Valencia,24,2000,4,1,120,1.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2,Rodrigo Abajas,es ESP,DF,Valencia,21,2003,1,1,65,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
3,Nabil Aberdin,fr FRA,MF,Getafe,21,2002,7,4,263,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
4,Abdel Abqar,ma MAR,DF,Alavés,25,1999,29,29,"2,463",27.4,0,1,1,0,0,0,13,0,0,0.04,0.04,0,0.04,Matches
5,Akor Adams,ng NGA,FW,Sevilla,24,2000,4,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
6,Adrián,es ESP,GK,Real Betis,37,1987,19,19,"1,710",19,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
7,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,14,14,"1,206",13.4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
8,Lucien Agoume,fr FRA,MF,Sevilla,22,2002,35,24,"2,114",23.5,1,3,4,1,0,0,5,1,0.04,0.13,0.17,0.04,0.17,Matches
9,Álvaro Aguado,es ESP,MF,Espanyol,28,1996,16,4,443,4.9,0,1,1,0,0,0,3,0,0,0.2,0.2,0,0.2,Matches
10,Lorenzo Aguado,es ESP,DF,Real Madrid,21,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
11,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,21,21,"1,760",19.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
12,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,8,6,583,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
13,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
14,Ilias Akhomach,ma MAR,MF,Villarreal,20,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
15,David Alaba,at AUT,DF,Real Madrid,32,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
16,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,3,1,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
17,Raúl Albiol,es ESP,DF,Villarreal,38,1985,15,14,"1,188",13.2,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
18,Omar Alderete,py PAR,DF,Getafe,27,1996,34,34,"2,971",33,1,0,1,1,0,0,8,0,0.03,0,0.03,0.03,0.03,Matches
19,Carles Aleñá,es ESP,MF,Getafe,26,1998,10,5,452,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
20,Carles Aleñá,es ESP,MF,Alavés,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
21,Alfon,es ESP,"FW,MF",Celta Vigo,25,1999,26,14,"1,371",15.2,5,2,7,5,0,0,1,1,0.33,0.13,0.46,0.33,0.46,Matches
22,Tadeo Allende,ar ARG,MF,Celta Vigo,25,1999,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
23,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,24,2000,34,24,"1,977",22,0,4,4,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
24,Iker Almena,es ESP,MF,Girona,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0,1.87,1.87,0,1.87,Matches
25,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,31,29,"2,647",29.4,3,0,3,0,3,3,10,2,0.1,0,0.1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Adrià Altimira,es ESP,"DF,MF",Leganés,23,2001,22,19,"1,630",18.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
27,Sergi Altimira,es ESP,MF,Real Betis,22,2001,32,22,"1,972",21.9,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
28,Hugo Álvarez,es ESP,MF,Celta Vigo,21,2003,26,16,"1,572",17.5,4,3,7,4,0,0,6,0,0.23,0.17,0.4,0.23,0.4,Matches
29,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,37,30,"2,509",27.9,17,4,21,13,4,4,5,0,0.61,0.14,0.75,0.47,0.61,Matches
30,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,21,20,"1,781",19.8,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
31,Selim Amallah,ma MAR,MF,Valladolid,27,1996,24,18,"1,376",15.3,3,1,4,2,1,1,6,0,0.2,0.07,0.26,0.13,0.2,Matches
32,Amath,sn SEN,"FW,MF",Valladolid,28,1996,13,5,375,4.2,0,1,1,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
33,Marcos André,br BRA,FW,Valladolid,27,1996,22,14,"1,188",13.2,1,2,3,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,Matches
34,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,Antoniu,es ESP,MF,Espanyol,21,2002,26,13,"1,022",11.4,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
36,Antony,br BRA,MF,Real Betis,24,2000,17,15,"1,362",15.1,5,2,7,5,0,0,2,1,0.33,0.13,0.46,0.33,0.46,Matches
37,Anuar,ma MAR,"MF,FW",Valladolid,29,1995,26,21,"1,720",19.1,2,0,2,2,0,0,7,0,0.1,0,0.1,0.1,0.1,Matches
38,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,Mauro Arambarri,uy URU,MF,Getafe,28,1995,35,31,"2,661",29.6,10,0,10,7,3,3,10,0,0.34,0,0.34,0.24,0.24,Matches
40,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,35,28,"2,460",27.3,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
41,Ronald Araújo,uy URU,DF,Barcelona,25,1999,12,11,754,8.4,1,1,2,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches
42,Adu Ares,es ESP,MF,Athletic Club,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
43,Jesús Areso,es ESP,DF,Osasuna,25,1999,36,35,"3,079",34.2,0,3,3,0,0,0,9,0,0,0.09,0.09,0,0.09,Matches
44,David Argüelles,es ESP,DF,Getafe,22,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,José Arnaiz,es ESP,MF,Osasuna,29,1995,15,1,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
46,Sergio Arribas,es ESP,DF,Real Betis,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
47,Takuma Asano,jp JPN,"MF,FW",Mallorca,29,1994,21,13,"1,054",11.7,2,1,3,2,0,0,0,0,0.17,0.09,0.26,0.17,0.26,Matches
48,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,23,18,"1,670",18.6,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
49,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,30,19,"1,745",19.4,10,5,15,5,5,6,6,1,0.52,0.26,0.77,0.26,0.52,Matches
50,Yaser Asprilla,co COL,"MF,FW",Girona,20,2003,27,15,"1,405",15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,30,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,0.27,0,0.27,0.27,0.27,Matches
52,Adam Aznou,ma MAR,"DF,MF",Valladolid,18,2006,13,10,876,9.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
53,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,14,10,875,9.7,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
54,Papa Ba,es ESP,FW,Girona,19,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
55,Loïc Bade,fr FRA,DF,Sevilla,24,2000,32,31,"2,686",29.8,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,Matches
56,Alex Baena,es ESP,"MF,FW",Villarreal,23,2001,32,30,"2,595",28.8,7,9,16,7,0,1,9,0,0.24,0.31,0.55,0.24,0.55,Matches
57,Eric Bailly,ci CIV,DF,Villarreal,30,1994,12,8,617,6.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
58,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,14,12,969,10.8,1,0,1,1,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
59,Cédric Bakambu,cd COD,FW,Real Betis,33,1991,25,6,710,7.9,2,2,4,2,0,0,4,0,0.25,0.25,0.51,0.25,0.51,Matches
60,Alejandro Balde,es ESP,DF,Barcelona,20,2003,32,26,"2,284",25.4,0,4,4,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
61,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,25,12,"1,200",13.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
62,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,28,1996,12,10,811,9,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
63,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,5,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Valentín Barco,ar ARG,DF,Sevilla,20,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
65,Borna Barišić,hr CRO,DF,Leganés,31,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,15,3,315,3.5,0,1,1,0,0,0,3,0,0,0.29,0.29,0,0.29,Matches
67,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,30,26,"2,191",24.3,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
68,Ander Barrenetxea,es ESP,MF,Real Sociedad,22,2001,30,14,"1,263",14,1,3,4,1,0,0,6,0,0.07,0.21,0.29,0.07,0.29,Matches
69,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,31,28,"2,330",25.9,1,4,5,1,0,0,4,1,0.04,0.15,0.19,0.04,0.19,Matches
70,Thierno Barry,fr FRA,FW,Villarreal,21,2002,35,25,"2,323",25.8,11,4,15,10,1,1,4,0,0.43,0.15,0.58,0.39,0.54,Matches
71,Marc Bartra,es ESP,DF,Real Betis,33,1991,25,23,"2,099",23.3,2,1,3,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches
72,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,32,"2,880",32,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
74,Rafael Bauza,es ESP,MF,Espanyol,19,2005,5,2,183,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
75,Sheraldo Becker,sr SUR,"MF,FW",Real Sociedad,29,1995,22,11,995,11.1,2,1,3,2,0,0,1,1,0.18,0.09,0.27,0.18,0.27,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Donny van de Beek,nl NED,MF,Girona,27,1997,26,16,"1,421",15.8,2,2,4,2,0,0,5,0,0.13,0.13,0.25,0.13,0.25,Matches
77,Luken Beitia,es ESP,DF,Real Sociedad,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
78,Ismael Bekhoucha,ma MAR,DF,Getafe,19,2004,5,0,69,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
79,Héctor Bellerín,es ESP,DF,Real Betis,29,1995,9,6,580,6.4,0,2,2,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
80,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,31,29,"2,488",27.6,9,8,17,8,1,2,5,1,0.33,0.29,0.61,0.29,0.58,Matches
81,Fran Beltrán,es ESP,MF,Celta Vigo,25,1999,34,29,"2,421",26.9,2,1,3,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11,Matches
82,Carlos Benavídez,uy URU,MF,Alavés,26,1998,18,6,487,5.4,1,1,2,1,0,0,3,0,0.18,0.18,0.37,0.18,0.37,Matches
83,Iker Benito,es ESP,"FW,MF",Osasuna,21,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,30,22,"2,044",22.7,0,2,2,0,0,0,5,0,0,0.09,0.09,0,0.09,Matches
85,Álex Berenguer,es ESP,"MF,FW",Athletic Club,29,1995,36,28,"2,339",26,6,7,13,6,0,1,5,0,0.23,0.27,0.5,0.23,0.5,Matches
86,Marc Bernal,es ESP,MF,Barcelona,17,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
87,Juan Bernat,es ESP,DF,Villarreal,31,1993,10,1,212,2.4,0,1,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
88,Juan Bernat,es ESP,MF,Getafe,31,1993,14,9,699,7.8,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
89,Juan Berrocal,es ESP,DF,Getafe,25,1999,19,11,"1,063",11.8,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
90,Antonio Blanco,es ESP,MF,Alavés,24,2000,35,32,"2,727",30.3,0,1,1,0,0,0,11,1,0,0.03,0.03,0,0.03,Matches
91,Daley Blind,nl NED,DF,Girona,34,1990,34,31,"2,780",30.9,0,2,2,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
92,Adama Boiro,es ESP,DF,Athletic Club,22,2002,18,13,"1,101",12.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
93,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,34,33,"2,987",33.2,2,0,2,2,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
94,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
95,Darko Brašanac,rs SRB,MF,Leganés,32,1992,30,15,"1,617",18,1,2,3,1,0,0,4,0,0.06,0.11,0.17,0.06,0.17,Matches
96,Abel Bretones,es ESP,"DF,MF",Osasuna,23,2000,35,20,"2,074",23,2,0,2,2,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
97,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,13,4,416,4.6,1,2,3,1,0,0,2,0,0.22,0.43,0.65,0.22,0.65,Matches
98,Ante Budimir,hr CRO,FW,Osasuna,33,1991,38,34,"2,952",32.8,21,4,25,13,8,8,4,0,0.64,0.12,0.76,0.4,0.52,Matches
99,Manu Bueno,es ESP,MF,Sevilla,20,2004,9,1,140,1.6,1,0,1,1,0,0,0,0,0.64,0,0.64,0.64,0.64,Matches
100,Endika Buján,es ESP,FW,Athletic Club,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Pau Cabanes,es ESP,FW,Villarreal,19,2005,10,0,163,1.8,1,0,1,1,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
102,Pau Cabanes,es ESP,MF,Alavés,19,2005,6,2,188,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
103,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,32,"2,869",31.9,4,2,6,4,0,0,4,1,0.13,0.06,0.19,0.13,0.19,Matches
104,Fernando Calero,es ESP,DF,Espanyol,28,1995,21,6,715,7.9,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
105,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,19,11,"1,102",12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,Matches
106,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,14,"1,134",12.6,3,2,5,3,0,0,2,0,0.24,0.16,0.4,0.24,0.4,Matches
107,José Campaña,es ESP,MF,Las Palmas,31,1993,25,15,"1,189",13.2,0,3,3,0,0,0,5,0,0,0.23,0.23,0,0.23,Matches
108,Peio Canales,es ESP,MF,Athletic Club,19,2005,8,2,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
109,Antonio Candela,it ITA,DF,Valladolid,24,2000,12,12,906,10.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
110,Sergi Canós,es ESP,MF,Valencia,27,1997,17,2,370,4.1,0,1,1,0,0,0,3,0,0,0.24,0.24,0,0.24,Matches
111,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Irvin Cardona,mt MLT,"FW,MF",Espanyol,26,1997,16,5,606,6.7,1,1,2,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,Matches
113,Marc Cardona,es ESP,FW,Las Palmas,29,1995,11,0,132,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
114,Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,34,"2,945",32.7,1,7,8,1,0,0,11,0,0.03,0.21,0.24,0.03,0.24,Matches
115,Johnny Cardoso,us USA,MF,Real Betis,22,2001,28,24,"2,144",23.8,3,1,4,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,Matches
116,José Carlos González,es ESP,MF,Las Palmas,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Carmona,es ESP,DF,Sevilla,22,2002,35,35,"2,942",32.7,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
118,Sergio Carreira,es ESP,MF,Celta Vigo,23,2000,23,19,"1,656",18.4,0,4,4,0,0,0,1,0,0,0.22,0.22,0,0.22,Matches
119,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
120,William Carvalho,pt POR,MF,Real Betis,32,1992,14,6,484,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
121,Marc Casado,es ESP,MF,Barcelona,20,2003,23,20,"1,611",17.9,1,3,4,1,0,0,4,1,0.06,0.17,0.22,0.06,0.22,Matches
122,Catena,es ESP,DF,Osasuna,29,1994,35,35,"3,074",34.2,1,3,4,1,0,0,11,0,0.03,0.09,0.12,0.03,0.12,Matches
123,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,23,15,"1,215",13.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
125,Franco Cervi,ar ARG,"MF,FW",Celta Vigo,30,1994,7,4,273,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Raúl Chasco,es ESP,DF,Valladolid,20,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Pep Chavarría,es ESP,DF,Rayo Vallecano,26,1998,34,28,"2,585",28.7,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
128,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,22,5,640,7.1,1,1,2,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches
129,Chema,es ESP,MF,Real Madrid,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,14,2,302,3.4,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
131,Chiquinho,pt POR,MF,Mallorca,24,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
132,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,5,2,254,2.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
133,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,"2,335",25.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
134,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,33,25,"2,140",23.8,4,1,5,4,0,0,12,0,0.17,0.04,0.21,0.17,0.21,Matches
135,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,34,31,"2,435",27.1,3,1,4,3,0,0,3,1,0.11,0.04,0.15,0.11,0.15,Matches
136,Silvi Clúa,es ESP,MF,Girona,19,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
137,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,25,21,"1,779",19.8,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
138,Santi Comesaña,es ESP,MF,Villarreal,27,1996,35,30,"2,560",28.4,4,2,6,4,0,0,7,0,0.14,0.07,0.21,0.14,0.21,Matches
139,Diego Conde,es ESP,GK,Villarreal,25,1998,22,22,"1,962",21.8,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
140,Tomás Conechny,ar ARG,"MF,FW",Alavés,26,1998,22,9,847,9.4,1,0,1,1,0,0,8,0,0.11,0,0.11,0.11,0.11,Matches
141,Copete,es ESP,DF,Mallorca,24,1999,25,16,"1,528",17,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
142,Iker Córdoba,es ESP,DF,Valencia,18,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Ángel Correa,ar ARG,FW,Atlético Madrid,29,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,0.45,0.11,0.56,0.45,0.56,Matches
144,Thierry Correia,pt POR,DF,Valencia,25,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
145,Coba da Costa,es ESP,MF,Getafe,22,2002,19,12,"1,006",11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
146,Logan Costa,cv CPV,DF,Villarreal,23,2001,32,28,"2,587",28.7,2,1,3,2,0,0,3,0,0.07,0.03,0.1,0.07,0.1,Matches
147,Samu Costa,pt POR,MF,Mallorca,23,2000,32,31,"2,649",29.4,0,2,2,0,0,0,10,1,0,0.07,0.07,0,0.07,Matches
148,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,30,"2,700",30,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
149,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,25,19,"1,492",16.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
150,Juan Cruz,es ESP,"MF,DF",Leganés,24,2000,34,26,"2,257",25.1,5,4,9,5,0,0,2,0,0.2,0.16,0.36,0.2,0.36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,35,29,"2,618",29.1,0,3,3,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
152,Cucho,co COL,FW,Real Betis,25,1999,15,14,"1,139",12.7,5,1,6,5,0,0,0,0,0.4,0.08,0.47,0.4,0.47,Matches
153,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.9,0,0.9,0.9,0.9,Matches
154,Arnaut Danjuma,nl NED,"MF,FW",Girona,27,1997,25,15,"1,335",14.8,2,0,2,2,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
155,Sergi Darder,es ESP,MF,Mallorca,30,1993,38,34,"2,744",30.5,2,6,8,2,0,0,4,0,0.07,0.2,0.26,0.07,0.26,Matches
156,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,34,23,"2,106",23.4,3,5,8,3,0,0,7,0,0.13,0.21,0.34,0.13,0.34,Matches
157,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,7,653,7.3,2,0,2,2,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
158,Assane Diao,sn SEN,FW,Real Betis,18,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.32,0.65,0.97,0.32,0.97,Matches
159,Moussa Diarra,ml MLI,DF,Alavés,23,2000,26,20,"1,866",20.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
160,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,24,1999,31,16,"1,385",15.4,4,2,6,4,0,0,0,0,0.26,0.13,0.39,0.26,0.39,Matches
161,Daniel Díaz,es ESP,FW,Real Sociedad,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
162,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,26,12,"1,211",13.5,3,0,3,3,0,1,2,0,0.22,0,0.22,0.22,0.22,Matches
163,Diego,es ESP,"FW,MF",Leganés,24,2000,28,13,"1,195",13.3,3,0,3,3,0,0,2,0,0.23,0,0.23,0.23,0.23,Matches
164,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
165,Yan Diomandé,ci CIV,MF,Leganés,17,2006,10,6,545,6.1,2,1,3,2,0,0,1,0,0.33,0.17,0.5,0.33,0.5,Matches
166,Álvaro djaló,gw GNB,"MF,FW",Athletic Club,24,1999,17,7,659,7.3,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
167,Djené,tg TOG,"DF,MF",Getafe,32,1991,31,31,"2,548",28.3,0,0,0,0,0,0,10,1,0,0,0,0,0,Matches
168,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,32,"2,880",32,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
169,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,10,3,303,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,19,13,"1,181",13.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
171,Israel Domínguez,es ESP,MF,Sevilla,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
