Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Louie Fallon,eng ENG,GK,Altrincham,17,2006,0.2,0,0,0,,,,,,,,,0,Matches
227,Ryan Fallowfield,eng ENG,DF,York City,28,1996,19.6,3,0,0,,,,,,,,,0,Matches
228,Nicky Featherstone,eng ENG,MF,Hartlepool United,35,1988,31,4,0,0,,,,,,,,,0,Matches
229,Joe Felix,eng ENG,"DF,MF",York City,24,1999,44.6,6,0,0,,,,,,,,,0,Matches
230,James Fennelow,,FW,Sutton United,,,0.1,0,0,0,,,,,,,,,0,Matches
231,Kane Ferdinand,ie IRL,MF,Maidenhead United,31,1992,15.9,1,0,0,,,,,,,,,0,Matches
232,David Ferguson,eng ENG,DF,Hartlepool United,30,1994,43.2,5,1,1,,,,,,,,,2,Matches
233,Kyle Ferguson,sct SCO,DF,Rochdale,24,1999,7.3,1,0,0,,,,,,,,,0,Matches
234,Kyle Ferguson,sct SCO,"DF,MF",Yeovil Town,24,1999,4,3,0,0,,,,,,,,,0,Matches
235,Nathan Ferguson,gy GUY,MF,Maidenhead United,28,1995,32.8,5,0,0,,,,,,,,,0,Matches
236,Luis Fernandez,eng ENG,DF,Eastleigh,22,2001,21.4,7,0,0,,,,,,,,,1,Matches
237,Kyle Finn,eng ENG,MF,Tamworth,25,1998,13.2,4,0,0,,,,,,,,,0,Matches
238,Sonny Fish,eng ENG,FW,Solihull Moors,20,2004,0.5,0,0,0,,,,,,,,,0,Matches
239,Brandon Fleming,eng ENG,MF,Forest Green Rovers,24,1999,2.8,2,0,0,,,,,,,,,0,Matches
240,Alex Fletcher,eng ENG,"MF,DF",Tamworth,27,1996,14.1,1,0,0,,,,,,,,,0,Matches
241,Louis Flower,eng ENG,"FW,MF",Gateshead,19,2004,2.7,1,0,0,,,,,,,,,0,Matches
242,Samuel Folarin,ng NGA,"MF,FW",Hartlepool United,23,2000,4.5,1,0,0,,,,,,,,,0,Matches
243,Mike Fondop-Talom,cm CMR,FW,Oldham Athletic,30,1993,35.4,7,0,0,,,,,,,,,0,Matches
244,Wesley Fonguck,eng ENG,"MF,FW",Ebbsfleet United,27,1997,8.3,0,0,0,,,,,,,,,0,Matches
245,Taylor Foran,eng ENG,DF,Southend United,20,2003,1,0,0,0,,,,,,,,,0,Matches
246,Nathaniel Ford,eng ENG,GK,FC Halifax Town,20,2004,0.6,0,0,0,,,,,,,,,0,Matches
247,Kian Foreman,,FW,Hartlepool United,,,0.1,0,0,0,,,,,,,,,0,Matches
248,Ludwig Francillette,gp GLP,DF,Eastleigh,25,1999,42.6,9,1,1,,,,,,,,,0,Matches
249,Aidan Francis,eng ENG,"DF,FW",Braintree Town,20,2004,18.5,3,0,0,,,,,,,,,0,Matches
250,Chris Francis,eng ENG,"DF,MF",Dagenham & Redbridge,21,2002,8.5,2,1,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Jermaine Francis,gd GRN,MF,Barnet,22,2002,0.2,0,0,0,,,,,,,,,0,Matches
252,Jermaine Francis,gd GRN,"MF,FW",Braintree Town,22,2002,26.6,8,0,0,,,,,,,,,0,Matches
253,Kieron Freeman,wls WAL,DF,Hartlepool United,32,1992,3.9,0,0,0,,,,,,,,,0,Matches
254,Tyler French,eng ENG,DF,Sutton United,25,1999,38.8,10,1,0,,,,,,,,,0,Matches
255,Tyler Frost,eng ENG,MF,Aldershot Town,25,1999,28.9,2,0,0,,,,,,,,,1,Matches
256,Jamal Fyfield,eng ENG,DF,Braintree Town,35,1989,14.8,2,0,0,,,,,,,,,0,Matches
257,James Gale,eng ENG,"MF,FW",Boston United,22,2001,6.9,3,0,0,,,,,,,,,0,Matches
258,James Gale,eng ENG,"FW,MF",Solihull Moors,22,2001,7.2,4,0,0,,,,,,,,,0,Matches
259,Oisin Gallagher,nir NIR,"MF,DF",Boston United,19,2004,3.5,1,0,0,,,,,,,,,0,Matches
260,Ryan Galvin,eng ENG,"DF,MF",FC Halifax Town,23,2001,29.8,3,0,0,,,,,,,,,0,Matches
261,Patrick Gamble,eng ENG,DF,Fylde,20,2003,6.3,2,0,0,,,,,,,,,0,Matches
262,Dominic Gape,eng ENG,MF,Eastleigh,29,1994,7.1,2,0,0,,,,,,,,,0,Matches
263,Dan Gardner,eng ENG,"MF,FW",Oldham Athletic,34,1990,10.5,5,0,0,,,,,,,,,0,Matches
264,Joe Garner,eng ENG,"FW,MF",Oldham Athletic,36,1988,5.1,2,0,0,,,,,,,,,0,Matches
265,Jordan Garrick,eng ENG,MF,Forest Green Rovers,26,1998,11.3,3,0,0,,,,,,,,,0,Matches
266,Anthony Georgiou,cy CYP,"DF,MF",Wealdstone FC,27,1997,25.7,4,0,0,,,,,,,,,0,Matches
267,Hady Ghandour,lb LIB,FW,Aldershot Town,24,2000,15.1,1,0,0,,,,,,,,,0,Matches
268,Harvey Gilmour,eng ENG,MF,Rochdale,25,1998,33.2,4,0,0,,,,,,,,,0,Matches
269,Ryan Glover,eng ENG,"MF,DF",Barnet,23,2000,38.4,9,0,0,,,,,,,,,0,Matches
270,Felix Goddard,eng ENG,GK,Ebbsfleet United,20,2004,1,0,0,0,,,,,,,,,0,Matches
271,Tylor Golden,eng ENG,DF,Altrincham,24,1999,37.8,10,0,0,,,,,,,,,0,Matches
272,James Golding,ie IRL,"DF,MF",Southend United,19,2004,13,1,0,0,,,,,,,,,1,Matches
273,James Golding,ie IRL,"MF,DF",Maidenhead United,19,2004,6.8,1,0,0,,,,,,,,,0,Matches
274,Anthony Gomez Mancini,fr FRA,"MF,FW",Hartlepool United,23,2001,10.3,3,0,0,,,,,,,,,0,Matches
275,Ben Goodliffe,eng ENG,DF,Southend United,25,1999,14.3,2,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Kyron Gordon,eng ENG,DF,Rochdale,22,2002,37.6,3,0,0,,,,,,,,,1,Matches
277,Dale Gorman,nir NIR,MF,Woking,28,1996,31.5,18,1,1,,,,,,,,,0,Matches
278,Joshua Grant,eng ENG,"DF,MF",Wealdstone FC,25,1998,16.3,2,0,0,,,,,,,,,0,Matches
279,Henry Gray,nz NZL,GK,Braintree Town,19,2005,20,3,0,0,,,,,,,,,1,Matches
280,Joe Grayson,eng ENG,DF,Gateshead,25,1999,10.8,3,0,0,,,,,,,,,0,Matches
281,Cameron Green,eng ENG,"DF,MF",Boston United,25,1999,41.4,8,0,0,,,,,,,,,0,Matches
282,Oliver Green,eng ENG,MF,Boston United,21,2003,0.8,0,0,0,,,,,,,,,0,Matches
283,Harvey Greenslade,eng ENG,"FW,MF",Yeovil Town,20,2004,9.9,2,0,0,,,,,,,,,0,Matches
284,Reece Grego-Cox,ie IRL,FW,Dagenham & Redbridge,27,1996,7.4,2,0,0,,,,,,,,,0,Matches
285,Cameron Gregory,eng ENG,GK,Boston United,24,2000,30.5,1,1,0,,,,,,,,,0,Matches
286,Joe Grey,eng ENG,"FW,MF",Hartlepool United,21,2003,31,4,0,0,,,,,,,,,0,Matches
287,Regan Griffiths,eng ENG,MF,Altrincham,24,2000,0.5,1,0,0,,,,,,,,,0,Matches
288,Joe Grimwood,eng ENG,DF,Barnet,22,2001,7.2,1,1,0,,,,,,,,,0,Matches
289,Joe Grimwood,eng ENG,"DF,FW",Braintree Town,22,2001,7,0,0,0,,,,,,,,,0,Matches
290,George Grumley,,MF,York City,,,0,0,0,0,,,,,,,,,0,Matches
291,Joe Gubbins,eng ENG,DF,Southend United,22,2001,12.8,4,0,0,,,,,,,,,1,Matches
292,Luca Gunter,eng ENG,GK,Wealdstone FC,19,2005,14,1,0,0,,,,,,,,,0,Matches
293,Reece Hall-Johnson,eng ENG,MF,Barnet,29,1995,2.9,0,0,0,,,,,,,,,0,Matches
294,Reece Hall-Johnson,eng ENG,DF,Solihull Moors,29,1995,5.5,3,0,0,,,,,,,,,0,Matches
295,Oliver Hammond,wls WAL,"MF,FW",Oldham Athletic,21,2002,5.4,0,0,0,,,,,,,,,0,Matches
296,Luke Hannant,eng ENG,"MF,DF",Gateshead,30,1993,43.7,10,0,0,,,,,,,,,0,Matches
297,Ollie Harfield,eng ENG,DF,Aldershot Town,26,1998,5.2,0,0,0,,,,,,,,,0,Matches
298,Cameron Hargreaves,eng ENG,MF,Aldershot Town,25,1998,37.9,7,1,0,,,,,,,,,0,Matches
299,Nathan Harness,eng ENG,GK,Southend United,24,2000,2.8,1,0,0,,,,,,,,,0,Matches
300,Kayden Harrack,gd GRN,"DF,MF",Dagenham & Redbridge,20,2003,7.3,2,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Kian Harratt,eng ENG,FW,Oldham Athletic,22,2002,6.4,0,0,0,,,,,,,,,0,Matches
302,Cian Harries,wls WAL,DF,Woking,27,1997,23.4,5,0,0,,,,,,,,,0,Matches
303,Cian Harries,wls WAL,DF,Forest Green Rovers,27,1997,12.2,2,0,0,,,,,,,,,0,Matches
304,Callum Harriott,gy GUY,"MF,FW",Ebbsfleet United,30,1994,4.1,2,0,0,,,,,,,,,0,Matches
305,Callum Harriott,gy GUY,MF,York City,30,1994,1.7,1,0,0,,,,,,,,,0,Matches
306,Jayden Harris,eng ENG,"MF,FW",Sutton United,24,1999,14.4,5,0,0,,,,,,,,,0,Matches
307,Anthony Hartigan,eng ENG,"MF,DF",Barnet,24,2000,45.8,4,0,0,,,,,,,,,0,Matches
308,Nathan Harvey,eng ENG,GK,Dagenham & Redbridge,22,2002,4.1,0,0,0,,,,,,,,,0,Matches
309,Nick Haughton,eng ENG,"MF,FW",Fylde,29,1994,40.5,3,0,0,,,,,,,,,0,Matches
310,Brandon Haunstrup,eng ENG,"DF,MF",Gateshead,27,1996,5.9,0,0,0,,,,,,,,,0,Matches
311,Will de Havilland,eng ENG,DF,Maidenhead United,29,1994,36.7,8,0,0,,,,,,,,,1,Matches
312,Nicholas Hayes,eng ENG,GK,Southend United,25,1999,18,1,0,0,,,,,,,,,0,Matches
313,Nicholas Hayes,eng ENG,GK,Barnet,25,1999,25,1,0,0,,,,,,,,,0,Matches
314,Maxwell Haygarth,eng ENG,MF,Altrincham,22,2002,2.7,2,0,0,,,,,,,,,0,Matches
315,Jacob Hazel,kn SKN,"FW,MF",Boston United,30,1994,35,7,0,0,,,,,,,,,0,Matches
316,Michael Hector,jm JAM,DF,Dagenham & Redbridge,32,1992,2,0,0,0,,,,,,,,,0,Matches
317,Ian Henderson,eng ENG,"FW,MF",Rochdale,39,1985,13.7,0,0,0,,,,,,,,,0,Matches
318,Aaron Henry,eng ENG,MF,Rochdale,20,2003,7.2,1,0,0,,,,,,,,,0,Matches
319,James Henry,eng ENG,"FW,MF",Aldershot Town,35,1989,23.9,6,0,0,,,,,,,,,0,Matches
320,Jake Hessenthaler,eng ENG,MF,Dagenham & Redbridge,30,1994,31,7,1,0,,,,,,,,,0,Matches
321,Scott High,sct SCO,MF,FC Halifax Town,23,2001,20.1,3,0,0,,,,,,,,,0,Matches
322,Dylan Hill,eng ENG,MF,Boston United,20,2004,39.3,8,0,0,,,,,,,,,0,Matches
323,Ryan Hill,eng ENG,MF,Dagenham & Redbridge,26,1998,32.6,9,0,0,,,,,,,,,0,Matches
324,Tariq Hinds,eng ENG,MF,Braintree Town,24,2000,0.9,0,0,0,,,,,,,,,0,Matches
325,Tariq Hinds,eng ENG,"DF,MF",Woking,24,2000,13.1,4,1,1,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Jack Hitchman,eng ENG,GK,Tamworth,20,2004,0.7,0,0,0,,,,,,,,,0,Matches
327,Bailey Hobson,eng ENG,"MF,FW",Barnet,21,2002,9.7,1,0,0,,,,,,,,,0,Matches
328,Shaun Hobson,eng ENG,DF,Oldham Athletic,26,1998,19.2,2,0,0,,,,,,,,,0,Matches
329,Lee Hodson,nir NIR,"MF,DF",Eastleigh,32,1991,15.1,2,0,0,,,,,,,,,0,Matches
330,Liam Hogan,eng ENG,DF,Rochdale,35,1989,26,3,0,0,,,,,,,,,1,Matches
331,Haydn Hollis,eng ENG,DF,Tamworth,31,1992,46,3,0,0,,,,,,,,,1,Matches
332,Fletcher Holman,eng ENG,"FW,MF",Solihull Moors,19,2004,11.5,1,0,0,,,,,,,,,0,Matches
333,Finley Holmes,eng ENG,MF,Solihull Moors,18,2006,0.2,0,0,0,,,,,,,,,0,Matches
334,Josh Home,eng ENG,MF,Gateshead,19,2005,0.2,0,0,0,,,,,,,,,0,Matches
335,Tom Hopper,eng ENG,FW,Southend United,30,1993,14.7,2,0,0,,,,,,,,,0,Matches
336,Branden Horton,eng ENG,"MF,DF",Gateshead,23,2000,15.8,5,0,0,,,,,,,,,0,Matches
337,Bryce Hosannah,eng ENG,"DF,MF",Fylde,25,1999,18.3,3,0,0,,,,,,,,,0,Matches
338,Florent Hoti,xk KVX,"MF,FW",FC Halifax Town,23,2000,30.1,7,0,0,,,,,,,,,0,Matches
339,Callum Howe,eng ENG,DF,York City,30,1994,46,3,0,0,,,,,,,,,0,Matches
340,Finn Howell,,DF,Solihull Moors,,,0.2,0,0,0,,,,,,,,,0,Matches
341,Samuel Howes,eng ENG,GK,Wealdstone FC,26,1997,7.2,0,0,0,,,,,,,,,0,Matches
342,Samuel Howes,eng ENG,GK,Maidenhead United,26,1997,6,0,0,0,,,,,,,,,0,Matches
343,Mathew Hudson,eng ENG,GK,Oldham Athletic,26,1998,35,3,0,0,,,,,,,,,0,Matches
344,Will Hugill,eng ENG,MF,Fylde,20,2004,19.6,4,0,0,,,,,,,,,0,Matches
345,Liam Humbles,eng ENG,MF,Gateshead,20,2003,15.1,0,0,0,,,,,,,,,0,Matches
346,Liam Humbles,eng ENG,"MF,FW",Altrincham,20,2003,5.3,0,0,0,,,,,,,,,0,Matches
347,Lloyd Humphries,wls WAL,"DF,MF",Eastleigh,26,1997,25.4,4,0,0,,,,,,,,,0,Matches
348,Alex Hunt,eng ENG,MF,York City,24,2000,40.2,10,0,0,,,,,,,,,0,Matches
349,Jack Hunter,eng ENG,"MF,DF",Hartlepool United,26,1997,21.8,8,1,1,,,,,,,,,0,Matches
350,Noor Husin,af AFG,MF,Southend United,27,1997,35.7,6,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Dominic Hutchinson,eng ENG,"MF,DF",Wealdstone FC,22,2001,16.7,3,0,0,,,,,,,,,0,Matches
352,Rohan Ince,ms MSR,"DF,FW",Woking,31,1992,0,0,0,0,,,,,,,,,0,Matches
353,Ryan Inniss,eng ENG,DF,Forest Green Rovers,29,1995,37.9,3,1,0,,,,,,,,,0,Matches
354,Alex Iwumene,eng ENG,MF,Eastleigh,19,2005,0,0,0,0,,,,,,,,,0,Matches
355,William Jääskeläinen,fi FIN,GK,Woking,26,1998,44,4,0,0,,,,,,,,,0,Matches
356,Ryan Jackson,eng ENG,"DF,MF",Sutton United,34,1990,19.2,1,0,0,,,,,,,,,0,Matches
357,Edward James,wls WAL,DF,Yeovil Town,19,2004,1.7,1,0,0,,,,,,,,,0,Matches
358,Aaron Jarvis,eng ENG,FW,Yeovil Town,26,1998,22,5,0,0,,,,,,,,,0,Matches
359,Zach Jeacock,eng ENG,GK,Southend United,23,2001,2.3,0,1,0,,,,,,,,,0,Matches
360,Jack Jenkins,eng ENG,MF,FC Halifax Town,22,2002,18.1,5,0,0,,,,,,,,,0,Matches
361,Luke Jenkins,eng ENG,"DF,MF",Aldershot Town,21,2002,5.8,2,0,0,,,,,,,,,0,Matches
362,Teddy Jenks,eng ENG,"DF,MF",Forest Green Rovers,22,2002,7.5,0,0,0,,,,,,,,,0,Matches
363,Cameron John,eng ENG,DF,York City,24,1999,26.3,6,0,0,,,,,,,,,0,Matches
364,Louis John,eng ENG,"DF,MF",Ebbsfleet United,30,1994,6.3,0,0,0,,,,,,,,,0,Matches
365,Lenell John-Lewis,eng ENG,"FW,MF",York City,35,1989,7.3,3,0,0,,,,,,,,,0,Matches
366,Brayden Johnson,eng ENG,MF,Gateshead,18,2006,0.9,0,0,0,,,,,,,,,0,Matches
367,Joshua Johnson,eng ENG,"MF,FW",Maidenhead United,19,2004,11.6,0,0,0,,,,,,,,,0,Matches
368,Sam Johnson,eng ENG,GK,FC Halifax Town,31,1992,37.4,0,0,0,,,,,,,,,0,Matches
369,Charlie Jolley,eng ENG,"FW,MF",Fylde,23,2001,23.7,9,0,0,,,,,,,,,0,Matches
370,Aaron Jones,eng ENG,"MF,DF",Aldershot Town,30,1994,30.3,11,2,1,,,,,,,,,0,Matches
371,Dan Jones,eng ENG,DF,Gateshead,29,1994,17.5,4,0,0,,,,,,,,,0,Matches
372,Edward Jones,wls WAL,DF,Altrincham,22,2001,9.3,4,1,0,,,,,,,,,0,Matches
373,Jacob Jones,wls WAL,"MF,DF",Woking,22,2001,6.9,2,0,0,,,,,,,,,0,Matches
374,James Jones,sct SCO,DF,Altrincham,27,1997,23,0,0,0,,,,,,,,,0,Matches
375,Louis Jones,eng ENG,GK,Dagenham & Redbridge,25,1998,6.9,0,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Ryan Jones,eng ENG,"MF,FW",Aldershot Town,22,2002,28.1,5,0,0,,,,,,,,,0,Matches
377,Sean Jordon Adarkwa,eng ENG,FW,Wealdstone FC,23,2000,0.4,0,0,0,,,,,,,,,0,Matches
378,Alan Judge,ie IRL,MF,Braintree Town,35,1988,5.1,0,0,0,,,,,,,,,0,Matches
379,Alan Judge,ie IRL,MF,Woking,35,1988,2.1,0,0,0,,,,,,,,,0,Matches
380,Elliot Justham,eng ENG,GK,Dagenham & Redbridge,34,1990,28,3,0,0,,,,,,,,,0,Matches
381,Nicke Kabamba,eng ENG,"FW,MF",Barnet,31,1993,14.3,1,0,0,,,,,,,,,0,Matches
382,Adan Kai George,eng ENG,"FW,MF",FC Halifax Town,22,2002,11.8,2,1,1,,,,,,,,,0,Matches
383,Paul Kalambayi,eng ENG,DF,Dagenham & Redbridge,25,1999,37.5,2,0,0,,,,,,,,,2,Matches
384,Todd Kane,eng ENG,"DF,MF",Ebbsfleet United,30,1993,8.5,0,0,0,,,,,,,,,0,Matches
385,Idris Kanu,sl SLE,"MF,FW",Barnet,24,1999,28.2,5,0,0,,,,,,,,,0,Matches
386,Josh Kay,eng ENG,MF,Oldham Athletic,27,1996,8.4,5,1,1,,,,,,,,,0,Matches
387,Bradley Keetch,eng ENG,MF,Maidenhead United,23,2000,2.7,1,0,0,,,,,,,,,0,Matches
388,Jim Kellerman,eng ENG,"MF,DF",Ebbsfleet United,26,1997,9.3,3,0,0,,,,,,,,,0,Matches
389,Bradley Kelly,eng ENG,GK,Rochdale,24,2000,0.2,0,0,0,,,,,,,,,0,Matches
390,Dion Kelly-Evans,eng ENG,"DF,MF",Woking,27,1996,22.2,1,1,0,,,,,,,,,0,Matches
391,Charlie Kendall,eng ENG,FW,Southend United,23,2000,11.9,0,0,0,,,,,,,,,0,Matches
392,Charlie Kendall,eng ENG,"FW,MF",Woking,23,2000,9.5,3,0,0,,,,,,,,,0,Matches
393,Myles Kenlock,eng ENG,"DF,MF",Barnet,27,1996,40.1,5,0,0,,,,,,,,,0,Matches
394,Ollie Kensdale,eng ENG,"DF,MF",Southend United,24,2000,3,0,0,0,,,,,,,,,0,Matches
395,Matt Kerbey,eng ENG,GK,Sutton United,22,2002,0.1,0,0,0,,,,,,,,,0,Matches
396,Rafiq Khaleel,eng ENG,MF,Dagenham & Redbridge,21,2003,3.5,0,0,0,,,,,,,,,0,Matches
397,Otis Khan,pk PAK,MF,Oldham Athletic,28,1995,2.7,2,1,1,,,,,,,,,0,Matches
398,Otis Khan,pk PAK,"MF,FW",Yeovil Town,28,1995,3.4,1,1,0,,,,,,,,,0,Matches
399,Brendan Kiernan,eng ENG,"MF,FW",Maidenhead United,31,1992,5.9,2,0,0,,,,,,,,,0,Matches
400,Jeff King,eng ENG,DF,York City,28,1995,4.4,1,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Jack Kingdon,sct SCO,DF,Rochdale,18,2005,10.6,2,0,0,,,,,,,,,0,Matches
402,Alex Kirk,eng ENG,"DF,MF",Sutton United,21,2002,9.4,0,0,0,,,,,,,,,0,Matches
403,Mark Kitching,eng ENG,"MF,DF",Oldham Athletic,28,1995,35.2,4,0,0,,,,,,,,,0,Matches
404,Harry Kite,eng ENG,MF,Yeovil Town,24,2000,4.8,3,0,0,,,,,,,,,0,Matches
405,Joe Kizzi,eng ENG,"DF,FW",Barnet,31,1993,8,1,0,0,,,,,,,,,1,Matches
406,Jacob Knightbridge,eng ENG,GK,Braintree Town,20,2004,2,0,0,0,,,,,,,,,0,Matches
407,Jimmy Knowles,eng ENG,"FW,MF",Boston United,23,2001,13.5,1,0,0,,,,,,,,,0,Matches
408,Tom Knowles,eng ENG,"FW,MF",Forest Green Rovers,25,1998,25.5,6,0,0,,,,,,,,,0,Matches
409,Corey Koerner,,,Yeovil Town,,,0,0,0,0,,,,,,,,,0,Matches
410,Ricky Korboa,eng ENG,MF,Maidenhead United,27,1996,2.9,0,0,0,,,,,,,,,0,Matches
411,Matty Kosylo,eng ENG,"MF,FW",Altrincham,31,1992,13.2,6,2,0,,,,,,,,,0,Matches
412,Max Kretzschmar,eng ENG,MF,Wealdstone FC,30,1993,32.1,9,1,1,,,,,,,,,0,Matches
413,Joss Labadie,eng ENG,"MF,DF",Solihull Moors,33,1990,3.9,2,1,1,,,,,,,,,0,Matches
414,Levi Laing,eng ENG,DF,Aldershot Town,21,2003,2.9,0,0,0,,,,,,,,,0,Matches
415,Rob Lainton,eng ENG,GK,Altrincham,34,1989,6.4,1,0,0,,,,,,,,,0,Matches
416,Reggie Lambe,bm BER,MF,Braintree Town,33,1991,1.2,2,0,0,,,,,,,,,0,Matches
417,George Langston,eng ENG,DF,Braintree Town,21,2002,41.5,9,0,0,,,,,,,,,1,Matches
418,Alex Lankshear,eng ENG,"DF,MF",Ebbsfleet United,21,2002,13.5,0,0,0,,,,,,,,,1,Matches
419,Thierry Latty Fairweather,eng ENG,DF,Maidenhead United,21,2002,28.9,7,1,0,,,,,,,,,0,Matches
420,Marcel Lavinier,eng ENG,"MF,DF",Yeovil Town,23,2000,3.8,1,0,0,,,,,,,,,0,Matches
421,Marcel Lavinier,eng ENG,DF,Forest Green Rovers,23,2000,1.1,0,0,0,,,,,,,,,0,Matches
422,Conor Lawless,eng ENG,MF,Dagenham & Redbridge,23,2001,0.7,1,0,0,,,,,,,,,0,Matches
423,Sha'mar Lawson,,MF,Ebbsfleet United,,,2.5,0,0,0,,,,,,,,,0,Matches
424,Sha'mar Lawson,,"MF,DF",Woking,,,2.8,2,0,0,,,,,,,,,0,Matches
425,Tom Leahy,eng ENG,"FW,MF",Woking,20,2004,4.7,1,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Tom Leak,eng ENG,DF,Boston United,23,2000,11.2,3,0,0,,,,,,,,,0,Matches
427,Jake Leake,eng ENG,"DF,MF",Oldham Athletic,21,2003,14,1,0,0,,,,,,,,,0,Matches
428,Lewis Leigh,eng ENG,"MF,FW",FC Halifax Town,20,2003,3.8,0,1,0,,,,,,,,,0,Matches
429,Dennon Lewis,eng ENG,MF,Woking,27,1997,10.9,0,0,0,,,,,,,,,0,Matches
430,Sam Ling,eng ENG,DF,Dagenham & Redbridge,27,1996,7.5,0,0,0,,,,,,,,,0,Matches
431,Regan Linney,eng ENG,"FW,MF",Altrincham,27,1997,34.2,9,0,0,,,,,,,,,0,Matches
432,Kyreece Lisbie,jm JAM,MF,Braintree Town,20,2003,4.5,2,0,0,,,,,,,,,0,Matches
433,Kyrell Lisbie,jm JAM,"MF,FW",Braintree Town,20,2003,28.4,7,0,0,,,,,,,,,0,Matches
434,Kai Lissimore,eng ENG,MF,Tamworth,20,2003,1,1,0,0,,,,,,,,,0,Matches
435,Paris Lock,eng ENG,FW,Braintree Town,19,2004,0.2,0,0,0,,,,,,,,,0,Matches
436,Kevin Lokko,eng ENG,DF,Maidenhead United,28,1995,25.3,4,1,0,,,,,,,,,0,Matches
437,Adam Long,eng ENG,DF,Fylde,23,2000,15,2,0,0,,,,,,,,,1,Matches
438,Sean Long,ie IRL,DF,Forest Green Rovers,29,1995,30.5,9,1,1,,,,,,,,,0,Matches
439,Aaron Loupalo-Bi,eng ENG,FW,Dagenham & Redbridge,18,2005,11.8,0,0,0,,,,,,,,,0,Matches
440,Kazenga LuaLua,cd COD,MF,Hartlepool United,33,1990,2.7,1,0,0,,,,,,,,,0,Matches
441,Junior Luamba,eng ENG,MF,York City,21,2003,7.2,0,0,0,,,,,,,,,0,Matches
442,Lucas,br BRA,GK,Braintree Town,33,1991,23,0,0,0,,,,,,,,,0,Matches
443,Lucas,br BRA,GK,Ebbsfleet United,33,1991,1,0,0,0,,,,,,,,,0,Matches
444,Josh Lundstram,eng ENG,"MF,FW",Oldham Athletic,25,1999,25.8,1,0,0,,,,,,,,,0,Matches
445,Lennon MacLorg,eng ENG,GK,Braintree Town,18,2005,1,0,0,0,,,,,,,,,0,Matches
446,Jacob Maddox,eng ENG,"MF,FW",Yeovil Town,25,1998,1.4,0,0,0,,,,,,,,,0,Matches
447,Gary Madine,eng ENG,FW,Hartlepool United,33,1990,15.8,1,0,0,,,,,,,,,0,Matches
448,Christian Maghoma,cd COD,"DF,MF",Aldershot Town,26,1997,21,5,0,0,,,,,,,,,0,Matches
449,Chris Maguire,sct SCO,"FW,MF",Eastleigh,35,1989,26.8,7,0,0,,,,,,,,,0,Matches
450,Frankie Maguire,eng ENG,MF,Boston United,21,2003,27.5,4,0,0,,,,,,,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
451,Niall Maher,eng ENG,DF,Eastleigh,29,1995,33.8,6,0,0,,,,,,,,,0,Matches
452,Ronan Maher,ie IRL,MF,Tamworth,19,2004,9.2,1,0,0,,,,,,,,,0,Matches
453,Trent Mahorn,eng ENG,"DF,MF",Dagenham & Redbridge,22,2001,21.3,9,0,0,,,,,,,,,0,Matches
454,Emmanuel Maja-Awesu,eng ENG,MF,Aldershot Town,23,2001,2.8,1,0,0,,,,,,,,,0,Matches
455,Jovan Malcolm,eng ENG,"FW,MF",Gateshead,21,2002,22.9,2,0,0,,,,,,,,,0,Matches
