Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
207,Josh Earl,eng ENG,DF,Barnsley,25,1998,32.5,7,0,0,42,30,1,24,41,45,,,0,Matches
208,Tom Eaves,eng ENG,FW,Northampton Town,32,1992,15.2,4,1,1,44,17,13,14,1,6,,,0,Matches
209,Neo Eccleston,eng ENG,DF,Huddersfield Town,20,2003,2.2,0,0,0,0,5,0,4,6,4,,,0,Matches
210,Rarmani Edmonds-Green,eng ENG,DF,Leyton Orient,25,1999,16.3,1,0,0,8,4,0,0,9,12,,,0,Matches
211,Rarmani Edmonds-Green,eng ENG,DF,Charlton Athletic,25,1999,6.2,3,0,0,8,1,0,10,12,11,,,0,Matches
212,Tayo Edun,eng ENG,DF,Peterborough United,26,1998,16.3,5,2,1,18,17,0,81,14,28,,,0,Matches
213,Joshua Edwards,eng ENG,"DF,MF",Charlton Athletic,24,2000,34.8,5,0,0,34,50,3,188,28,48,,,0,Matches
214,Kyle Edwards,eng ENG,MF,Stevenage,26,1998,3.8,0,0,0,3,8,0,11,0,2,,,0,Matches
215,Kelvin Ehibhatiomhan,eng ENG,FW,Reading,21,2003,24.8,6,1,1,38,28,17,31,7,17,,,0,Matches
216,Ben Elliott,cm CMR,MF,Reading,21,2002,16.4,4,0,0,34,30,0,5,6,30,,,0,Matches
217,Elliot Embleton,eng ENG,MF,Blackpool,25,1999,5.3,0,0,0,5,2,1,32,0,5,,,0,Matches
218,Isaac England,,DF,Shrewsbury Town,,,0.2,1,0,0,1,0,0,2,0,0,,,0,Matches
219,Niall Ennis,eng ENG,FW,Blackpool,25,1999,15.7,0,0,0,25,11,11,4,6,7,,,0,Matches
220,Kai Enslin,jp JPN,MF,Charlton Athletic,18,2005,0,0,0,0,0,0,0,0,0,0,,,0,Matches
221,Ethan Erhahon,sct SCO,MF,Lincoln City,23,2001,26.7,8,1,1,12,49,1,17,56,27,,,0,Matches
222,Kion Etete,eng ENG,FW,Bolton Wanderers,22,2001,0.9,0,0,0,2,2,0,1,0,0,,,0,Matches
223,Antony Evans,eng ENG,MF,Huddersfield Town,25,1998,21.7,7,0,0,45,26,2,146,16,36,,,0,Matches
224,George Evans,eng ENG,MF,Wrexham,29,1994,1.5,0,0,0,0,0,0,1,0,0,,,0,Matches
225,Lee Evans,wls WAL,MF,Blackpool,30,1994,39.1,11,0,0,42,66,1,286,37,47,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Will Evans,wls WAL,FW,Mansfield Town,27,1997,33.8,5,0,0,59,40,26,32,15,32,,,0,Matches
227,Timothy Eyoma,eng ENG,DF,Northampton Town,24,2000,18.1,3,0,0,15,7,0,8,23,17,,,0,Matches
228,Mo Faal,eng ENG,FW,Wrexham,21,2003,0.8,0,0,0,1,0,0,0,1,1,,,0,Matches
229,Conor Falls,nir NIR,MF,Huddersfield Town,20,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
230,Neil Farrugia,ie IRL,MF,Barnsley,25,1999,5.5,1,0,0,12,3,0,16,7,8,,,0,Matches
231,Rory Feely,ie IRL,DF,Crawley Town,27,1997,2.1,2,1,1,3,2,0,3,0,2,,,0,Matches
232,Josh Feeney,eng ENG,DF,Shrewsbury Town,19,2005,34.8,5,1,0,30,19,3,19,39,44,,,0,Matches
233,Morgan Feeney,eng ENG,DF,Shrewsbury Town,25,1999,32.9,4,0,0,18,14,1,11,39,29,,,0,Matches
234,Emmanuel Fernandez,eng ENG,DF,Peterborough United,22,2001,26.4,9,2,1,39,30,2,2,26,19,,,0,Matches
235,Jayden Fevrier,eng ENG,MF,Stockport,21,2003,11.6,1,0,0,15,7,1,40,3,4,,,0,Matches
236,Ryan Finnigan,eng ENG,MF,Blackpool,20,2003,2.3,0,0,0,5,4,0,1,3,7,,,0,Matches
237,Lewis Fiorini,sct SCO,MF,Stockport,22,2002,3.4,2,0,0,9,5,3,20,2,4,,,0,Matches
238,Sonny Fish,eng ENG,FW,Crawley Town,20,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
239,Jack Fitzwater,eng ENG,DF,Exeter City,26,1997,12.3,1,0,0,9,9,0,4,15,8,,,0,Matches
240,Kieran Flavell,eng ENG,GK,Barnsley,20,2003,6.9,0,0,0,1,0,0,0,0,0,,,0,Matches
241,Ashley Fletcher,eng ENG,FW,Blackpool,28,1995,27.5,0,1,0,70,29,17,6,7,20,,,0,Matches
242,Steven Fletcher,sct SCO,FW,Wrexham,37,1987,12,6,0,0,34,13,8,2,2,6,,,0,Matches
243,Scott Flinders,eng ENG,GK,Mansfield Town,38,1986,7.7,0,0,0,0,0,0,0,0,1,,,0,Matches
244,Aden Flint,eng ENG,DF,Mansfield Town,35,1989,16.7,3,0,0,19,13,5,3,17,8,,,0,Matches
245,Josh Flint,eng ENG,DF,Crawley Town,23,2000,14.5,5,1,1,10,13,0,10,17,20,,,0,Matches
246,Michael Forbes,nir NIR,DF,Bristol Rovers,20,2004,1.8,1,0,0,1,5,0,0,5,3,,,0,Matches
247,Anthony Forde,ie IRL,MF,Burton Albion,30,1993,3.7,0,0,0,4,3,0,18,3,1,,,0,Matches
248,Shaqai Forde,eng ENG,"MF,FW",Bristol Rovers,20,2004,16.5,5,2,1,40,21,9,48,4,25,,,0,Matches
249,William Forrester,eng ENG,DF,Bolton Wanderers,23,2001,19,3,0,0,14,16,0,4,16,14,,,0,Matches
250,Harry Forster,eng ENG,"MF,DF",Crawley Town,24,2000,16.2,3,0,0,19,30,6,53,19,25,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Jake Forster-Caskey,eng ENG,MF,Stevenage,30,1994,0.5,0,0,0,1,0,0,4,0,0,,,0,Matches
252,Tariqe Fosu,gh GHA,"MF,FW",Northampton Town,28,1995,18.1,3,0,0,19,31,6,37,9,24,,,0,Matches
253,Ben Fox,eng ENG,MF,Northampton Town,26,1998,9.1,3,0,0,10,4,0,5,13,10,,,0,Matches
254,Ed Francis,eng ENG,"MF,DF",Exeter City,24,1999,33.5,5,1,1,35,30,0,102,50,39,,,0,Matches
255,Tyrese Francois,au AUS,MF,Wigan Athletic,24,2000,3.4,1,0,0,5,10,0,5,6,8,,,0,Matches
256,Liam Fraser,ca CAN,MF,Crawley Town,26,1998,14.8,4,0,0,12,7,1,6,15,16,,,0,Matches
257,Nick Freeman,eng ENG,"DF,MF",Stevenage,28,1995,14.5,1,0,0,8,3,0,30,9,17,,,0,Matches
258,Lewis Freestone,eng ENG,DF,Stevenage,24,1999,22.6,8,0,0,32,9,0,13,6,40,,,0,Matches
259,Ibrahim Fullah,eng ENG,MF,Charlton Athletic,17,2007,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
260,Jordan Gabriel,eng ENG,DF,Blackpool,25,1998,15.4,2,0,0,8,46,1,20,14,12,,,0,Matches
261,Ethan Galbraith,nir NIR,"MF,DF",Leyton Orient,23,2001,37,7,0,0,40,39,7,92,31,42,,,0,Matches
262,Dominic Gape,eng ENG,MF,Shrewsbury Town,29,1994,12.7,4,0,0,22,10,0,8,10,23,,,0,Matches
263,Andre Garcia,,"DF,FW",Reading,,,26.8,5,0,0,33,39,0,19,22,23,,,0,Matches
264,Che Gardner,,MF,Stockport,,,0,0,0,0,0,0,0,0,0,1,,,0,Matches
265,Joe Gardner,eng ENG,MF,Lincoln City,19,2005,4,0,1,0,5,3,1,12,5,8,,,0,Matches
266,Taylor Gardner-Hickman,eng ENG,"MF,DF",Birmingham City,22,2001,21,7,0,0,36,29,0,92,19,28,,,0,Matches
267,Jake Garrett,eng ENG,MF,Bristol Rovers,21,2003,3.4,1,0,0,6,6,0,9,5,8,,,0,Matches
268,Joe Gauci,au AUS,GK,Barnsley,24,2000,6.8,0,0,0,0,1,0,0,0,0,,,0,Matches
269,Georgie Gent,eng ENG,MF,Barnsley,20,2003,16.5,2,0,0,3,7,1,95,18,31,,,0,Matches
270,Maël Durand de Gevigney,fr FRA,DF,Barnsley,24,1999,38,6,2,0,41,59,0,19,65,51,,,0,Matches
271,James Gibbons,eng ENG,"DF,MF",Cambridge United,26,1998,22.4,6,1,0,28,28,0,31,34,30,,,0,Matches
272,Alexander Gilbert,ie IRL,MF,Charlton Athletic,22,2001,3.4,2,0,0,5,3,0,21,0,6,,,0,Matches
273,Macaulay Gillesphey,eng ENG,DF,Charlton Athletic,28,1995,43.1,3,0,0,42,16,1,32,51,51,,,0,Matches
274,Alex Gilliead,eng ENG,MF,Shrewsbury Town,28,1996,36.1,5,0,0,39,24,1,87,20,57,,,0,Matches
275,Ciaran Gilligan,eng ENG,MF,Burton Albion,22,2002,7.5,3,0,0,12,6,0,4,3,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Brodie Gilmore,nir NIR,"DF,MF",Huddersfield Town,20,2004,28.1,11,0,0,27,30,0,51,34,50,,,0,Matches
277,Matthew Godden,eng ENG,FW,Charlton Athletic,33,1991,27.9,1,0,0,37,28,7,9,10,4,,,0,Matches
278,Charlie Goode,eng ENG,DF,Stevenage,28,1995,16.9,3,0,0,11,33,2,7,14,14,,,0,Matches
279,Will Goodwin,eng ENG,FW,Wigan Athletic,22,2002,2.1,1,0,0,4,4,1,0,0,0,,,0,Matches
280,Daniel Gore,eng ENG,MF,Rotherham United,19,2004,1.7,0,0,0,3,5,0,2,0,0,,,0,Matches
281,Jordan Graham,eng ENG,"FW,MF",Leyton Orient,29,1995,1.9,0,0,0,0,3,0,25,3,0,,,0,Matches
282,Kieran Graham,eng ENG,MF,Barnsley,16,2007,0,0,0,0,0,0,0,0,0,1,,,0,Matches
283,André Green,eng ENG,"MF,FW",Rotherham United,26,1998,7.6,0,0,0,8,15,0,11,0,5,,,0,Matches
284,Lee Gregory,eng ENG,FW,Mansfield Town,35,1988,14.9,3,0,0,29,24,9,8,7,13,,,0,Matches
285,Joshua Griffiths,eng ENG,GK,Bristol Rovers,22,2001,28,1,0,0,1,5,0,0,0,0,,,0,Matches
286,Jack Grimmer,sct SCO,DF,Wycombe Wanderers,30,1994,30.1,5,0,0,22,24,2,46,31,38,,,0,Matches
287,Daniel Grimshaw,eng ENG,GK,Blackpool,26,1998,2,0,0,0,0,1,0,0,0,0,,,0,Matches
288,Nesta Guinness-Walker,eng ENG,"DF,MF",Northampton Town,24,1999,23,3,1,1,13,21,0,46,22,34,,,0,Matches
289,Jon Guthrie,eng ENG,DF,Northampton Town,32,1992,23.4,4,0,0,12,19,0,1,40,17,,,0,Matches
290,Reeco Hackett-Fairchild,lc LCA,MF,Lincoln City,26,1998,23.4,4,0,0,26,17,7,151,15,30,,,0,Matches
291,Anders Hagelskjær,dk DEN,DF,Wycombe Wanderers,27,1997,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
292,Tom Hamer,eng ENG,DF,Lincoln City,24,1999,15.1,1,0,0,18,10,1,14,15,9,,,0,Matches
293,CJ Hamilton,ie IRL,MF,Blackpool,29,1995,23.4,1,0,0,14,26,4,61,19,22,,,0,Matches
294,Ethan Hamilton,sct SCO,MF,Lincoln City,25,1998,17.2,3,0,0,34,19,0,13,8,29,,,0,Matches
295,Micah Hamilton,eng ENG,MF,Stockport,20,2003,0.7,0,0,0,2,0,1,0,1,0,,,0,Matches
296,Brandon Hanlan,eng ENG,FW,Wycombe Wanderers,27,1997,1.8,0,0,0,4,3,2,1,0,2,,,0,Matches
297,Brandon Hanlan,eng ENG,FW,Stevenage,27,1997,11.5,0,0,0,16,8,12,1,1,1,,,0,Matches
298,Grant Hanley,sct SCO,DF,Birmingham City,32,1991,3.4,1,0,0,2,5,0,0,3,7,,,0,Matches
299,Emil Hansson,se SWE,MF,Birmingham City,26,1998,10.1,0,0,0,6,2,1,59,2,8,,,0,Matches
300,Dan Happe,eng ENG,DF,Leyton Orient,25,1998,22.4,3,0,0,22,8,1,3,18,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Vincent Harper,ke KEN,"MF,DF",Exeter City,23,2000,11,4,0,0,21,18,6,29,9,40,,,0,Matches
302,Kian Harratt,eng ENG,FW,Huddersfield Town,22,2002,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
303,Luke Harris,wls WAL,MF,Birmingham City,19,2005,11.4,5,0,0,20,10,3,10,0,16,,,0,Matches
304,Alex Hartridge,eng ENG,DF,Exeter City,25,1999,18,2,0,0,9,11,0,7,17,20,,,0,Matches
305,Alex Hartridge,eng ENG,DF,Wycombe Wanderers,25,1999,4.6,3,1,1,7,2,0,3,2,5,,,0,Matches
306,Daniel Harvie,sct SCO,DF,Wycombe Wanderers,26,1998,28.5,5,0,0,26,40,0,97,20,32,,,0,Matches
307,Cian Hayes,ie IRL,MF,Peterborough United,21,2003,17.5,1,0,0,16,36,4,38,12,31,,,1,Matches
308,Jack Hazlehurst,eng ENG,MF,Burton Albion,24,1999,1.3,0,0,0,2,2,0,2,0,3,,,0,Matches
309,Jaheim Headley,eng ENG,MF,Huddersfield Town,22,2001,3.5,3,0,0,7,5,0,28,1,4,,,0,Matches
310,Rhys Healey,wls WAL,FW,Huddersfield Town,29,1994,3.2,0,0,0,6,9,5,1,0,2,,,0,Matches
311,Michał Helik,pl POL,DF,Huddersfield Town,28,1995,14.9,4,0,0,13,9,1,0,18,11,,,1,Matches
312,Zachary Hemming,eng ENG,GK,Leyton Orient,24,2000,10,1,0,0,1,1,0,0,0,0,,,0,Matches
313,Rushian Hepburn-Murphy,eng ENG,"FW,MF",Crawley Town,25,1998,28.3,1,1,0,31,58,20,22,10,20,,,0,Matches
314,Elliott Hewitt,wls WAL,"MF,DF",Mansfield Town,30,1994,27.3,6,0,0,32,16,1,113,18,29,,,0,Matches
315,Brad Hills,eng ENG,DF,Stockport,20,2004,14.8,5,1,1,19,22,0,14,9,27,,,0,Matches
316,Ben Hinchliffe,eng ENG,GK,Stockport,35,1988,18,1,0,0,1,3,0,0,0,0,,,0,Matches
317,George Hoddle,,MF,Cambridge United,,,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
318,Joseph Hodge,ie IRL,MF,Huddersfield Town,21,2002,13.3,3,0,0,10,5,0,17,11,18,,,0,Matches
319,Jonathan Hogg,eng ENG,MF,Huddersfield Town,35,1988,20.4,8,0,0,44,21,0,1,23,35,,,0,Matches
320,Jack Holmes,eng ENG,"MF,FW",Rotherham United,22,2001,6.8,0,0,0,4,3,0,14,4,5,,,0,Matches
321,Gavan Holohan,ie IRL,"FW,MF",Crawley Town,32,1991,5.4,1,0,0,8,14,0,13,4,4,,,0,Matches
322,Louie Holzman,eng ENG,DF,Reading,20,2003,3.3,1,1,0,4,2,0,1,6,3,,,0,Matches
323,William Hondermarck,cg CGO,MF,Northampton Town,23,2000,15.1,2,0,0,22,19,1,4,17,26,,,0,Matches
324,Luca Hoole,wls WAL,"DF,MF",Shrewsbury Town,22,2002,35.7,6,0,0,39,16,2,59,49,74,,,0,Matches
325,Fraser Horsfall,eng ENG,DF,Stockport,27,1996,25.1,8,1,1,24,28,3,2,21,22,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Sam Hoskins,eng ENG,"MF,FW",Northampton Town,31,1993,31.5,6,0,0,29,25,5,50,28,21,,,0,Matches
327,Conor Hourihane,ie IRL,MF,Barnsley,33,1991,0.9,0,0,0,1,0,0,2,0,1,,,0,Matches
328,Ben House,eng ENG,"FW,MF",Lincoln City,25,1999,29.3,12,0,0,65,46,13,11,18,46,,,0,Matches
329,Mark Howard,eng ENG,GK,Wrexham,37,1986,9.8,0,0,0,0,1,0,0,0,0,,,0,Matches
330,Charlie Hughes,eng ENG,DF,Wigan Athletic,20,2003,0.2,1,0,0,1,1,0,0,0,0,,,0,Matches
331,Sam Hughes,eng ENG,DF,Stockport,27,1997,3.5,1,0,0,4,5,0,1,5,2,,,0,Matches
332,Sam Hughes,eng ENG,DF,Peterborough United,27,1997,18.7,3,0,0,10,22,2,1,11,8,,,1,Matches
333,Joe Hugill,eng ENG,FW,Wigan Athletic,20,2003,6.6,0,0,0,9,6,4,0,2,2,,,0,Matches
334,Jordan Hugill,eng ENG,FW,Rotherham United,32,1992,9.6,3,0,0,24,29,6,6,2,0,,,0,Matches
335,Cameron Humphreys,eng ENG,"DF,MF",Rotherham United,25,1998,38.3,4,0,0,36,11,0,4,39,23,,,0,Matches
336,Cameron Humphreys,eng ENG,MF,Wycombe Wanderers,20,2003,37.3,0,0,0,44,81,2,76,13,36,,,0,Matches
337,Stephen Humphrys,eng ENG,"FW,MF",Barnsley,26,1997,25.4,3,0,0,34,27,10,28,3,12,,,0,Matches
338,Joseph Hungbo,eng ENG,"MF,FW",Rotherham United,24,2000,5.4,1,0,0,7,13,1,31,2,4,,,0,Matches
339,Joseph Hungbo,eng ENG,MF,Wigan Athletic,24,2000,5.4,1,0,0,6,13,0,36,0,1,,,0,Matches
340,Jack Hunt,eng ENG,"DF,MF",Bristol Rovers,33,1990,15.5,2,0,0,12,27,0,68,12,10,,,0,Matches
341,James Husband,eng ENG,DF,Blackpool,30,1994,29.6,8,0,0,19,30,0,53,34,35,,,0,Matches
342,Isaac Hutchinson,eng ENG,MF,Bristol Rovers,24,2000,22.5,2,0,0,19,8,3,100,13,23,,,0,Matches
343,Luke Hutchinson,eng ENG,GK,Crawley Town,,,1,1,0,0,1,0,0,0,0,0,,,0,Matches
344,Danny Hylton,eng ENG,FW,Charlton Athletic,35,1989,0.7,1,0,0,5,4,1,0,0,0,,,0,Matches
345,Bradley Ibrahim,eng ENG,MF,Crawley Town,19,2004,24.3,14,0,0,34,34,0,11,19,50,,,0,Matches
346,Zeno Ibsen Rossi,eng ENG,DF,Cambridge United,23,2000,12.8,3,0,0,14,9,1,2,27,13,,,1,Matches
347,Bradley Ihionvien,eng ENG,FW,Peterborough United,20,2003,5.4,5,0,0,14,12,4,2,0,5,,,0,Matches
348,Sam Inwood,nir NIR,DF,Bolton Wanderers,18,2005,2,0,0,0,1,2,0,0,0,5,,,0,Matches
349,Tom Iorpenda,eng ENG,MF,Huddersfield Town,19,2005,0.7,0,0,0,1,1,0,1,1,1,,,0,Matches
350,Jack Iredale,au AUS,DF,Bolton Wanderers,28,1996,0.8,0,0,0,0,1,0,1,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Harvey Isted,eng ENG,GK,Burton Albion,27,1997,3,0,0,0,0,1,0,0,0,0,,,0,Matches
352,Tomoki Iwata,jp JPN,MF,Birmingham City,27,1997,36.8,7,0,0,46,24,0,26,28,28,,,1,Matches
353,Adam Jackson,eng ENG,DF,Lincoln City,30,1994,24.9,6,1,1,30,15,0,9,54,20,,,0,Matches
354,Ricky Jade-Jones,eng ENG,FW,Peterborough United,23,2001,33.6,3,0,0,51,33,32,38,15,10,,,0,Matches
355,Diallang Jaiyesimi,eng ENG,MF,Leyton Orient,26,1998,7.5,2,0,0,12,2,1,15,5,11,,,0,Matches
356,Fabio Jalo,pt POR,"MF,FW",Barnsley,18,2005,6.7,4,0,0,12,18,3,18,1,3,,,0,Matches
357,Matty James,eng ENG,MF,Wrexham,33,1991,29.9,2,0,0,24,13,0,13,40,33,,,0,Matches
358,Reece James,eng ENG,DF,Rotherham United,30,1993,40,3,0,0,28,17,0,128,34,40,,,0,Matches
359,Tom James,wls WAL,DF,Leyton Orient,28,1996,16.2,7,0,0,15,19,0,104,14,26,,,0,Matches
360,Zach Jeacock,eng ENG,GK,Lincoln City,23,2001,10.2,1,0,0,0,0,0,0,0,0,,,0,Matches
361,Dominic Jefferies,wls WAL,MF,Lincoln City,22,2002,23.1,4,0,0,27,12,2,66,20,32,,,0,Matches
362,Tyreece John-Jules,eng ENG,"FW,MF",Crawley Town,23,2001,12.4,3,0,0,28,18,8,26,8,8,,,0,Matches
363,Carl Johnston,nir NIR,DF,Peterborough United,22,2002,14.1,3,0,0,11,18,0,9,19,20,,,0,Matches
364,George Johnston,sct SCO,DF,Bolton Wanderers,25,1998,36,8,0,0,25,30,1,33,31,31,,,0,Matches
365,Gethin Jones,au AUS,"DF,MF",Bolton Wanderers,28,1995,16.8,4,0,0,11,11,1,20,11,11,,,0,Matches
366,James Jones,sct SCO,MF,Burton Albion,28,1996,1.7,1,0,0,5,1,1,0,3,3,,,0,Matches
367,James Jones,sct SCO,"DF,MF",Wrexham,28,1996,0.3,0,0,0,0,0,0,0,0,2,,,0,Matches
368,Jordan Jones,nir NIR,"FW,MF",Wigan Athletic,29,1994,0.7,0,0,0,1,1,0,14,0,0,,,0,Matches
369,Lloyd Jones,eng ENG,DF,Charlton Athletic,28,1995,34.5,6,0,0,26,31,1,3,70,33,,,0,Matches
370,Patrick Jones,wls WAL,"MF,DF",Exeter City,21,2003,5.5,1,0,0,5,16,2,22,0,4,,,0,Matches
371,Christian Joseph,lc LCA,DF,Bolton Wanderers,24,2000,11.9,2,0,0,11,16,0,0,17,11,,,0,Matches
372,Kyle Joseph,sct SCO,FW,Blackpool,22,2001,22,3,0,0,34,25,17,9,10,11,,,0,Matches
373,Zak Jules,sct SCO,DF,Rotherham United,27,1997,20.5,4,0,0,24,19,1,2,24,24,,,0,Matches
374,Lukas Jutkiewicz,eng ENG,FW,Birmingham City,35,1989,2.5,0,0,0,5,7,1,0,0,0,,,0,Matches
375,Elias Kachunga,cd COD,"MF,FW",Cambridge United,32,1992,29.9,8,1,1,42,49,12,20,17,19,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Sullay Kaikai,sl SLE,"MF,FW",Cambridge United,28,1995,12.9,4,0,0,25,26,5,34,6,10,,,0,Matches
377,Tomas Kalinauskas,lt LTU,"MF,FW",Burton Albion,24,2000,20.5,4,0,0,30,31,7,62,12,31,,,0,Matches
378,Herbie Kane,eng ENG,MF,Huddersfield Town,25,1998,20.9,3,0,0,19,40,0,26,20,17,,,0,Matches
379,Abraham Kanu,sl SLE,DF,Reading,18,2005,4.8,0,0,0,1,6,0,0,3,6,,,0,Matches
380,Daniel Kanu,sl SLE,"FW,MF",Charlton Athletic,19,2004,6.5,1,0,0,11,7,3,10,1,2,,,0,Matches
381,David Kasumu,eng ENG,MF,Huddersfield Town,24,1999,26.1,8,0,0,45,63,1,22,17,47,,,0,Matches
382,Jadel Katongo,zm ZAM,DF,Peterborough United,19,2004,12.6,2,0,0,5,14,2,3,13,3,,,0,Matches
383,Amaru Kaunda,,MF,Cambridge United,,,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
384,Joshua Kayode,ng NGA,FW,Rotherham United,31,1992,1.7,0,0,0,2,8,0,0,0,3,,,0,Matches
385,Joshua Kayode,ng NGA,FW,Shrewsbury Town,31,1992,1.7,1,0,0,2,1,1,0,0,2,,,0,Matches
386,Josh Keeley,ie IRL,GK,Leyton Orient,21,2003,36,5,0,0,0,14,0,0,0,0,,,0,Matches
387,Davis Keillor-Dunn,eng ENG,MF,Mansfield Town,26,1997,2.7,0,0,0,1,7,0,14,0,0,,,0,Matches
388,Davis Keillor-Dunn,eng ENG,"FW,MF",Barnsley,26,1997,39.4,3,0,0,22,28,10,51,11,19,,,0,Matches
389,Jeremy Kelly,us USA,MF,Crawley Town,26,1997,31,2,0,0,12,25,3,64,19,28,,,0,Matches
390,Liam Kelly,sct SCO,MF,Rotherham United,34,1990,14.6,2,0,0,23,20,0,15,13,28,,,0,Matches
391,Charlie Kelman,us USA,"FW,MF",Leyton Orient,22,2001,37.7,4,0,0,32,26,27,25,0,5,,,0,Matches
392,Daniel Kemp,eng ENG,MF,Stevenage,25,1999,33,5,0,0,54,47,19,101,9,23,,,0,Matches
393,Jason Kerr,sct SCO,DF,Wigan Athletic,27,1997,44,6,0,0,33,32,2,4,61,21,,,1,Matches
394,Rafiq Khaleel,eng ENG,MF,Crawley Town,21,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
395,Brandon Khela,eng ENG,MF,Birmingham City,19,2005,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
396,Alfie Kilgour,eng ENG,DF,Mansfield Town,26,1998,7,2,0,0,12,2,0,5,8,11,,,0,Matches
397,Ben Killip,eng ENG,GK,Barnsley,28,1995,17,2,0,0,0,3,0,0,0,0,,,0,Matches
398,Eli King,wls WAL,MF,Stevenage,21,2002,15.1,2,0,0,9,6,0,51,10,26,,,0,Matches
399,Christoph Klarer,at AUT,DF,Birmingham City,24,2000,42.4,11,0,0,51,35,3,22,33,44,,,0,Matches
400,Harvey Knibbs,eng ENG,"MF,FW",Reading,25,1999,41.3,4,0,0,67,64,3,41,45,72,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Kyle Knoyle,eng ENG,"DF,MF",Stockport,27,1996,15.2,4,0,0,18,21,1,39,8,11,,,0,Matches
402,Gideon Kodua,eng ENG,"MF,DF",Wycombe Wanderers,19,2004,4.2,1,0,0,7,8,1,9,2,7,,,0,Matches
403,Ali Koiki,eng ENG,DF,Northampton Town,24,1999,2.1,0,0,0,1,3,0,7,3,3,,,0,Matches
404,Ronnie Kokkinos,cy CYP,DF,Mansfield Town,18,2006,0,1,0,0,1,0,0,0,0,0,,,0,Matches
405,Richard Kone,ci CIV,FW,Wycombe Wanderers,21,2003,30.5,4,0,0,61,35,28,24,12,13,,,0,Matches
406,Josh Koroma,sl SLE,"FW,MF",Huddersfield Town,25,1998,26.7,2,0,0,20,38,20,62,7,14,,,0,Matches
407,Hector Kyprianou,cy CYP,MF,Peterborough United,23,2001,26.8,9,0,0,42,42,1,8,29,35,,,0,Matches
408,Freddie Ladapo,eng ENG,FW,Huddersfield Town,31,1993,5.2,0,0,0,14,4,3,1,1,1,,,0,Matches
409,Ethan Laird,eng ENG,"DF,MF",Birmingham City,23,2001,25.7,5,0,0,51,60,11,58,19,35,,,0,Matches
410,Joshua Laqeretabua,fj FIJ,DF,Charlton Athletic,18,2005,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
411,Julian Larsson,se SWE,"FW,MF",Burton Albion,23,2001,5.6,0,0,0,8,4,2,6,3,11,,,0,Matches
412,Shayne Lavery,nir NIR,FW,Cambridge United,25,1998,9.8,2,0,0,15,15,6,13,0,8,,,0,Matches
413,Daeshon Lawrence,,MF,Bolton Wanderers,,,0.5,0,0,0,1,1,0,0,0,0,,,0,Matches
414,Miles Leaburn,eng ENG,FW,Charlton Athletic,20,2003,15,2,0,0,24,18,5,7,6,8,,,0,Matches
415,Luke Leahy,eng ENG,"MF,DF",Wycombe Wanderers,31,1992,30.3,6,0,0,30,55,3,182,25,30,,,0,Matches
416,Elliot Lee,eng ENG,"MF,FW",Wrexham,29,1994,26.4,3,0,0,35,43,5,77,12,20,,,0,Matches
417,Tom Lees,eng ENG,DF,Huddersfield Town,33,1990,26.9,2,0,0,13,9,3,4,25,19,,,0,Matches
