Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
216,Morten Frendrup,dk DEN,MF,Genoa,23,2001,34.5,5,0,0,51,30,1,3,46,60,,,1,Matches
217,Martin Frese,dk DEN,"DF,MF",Hellas Verona,26,1998,6.1,0,0,0,9,9,0,10,8,11,,,0,Matches
218,Remo Freuler,ch SUI,MF,Bologna,32,1992,35.6,6,0,0,47,18,1,20,41,40,,,0,Matches
219,Matteo Gabbia,it ITA,DF,Milan,24,1999,23.9,4,0,0,20,6,1,2,16,15,,,0,Matches
220,Tommaso Gabellini,it ITA,FW,Torino,17,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
221,Tiago Gabriel,pt POR,DF,Lecce,19,2004,1.1,0,0,0,0,0,0,0,0,0,,,0,Matches
222,Alessandro Gabrielloni,it ITA,FW,Como,30,1994,1.6,1,0,0,6,4,1,1,0,0,,,0,Matches
223,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,24,2000,11.2,0,0,0,16,13,4,23,7,8,,,0,Matches
224,Roberto Gagliardini,it ITA,MF,Monza,30,1994,2,1,0,0,6,7,0,1,2,1,,,0,Matches
225,Antonino Gallo,it ITA,DF,Lecce,24,2000,29,3,1,0,12,15,3,116,21,44,,,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,28,1996,3.6,0,0,0,4,8,1,0,1,0,,,0,Matches
227,Federico Gatti,it ITA,DF,Juventus,26,1998,24.4,2,0,0,20,19,1,1,16,23,,,0,Matches
228,David de Gea,es ESP,GK,Fiorentina,33,1990,35,1,0,0,0,2,0,0,0,0,,,0,Matches
229,Valentin Gendrey,fr FRA,DF,Lecce,24,2000,2,0,0,0,1,2,0,3,2,2,,,0,Matches
230,Daniele Ghilardi,it ITA,DF,Hellas Verona,21,2003,22.5,7,1,0,33,29,0,10,30,28,,,0,Matches
231,Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,9.8,4,0,0,7,0,0,0,15,11,,,2,Matches
232,Samuel Gigot,fr FRA,DF,Lazio,30,1993,7.6,2,0,0,8,9,1,0,14,4,,,0,Matches
233,Mario Gila,es ESP,DF,Lazio,23,2000,30.5,8,0,0,32,30,0,5,30,38,,,1,Matches
234,Billy Gilmour,sct SCO,MF,Napoli,23,2001,13.1,0,0,0,14,16,0,18,9,14,,,0,Matches
235,Santiago Giménez,mx MEX,FW,Milan,23,2001,7.4,3,1,0,11,4,7,2,1,3,,,0,Matches
236,Gvidas Gineitis,lt LTU,MF,Torino,20,2004,15.9,5,0,0,23,23,2,50,18,15,,,0,Matches
237,Ben Godfrey,eng ENG,"DF,MF",Atalanta,26,1998,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
238,Saba Goglichidze,ge GEO,DF,Empoli,20,2004,28.2,3,1,0,27,34,1,5,33,41,,,0,Matches
239,Edoardo Goldaniga,it ITA,DF,Como,30,1993,28.1,12,1,1,44,36,4,9,31,21,,,0,Matches
240,Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7,1,0,0,0,0,0,0,0,0,,,0,Matches
241,Nicolás González,ar ARG,"MF,FW",Juventus,26,1998,19.4,3,0,0,30,40,6,16,9,14,,,0,Matches
242,Robin Gosens,de GER,"DF,MF",Fiorentina,30,1994,28,6,0,0,24,22,9,65,20,34,,,0,Matches
243,Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,2.5,2,0,0,9,5,1,2,0,4,,,0,Matches
244,Alberto Grassi,it ITA,MF,Empoli,29,1995,24.5,8,0,0,28,34,1,11,32,20,,,0,Matches
245,Mattéo Guendouzi,fr FRA,MF,Lazio,25,1999,36.3,7,0,0,28,35,1,20,33,17,,,0,Matches
246,Frederic Guilbert,fr FRA,DF,Lecce,29,1994,27.1,3,2,0,33,24,1,54,47,37,,,0,Matches
247,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,27,1997,14.1,2,0,0,13,18,3,24,6,5,,,0,Matches
248,Emmanuel Gyasi,gh GHA,MF,Empoli,30,1994,35.7,5,0,0,56,21,14,37,12,29,,,1,Matches
249,Christian Gytkjær,dk DEN,FW,Venezia,34,1990,8.4,0,0,0,11,5,7,0,1,4,,,0,Matches
250,Nicolas Haas,ch SUI,MF,Empoli,28,1996,3.2,1,0,0,11,3,0,0,3,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Saad El Haddad,ma MAR,MF,Venezia,19,2005,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches
252,Antoine Hainaut,fr FRA,"DF,MF",Parma,22,2002,13.4,4,0,0,13,16,1,26,15,13,,,0,Matches
253,Mohamed Haj,tn TUN,MF,Parma,19,2005,5,4,0,0,6,11,0,7,3,1,,,0,Matches
254,Ridgeciano Haps,sr SUR,"MF,DF",Venezia,31,1993,15.2,3,0,0,14,15,1,26,8,16,,,0,Matches
255,Abdou Harroui,nl NED,"MF,FW",Hellas Verona,26,1998,5.1,1,0,0,10,3,0,9,2,5,,,0,Matches
256,Liam Henderson,sct SCO,MF,Empoli,28,1996,26,10,0,0,83,23,2,97,15,22,,,0,Matches
257,Mario Hermoso,es ESP,DF,Roma,29,1995,2.8,2,1,1,7,1,0,3,4,1,,,0,Matches
258,Theo Hernández,fr FRA,"DF,MF",Milan,26,1997,30,4,1,0,17,43,3,111,16,30,,,0,Matches
259,Hernani,br BRA,MF,Parma,30,1994,14.7,7,0,0,33,25,1,33,19,26,,,0,Matches
260,Isak Hien,se SWE,DF,Atalanta,25,1999,25.9,10,0,0,36,19,0,1,30,30,,,0,Matches
261,Emil Holm,se SWE,DF,Bologna,24,2000,12.6,3,0,0,16,24,1,42,9,21,,,0,Matches
262,Mats Hummels,de GER,DF,Roma,35,1988,10.2,1,0,0,10,4,0,2,25,13,,,1,Matches
263,Elseid Hysaj,al ALB,DF,Lazio,30,1994,4.7,2,1,1,5,1,0,18,5,6,,,0,Matches
264,Arijon Ibrahimović,de GER,MF,Lazio,18,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
265,Jay Idzes,id IDN,DF,Venezia,24,2000,34.7,5,0,0,50,12,3,6,28,30,,,0,Matches
266,Jonathan Ikone,fr FRA,"MF,FW",Como,26,1998,6,1,0,0,3,7,2,1,0,9,,,0,Matches
267,Jonathan Ikone,fr FRA,MF,Fiorentina,26,1998,3.7,0,0,0,3,7,0,1,1,2,,,0,Matches
268,Ivan Ilić,rs SRB,MF,Torino,23,2001,10.2,4,0,0,11,22,1,27,5,2,,,0,Matches
269,Samuel Iling-Junior,eng ENG,MF,Bologna,20,2003,1.3,0,0,0,2,1,0,9,2,2,,,0,Matches
270,Alessio Iovine,it ITA,DF,Como,33,1991,4.3,2,0,0,5,6,0,17,3,2,,,0,Matches
271,Gustav Isaksen,dk DEN,MF,Lazio,23,2001,24.6,5,0,0,23,46,3,110,10,9,,,0,Matches
272,Ardian Ismajli,al ALB,DF,Empoli,27,1996,27.9,3,0,0,21,29,0,0,53,21,,,0,Matches
273,Armando Izzo,it ITA,DF,Monza,32,1992,27.1,12,0,0,65,47,0,8,43,15,,,0,Matches
274,Fellipe Jack,br BRA,DF,Como,18,2006,1.9,2,0,0,5,1,0,0,4,4,,,0,Matches
275,Ali Jasim,iq IRQ,MF,Como,20,2004,0.1,0,0,0,1,0,0,1,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Gaby Jean,fr FRA,DF,Lecce,24,2000,15.4,0,0,0,15,13,0,1,10,8,,,0,Matches
277,Juan Jesus,br BRA,DF,Napoli,33,1991,11.9,2,0,0,14,5,0,0,9,15,,,0,Matches
278,Álex Jiménez,es ESP,"MF,DF",Milan,19,2005,14.1,6,0,0,12,18,5,37,17,13,,,0,Matches
279,Þórir Jóhann Helgason,is ISL,MF,Lecce,23,2000,12.8,0,0,0,10,10,2,69,5,7,,,0,Matches
280,Jesse Joronen,fi FIN,GK,Venezia,31,1993,7.8,0,0,0,1,0,0,0,0,0,,,1,Matches
281,Luka Jović,rs SRB,FW,Milan,26,1997,6.2,1,0,0,4,7,0,2,1,0,,,0,Matches
282,Mohamed Kaba,fr FRA,MF,Lecce,22,2001,5,1,0,0,6,10,0,1,4,8,,,0,Matches
283,Christian Kabasele,be BEL,DF,Udinese,33,1991,12.9,0,0,0,20,16,0,2,14,9,,,0,Matches
284,Pierre Kalulu,fr FRA,DF,Juventus,24,2000,26,2,1,0,26,19,2,22,17,25,,,0,Matches
285,Hassane Kamara,ci CIV,"MF,DF",Udinese,30,1994,22.2,8,1,1,25,22,1,107,28,25,,,0,Matches
286,Yann Karamoh,fr FRA,"MF,FW",Torino,26,1998,11.6,2,0,0,12,14,4,24,3,2,,,0,Matches
287,Jesper Karlsson,se SWE,"MF,FW",Bologna,26,1998,3.3,1,0,0,6,4,1,4,0,0,,,0,Matches
288,Jesper Karlsson,se SWE,"MF,FW",Lecce,26,1998,5.5,2,0,0,4,0,0,27,0,2,,,0,Matches
289,Jesper Karlström,se SWE,MF,Udinese,29,1995,35.4,9,0,0,41,25,1,15,35,34,,,0,Matches
290,Lior Kasa,il ISR,MF,Genoa,18,2005,2.6,2,0,0,4,3,0,2,3,2,,,0,Matches
291,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26,1998,9.7,4,0,0,16,19,1,24,7,15,,,0,Matches
292,Michael Kayode,it ITA,DF,Fiorentina,20,2004,1.4,0,0,0,1,2,0,6,2,1,,,0,Matches
293,Moise Kean,it ITA,FW,Fiorentina,24,2000,30,6,0,0,41,52,57,9,6,5,,,0,Matches
294,Mandela Keita,be BEL,MF,Parma,22,2002,20.3,6,1,1,29,33,1,0,17,25,,,0,Matches
295,Lloyd Kelly,eng ENG,DF,Juventus,25,1998,11.3,1,0,0,14,4,0,13,2,11,,,0,Matches
296,Marc-Oliver Kempf,de GER,DF,Como,29,1995,29.1,6,1,1,21,20,0,4,29,21,,,0,Matches
297,Kialonda,ao ANG,DF,Lecce,26,1997,23.8,3,0,0,9,20,0,3,31,12,,,0,Matches
298,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,1999,7.7,1,0,0,7,5,0,16,6,4,,,0,Matches
299,Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,21.1,7,0,0,38,20,3,10,27,26,,,1,Matches
300,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,12.9,0,0,0,27,20,6,8,4,7,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Ismael Konate,it ITA,FW,Empoli,18,2006,1.3,0,0,0,5,2,0,1,0,2,,,0,Matches
302,Manu Koné,fr FRA,MF,Roma,23,2001,28.6,6,0,0,27,86,2,2,26,26,,,0,Matches
303,Teun Koopmeiners,nl NED,MF,Juventus,26,1998,22.2,3,0,0,32,9,3,113,8,17,,,0,Matches
304,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,12.5,1,0,0,15,6,1,3,13,10,,,0,Matches
305,Christian Kouamé,ci CIV,"MF,FW",Fiorentina,26,1997,6.9,1,0,0,13,14,2,6,1,8,,,0,Matches
306,Christian Kouamé,ci CIV,"FW,MF",Empoli,26,1997,5.6,0,0,0,7,15,2,2,0,4,,,0,Matches
307,Viktor Kovalenko,ua UKR,MF,Empoli,28,1996,0.9,0,0,0,2,2,0,1,0,1,,,0,Matches
308,Mateusz Kowalski,pl POL,MF,Parma,19,2005,0.6,0,0,0,1,0,0,0,0,0,,,0,Matches
309,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,19.5,5,0,0,31,3,1,10,21,20,,,0,Matches
310,Nikola Krstović,me MNE,FW,Lecce,24,2000,34,6,0,0,57,55,20,8,6,8,,,0,Matches
311,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,23,2001,13.1,1,0,0,12,33,0,50,4,9,,,0,Matches
312,Giorgos Kyriakopoulos,gr GRE,MF,Monza,28,1996,31.6,5,0,0,24,36,6,171,25,28,,,1,Matches
313,Mathis Lambourde,fr FRA,FW,Hellas Verona,18,2006,1,1,0,0,4,1,0,1,0,1,,,0,Matches
314,Gianluca Lapadula,pe PER,FW,Cagliari,34,1990,3.4,1,0,0,9,1,1,3,0,0,,,0,Matches
315,Valentino Lazaro,at AUT,MF,Torino,28,1996,25.6,6,0,0,30,13,2,142,10,12,,,0,Matches
316,Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,16.2,0,0,0,9,5,4,69,11,11,,,0,Matches
317,Manuel Lazzari,it ITA,DF,Lazio,30,1993,15.6,3,0,0,12,29,1,97,9,15,,,0,Matches
318,Enzo Le Fée,fr FRA,MF,Roma,24,2000,3.5,1,0,0,6,5,0,7,5,4,,,0,Matches
319,Nicola Leali,it ITA,GK,Genoa,31,1993,29,1,0,0,1,6,0,0,0,0,,,1,Matches
320,Rafael Leão,pt POR,"MF,FW",Milan,25,1999,25.8,5,0,0,19,52,7,55,6,11,,,0,Matches
321,Stefan Lekovic,rs SRB,DF,Monza,20,2004,4.1,0,0,0,5,3,0,0,8,4,,,1,Matches
322,Nunzio Lella,it ITA,MF,Venezia,24,2000,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches
323,Giovanni Leoni,it ITA,DF,Parma,17,2006,13.3,3,1,0,11,9,0,3,16,9,,,0,Matches
324,Ben Lhassine Kone,ci CIV,MF,Como,24,2000,0.6,1,0,0,1,1,0,0,1,2,,,0,Matches
325,Mattia Liberali,it ITA,MF,Milan,17,2007,0.7,0,0,0,1,0,0,2,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Karol Linetty,pl POL,MF,Torino,29,1995,17.1,6,0,0,39,14,0,3,9,22,,,0,Matches
327,Dailon Livramento,cv CPV,"MF,FW",Hellas Verona,23,2001,10.4,2,1,0,21,6,8,18,3,11,,,0,Matches
328,Stanislav Lobotka,sk SVK,MF,Napoli,29,1994,29.3,3,0,0,24,31,0,3,21,32,,,0,Matches
329,Manuel Locatelli,it ITA,MF,Juventus,26,1998,31.4,9,0,0,46,22,1,24,21,49,,,0,Matches
330,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,11.5,3,0,0,23,27,0,7,3,8,,,0,Matches
331,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26,1997,25,4,0,0,31,20,26,123,4,16,,,0,Matches
332,Sandi Lovrić,si SVN,MF,Udinese,26,1998,25.6,5,0,0,54,34,0,89,22,30,,,0,Matches
333,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,26.1,10,0,0,65,55,16,5,6,6,,,0,Matches
334,Jhon Lucumí,co COL,DF,Bologna,26,1998,29,8,1,0,22,16,0,4,24,29,,,0,Matches
335,José Luis Palomino,ar ARG,DF,Cagliari,34,1990,12,3,0,0,11,2,0,0,21,17,,,0,Matches
336,Douglas Luiz,br BRA,MF,Juventus,26,1998,5.9,2,0,0,14,7,0,26,5,8,,,0,Matches
337,Romelu Lukaku,be BEL,FW,Napoli,31,1993,31.6,4,0,0,47,36,24,4,1,2,,,0,Matches
338,Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36,4,0,0,23,20,1,8,30,28,,,0,Matches
339,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22,2002,17.8,2,0,0,38,51,11,65,4,7,,,0,Matches
340,Babis Lykogiannis,gr GRE,DF,Bologna,30,1993,11.6,3,0,0,10,7,2,105,14,14,,,0,Matches
341,Mathias Løvik,no NOR,MF,Parma,20,2003,1,0,0,0,2,0,0,3,2,1,,,0,Matches
342,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,11.8,2,0,0,8,11,0,2,17,15,,,0,Matches
343,Mike Maignan,fr FRA,GK,Milan,29,1995,36.6,1,0,0,1,7,0,0,0,0,,,0,Matches
344,Antoine Makoumbou,cg CGO,MF,Cagliari,26,1998,23.9,4,1,1,27,15,0,7,17,22,,,0,Matches
345,Daniel Maldini,it ITA,"MF,FW",Monza,22,2001,14.5,5,0,0,15,39,2,38,4,6,,,0,Matches
346,Daniel Maldini,it ITA,MF,Atalanta,22,2001,2.9,0,0,0,3,7,1,5,2,2,,,0,Matches
347,Youssef Maleh,ma MAR,MF,Empoli,25,1998,16.8,5,1,1,32,29,1,16,14,24,,,0,Matches
348,Ruslan Malinovskyi,ua UKR,MF,Genoa,31,1993,4.3,2,0,0,9,5,0,3,1,10,,,0,Matches
349,Dennis Man,ro ROU,"MF,FW",Parma,25,1998,22.2,0,0,0,8,17,4,33,8,6,,,0,Matches
350,Gianluca Mancini,it ITA,DF,Roma,28,1996,34.9,8,0,0,49,34,6,32,33,26,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Christos Mandas,gr GRE,GK,Lazio,22,2001,9,0,0,0,0,3,0,0,0,0,,,0,Matches
352,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,21.5,7,0,0,21,39,2,42,14,14,,,0,Matches
353,Alberto Manzoni,it ITA,MF,Atalanta,19,2005,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches
354,Alessandro Marcandalli,it ITA,DF,Genoa,21,2002,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches
355,Alessandro Marcandalli,it ITA,DF,Venezia,21,2002,3.9,2,0,0,9,0,0,0,2,6,,,0,Matches
356,Filip Marchwiński,pl POL,MF,Lecce,22,2002,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
357,Pablo Marí,es ESP,DF,Monza,30,1993,18.1,4,1,1,27,5,0,1,36,14,,,0,Matches
358,Pablo Marí,es ESP,DF,Fiorentina,30,1993,12.2,2,0,0,14,5,0,0,25,10,,,0,Matches
359,Luca Marianucci,it ITA,DF,Empoli,20,2004,11.9,0,1,0,11,5,0,6,21,12,,,0,Matches
360,Mirko Marić,hr CRO,FW,Monza,29,1995,1.2,0,0,0,2,2,0,2,1,0,,,0,Matches
361,Mirko Marić,hr CRO,FW,Venezia,29,1995,4,0,0,0,3,4,3,3,1,3,,,0,Matches
362,Rafa Marín,es ESP,DF,Napoli,22,2002,1.6,1,0,0,2,1,0,0,1,0,,,0,Matches
363,Răzvan Marin,ro ROU,MF,Cagliari,28,1996,15.6,4,0,0,25,13,0,77,2,14,,,0,Matches
364,Guillermo Maripán,cl CHI,DF,Torino,30,1994,26,4,1,0,29,8,1,1,38,23,,,0,Matches
365,Aarón Martín,es ESP,"DF,MF",Genoa,27,1997,34.3,5,0,0,38,28,4,257,20,48,,,0,Matches
366,Josep Martinez,es ESP,GK,Inter,26,1998,5,0,0,0,0,1,0,0,0,0,,,0,Matches
367,Lautaro Martínez,ar ARG,FW,Inter,26,1997,28.5,1,0,0,42,42,21,13,9,15,,,0,Matches
368,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,1996,3.9,1,0,0,8,2,0,0,1,7,,,0,Matches
369,Kevin Martins,it ITA,MF,Monza,19,2005,2,1,0,0,3,4,0,6,1,4,,,0,Matches
370,Adam Marušić,me MNE,DF,Lazio,31,1992,26,1,0,0,20,14,2,54,16,19,,,1,Matches
371,Adam Masina,ma MAR,DF,Torino,30,1994,21.3,5,0,0,23,18,2,14,26,15,,,0,Matches
372,Patrizio Masini,it ITA,MF,Genoa,23,2001,17.1,3,0,0,36,48,0,26,16,28,,,0,Matches
373,Alan Matturro,uy URU,DF,Genoa,19,2004,10,2,0,0,10,5,2,8,14,6,,,0,Matches
374,Andrea Mazza,it ITA,GK,Monza,20,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
375,Luca Mazzitelli,it ITA,MF,Como,28,1995,3.7,1,0,0,8,4,0,12,3,7,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Pasquale Mazzocchi,it ITA,"MF,DF",Napoli,29,1995,7.8,3,0,0,9,5,1,12,5,7,,,0,Matches
377,Samuel Mbangula,be BEL,MF,Juventus,20,2004,7.9,1,0,0,6,14,0,17,3,10,,,0,Matches
378,Weston McKennie,us USA,"MF,DF",Juventus,25,1998,25.7,3,0,0,31,19,1,19,15,13,,,0,Matches
379,Scott McTominay,sct SCO,MF,Napoli,27,1996,32.6,3,0,0,45,60,5,11,23,23,,,0,Matches
380,Filippo Melegoni,it ITA,MF,Genoa,25,1999,1,0,0,0,0,1,0,2,0,1,,,0,Matches
381,Alex Meret,it ITA,GK,Napoli,27,1997,33.4,0,0,0,1,4,0,0,0,0,,,1,Matches
382,Junior Messias,br BRA,"MF,FW",Genoa,33,1991,9.4,1,0,0,8,21,0,22,6,7,,,0,Matches
383,Valentin Mihaila,ro ROU,"MF,FW",Parma,24,2000,14.3,2,0,0,17,20,1,33,7,15,,,0,Matches
384,Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37,3,0,0,1,10,0,0,0,0,,,0,Matches
385,Yerry Mina,co COL,DF,Cagliari,29,1994,28.5,6,1,1,40,57,2,1,39,34,,,0,Matches
386,Juan Miranda,es ESP,DF,Bologna,24,2000,25.3,4,1,0,27,32,2,212,23,20,,,0,Matches
387,Fabio Miretti,it ITA,MF,Genoa,20,2003,18.6,2,0,0,23,55,3,61,7,15,,,0,Matches
388,Henrikh Mkhitaryan,am ARM,MF,Inter,35,1989,26.6,4,0,0,33,24,5,25,14,24,,,0,Matches
389,Rui Modesto,ao ANG,MF,Udinese,24,1999,6.8,1,0,0,10,5,1,26,8,12,,,0,Matches
390,Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36,0,0,0,0,7,0,0,0,0,,,1,Matches
391,Álvaro Morata,es ESP,"FW,MF",Milan,31,1992,12.2,5,0,0,25,18,11,12,5,10,,,0,Matches
392,Alberto Moreno,es ESP,DF,Como,32,1992,19.2,4,0,0,17,14,1,49,13,13,,,0,Matches
393,Matias Moreno,ar ARG,DF,Fiorentina,20,2003,1.6,0,0,0,4,0,0,2,1,8,,,0,Matches
394,Tete Morente,es ESP,"MF,FW",Lecce,27,1996,22.5,5,0,0,26,24,0,56,13,16,,,0,Matches
395,Nikola Moro,hr CRO,MF,Bologna,26,1998,13.4,1,0,0,22,9,0,33,12,27,,,0,Matches
396,Daniel Mosquera,co COL,FW,Hellas Verona,24,1999,15.3,4,0,0,44,17,8,2,3,8,,,0,Matches
397,Dany Mota,pt POR,"MF,FW",Monza,26,1998,23.4,3,0,0,30,36,7,38,8,4,,,0,Matches
398,Bob Murphy Omoregbe,it ITA,FW,Milan,20,2003,0,0,0,0,1,0,0,0,0,0,,,0,Matches
399,Yunus Musah,us USA,"MF,FW",Milan,21,2002,17.5,5,0,0,36,17,1,24,7,18,,,0,Matches
400,Juan Musso,ar ARG,GK,Atalanta,30,1994,1,0,0,0,0,1,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Kingstone Mutandwa,zm ZAM,FW,Cagliari,21,2003,1.4,0,0,0,7,1,0,1,0,0,,,0,Matches
402,Obite N'Dicka,ci CIV,DF,Roma,24,1999,38,2,0,0,37,23,1,0,35,27,,,0,Matches
403,Konan N'dri,ci CIV,MF,Lecce,23,2000,3.4,0,0,0,7,6,0,13,1,3,,,0,Matches
404,Michel Ndary Adopo,fr FRA,MF,Cagliari,24,2000,26.8,5,1,1,29,16,0,8,26,34,,,0,Matches
405,Cher Ndour,it ITA,MF,Fiorentina,20,2004,4.5,1,0,0,6,6,0,7,2,1,,,0,Matches
406,Dan Ndoye,ch SUI,"MF,FW",Bologna,23,2000,23.8,4,0,0,23,101,13,43,9,20,,,0,Matches
407,Victor Nelsson,dk DEN,DF,Roma,25,1998,2.1,0,0,0,2,5,0,0,2,3,,,0,Matches
408,David Neres,br BRA,FW,Napoli,27,1997,14.3,1,0,0,14,10,4,92,7,11,,,0,Matches
409,Cyril Ngonge,be BEL,FW,Napoli,24,2000,2.4,2,0,0,8,14,1,11,2,5,,,0,Matches
410,Cheikh Niasse,sn SEN,MF,Hellas Verona,24,2000,8.4,4,0,0,11,14,0,2,16,15,,,0,Matches
411,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24,2000,31.8,7,1,1,50,38,0,69,29,29,,,0,Matches
412,Oliver Nielsen,dk DEN,DF,Lazio,21,2003,0.4,1,0,0,2,0,1,0,1,0,,,0,Matches
413,Alieu Njie,se SWE,FW,Torino,19,2005,4.4,1,0,0,12,12,2,6,0,1,,,0,Matches
414,Brooke Norton-Cuffy,eng ENG,"MF,DF",Genoa,20,2004,8,0,0,0,7,3,0,12,3,7,,,0,Matches
415,Tijjani Noslin,nl NED,"MF,FW",Lazio,25,1999,9.6,2,0,0,20,15,1,15,1,5,,,0,Matches
416,Adam Obert,sk SVK,"DF,MF",Cagliari,21,2002,12,4,0,0,22,7,0,10,21,17,,,0,Matches
417,Jens Odgaard,dk DEN,MF,Bologna,25,1999,21.7,1,0,0,42,44,4,23,10,13,,,0,Matches
418,Noah Okafor,ch SUI,"FW,MF",Milan,24,2000,4.6,0,0,0,6,5,1,13,2,1,,,0,Matches
419,Noah Okafor,ch SUI,"FW,MF",Napoli,24,2000,0.4,0,0,0,2,1,0,3,0,2,,,0,Matches
420,Yllan Okou,fr FRA,DF,Hellas Verona,21,2002,0,0,0,0,0,0,0,0,0,0,,,0,Matches
421,Maduka Okoye,ng NGA,GK,Udinese,24,1999,25,1,0,0,0,1,0,0,0,0,,,1,Matches
422,Mathías Olivera,uy URU,DF,Napoli,26,1997,26.3,4,0,0,28,22,2,22,25,36,,,0,Matches
423,Jean Onana,cm CMR,MF,Genoa,24,2000,3.4,1,0,0,12,2,0,1,4,6,,,0,Matches
424,Jacob Ondrejka,se SWE,MF,Parma,21,2002,4.7,0,0,0,1,8,0,16,7,5,,,0,Matches
425,Gaetano Oristanio,it ITA,"FW,MF",Venezia,21,2002,25.7,3,0,0,50,71,11,56,7,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Riccardo Orsolini,it ITA,"MF,FW",Bologna,27,1997,20.9,2,0,0,27,46,12,70,9,14,,,0,Matches
427,Yordan Osorio,ve VEN,DF,Parma,30,1994,1.9,0,0,0,5,2,0,0,4,2,,,0,Matches
428,Sebastian Otoa,dk DEN,DF,Genoa,20,2004,2,1,1,0,5,0,0,0,3,0,,,0,Matches
429,Remi Oudin,fr FRA,MF,Lecce,27,1996,3.3,1,0,0,2,1,0,21,2,1,,,0,Matches
430,Cheick Oumar Conde,gn GUI,MF,Venezia,24,2000,1.7,2,0,0,5,4,0,0,3,6,,,0,Matches
431,Daniel Oyegoke,eng ENG,DF,Hellas Verona,21,2003,1.1,1,0,0,2,0,0,4,1,2,,,0,Matches
432,Daniele Padelli,it ITA,GK,Udinese,38,1985,1,0,0,0,0,0,0,0,0,0,,,0,Matches
