"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
179;"Benjamin Bourigeaud";"Rennes";1;85;1;1;0;0.19;0.19;0;0.39;0.35;0.2;0.2;0;0.2;0.2;0.41;0.37
180;"Angel Gomes";"Lille";14;750;1;1;1;1.73;0.97;1.71;6.56;4.51;0.21;0.12;0.21;0.41;0.32;0.79;0.54
181;"Hugo Magnetti";"Brest";32;2352;1;1;0;0.87;0.87;0.53;7.78;6.66;0.03;0.03;0.02;0.05;0.05;0.3;0.25
182;"Mickael Nade";"Saint-Etienne";26;2306;1;1;2;0.93;0.93;0.99;5.96;5.87;0.04;0.04;0.04;0.07;0.07;0.23;0.23
183;"Tanguy NDombele Alvaro";"Nice";18;1153;1;1;2;2.26;2.26;2.21;8.22;4.6;0.18;0.18;0.17;0.35;0.35;0.64;0.36
184;"Ruben Aguilar";"Lens";16;1143;1;1;2;1.64;1.64;2.36;6.62;4.36;0.13;0.13;0.19;0.31;0.31;0.52;0.34
185;"Nicolas Cozza";"Nantes";27;2045;1;1;0;1.75;1.75;0.81;5.89;3.7;0.08;0.08;0.04;0.11;0.11;0.26;0.16
186;"Angelo Fulgini";"Lens";23;1034;1;1;1;2.39;2.39;2.66;8.56;4.52;0.21;0.21;0.23;0.44;0.44;0.74;0.39
187;"Elisha Owusu";"Auxerre";28;2384;1;1;3;0.46;0.46;0.92;5.17;3.93;0.02;0.02;0.03;0.05;0.05;0.2;0.15
188;"Mohammed Salisu";"Monaco";15;1016;1;1;0;1.11;1.11;0.08;4.47;4.38;0.1;0.1;0.01;0.11;0.11;0.4;0.39
189;"Duje Caleta-Car";"Lyon";19;1589;1;1;0;1.36;1.36;0.17;5.28;5.24;0.08;0.08;0.01;0.09;0.09;0.3;0.3
190;"Wilfried Stephane Singo";"Monaco";27;2081;1;1;2;1.49;1.49;1.64;7.05;5.83;0.06;0.06;0.07;0.14;0.14;0.3;0.25
191;"Theo Sainte Luce";"Montpellier";16;1030;1;1;0;1.78;1.78;1.18;3.81;1.86;0.16;0.16;0.1;0.26;0.26;0.33;0.16
192;"Brendan Chardonnet";"Brest";27;2422;1;1;0;1.38;1.38;1.38;4.98;4.72;0.05;0.05;0.05;0.1;0.1;0.19;0.18
193;"Joris Chotard";"Montpellier";26;1908;1;1;0;1.51;1.51;0.38;6.17;4.47;0.07;0.07;0.02;0.09;0.09;0.29;0.21
194;"Ki-Jana Hoever";"Auxerre";30;2170;1;1;2;0.6;0.6;2.92;9.15;6.47;0.02;0.02;0.12;0.15;0.15;0.38;0.27
195;"Lilian Brassier";"Marseille,Rennes";26;2016;1;1;1;1.53;1.53;0.49;8.98;8.69;0.07;0.07;0.02;0.09;0.09;0.4;0.39
196;"Saidou Sow";"Nantes,Strasbourg";21;1823;1;1;1;1.41;1.41;0.77;5.12;5.1;0.07;0.07;0.04;0.11;0.11;0.25;0.25
197;"Timothee Pembele";"Le Havre";20;1099;1;1;0;1.19;1.19;0.1;3.38;2.3;0.1;0.1;0.01;0.11;0.11;0.28;0.19
198;"Tinotenda Kadewere";"Nantes";12;514;1;1;2;1.84;1.84;1.02;3.3;0.44;0.32;0.32;0.18;0.5;0.5;0.58;0.08
199;"Sékou Mara";"Strasbourg";25;727;1;1;1;2.14;2.14;1.11;2.58;0.66;0.26;0.26;0.14;0.4;0.4;0.32;0.08
200;"Terem Igobor Moffi";"Nice";5;45;1;1;0;2.77;2.77;0;2.82;0.05;5.55;5.55;0;5.55;5.55;5.64;0.09
201;"Jota";"Rennes";9;308;1;1;0;1.23;1.23;0.36;1.67;0.17;0.36;0.36;0.11;0.46;0.46;0.49;0.05
202;"Quentin Merlin";"Marseille";27;1627;1;1;3;2.5;2.5;3.16;11.25;6.41;0.14;0.14;0.17;0.31;0.31;0.62;0.35
203;"Niakhate Ndiaye";"Brest";22;1703;1;1;0;0.68;0.68;0.01;2.67;2.66;0.04;0.04;0;0.04;0.04;0.14;0.14
204;"Andy Diouf";"Lens";34;2262;1;1;2;3.28;3.28;3.28;10.57;5.3;0.13;0.13;0.13;0.26;0.26;0.42;0.21
205;"Deiver Machado";"Lens";27;1793;1;1;4;2.19;2.19;2.92;7.87;4.96;0.11;0.11;0.15;0.26;0.26;0.39;0.25
206;"Jim Allevinah";"Angers";28;1814;1;1;3;4.05;4.05;3.1;8.19;1.66;0.2;0.2;0.15;0.35;0.35;0.41;0.08
207;"Bilal Nadir";"Marseille";15;370;1;1;0;0.48;0.48;0.41;2.93;2.6;0.12;0.12;0.1;0.22;0.22;0.71;0.63
208;"Tanner Tessmann";"Lyon";25;1218;1;1;0;1.19;1.19;0.73;6.69;5.7;0.09;0.09;0.05;0.14;0.14;0.49;0.42
209;"Azor Matusiwa";"Rennes";29;2079;1;1;3;1.4;1.4;2.48;10.55;6.8;0.06;0.06;0.11;0.17;0.17;0.46;0.29
210;"Leo Østigard";"Rennes";16;1231;1;1;0;0.89;0.89;0.14;2.08;1.95;0.07;0.07;0.01;0.08;0.08;0.15;0.14
211;"Vanderson";"Monaco";29;2086;1;1;3;2.61;2.61;2.91;13.71;9.14;0.11;0.11;0.13;0.24;0.24;0.59;0.39
212;"Pierre Ekwah";"Saint-Etienne";29;2592;1;1;0;0.74;0.74;1.18;8.57;7.61;0.03;0.03;0.04;0.07;0.07;0.3;0.26
213;"Ismaël Doukouré";"Strasbourg";31;2658;1;1;1;0.66;0.66;1.26;12.32;11.35;0.02;0.02;0.04;0.07;0.07;0.42;0.38
214;"Guemissongui Ouattara";"Strasbourg";17;442;1;1;1;0.56;0.56;0.41;1.94;1.12;0.11;0.11;0.08;0.2;0.2;0.4;0.23
215;"Yassin Belkhdim";"Angers";29;1529;1;1;1;0.82;0.82;0.52;3.87;3.17;0.05;0.05;0.03;0.08;0.08;0.23;0.19
216;"Junior Mwanga";"Le Havre,Strasbourg";19;1249;1;1;2;1.37;1.37;1.67;4.94;2.92;0.1;0.1;0.12;0.22;0.22;0.36;0.21
217;"Warren Zaïre-Emery";"Paris Saint Germain";29;2055;1;1;2;2.16;2.16;2.06;21.9;18.83;0.09;0.09;0.09;0.18;0.18;0.96;0.82
218;"Alexsandro Ribeiro";"Lille";30;2700;1;1;1;1.2;1.2;0.7;11.82;11.48;0.04;0.04;0.02;0.06;0.06;0.39;0.38
219;"Guela Doué";"Strasbourg";32;2713;1;1;2;0.99;0.99;0.95;8.96;8.57;0.03;0.03;0.03;0.06;0.06;0.3;0.28
220;"Rayan Raveloson";"Auxerre";13;705;1;1;0;0.99;0.99;0.12;2.37;1.54;0.13;0.13;0.02;0.14;0.14;0.3;0.2
221;"Yaya Fofana";"Reims";12;646;1;1;1;0.84;0.84;1.73;3.86;1.81;0.12;0.12;0.24;0.36;0.36;0.54;0.25
222;"Warren Kamanzi";"Toulouse";24;1010;1;1;1;1.92;1.92;1;7.38;4.69;0.17;0.17;0.09;0.26;0.26;0.66;0.42
223;"Abner";"Lyon";19;1094;1;1;1;1.01;1.01;1.09;6.13;4.85;0.08;0.08;0.09;0.17;0.17;0.5;0.4
224;"Ibrahim Salah";"Brest";12;349;1;1;1;0.81;0.81;0.85;1.4;0.54;0.21;0.21;0.22;0.43;0.43;0.36;0.14
225;"Valentin Atangana Edoa";"Reims";34;2909;1;1;0;2.35;2.35;0.77;9.19;6.54;0.07;0.07;0.02;0.1;0.1;0.28;0.2
226;"Tom Louchet";"Nice";22;734;1;1;0;0.61;0.61;1.55;5.57;4.35;0.07;0.07;0.19;0.26;0.26;0.68;0.53
227;"Joseph Okumu";"Reims";22;1714;1;1;0;1.21;1.21;0.1;5.61;5.55;0.06;0.06;0.01;0.07;0.07;0.29;0.29
228;"Teddy Teuma";"Reims";17;753;1;0;0;1.7;0.94;1.18;2.68;1.37;0.2;0.11;0.14;0.34;0.25;0.32;0.16
229;"Cristian Cásseres Jr.";"Toulouse";32;2739;1;1;3;0.99;0.99;3.18;12.04;9.93;0.03;0.03;0.1;0.14;0.14;0.4;0.33
230;"Lucas Mincarelli Davin";"Montpellier";10;716;1;1;0;0.61;0.61;0.75;1.09;0.58;0.08;0.08;0.09;0.17;0.17;0.14;0.07
231;"Rassoul Ndiaye";"Le Havre";27;1027;1;1;0;1.54;1.54;0.73;3.18;1.19;0.13;0.13;0.06;0.2;0.2;0.28;0.1
232;"Abakar Sylla";"Strasbourg";21;944;1;1;0;0.63;0.63;0.06;3.41;3.41;0.06;0.06;0.01;0.07;0.07;0.32;0.32
233;"Amir Murillo";"Marseille";30;2425;1;1;3;1.78;1.78;3.61;16.91;14.53;0.07;0.07;0.13;0.2;0.2;0.63;0.54
234;"Gabriel Osho";"Auxerre";20;1667;1;1;0;0.99;0.99;0.1;5.37;5.37;0.05;0.05;0.01;0.06;0.06;0.29;0.29
235;"Othmane Maamma";"Montpellier";12;326;1;1;1;0.97;0.97;0.69;1.57;0.24;0.27;0.27;0.19;0.46;0.46;0.43;0.07
236;"Steve Ngoura";"Le Havre";8;265;1;1;0;1.47;1.47;0.44;1.7;0.05;0.5;0.5;0.15;0.65;0.65;0.58;0.02
237;"Jhoanner Chávez";"Lens";10;606;1;1;0;0.47;0.47;0.84;2.26;1.13;0.07;0.07;0.13;0.2;0.2;0.34;0.17
238;"Beraldo";"Paris Saint Germain";25;2014;1;1;0;1.06;1.06;0.58;18.62;18.12;0.05;0.05;0.03;0.07;0.07;0.83;0.81
239;"Rabby Nzingoula";"Montpellier";27;1712;1;1;1;1.57;1.57;1.01;4.48;2.9;0.08;0.08;0.05;0.14;0.14;0.24;0.15
240;"Djaoui Cissé";"Rennes";14;1146;1;1;0;0.36;0.36;0.38;7.66;7.15;0.03;0.03;0.03;0.06;0.06;0.6;0.56
241;"Ibrahim Mbaye";"Paris Saint Germain";9;331;1;1;1;2.6;2.6;0.83;4.74;1.35;0.71;0.71;0.22;0.93;0.93;1.29;0.37
242;"Dylan Batubinsika";"Saint-Etienne";25;2006;1;1;0;0.68;0.68;0.28;4.04;3.84;0.03;0.03;0.01;0.04;0.04;0.18;0.17
243;"Lasso Coulibaly";"Auxerre";3;38;1;1;0;0.28;0.28;0.07;0.37;0.08;0.67;0.67;0.16;0.83;0.83;0.87;0.2
244;"Pape Diong";"Strasbourg";9;71;1;1;0;1.15;1.15;0.11;0.15;0.08;1.46;1.46;0.15;1.6;1.6;0.19;0.11
245;"Mark McKenzie";"Toulouse";30;2504;1;1;1;1.79;1.79;0.47;8.48;8.39;0.06;0.06;0.02;0.08;0.08;0.3;0.3
246;"Sorba Thomas";"Nantes";25;1323;1;1;3;1.86;1.86;4.3;5.92;2.28;0.13;0.13;0.29;0.42;0.42;0.4;0.15
247;"Florent Hanin";"Angers";33;2705;1;1;2;1.01;1.01;2.4;6.97;4.55;0.03;0.03;0.08;0.11;0.11;0.23;0.15
248;"Emmanuel Biumla";"Angers";17;1334;1;1;0;0.96;0.96;0.04;1.81;1.8;0.07;0.07;0;0.07;0.07;0.12;0.12
249;"Henrik Meister";"Rennes";4;49;1;1;0;0.11;0.11;0.38;0.48;0;0.21;0.21;0.69;0.9;0.9;0.88;0
250;"Jordan Teze";"Monaco";16;574;1;1;0;1.6;1.6;1.68;4.52;2.23;0.25;0.25;0.26;0.51;0.51;0.71;0.35
251;"Hamzat Ojediran";"Lens";17;376;1;1;0;0.93;0.93;0.35;1.64;0.36;0.22;0.22;0.08;0.31;0.31;0.39;0.09
252;"Benjamin Bouchouari";"Saint-Etienne";25;1794;1;1;0;0.62;0.62;1;7.29;6.04;0.03;0.03;0.05;0.08;0.08;0.37;0.3
253;"Thiago Almada";"Lyon";16;934;1;1;4;1.99;1.99;2.41;9.87;7.29;0.19;0.19;0.23;0.42;0.42;0.95;0.7
254;"Justin Bourgault";"Brest";2;132;1;1;0;0.05;0.05;0.11;0.45;0.3;0.03;0.03;0.08;0.11;0.11;0.31;0.21
255;"Jeremy Agbonifo";"Lens";8;277;1;1;0;1.21;1.21;0.21;3.86;2.5;0.39;0.39;0.07;0.46;0.46;1.25;0.81
256;"Al Musrati";"Monaco";10;373;1;1;1;0.36;0.36;0.6;4.6;3.8;0.09;0.09;0.15;0.23;0.23;1.11;0.92
257;"Meschack Elia";"Nantes";8;152;1;1;0;1.29;1.29;0.11;1.7;0.76;0.77;0.77;0.07;0.83;0.83;1;0.45
258;"Dante";"Nice";25;1958;0;0;0;0.36;0.36;0.28;7.63;7.55;0.02;0.02;0.01;0.03;0.03;0.35;0.35
259;"Wilfried Zaha";"Lyon";4;59;0;0;0;0.09;0.09;0;0.14;0.05;0.14;0.14;0;0.14;0.14;0.22;0.08
260;"Nemanja Matic";"Lyon";29;2084;0;0;1;0.07;0.07;1.42;11.46;11.05;0;0;0.06;0.06;0.06;0.5;0.48
261;"Massadio Haidara";"Brest";22;1707;0;0;0;0.3;0.3;0.4;3.72;3.31;0.02;0.02;0.02;0.04;0.04;0.2;0.17
262;"Jordan Amavi";"Brest";11;780;0;0;0;0.3;0.3;0.18;1;0.61;0.03;0.03;0.02;0.05;0.05;0.12;0.07
263;"Pedro Chirivella";"Nantes";30;2404;0;0;2;0.31;0.31;2.26;9.5;7.89;0.01;0.01;0.08;0.1;0.1;0.36;0.3
264;"Gianluigi Donnarumma";"Paris Saint Germain";24;2091;0;0;0;0;0;0;9.81;9.81;0;0;0;0;0;0.42;0.42
265;"Milan Skriniar";"Paris Saint Germain";5;380;0;0;0;0.11;0.11;0.14;3.69;3.69;0.03;0.03;0.03;0.06;0.06;0.87;0.87
266;"Assane Diousse";"Auxerre";17;646;0;0;0;0.05;0.05;0.12;2.1;1.95;0.01;0.01;0.02;0.02;0.02;0.29;0.27
267;"Nikola Maksimovic";"Montpellier";7;592;0;0;0;0.05;0.05;0.05;1.26;1.23;0.01;0.01;0.01;0.01;0.01;0.19;0.19
268;"Geoffrey Kondogbia";"Marseille";25;2026;0;0;0;0.7;0.7;0.16;10.6;10.39;0.03;0.03;0.01;0.04;0.04;0.47;0.46
269;"Steve Mandanda";"Rennes";18;1490;0;0;0;0;0;0.15;2.27;2.12;0;0;0.01;0.01;0.01;0.14;0.13
270;"Edimilson Fernandes";"Brest";19;1111;0;0;1;0.32;0.32;0.74;2.89;2.25;0.03;0.03;0.06;0.09;0.09;0.23;0.18
271;"Nampalys Mendy";"Lens";10;592;0;0;1;0.15;0.15;0.17;1.82;1.53;0.02;0.02;0.03;0.05;0.05;0.28;0.23
272;"Gerónimo Rulli";"Marseille";34;3060;0;0;0;0;0;0.08;8.16;8.08;0;0;0;0;0;0.24;0.24
273;"Lucas Hernández";"Paris Saint Germain";16;869;0;0;0;0.09;0.09;0.04;7.76;7.74;0.01;0.01;0;0.01;0.01;0.8;0.8
274;"André Gomes";"Lille";20;1301;0;0;0;0.48;0.48;0.88;8.5;7.99;0.03;0.03;0.06;0.09;0.09;0.59;0.55
275;"Mat Ryan";"Lens";14;1260;0;0;0;0;0;0;2.63;2.63;0;0;0;0;0;0.19;0.19
276;"Alban Lafont";"Nantes";12;1080;0;0;0;0;0;0.04;1.39;1.37;0;0;0;0;0;0.12;0.11
277;"Benjamin André";"Lille";30;2697;0;0;3;1.37;1.37;2.63;13.42;10.63;0.05;0.05;0.09;0.13;0.13;0.45;0.35
278;"Aissa Mandi";"Lille";24;1768;0;0;0;0.33;0.33;0.68;9.5;8.91;0.02;0.02;0.03;0.05;0.05;0.48;0.45
279;"Anthony Lopes";"Nantes";18;1563;0;0;0;0;0;0;2.58;2.58;0;0;0;0;0;0.15;0.15
280;"Jordan Ferri";"Montpellier";25;1804;0;0;2;0.38;0.38;1.12;4.93;4.25;0.02;0.02;0.06;0.07;0.07;0.25;0.21
281;"Mathieu Gorgelin";"Le Havre";16;1440;0;0;0;0;0;0;1.25;1.25;0;0;0;0;0;0.08;0.08
282;"Djibril Sidibe";"Toulouse";28;2117;0;0;3;0.3;0.3;2.81;9.04;7.02;0.01;0.01;0.12;0.13;0.13;0.38;0.3
283;"Birama Touré";"Montpellier";8;283;0;0;0;0.08;0.08;0.11;1.43;1.26;0.02;0.02;0.03;0.06;0.06;0.46;0.4
284;"Alois Confais";"Le Havre";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;"Benjamin Lecomte";"Montpellier";30;2700;0;0;0;0;0;0.14;2.05;1.95;0;0;0;0;0;0.07;0.06
286;"Marcus Coco";"Nantes";20;960;0;0;1;0.04;0.04;1.61;4.09;3.26;0;0;0.15;0.16;0.16;0.38;0.31
287;"Pierrick Capelle";"Angers";16;450;0;0;0;0.2;0.2;1.04;3.07;1.99;0.04;0.04;0.21;0.25;0.25;0.61;0.4
288;"Dennis Appiah";"Saint-Etienne";29;2108;0;0;1;0.23;0.23;1.84;5.95;5.07;0.01;0.01;0.08;0.09;0.09;0.25;0.22
289;"Andy Delort";"Montpellier";9;638;0;0;0;2.03;2.03;0.92;3.61;1.09;0.29;0.29;0.13;0.42;0.42;0.51;0.15
290;"Dimitry Bertaud";"Montpellier";4;360;0;0;0;0;0;0;0.06;0.06;0;0;0;0;0;0.01;0.01
291;"Presnel Kimpembe";"Paris Saint Germain";2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
292;"Nicolas Pallois";"Nantes";26;2028;0;0;2;0.37;0.37;0.49;6.12;6.05;0.02;0.02;0.02;0.04;0.04;0.27;0.27
293;"Samuel Grandsir";"Le Havre";6;67;0;0;0;0;0;0.48;0.46;0;0;0;0.65;0.65;0.65;0.62;0
294;"Brice Samba";"Lens,Rennes";32;2880;0;0;0;0;0;0;4.9;4.9;0;0;0;0;0;0.15;0.15
295;"Jean-Philippe Gbamin";"Nantes";14;198;0;0;0;0.57;0.57;0;0.68;0.68;0.26;0.26;0;0.26;0.26;0.31;0.31
296;"Cédric Hountondji";"Angers";3;270;0;0;0;0;0;0;0.38;0.38;0;0;0;0;0;0.13;0.13
297;"Miha Zajc";"Toulouse";19;198;0;0;0;0.37;0.37;0.1;1.12;0.77;0.17;0.17;0.05;0.21;0.21;0.51;0.35
298;"Hans Hateboer";"Rennes";26;1666;0;0;0;0.37;0.37;1.61;5.47;4.07;0.02;0.02;0.09;0.11;0.11;0.3;0.22
299;"Caio Henrique";"Monaco";27;1942;0;0;6;0.21;0.21;5.37;11.53;9.61;0.01;0.01;0.25;0.26;0.26;0.53;0.45
300;"Kevin Danso";"Lens";12;1080;0;0;0;0.45;0.45;0.74;5.39;4.68;0.04;0.04;0.06;0.1;0.1;0.45;0.39
301;"Niklas Schmidt";"Toulouse";9;180;0;0;1;0.09;0.09;0.71;1.97;1.92;0.05;0.05;0.36;0.4;0.4;0.98;0.96
302;"Matvey Safonov";"Paris Saint Germain";10;879;0;0;0;0;0;0;1.99;1.99;0;0;0;0;0;0.2;0.2
303;"Lois Diony";"Angers";1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304;"Yunis Abdelhamid";"Saint-Etienne";16;1033;0;0;0;0.56;0.56;0.16;1.92;1.79;0.05;0.05;0.01;0.06;0.06;0.17;0.16
305;"Malang Sarr";"Lens";21;1378;0;0;0;0.23;0.23;0.37;5.87;5.78;0.02;0.02;0.02;0.04;0.04;0.38;0.38
306;"Baptiste Santamaria";"Nice,Rennes";23;1411;0;0;1;0.85;0.85;1.54;6.21;5.51;0.05;0.05;0.1;0.15;0.15;0.4;0.35
307;"Théo Pellenard";"Auxerre";2;40;0;0;0;0;0;0;0.05;0.05;0;0;0;0;0;0.11;0.11
308;"Florent Mollet";"Nantes";9;243;0;0;0;0.26;0.26;0.26;0.62;0.29;0.1;0.1;0.1;0.19;0.19;0.23;0.11
309;"Karl-Johan Johnsson";"Strasbourg";3;270;0;0;0;0;0;0;1.02;1.02;0;0;0;0;0;0.34;0.34
310;"Abdoulaye Bamba";"Angers";19;1504;0;0;0;0.06;0.06;0.2;3.15;3.1;0;0;0.01;0.02;0.02;0.19;0.19
311;"Carlens Arcus";"Angers";28;2077;0;0;1;0.05;0.05;1.69;5.61;4.2;0;0;0.07;0.08;0.08;0.24;0.18
312;"Remy Descamps";"Lyon";1;90;0;0;0;0;0;0;0.17;0.17;0;0;0;0;0;0.17;0.17
313;"Christopher Operi";"Le Havre";13;1170;0;0;2;0.27;0.27;3.87;3.1;1.3;0.02;0.02;0.3;0.32;0.32;0.24;0.1
314;"Fode Toure";"Le Havre";10;607;0;0;0;0;0;0.09;1.87;1.78;0;0;0.01;0.01;0.01;0.28;0.26
315;"Yoann Salmier";"Le Havre";13;797;0;0;0;1.44;1.44;0.31;1.78;0.98;0.16;0.16;0.04;0.2;0.2;0.2;0.11
316;"Moussa Niakhate";"Lyon";31;2721;0;0;0;0.06;0.06;0.94;14.16;13.8;0;0;0.03;0.03;0.03;0.47;0.46
317;"Kouakou Herve Koffi";"Lens";5;450;0;0;0;0;0;0;0.03;0.03;0;0;0;0;0;0.01;0.01
318;"Orel Mangala";"Lyon";1;72;0;0;0;0.05;0.05;0.06;0.24;0.18;0.06;0.06;0.07;0.13;0.13;0.3;0.23
319;"Luiz Felipe";"Marseille";4;122;0;0;0;0;0;0;0.08;0.08;0;0;0;0;0;0.06;0.06
320;"Ignatius Ganago";"Nantes";11;209;0;0;0;0.38;0.38;0.21;1.14;0.7;0.16;0.16;0.09;0.25;0.25;0.49;0.3
321;"Yehvann Diouf";"Reims";34;3060;0;0;0;0.05;0.05;0;3.21;3.21;0;0;0;0;0;0.09;0.09
322;"Maxime Bernauer";"Saint-Etienne";11;759;0;0;0;0.04;0.04;0.04;2.28;2.2;0;0;0;0.01;0.01;0.27;0.26
323;"Anthony Briancon";"Saint-Etienne";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;"Jordan Lefort";"Angers";34;3060;0;0;1;0.51;0.51;1.37;7.27;6.82;0.02;0.02;0.04;0.06;0.06;0.21;0.2
325;"Ismael Bennacer";"Marseille";12;655;0;0;2;0.08;0.08;1.71;4.97;4.73;0.01;0.01;0.24;0.25;0.25;0.68;0.65
326;"Jonathan Gradit";"Lens";25;2129;0;0;0;0.56;0.56;0.73;8.75;8.13;0.02;0.02;0.03;0.05;0.05;0.37;0.34
327;"Álex Domínguez";"Toulouse";1;17;0;0;0;0;0;0;0.42;0.42;0;0;0;0;0;2.2;2.2
328;"Han-Noah Massengo";"Auxerre";17;1048;0;0;0;0.36;0.36;0.63;3.44;3.13;0.03;0.03;0.05;0.09;0.09;0.3;0.27
329;"Maxence Caqueret";"Lyon";9;566;0;0;0;0.8;0.8;0.78;3.88;2.69;0.13;0.13;0.12;0.25;0.25;0.62;0.43
330;"Paul Akouokou";"Lyon";2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;"Leonardo Balerdi";"Marseille";27;2278;0;0;0;1.44;1.44;0.5;16.08;15.26;0.06;0.06;0.02;0.08;0.08;0.64;0.6
332;"Leo Petrot";"Saint-Etienne";31;2649;0;0;3;0.66;0.66;1.89;6.05;4.51;0.02;0.02;0.06;0.09;0.09;0.21;0.15
333;"Gautier Larsonneur";"Saint-Etienne";34;3060;0;0;0;0;0;0.03;3.98;3.95;0;0;0;0;0;0.12;0.12
334;"Jean-Charles Castelletto";"Nantes";30;2628;0;0;0;1.77;1.77;0.04;6.04;5.6;0.06;0.06;0;0.06;0.06;0.21;0.19
335;"Haris Belkebla";"Angers";22;1792;0;0;1;0.1;0.1;0.28;3.42;3.07;0.01;0.01;0.01;0.02;0.02;0.17;0.15
336;"Donovan Léon";"Auxerre";32;2880;0;0;2;0;0;0.41;4.93;4.52;0;0;0.01;0.01;0.01;0.15;0.14
337;"Fabien Centonze";"Nantes";7;251;0;0;0;0;0;0.14;0.62;0.57;0;0;0.05;0.05;0.05;0.22;0.2
338;"Thomas Delaine";"Strasbourg";2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;"Marcin Bulka";"Nice";34;3060;0;0;0;0;0;0.1;6.69;6.59;0;0;0;0;0;0.2;0.19
340;"Lamine Fomba";"Saint-Etienne";7;214;0;0;0;0.02;0.02;0.29;0.57;0.26;0.01;0.01;0.12;0.13;0.13;0.24;0.11
341;"Jean-Kevin Duverne";"Nantes";9;549;0;0;0;0.23;0.23;0.09;0.94;0.91;0.04;0.04;0.02;0.05;0.05;0.15;0.15
342;"Ismail Jakobs";"Monaco";2;180;0;0;0;0;0;0.39;1.74;1.64;0;0;0.2;0.2;0.2;0.87;0.82
343;"Hianga&#039;a M&#039;Bock";"Brest";1;15;0;0;0;0.01;0.01;0;0.01;0;0.05;0.05;0;0.05;0.05;0.05;0
344;"Zinédine Ould Khaled";"Angers";10;330;0;0;0;0.06;0.06;0;0.11;0.05;0.02;0.02;0;0.02;0.02;0.03;0.01
345;"Logan Costa";"Toulouse";1;90;0;0;0;0;0;0.52;0.61;0.09;0;0;0.52;0.52;0.52;0.61;0.09
346;"Yvann Maçon";"Saint-Etienne";12;813;0;0;0;0.28;0.28;0.24;1.75;1.24;0.03;0.03;0.03;0.06;0.06;0.19;0.14
347;"Arnau Tenas";"Paris Saint Germain";1;90;0;0;1;0;0;0.13;0.5;0.37;0;0;0.13;0.13;0.13;0.5;0.37
348;"Lucas Chevalier";"Lille";34;3060;0;0;0;0;0;0.49;5.53;5.04;0;0;0.01;0.01;0.01;0.16;0.15
349;"Radoslaw Majecki";"Monaco";15;1350;0;0;0;0;0;0;3.08;3.08;0;0;0;0;0;0.21;0.21
350;"Eliot Matazo";"Monaco";3;68;0;0;0;0;0;0.07;0.24;0.17;0;0;0.1;0.1;0.1;0.32;0.22
351;"Thibault De Smet";"Reims";5;181;0;0;0;0.11;0.11;0;0.24;0.24;0.05;0.05;0;0.05;0.05;0.12;0.12
352;"Jeremy Le Douaron";"Brest";2;99;0;0;0;0.42;0.42;0;0.42;0;0.38;0.38;0;0.38;0.38;0.38;0
353;"Jordan Lotomba";"Nice";2;26;0;0;0;0;0;0;0.06;0.06;0;0;0;0;0;0.21;0.21
