"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
1;"Mason Greenwood";"Marseille";34;2851;22;15;5;19.28;12.44;6.83;26.15;10.89;0.61;0.39;0.22;0.82;0.61;0.83;0.34
2;"Ousmane Dembélé";"Paris Saint Germain";29;1747;21;20;7;18.54;17.78;8.8;32.07;9.61;0.95;0.92;0.45;1.41;1.37;1.65;0.5
3;"Arnaud Kalimuendo Muinga";"Rennes";33;2630;17;12;3;17.98;11.9;2.88;17.83;4.44;0.62;0.41;0.1;0.71;0.51;0.61;0.15
4;"Jonathan Christian David";"Lille";32;2535;16;10;5;19.45;14.13;4.7;22.46;6.01;0.69;0.5;0.17;0.86;0.67;0.8;0.21
5;"Alexandre Lacazette";"Lyon";30;2092;15;10;2;18.01;13.44;3.78;20.65;5.84;0.77;0.58;0.16;0.94;0.74;0.89;0.25
6;"Bradley Barcola";"Paris Saint Germain";34;2223;14;14;10;15.34;15.34;9.93;34.76;14.24;0.62;0.62;0.4;1.02;1.02;1.41;0.58
7;"Emanuel Emegha";"Strasbourg";27;2331;14;14;3;17.62;17.62;2;21.06;3.16;0.68;0.68;0.08;0.76;0.76;0.81;0.12
8;"Amine Gouiri";"Marseille,Rennes";33;2122;13;13;5;10.69;10.69;4.56;17.55;3.96;0.45;0.45;0.19;0.65;0.65;0.74;0.17
9;"Ludovic Ajorque";"Brest";31;2533;13;13;2;12.59;11.83;3.07;12.96;3.22;0.45;0.42;0.11;0.56;0.53;0.46;0.11
10;"Mika Biereth";"Monaco";16;1255;13;12;2;12.21;10.69;4.79;17.85;3.38;0.88;0.77;0.34;1.22;1.11;1.28;0.24
11;"Evann Guessand";"Nice";33;2609;12;12;8;9.79;9.79;6.22;19.58;5.42;0.34;0.34;0.21;0.55;0.55;0.68;0.19
12;"Lucas Stassin";"Saint-Etienne";28;1916;12;12;4;8.41;8.41;3.85;12.51;3.67;0.39;0.39;0.18;0.58;0.58;0.59;0.17
13;"Gaetan Laborde";"Nice";28;1845;11;7;4;12.52;9.48;5.1;14.99;4.06;0.61;0.46;0.25;0.86;0.71;0.73;0.2
14;"Georges Mikautadze";"Lyon";34;1397;11;8;6;11.46;8.42;5.32;16.57;4.82;0.74;0.54;0.34;1.08;0.89;1.07;0.31
15;"Keito Nakamura";"Reims";32;2702;11;11;2;9.23;9.23;3.23;16.37;5.08;0.31;0.31;0.11;0.41;0.41;0.55;0.17
16;"Gaetan Perrin";"Auxerre";34;2750;10;10;11;6.18;6.18;8.52;14.08;5.71;0.2;0.2;0.28;0.48;0.48;0.46;0.19
17;"Abdoulaye Touré";"Le Havre";28;2347;10;2;1;9.38;2.54;0.58;7.8;6.68;0.36;0.1;0.02;0.38;0.12;0.3;0.26
18;"Hamed Junior Traore";"Auxerre";26;2154;10;10;2;7.65;7.65;2.91;13.96;4.68;0.32;0.32;0.12;0.44;0.44;0.58;0.2
19;"Gonçalo Ramos";"Paris Saint Germain";22;1047;10;8;3;16.27;13.99;3.34;18.39;3.99;1.4;1.2;0.29;1.69;1.49;1.58;0.34
20;"Andrey Santos";"Strasbourg";32;2861;10;10;3;6.47;6.47;3.32;16.75;11.46;0.2;0.2;0.1;0.31;0.31;0.53;0.36
21;"Adrien Rabiot";"Marseille";29;2476;9;9;5;7.29;7.29;3.95;19.92;10.76;0.26;0.26;0.14;0.41;0.41;0.72;0.39
22;"Zuriko Davitashvili";"Saint-Etienne";33;2815;9;7;8;8.03;6.51;5.67;12.59;3.57;0.26;0.21;0.18;0.44;0.39;0.4;0.11
23;"Matthis Abline";"Nantes";34;2823;9;8;2;9.47;8.71;4.2;15.99;4.61;0.3;0.28;0.13;0.44;0.41;0.51;0.15
24;"Esteban Lepaul";"Angers";28;1638;9;9;0;7.33;7.33;1.15;8.12;0.82;0.4;0.4;0.06;0.47;0.47;0.45;0.05
25;"Moses Simon";"Nantes";32;2661;8;4;10;6.9;3.86;8.73;15.34;5.27;0.23;0.13;0.3;0.53;0.43;0.52;0.18
26;"Mathis Cherki";"Lyon";30;2050;8;8;11;5.32;5.32;11.83;20.81;10.93;0.23;0.23;0.52;0.75;0.75;0.91;0.48
27;"Neil El Aynaoui";"Lens";24;1596;8;5;1;4.72;2.44;2.06;7.76;5.67;0.27;0.14;0.12;0.38;0.25;0.44;0.32
28;"Corentin Tolisso";"Lyon";32;2343;7;7;4;5.67;5.67;4.01;24.05;16.69;0.22;0.22;0.15;0.37;0.37;0.92;0.64
29;"Luis Henrique";"Marseille";33;2646;7;7;7;5.41;5.41;5.42;20.1;11.44;0.18;0.18;0.18;0.37;0.37;0.68;0.39
30;"Zakaria Aboukhlal";"Toulouse";26;1935;7;6;2;11.97;10.45;1.69;12.84;2.04;0.56;0.49;0.08;0.64;0.56;0.6;0.1
31;"Joshua King";"Toulouse";28;1685;6;6;3;7.75;7.75;1.73;9.28;1.99;0.41;0.41;0.09;0.51;0.51;0.5;0.11
32;"Ludovic Blas";"Rennes";29;2332;6;6;8;5.58;5.58;5.64;14.14;6.14;0.22;0.22;0.22;0.43;0.43;0.55;0.24
33;"Romain Del Castillo";"Brest";26;1246;6;3;4;4.31;1.27;4.43;5.59;2.8;0.31;0.09;0.32;0.63;0.41;0.4;0.2
34;"Breel Embolo";"Monaco";29;1853;6;6;4;12.38;12.38;5.88;21.31;5.42;0.6;0.6;0.29;0.89;0.89;1.04;0.26
35;"Denis Zakaria";"Monaco";26;2156;6;4;4;4.44;2.92;1.59;16.9;14.34;0.19;0.12;0.07;0.25;0.19;0.71;0.6
36;"Sofiane Diop";"Nice";28;1018;6;6;4;5.55;5.55;3.11;12.03;5.05;0.49;0.49;0.28;0.77;0.77;1.06;0.45
37;"Lee Kang-In";"Paris Saint Germain";30;1670;6;6;6;4.31;4.31;6.81;19.64;12.53;0.23;0.23;0.37;0.6;0.6;1.06;0.68
38;"Takumi Minamino";"Monaco";31;2269;6;6;3;9.76;9.76;6.75;22.93;7.21;0.39;0.39;0.27;0.65;0.65;0.91;0.29
39;"Dilane Bakwa";"Strasbourg";30;2544;6;6;8;4.85;4.85;7.73;16.85;8.87;0.17;0.17;0.27;0.45;0.45;0.6;0.31
40;"M&#039;Bala Nzola";"Lens";21;1470;6;6;1;9.92;9.92;1.22;11.83;1.83;0.61;0.61;0.07;0.68;0.68;0.72;0.11
41;"Désiré Doué";"Paris Saint Germain";31;1725;6;6;6;6.11;6.11;10;23.31;10.87;0.32;0.32;0.52;0.84;0.84;1.22;0.57
42;"Ben Seghir";"Monaco";33;1759;6;4;3;6.46;4.94;4.82;16.73;8.44;0.33;0.25;0.25;0.58;0.5;0.86;0.43
43;"Jubal";"Auxerre";30;2647;6;3;0;5.4;2.36;0.92;4.82;4.73;0.18;0.08;0.03;0.21;0.11;0.16;0.16
44;"Himad Abdelli";"Angers";32;2866;6;3;1;6.73;3.69;3.91;10.43;5.46;0.21;0.12;0.12;0.33;0.24;0.33;0.17
45;"Abdallah Sima";"Brest";27;1229;6;6;2;7.7;7.7;1.7;8.28;1.32;0.56;0.56;0.12;0.69;0.69;0.61;0.1
46;"Sebastian Nanasi";"Strasbourg";31;2166;6;6;4;6.09;6.09;6.05;16.8;9.53;0.25;0.25;0.25;0.5;0.5;0.7;0.4
47;"Vincent Sierro";"Toulouse";29;2433;5;3;1;4.26;2.74;4.28;10.61;7.89;0.16;0.1;0.16;0.32;0.26;0.39;0.29
48;"Irvin Cardona";"Saint-Etienne";15;1102;5;5;3;5.03;4.27;2.13;7.55;1.94;0.41;0.35;0.17;0.58;0.52;0.62;0.16
49;"Mahdi Camara";"Brest";34;2691;5;5;3;4.84;4.84;2.75;9.77;5.49;0.16;0.16;0.09;0.25;0.25;0.33;0.18
50;"Yann Gboho";"Toulouse";31;2363;5;5;4;5.4;5.4;4.48;15.49;7.49;0.21;0.21;0.17;0.38;0.38;0.59;0.29
51;"Vitinha";"Paris Saint Germain";29;2020;5;3;1;3.71;2.19;2.8;28.02;26.46;0.17;0.1;0.12;0.29;0.22;1.25;1.18
52;"Maghnes Akliouche";"Monaco";32;2419;5;4;10;8.28;7.52;8.5;25.27;11.5;0.31;0.28;0.32;0.62;0.6;0.94;0.43
53;"Frank Magri";"Toulouse";31;1512;5;5;1;6.17;6.17;1.72;9.54;2.68;0.37;0.37;0.1;0.47;0.47;0.57;0.16
54;"Lassine Sinayoko";"Auxerre";34;2305;5;4;8;7.13;6.37;5.43;14.52;5.77;0.28;0.25;0.21;0.49;0.46;0.57;0.23
55;"Mostafa Mohamed";"Nantes";30;1216;5;5;0;6.6;6.6;0.46;7.21;1.38;0.49;0.49;0.03;0.52;0.52;0.53;0.1
56;"Hákon Haraldsson";"Lille";25;1791;5;5;3;4.37;4.37;3.78;11.86;5.52;0.22;0.22;0.19;0.41;0.41;0.6;0.28
57;"Issa Soumaré";"Le Havre";29;1908;5;5;4;4.2;4.2;2.71;6.44;1.32;0.2;0.2;0.13;0.33;0.33;0.3;0.06
58;"Malick Fofana";"Lyon";29;1574;5;5;4;4.39;4.39;2.96;11.52;5.35;0.25;0.25;0.17;0.42;0.42;0.66;0.31
59;"Ali Abdi";"Nice";25;1410;5;5;2;4.9;4.9;2.37;10.52;4.11;0.31;0.31;0.15;0.46;0.46;0.67;0.26
60;"André Ayew";"Le Havre";27;1452;4;4;1;4.77;4.77;0.18;5.06;1.3;0.3;0.3;0.01;0.31;0.31;0.31;0.08
61;"Fabián";"Paris Saint Germain";30;1911;4;4;5;4.62;4.62;4.92;27.31;20.67;0.22;0.22;0.23;0.45;0.45;1.29;0.97
62;"Thilo Kehrer";"Monaco";27;2386;4;4;0;1.3;1.3;0.2;14.72;14.56;0.05;0.05;0.01;0.06;0.06;0.56;0.55
63;"Neal Maupay";"Marseille";22;1054;4;4;4;4.69;4.69;2.29;7.63;1.57;0.4;0.4;0.2;0.6;0.6;0.65;0.13
64;"Achraf Hakimi";"Paris Saint Germain";25;2078;4;4;6;4.16;4.16;7.46;26.46;20.62;0.18;0.18;0.32;0.5;0.5;1.15;0.89
65;"Arnaud Nordin";"Montpellier";16;1187;4;3;1;4.35;2.83;1.2;4.45;1.05;0.33;0.21;0.09;0.42;0.31;0.34;0.08
66;"Bafode Diakite";"Lille";31;2770;4;4;1;2.77;2.77;0.12;12.61;12.58;0.09;0.09;0;0.09;0.09;0.41;0.41
67;"Khvicha Kvaratskhelia";"Paris Saint Germain";14;926;4;4;3;3.97;3.97;4.76;13.69;7.08;0.39;0.39;0.46;0.85;0.85;1.33;0.69
68;"Marshall Munetsi";"Reims";19;1697;4;4;2;5.79;5.79;1.58;8.3;1.97;0.31;0.31;0.08;0.39;0.39;0.44;0.1
69;"Przemyslaw Frankowski";"Lens";18;1399;4;2;2;2.46;0.94;3.12;6.84;4.29;0.16;0.06;0.2;0.36;0.26;0.44;0.28
70;"Folarin Balogun";"Monaco";13;622;4;4;0;5.16;5.16;1.13;6.41;1.46;0.75;0.75;0.16;0.91;0.91;0.93;0.21
71;"Habib Diarra";"Strasbourg";30;2366;4;2;5;3.59;2.07;5.71;12.04;6.72;0.14;0.08;0.22;0.35;0.3;0.46;0.26
72;"Felix Lemarechal";"Strasbourg";27;1803;4;4;3;4.07;4.07;2.76;13.15;7.25;0.2;0.2;0.14;0.34;0.34;0.66;0.36
73;"Edon Zhegrova";"Lille";12;1007;4;4;1;2.14;2.14;2.44;8.54;4.28;0.19;0.19;0.22;0.41;0.41;0.76;0.38
74;"Ado Onaiwu";"Auxerre";31;894;4;4;1;4.12;4.12;1.24;6.51;2.64;0.41;0.41;0.12;0.54;0.54;0.66;0.27
75;"Junya Ito";"Reims";33;2721;4;4;3;6.05;6.05;8.4;15.61;4.9;0.2;0.2;0.28;0.48;0.48;0.52;0.16
76;"Oumar Diakité";"Reims";26;1696;4;4;1;6.13;5.37;1.74;10.24;4.36;0.33;0.28;0.09;0.42;0.38;0.54;0.23
77;"Douglas Augusto";"Nantes";28;2336;4;4;2;4.26;4.26;1.71;10.41;6.28;0.16;0.16;0.07;0.23;0.23;0.4;0.24
78;"Josué Casimir";"Le Havre";27;2024;4;4;4;3.71;3.71;3.46;9.78;3.81;0.16;0.16;0.15;0.32;0.32;0.44;0.17
79;"Shavy Babicka";"Toulouse";30;1147;4;4;2;3.48;3.48;2.39;7.41;2.06;0.27;0.27;0.19;0.46;0.46;0.58;0.16
80;"Matias Fernandez-Pardo";"Lille";22;1060;4;4;2;3.14;3.14;2.61;8.36;3.02;0.27;0.27;0.22;0.49;0.49;0.71;0.26
81;"Goduine Koyalipou";"Lens";15;909;4;4;0;6.53;6.53;0.94;7.51;0.98;0.65;0.65;0.09;0.74;0.74;0.74;0.1
82;"Chuba Akpom";"Lille";14;633;3;2;1;4.44;2.92;0.9;4.83;1.18;0.63;0.41;0.13;0.76;0.54;0.69;0.17
83;"Aleksandr Golovin";"Monaco";19;1158;3;3;0;2.2;2.2;2.42;8.62;4.63;0.17;0.17;0.19;0.36;0.36;0.67;0.36
84;"Adrien Thomasson";"Lens";33;2640;3;3;7;6.38;6.38;6.01;20.11;11.51;0.22;0.22;0.2;0.42;0.42;0.69;0.39
85;"Valentin Rongier";"Marseille";25;1565;3;3;1;0.97;0.97;1.68;12.05;9.99;0.06;0.06;0.1;0.15;0.15;0.69;0.57
86;"Morgan Sanson";"Nice";6;241;3;3;0;1.58;1.58;0.03;1.86;0.35;0.59;0.59;0.01;0.6;0.6;0.69;0.13
87;"Wesley Said";"Lens";24;910;3;3;0;2.95;2.95;0.95;4.04;1.19;0.29;0.29;0.09;0.39;0.39;0.4;0.12
88;"Kenny Lala";"Brest";30;2686;3;0;2;2.93;0.65;3.9;6.88;4.07;0.1;0.02;0.13;0.23;0.15;0.23;0.14
89;"Ibrahima Niane";"Angers";24;907;3;2;1;7.73;6.97;1.1;8.96;2.08;0.77;0.69;0.11;0.88;0.8;0.89;0.21
90;"Romain Faivre";"Brest";20;901;3;2;2;2.71;1.95;2.22;5.6;2.81;0.27;0.19;0.22;0.49;0.42;0.56;0.28
91;"Mitchel Bakker";"Lille";24;1144;3;3;2;3.17;3.17;2.67;8.23;4.64;0.25;0.25;0.21;0.46;0.46;0.65;0.36
92;"Mohamed Ali-Cho";"Nice";27;1667;3;3;4;4.29;4.29;4.45;12.55;4.76;0.23;0.23;0.24;0.47;0.47;0.68;0.26
93;"Jonathan Clauss";"Nice";28;2337;3;3;8;2.75;2.75;8.35;14.61;10.21;0.11;0.11;0.32;0.43;0.43;0.56;0.39
94;"Sinaly Diomande";"Auxerre";23;1945;3;3;2;1.35;1.35;0.4;3.92;3.76;0.06;0.06;0.02;0.08;0.08;0.18;0.17
95;"Tanguy Coulibaly";"Montpellier";25;1502;3;3;0;4.96;4.96;1.5;6.34;1.33;0.3;0.3;0.09;0.39;0.39;0.38;0.08
96;"Lorenz Assignon";"Rennes";32;2378;3;3;4;2.91;2.91;3.93;11.94;7.47;0.11;0.11;0.15;0.26;0.26;0.45;0.28
97;"Sepe Elye Wahi";"Marseille";13;585;3;2;1;5.41;4.65;0.4;6.26;1.54;0.83;0.72;0.06;0.89;0.78;0.96;0.24
98;"Charlie Cresswell";"Toulouse";31;2601;3;3;1;4.14;4.14;1.31;8.03;7.76;0.14;0.14;0.05;0.19;0.19;0.28;0.27
99;"Ahmadou Bamba Dieng";"Angers";18;495;3;2;0;2.81;2.05;0.03;1.96;0.4;0.51;0.37;0;0.52;0.38;0.36;0.07
100;"Pablo Rosario";"Nice";29;1775;3;2;1;4.4;3.64;0.58;7.92;5.93;0.22;0.18;0.03;0.25;0.21;0.4;0.3
101;"Kamory Doumbia";"Brest";30;1317;3;3;2;3.75;3.75;2.25;6.98;2.21;0.26;0.26;0.15;0.41;0.41;0.48;0.15
102;"Jonathan Rowe";"Marseille";28;745;3;3;3;4.04;4.04;4.25;9.7;3.41;0.49;0.49;0.51;1;1;1.17;0.41
103;"Nicolás Tagliafico";"Lyon";24;1918;3;3;1;2.96;2.96;0.67;8.98;7.76;0.14;0.14;0.03;0.17;0.17;0.42;0.36
104;"Badredine Bouanani";"Nice";26;1083;3;2;3;2.83;2.07;2.79;7.89;4.11;0.24;0.17;0.23;0.47;0.4;0.66;0.34
105;"Youssouf Ndayishimiye";"Nice";23;1937;3;3;0;1.61;1.61;0.17;9.9;9.75;0.07;0.07;0.01;0.08;0.08;0.46;0.45
106;"Mousa Al Tamari";"Montpellier,Rennes";26;1696;3;3;1;5.29;5.29;3.97;11.85;3.82;0.28;0.28;0.21;0.49;0.49;0.63;0.2
107;"Akor Adams";"Montpellier";15;1079;3;3;1;5.03;5.03;0.78;5.89;0.85;0.42;0.42;0.06;0.48;0.48;0.49;0.07
108;"Arouna Sangante";"Le Havre";16;1268;3;3;0;0.98;0.98;0.06;2.46;2.44;0.07;0.07;0;0.07;0.07;0.17;0.17
109;"Aron Dønnum";"Toulouse";32;2714;3;3;2;2.56;2.56;4.96;12.92;9.18;0.08;0.08;0.16;0.25;0.25;0.43;0.3
110;"Ernest Nuamah";"Lyon";23;1038;3;3;1;2.12;2.12;1.96;8.68;6.03;0.18;0.18;0.17;0.35;0.35;0.75;0.52
111;"João Neves";"Paris Saint Germain";29;1875;3;3;8;3.85;3.85;5.12;22.41;16.05;0.18;0.18;0.25;0.43;0.43;1.08;0.77
112;"Osame Sahraoui";"Lille";30;1251;3;3;3;2.8;2.8;3.47;10.22;5.47;0.2;0.2;0.25;0.45;0.45;0.74;0.39
113;"George Ilenikhena";"Monaco";23;672;3;3;2;4.81;4.81;1.36;6.02;0.46;0.64;0.64;0.18;0.83;0.83;0.81;0.06
114;"Ibrahim Sissoko";"Saint-Etienne";20;808;3;2;1;4.03;3.27;0.85;4.86;1.69;0.45;0.36;0.09;0.54;0.46;0.54;0.19
115;"Augustine Boakye";"Saint-Etienne";17;741;3;3;0;2.26;2.26;1.13;3.78;1.01;0.28;0.28;0.14;0.41;0.41;0.46;0.12
116;"Andrés Gómez";"Rennes";17;318;3;3;0;1.51;1.51;0.19;2.41;0.78;0.43;0.43;0.05;0.48;0.48;0.68;0.22
117;"Koka";"Le Havre";16;863;3;2;1;4.94;4.18;0.98;4.27;1.1;0.52;0.44;0.1;0.62;0.54;0.45;0.12
118;"Pierre-Emile Højbjerg";"Marseille";30;2670;2;2;4;3.11;3.11;3.49;22.78;20.15;0.1;0.1;0.12;0.22;0.22;0.77;0.68
119;"Ulisses García";"Marseille";20;918;2;2;2;1.2;1.2;1.22;6.1;3.92;0.12;0.12;0.12;0.24;0.24;0.6;0.38
120;"Jordan Veretout";"Lyon";27;1581;2;2;0;2.8;2.8;1.35;9.78;7.3;0.16;0.16;0.08;0.24;0.24;0.56;0.42
121;"Marco Asensio";"Paris Saint Germain";12;634;2;2;4;6.55;6.55;3.01;13.55;4.82;0.93;0.93;0.43;1.36;1.36;1.92;0.68
122;"Sergio Akieme";"Reims";30;2548;2;2;3;1.19;1.19;2.8;7.41;4.78;0.04;0.04;0.1;0.14;0.14;0.26;0.17
123;"Marquinhos";"Paris Saint Germain";22;1718;2;2;0;1.48;1.48;0.96;14.35;13.87;0.08;0.08;0.05;0.13;0.13;0.75;0.73
124;"Gautier Lloris";"Le Havre";31;2771;2;2;1;1.68;1.68;0.91;5.09;5.06;0.05;0.05;0.03;0.08;0.08;0.17;0.16
125;"Jean Eudes Aholou";"Angers";26;2024;2;2;0;2.13;2.13;0.93;4.62;3.11;0.09;0.09;0.04;0.14;0.14;0.21;0.14
126;"Pierre Lees-Melou";"Brest";20;1516;2;2;2;1.33;1.33;2.23;7.04;5.23;0.08;0.08;0.13;0.21;0.21;0.42;0.31
127;"Thomas Meunier";"Lille";30;1897;2;2;0;2.51;2.51;0.65;9.61;7.65;0.12;0.12;0.03;0.15;0.15;0.46;0.36
128;"Amine Harit";"Marseille";13;529;2;2;4;1.01;1.01;2.86;4.73;1.73;0.17;0.17;0.49;0.66;0.66;0.81;0.29
129;"Randal Kolo Muani";"Paris Saint Germain";10;338;2;1;1;4.36;3.6;1.03;5.77;1.5;1.16;0.96;0.27;1.44;1.23;1.54;0.4
130;"Téji Savanier";"Montpellier";31;2382;2;0;5;4.18;2.66;8.05;9.31;4.12;0.16;0.1;0.3;0.46;0.4;0.35;0.16
131;"Farid El Melali";"Angers";32;1935;2;2;3;3.5;3.5;3.69;8.9;4.51;0.16;0.16;0.17;0.33;0.33;0.41;0.21
132;"Pereira Lage";"Brest";29;1576;2;2;7;3.18;3.18;4.77;8.3;3.57;0.18;0.18;0.27;0.45;0.45;0.47;0.2
133;"Mama Baldé";"Brest,Lyon";29;1177;2;2;3;3.39;3.39;2.36;6.58;1.22;0.26;0.26;0.18;0.44;0.44;0.5;0.09
134;"Zinedine Ferhat";"Angers";24;799;2;2;0;0.73;0.73;3.1;3.48;0.54;0.08;0.08;0.35;0.43;0.43;0.39;0.06
135;"Florian Aye";"Auxerre";26;547;2;2;0;2.19;2.19;0.08;2.88;0.81;0.36;0.36;0.01;0.37;0.37;0.47;0.13
136;"Hichem Boudaoui";"Nice";29;2450;2;2;3;3.87;3.87;2.75;15.77;10.56;0.14;0.14;0.1;0.24;0.24;0.58;0.39
137;"Modibo Sagnan";"Montpellier";27;2155;2;2;0;0.56;0.56;1.43;3.09;2.3;0.02;0.02;0.06;0.08;0.08;0.13;0.1
138;"Melvin Bard";"Nice";24;1953;2;2;1;2.55;2.55;2.46;12.51;8.38;0.12;0.12;0.11;0.23;0.23;0.58;0.39
139;"Adrien Truffert";"Rennes";33;2764;2;2;2;1.99;1.99;3.41;12.54;8.55;0.06;0.06;0.11;0.18;0.18;0.41;0.28
140;"Youssoufa Moukoko";"Nice";11;194;2;2;1;1.95;1.95;0.54;3.06;0.64;0.91;0.91;0.25;1.16;1.16;1.42;0.3
141;"Florian Tardieu";"Saint-Etienne";24;1245;2;2;4;0.81;0.81;1.16;6.92;5.79;0.06;0.06;0.08;0.14;0.14;0.5;0.42
142;"Mohamed Bayo";"Lille";12;334;2;2;1;2;2;0.63;3.09;0.46;0.54;0.54;0.17;0.71;0.71;0.83;0.12
143;"Gabriel Gudmundsson";"Lille";30;1796;2;2;0;1.08;1.08;2.21;8.72;5.86;0.05;0.05;0.11;0.16;0.16;0.44;0.29
144;"Nuno Mendes";"Paris Saint Germain";24;1681;2;2;3;1.75;1.75;6.53;21.82;17.04;0.09;0.09;0.35;0.44;0.44;1.17;0.91
145;"Johann Lepenant";"Nantes";29;2064;2;2;1;1.95;1.95;1.38;6.81;3.74;0.09;0.09;0.06;0.15;0.15;0.3;0.16
146;"Remy Labeau Lascary";"Lens";14;626;2;2;1;3.01;3.01;1.15;4.76;0.82;0.43;0.43;0.17;0.6;0.6;0.69;0.12
147;"Mamadou Diakhon";"Reims";28;782;2;2;1;1.41;1.41;0.87;3.47;1.52;0.16;0.16;0.1;0.26;0.26;0.4;0.17
148;"Samuel Amo-Ameyaw";"Strasbourg";9;306;2;2;0;1.02;1.02;0.4;2.54;1.13;0.3;0.3;0.12;0.42;0.42;0.75;0.33
149;"Anass Zaroury";"Lens";28;1411;2;2;2;1.89;1.89;3.55;8.2;4.76;0.12;0.12;0.23;0.35;0.35;0.52;0.3
150;"Yassine Kechta";"Le Havre";31;2163;2;2;0;2.27;2.27;1.17;8.39;5.96;0.09;0.09;0.05;0.14;0.14;0.35;0.25
151;"Lamine Camara";"Monaco";29;2104;2;2;7;2.24;2.24;4.86;12.08;8.66;0.1;0.1;0.21;0.3;0.3;0.52;0.37
152;"Diego Moreira";"Strasbourg";32;2586;2;2;7;2.42;2.42;7.74;16.04;8.56;0.08;0.08;0.27;0.35;0.35;0.56;0.3
153;"Mahamadou Nagida";"Rennes";13;413;2;2;0;1.96;1.96;0.23;3.07;0.98;0.43;0.43;0.05;0.48;0.48;0.67;0.21
154;"Noah Edjouma";"Toulouse";10;133;2;2;0;1.8;1.8;0.04;1.75;0.41;1.22;1.22;0.03;1.25;1.25;1.19;0.28
155;"Senny Mayulu";"Paris Saint Germain";20;787;2;2;2;3.17;3.17;2.55;11.97;7.21;0.36;0.36;0.29;0.65;0.65;1.37;0.82
156;"Gift Orban";"Lyon";3;180;2;2;0;1.46;1.46;0.02;1.96;0.59;0.73;0.73;0.01;0.74;0.74;0.98;0.29
157;"Theo Bair";"Auxerre";29;912;2;2;1;3.18;3.18;1.07;4;0.51;0.31;0.31;0.11;0.42;0.42;0.39;0.05
158;"Bahereba Guirassy";"Nantes";19;303;2;2;0;0.8;0.8;0.07;1.02;0.31;0.24;0.24;0.02;0.26;0.26;0.3;0.09
159;"Louis Leroux";"Nantes";16;802;2;2;1;1.91;1.91;1.32;6;3.41;0.21;0.21;0.15;0.36;0.36;0.67;0.38
160;"Albert Grønbæk";"Rennes";16;816;2;2;1;2.05;2.05;0.96;3.69;1.19;0.23;0.23;0.11;0.33;0.33;0.41;0.13
161;"Ismaël Koné";"Marseille,Rennes";21;803;2;2;1;0.44;0.44;1.83;5.64;3.93;0.05;0.05;0.21;0.25;0.25;0.63;0.44
162;"Mohamed Meïté";"Rennes";12;525;2;2;0;2.71;2.71;0.42;3.17;0.79;0.46;0.46;0.07;0.54;0.54;0.54;0.14
163;"Francis Coquelin";"Nantes";6;227;1;1;1;1.05;1.05;0.87;2.46;0.66;0.42;0.42;0.35;0.76;0.76;0.97;0.26
164;"Wahbi Khazri";"Montpellier";30;1084;1;1;1;1.66;1.66;2.02;5.35;2.31;0.14;0.14;0.17;0.31;0.31;0.44;0.19
165;"Nabil Bentaleb";"Lille";10;306;1;1;0;0.71;0.71;0.01;0.7;0.67;0.21;0.21;0;0.21;0.21;0.21;0.2
166;"Seko Fofana";"Rennes";16;845;1;1;1;2.32;2.32;1.07;6.45;4.46;0.25;0.25;0.11;0.36;0.36;0.69;0.48
167;"Pol Lirola";"Marseille";19;670;1;1;2;0.84;0.84;0.73;4.92;3.94;0.11;0.11;0.1;0.21;0.21;0.66;0.53
168;"Ainsley Maitland-Niles";"Lyon";32;1943;1;1;4;2.48;2.48;4.48;14.18;8.58;0.11;0.11;0.21;0.32;0.32;0.66;0.4
169;"Daler Kuzyaev";"Le Havre";12;553;1;1;0;0.23;0.23;0.4;1.09;0.6;0.04;0.04;0.06;0.1;0.1;0.18;0.1
170;"Jonas Martin";"Brest";17;480;1;1;0;0.86;0.86;0.37;1.49;0.91;0.16;0.16;0.07;0.23;0.23;0.28;0.17
171;"Florian Sotoca";"Lens";31;1805;1;1;1;4.69;4.69;1.39;11.26;6.53;0.23;0.23;0.07;0.3;0.3;0.56;0.33
172;"Issiaga Sylla";"Montpellier";19;1165;1;1;0;1.79;1.79;0.5;3;1.78;0.14;0.14;0.04;0.18;0.18;0.23;0.14
173;"Rémy Cabella";"Lille";23;1006;1;1;2;3.42;3.42;2.46;8.21;4.77;0.31;0.31;0.22;0.53;0.53;0.73;0.43
174;"Jeremie Boga";"Nice";21;1059;1;1;1;3.53;3.53;2.3;7.3;2.74;0.3;0.3;0.2;0.5;0.5;0.62;0.23
175;"Said Benrahma";"Lyon";13;757;1;1;3;2.07;2.07;2.29;5.18;2.09;0.25;0.25;0.27;0.52;0.52;0.62;0.25
176;"Jordan Siebatcheu";"Reims";7;403;1;1;0;1.06;1.06;0.2;0.84;0.12;0.24;0.24;0.05;0.28;0.28;0.19;0.03
177;"Kelvin Adou";"Nantes";30;2159;1;1;0;0.63;0.63;0.89;5.04;3.75;0.03;0.03;0.04;0.06;0.06;0.21;0.16
178;"Mathieu Cafaro";"Saint-Etienne";15;729;1;1;0;2.3;2.3;1.27;5.12;2.06;0.28;0.28;0.16;0.44;0.44;0.63;0.25
