Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League
5,Azeem Abdulai,sct SCO,MF,Swansea City,21,2002,17,2,348,3.9,1,0,1,1,0,0,1,0,0.26,0,0.26,0.26,0.26,5,sct SCO,MF,21,2002,3.9,1,2,1,50,0.52,0.26,0.5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
70,Bachir Belloumi,dz ALG,"FW,MF",Hull City,22,2002,10,10,815,9.1,2,2,4,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,70,dz ALG,"FW,MF",22,2002,9.1,2,24,10,41.7,2.65,1.1,0.08,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
373,Bae Junho,kr KOR,MF,Stoke City,20,2003,45,37,"3,260",36.2,3,5,8,3,0,0,5,0,0.08,0.14,0.22,0.08,0.22,373,kr KOR,MF,20,2003,36.2,3,40,14,35,1.1,0.39,0.08,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
492,Bali Mumba,eng ENG,"MF,DF",Plymouth Argyle,22,2001,43,37,"3,396",37.7,0,2,2,0,0,0,3,0,0,0.05,0.05,0,0.05,492,eng ENG,"MF,DF",22,2001,37.7,0,22,3,13.6,0.58,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
696,Balázs Tóth,hu HUN,GK,Blackburn Rovers,26,1997,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,696,hu HUN,GK,26,1997,6,0,0,0,,0,0,,,0,0,,,,,,,,,45,hu HUN,GK,26,1997,6,6,540,6,5,0.83,22,16,77.3,4,1,1,2,33.3,0,0,0,0,,ENG-Championship
51,Barry Bannan,sct SCO,MF,Sheffield Weds,34,1989,41,40,"3,461",38.5,4,5,9,4,0,0,7,0,0.1,0.13,0.23,0.1,0.23,51,sct SCO,MF,34,1989,38.5,4,48,10,20.8,1.25,0.26,0.08,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
340,Bashir Humphreys,eng ENG,DF,Burnley,21,2003,25,20,"1,777",19.7,1,2,3,1,0,0,3,1,0.05,0.1,0.15,0.05,0.15,340,eng ENG,DF,21,2003,19.7,1,11,3,27.3,0.56,0.15,0.09,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
100,Ben Brereton,cl CHI,MF,Sheffield United,25,1999,17,13,984,10.9,4,3,7,4,0,0,4,0,0.37,0.27,0.64,0.37,0.64,100,cl CHI,MF,25,1999,10.9,4,21,7,33.3,1.92,0.64,0.19,0.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
120,Ben Cabango,wls WAL,DF,Swansea City,24,2000,45,45,"4,032",44.8,2,1,3,2,0,0,9,0,0.04,0.02,0.07,0.04,0.07,120,wls WAL,DF,24,2000,44.8,2,23,5,21.7,0.51,0.11,0.09,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
270,Ben Gannon-Doak,sct SCO,MF,Middlesbrough,18,2005,24,21,"1,778",19.8,3,7,10,3,0,0,7,0,0.15,0.35,0.51,0.15,0.51,270,sct SCO,MF,18,2005,19.8,3,28,14,50,1.42,0.71,0.11,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
276,Ben Gibson,eng ENG,DF,Stoke City,31,1993,24,22,"1,946",21.6,3,0,3,3,0,0,6,0,0.14,0,0.14,0.14,0.14,276,eng ENG,DF,31,1993,21.6,3,8,4,50,0.37,0.18,0.38,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
388,Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,388,eng ENG,GK,28,1995,2,0,0,0,,0,0,,,0,0,,,,,,,,,28,eng ENG,GK,28,1995,2,2,180,2,2,1,9,7,77.8,0,2,0,0,0,0,0,0,0,,ENG-Championship
419,Ben Lloyd,wls WAL,FW,Swansea City,19,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,419,wls WAL,FW,19,2005,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
536,Ben Osborn,eng ENG,"MF,DF",Derby County,29,1994,25,18,"1,702",18.9,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,536,eng ENG,"MF,DF",29,1994,18.9,0,6,0,0,0.32,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
553,Ben Pearson,eng ENG,MF,Stoke City,29,1995,13,8,570,6.3,0,0,0,0,0,0,5,0,0,0,0,0,0,553,eng ENG,MF,29,1995,6.3,0,1,0,0,0.16,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
642,Ben Sheaf,eng ENG,MF,Coventry City,26,1998,29,23,"2,130",23.7,0,2,2,0,0,0,6,0,0,0.08,0.08,0,0.08,642,eng ENG,MF,26,1998,23.7,0,32,6,18.8,1.35,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
664,Ben Stevenson,eng ENG,MF,Portsmouth,27,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,664,eng ENG,MF,27,1997,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
723,Ben Waine,nz NZL,FW,Plymouth Argyle,23,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,723,nz NZL,FW,23,2001,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
737,Ben Whiteman,eng ENG,MF,Preston North End,28,1996,35,27,"2,495",27.7,0,2,2,0,0,0,12,0,0,0.07,0.07,0,0.07,737,eng ENG,MF,28,1996,27.7,0,25,5,20,0.9,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
747,Ben Wilmot,eng ENG,DF,Stoke City,24,1999,39,36,"3,242",36,3,0,3,3,0,0,9,0,0.08,0,0.08,0.08,0.08,747,eng ENG,DF,24,1999,36,3,22,7,31.8,0.61,0.19,0.14,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
748,Ben Wilson,eng ENG,GK,Coventry City,31,1992,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,748,eng ENG,GK,31,1992,4,0,0,0,,0,0,,,0,0,,,,,,,,,53,eng ENG,GK,31,1992,4,4,360,4,5,1.25,22,17,77.3,2,0,2,2,50,0,0,0,0,,ENG-Championship
139,Benjamin Chrisene,eng ENG,DF,Norwich City,20,2004,26,12,"1,150",12.8,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,139,eng ENG,DF,20,2004,12.8,1,3,1,33.3,0.23,0.08,0.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
505,Benjamin Nelson,eng ENG,DF,Oxford United,20,2004,17,16,"1,372",15.2,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,505,eng ENG,DF,20,2004,15.2,1,4,2,50,0.26,0.13,0.25,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
434,Benson Manuel,ao ANG,"FW,MF",Burnley,27,1997,3,0,46,0.5,1,0,1,1,0,0,1,0,1.96,0,1.96,1.96,1.96,434,ao ANG,"FW,MF",27,1997,0.5,1,4,1,25,7.83,1.96,0.25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
83,Billy Blacker,eng ENG,FW,Sheffield United,18,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,eng ENG,FW,18,2006,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
474,Billy Mitchell,eng ENG,MF,Millwall,24,2000,19,9,891,9.9,0,0,0,0,0,0,1,0,0,0,0,0,0,474,eng ENG,MF,24,2000,9.9,0,4,0,0,0.4,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
687,Bobby Thomas,eng ENG,DF,Coventry City,23,2001,38,37,"3,334",37,5,0,5,5,0,0,4,0,0.13,0,0.13,0.13,0.13,687,eng ENG,DF,23,2001,37,5,44,11,25,1.19,0.3,0.11,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
616,Borja Sainz,es ESP,"FW,MF",Norwich City,23,2001,41,41,"3,607",40.1,18,4,22,18,0,0,8,0,0.45,0.1,0.55,0.45,0.55,616,es ESP,"FW,MF",23,2001,40.1,18,119,51,42.9,2.97,1.27,0.15,0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
325,Brad Hills,eng ENG,DF,Norwich City,20,2004,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,325,eng ENG,DF,20,2004,0.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
569,Brad Potts,eng ENG,"MF,DF",Preston North End,30,1994,29,22,"2,056",22.8,4,2,6,4,0,0,4,0,0.18,0.09,0.26,0.18,0.26,569,eng ENG,"MF,DF",30,1994,22.8,4,29,10,34.5,1.27,0.44,0.14,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
154,Bradley Collins,eng ENG,GK,Coventry City,27,1997,15,14,"1,313",14.6,0,0,0,0,0,0,2,0,0,0,0,0,0,154,eng ENG,GK,27,1997,14.6,0,1,0,0,0.07,0,0,,0,0,,,,,,,,,8,eng ENG,GK,27,1997,15,14,"1,313",14.6,23,1.58,52,29,55.8,4,4,6,3,21.4,0,0,0,0,,ENG-Championship
689,Brandon Thomas-Asante,gh GHA,FW,Coventry City,25,1998,36,14,"1,449",16.1,4,3,7,4,0,0,3,0,0.25,0.19,0.43,0.25,0.43,689,gh GHA,FW,25,1998,16.1,4,45,10,22.2,2.8,0.62,0.09,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
269,Brendan Galloway,zw ZIM,DF,Plymouth Argyle,28,1996,13,11,980,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,269,zw ZIM,DF,28,1996,10.9,0,2,0,0,0.18,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,46,43,"3,551",39.5,9,2,11,9,0,0,1,0,0.23,0.05,0.28,0.23,0.28,1,us USA,MF,23,2000,39.5,9,86,28,32.6,2.18,0.71,0.1,0.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
227,CJ Egan-Riley,eng ENG,DF,Burnley,21,2003,41,40,"3,601",40,1,1,2,1,0,0,7,1,0.02,0.02,0.05,0.02,0.05,227,eng ENG,DF,21,2003,40,1,15,3,20,0.37,0.07,0.07,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
594,Caleb Roberts,eng ENG,MF,Plymouth Argyle,19,2004,5,2,192,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,594,eng ENG,MF,19,2004,2.1,0,3,0,0,1.41,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
743,Caleb Wiley,us USA,"DF,MF",Watford,19,2004,10,8,722,8,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,743,us USA,"DF,MF",19,2004,8,0,3,0,0,0.37,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
102,Callum Brittain,eng ENG,DF,Blackburn Rovers,26,1998,33,30,"2,659",29.5,2,5,7,2,0,0,5,0,0.07,0.17,0.24,0.07,0.24,102,eng ENG,DF,26,1998,29.5,2,18,3,16.7,0.61,0.1,0.11,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
208,Callum Doyle,eng ENG,DF,Norwich City,20,2003,40,38,"3,440",38.2,1,7,8,1,0,0,11,0,0.03,0.18,0.21,0.03,0.21,208,eng ENG,DF,20,2003,38.2,1,21,6,28.6,0.55,0.16,0.05,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
228,Callum Elder,au AUS,"DF,MF",Derby County,29,1995,29,24,"2,149",23.9,0,3,3,0,0,0,8,0,0,0.13,0.13,0,0.13,228,au AUS,"DF,MF",29,1995,23.9,0,9,1,11.1,0.38,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
399,Callum Lang,eng ENG,MF,Portsmouth,25,1998,32,28,"2,438",27.1,10,2,12,8,2,2,9,0,0.37,0.07,0.44,0.3,0.37,399,eng ENG,MF,25,1998,27.1,10,67,23,34.3,2.47,0.85,0.12,0.35,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
520,Callum O'Dowda,ie IRL,"DF,MF",Cardiff City,29,1995,42,41,"3,546",39.4,2,3,5,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,520,ie IRL,"DF,MF",29,1995,39.4,2,27,9,33.3,0.69,0.23,0.07,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
521,Callum O'Hare,eng ENG,MF,Sheffield United,26,1998,44,38,"3,139",34.9,2,6,8,2,0,0,2,0,0.06,0.17,0.23,0.06,0.23,521,eng ENG,MF,26,1998,34.9,2,40,12,30,1.15,0.34,0.05,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
549,Callum Paterson,sct SCO,"MF,FW",Sheffield Weds,29,1994,27,14,"1,187",13.2,6,2,8,6,0,0,2,0,0.45,0.15,0.61,0.45,0.61,549,sct SCO,"MF,FW",29,1994,13.2,6,26,9,34.6,1.97,0.68,0.23,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
600,Callum Robinson,ie IRL,FW,Cardiff City,29,1995,34,24,"2,023",22.5,12,1,13,12,0,0,1,1,0.53,0.04,0.58,0.53,0.58,600,ie IRL,FW,29,1995,22.5,12,57,26,45.6,2.54,1.16,0.21,0.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
668,Callum Styles,hu HUN,"DF,MF",West Bromwich Albion,24,2000,34,29,"2,613",29,3,1,4,3,0,0,11,1,0.1,0.03,0.14,0.1,0.14,668,hu HUN,"DF,MF",24,2000,29,3,24,7,29.2,0.83,0.24,0.13,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
758,Callum Wright,eng ENG,MF,Plymouth Argyle,24,2000,35,14,"1,462",16.2,1,0,1,1,0,0,0,1,0.06,0,0.06,0.06,0.06,758,eng ENG,MF,24,2000,16.2,1,22,3,13.6,1.35,0.18,0.05,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
132,Calum Chambers,eng ENG,"DF,MF",Cardiff City,29,1995,41,41,"3,513",39,2,1,3,2,0,0,8,1,0.05,0.03,0.08,0.05,0.08,132,eng ENG,"DF,MF",29,1995,39,2,30,9,30,0.77,0.23,0.07,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
628,Calum Scanlon,eng ENG,MF,Millwall,19,2005,4,3,167,1.9,1,0,1,1,0,0,0,0,0.54,0,0.54,0.54,0.54,628,eng ENG,MF,19,2005,1.9,1,3,1,33.3,1.62,0.54,0.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
99,Cameron Brannagan,eng ENG,MF,Oxford United,28,1996,33,33,"2,900",32.2,3,4,7,3,0,0,10,0,0.09,0.12,0.22,0.09,0.22,99,eng ENG,MF,28,1996,32.2,3,48,16,33.3,1.49,0.5,0.06,0.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
573,Cameron Pring,eng ENG,"DF,MF",Bristol City,26,1998,32,27,"2,228",24.8,0,3,3,0,0,0,8,0,0,0.12,0.12,0,0.12,573,eng ENG,"DF,MF",26,1998,24.8,0,7,2,28.6,0.28,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
503,Camiel Neghli,nl NED,MF,Millwall,22,2001,4,2,193,2.1,1,0,1,1,0,0,0,0,0.47,0,0.47,0.47,0.47,503,nl NED,MF,22,2001,2.1,1,7,6,85.7,3.26,2.8,0.14,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
612,Carl Rushworth,eng ENG,GK,Hull City,23,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,612,eng ENG,GK,23,2001,2,0,0,0,,0,0,,,0,0,,,,,,,,,41,eng ENG,GK,23,2001,2,2,180,2,2,1,4,2,50,1,0,1,1,50,0,0,0,0,,ENG-Championship
485,Carlton Morris,eng ENG,"FW,MF",Luton Town,28,1995,41,37,"3,123",34.7,8,2,10,6,2,2,10,0,0.23,0.06,0.29,0.17,0.23,485,eng ENG,"FW,MF",28,1995,34.7,8,63,28,44.4,1.82,0.81,0.1,0.21,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
512,Casper de Norre,be BEL,MF,Millwall,27,1997,46,44,"3,606",40.1,3,4,7,3,0,0,5,0,0.07,0.1,0.17,0.07,0.17,512,be BEL,MF,27,1997,40.1,3,30,7,23.3,0.75,0.17,0.1,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
755,Cauley Woodrow,eng ENG,MF,Blackburn Rovers,29,1994,9,2,222,2.5,0,1,1,0,0,0,0,0,0,0.41,0.41,0,0.41,755,eng ENG,MF,29,1994,2.5,0,3,1,33.3,1.22,0.41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
756,Cauley Woodrow,eng ENG,FW,Luton Town,29,1994,15,1,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,756,eng ENG,FW,29,1994,3,0,7,4,57.1,2.33,1.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
171,Charlie Crew,wls WAL,MF,Leeds United,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,wls WAL,MF,18,2006,0.1,0,1,1,100,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
338,Charlie Hughes,eng ENG,DF,Hull City,20,2003,27,26,"2,345",26.1,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,338,eng ENG,DF,20,2003,26.1,1,17,5,29.4,0.65,0.19,0.06,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
461,Charlie McNeill,eng ENG,FW,Sheffield Weds,20,2003,4,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,461,eng ENG,FW,20,2003,0.6,0,1,0,0,1.58,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
235,Ched Evans,wls WAL,FW,Preston North End,35,1988,8,0,102,1.1,0,2,2,0,0,0,0,0,0,1.76,1.76,0,1.76,235,wls WAL,FW,35,1988,1.1,0,6,4,66.7,5.29,3.53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
528,Chiedozie Ogbene,ie IRL,MF,Luton Town,27,1997,3,3,246,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,528,ie IRL,MF,27,1997,2.7,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
66,Chris Bedia,ci CIV,FW,Hull City,28,1996,21,9,921,10.2,3,0,3,2,1,1,0,0,0.29,0,0.29,0.2,0.2,66,ci CIV,FW,28,1996,10.2,3,19,8,42.1,1.86,0.78,0.11,0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
469,Chris Mepham,wls WAL,DF,Sunderland,26,1997,38,37,"3,273",36.4,1,0,1,1,0,0,10,1,0.03,0,0.03,0.03,0.03,469,wls WAL,DF,26,1997,36.4,1,14,6,42.9,0.38,0.16,0.07,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
590,Chris Rigg,eng ENG,"MF,FW",Sunderland,17,2007,42,36,"3,055",33.9,4,1,5,4,0,0,8,0,0.12,0.03,0.15,0.12,0.15,590,eng ENG,"MF,FW",17,2007,33.9,4,48,14,29.2,1.41,0.41,0.08,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
746,Chris Willock,eng ENG,"MF,FW",Cardiff City,26,1998,32,17,"1,548",17.2,2,2,4,2,0,0,0,0,0.12,0.12,0.23,0.12,0.23,746,eng ENG,"MF,FW",26,1998,17.2,2,28,7,25,1.63,0.41,0.07,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
431,Christ Makosso,cg CGO,DF,Luton Town,20,2004,13,12,956,10.6,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,431,cg CGO,DF,20,2004,10.6,0,7,0,0,0.66,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
242,Christian Fassnacht,ch SUI,FW,Norwich City,30,1993,3,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,242,ch SUI,FW,30,1993,0.9,0,3,1,33.3,3.29,1.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
627,Christian Saydee,lr LBR,"MF,FW",Portsmouth,22,2002,29,10,"1,152",12.8,3,0,3,3,0,0,5,0,0.23,0,0.23,0.23,0.23,627,lr LBR,"MF,FW",22,2002,12.8,3,20,8,40,1.56,0.62,0.15,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
36,Cian Ashford,wls WAL,"MF,FW",Cardiff City,19,2004,28,17,"1,522",16.9,2,3,5,2,0,0,0,0,0.12,0.18,0.3,0.12,0.3,36,wls WAL,"MF,FW",19,2004,16.9,2,21,4,19,1.24,0.24,0.1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
104,Ciaron Brown,nir NIR,DF,Oxford United,26,1998,41,41,"3,611",40.1,4,3,7,4,0,0,6,0,0.1,0.07,0.17,0.1,0.17,104,nir NIR,DF,26,1998,40.1,4,23,7,30.4,0.57,0.17,0.17,0.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
210,Cody Drameh,eng ENG,DF,Hull City,22,2001,28,17,"1,649",18.3,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,210,eng ENG,DF,22,2001,18.3,1,13,1,7.7,0.71,0.05,0.08,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
98,Cohen Bramall,eng ENG,DF,Portsmouth,28,1996,12,4,460,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0,98,eng ENG,DF,28,1996,5.1,0,4,0,0,0.78,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
82,Colby Bishop,eng ENG,FW,Portsmouth,27,1996,32,31,"2,629",29.2,11,3,14,8,3,4,3,0,0.38,0.1,0.48,0.27,0.38,82,eng ENG,FW,27,1996,29.2,11,67,25,37.3,2.29,0.86,0.12,0.32,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
531,Connor Ogilvie,eng ENG,DF,Portsmouth,28,1996,45,45,"4,028",44.8,4,1,5,4,0,0,5,0,0.09,0.02,0.11,0.09,0.11,531,eng ENG,DF,28,1996,44.8,4,39,9,23.1,0.87,0.2,0.1,0.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
595,Connor Roberts,wls WAL,DF,Burnley,28,1995,41,40,"3,636",40.4,2,3,5,2,0,0,4,0,0.05,0.07,0.12,0.05,0.12,595,wls WAL,DF,28,1995,40.4,2,27,6,22.2,0.67,0.15,0.07,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
320,Conor Hazard,nir NIR,GK,Plymouth Argyle,26,1998,25,25,"2,250",25,0,0,0,0,0,0,4,0,0,0,0,0,0,320,nir NIR,GK,26,1998,25,0,0,0,,0,0,,,0,0,,,,,,,,,21,nir NIR,GK,26,1998,25,25,"2,250",25,39,1.56,123,85,69.1,7,8,10,2,8,1,1,0,0,0,ENG-Championship
640,Conor Shaughnessy,ie IRL,DF,Portsmouth,28,1996,9,7,512,5.7,1,0,1,1,0,0,2,0,0.18,0,0.18,0.18,0.18,640,ie IRL,DF,28,1996,5.7,1,6,4,66.7,1.05,0.7,0.17,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
84,Corey Blackett-Taylor,eng ENG,"MF,FW",Derby County,26,1997,12,4,404,4.5,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,84,eng ENG,"MF,FW",26,1997,4.5,1,11,4,36.4,2.45,0.89,0.09,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
256,Craig Forsyth,sct SCO,"DF,MF",Derby County,35,1989,39,26,"2,557",28.4,3,4,7,3,0,0,4,0,0.11,0.14,0.25,0.11,0.25,256,sct SCO,"DF,MF",35,1989,28.4,3,18,6,33.3,0.63,0.21,0.17,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
506,Curtis Nelson,eng ENG,DF,Derby County,31,1993,27,27,"2,430",27,2,1,3,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11,506,eng ENG,DF,31,1993,27,2,20,7,35,0.74,0.26,0.1,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
140,Cyrus Christie,ie IRL,DF,Swansea City,31,1992,11,2,282,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,140,ie IRL,DF,31,1992,3.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG-Championship
