Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League
130,Lasso Coulibaly,ci CIV,MF,Auxerre,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,130,ci CIV,MF,21,2002,0.5,1,3,2,66.7,6,4,0.33,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
265,Lee Kang-in,kr KOR,"FW,MF",Paris Saint-Germain,23,2001,30,19,"1,663",18.5,6,6,12,6,0,0,1,0,0.32,0.32,0.65,0.32,0.65,265,kr KOR,"FW,MF",23,2001,18.5,6,41,14,34.1,2.22,0.76,0.15,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
499,Leo Skiri Østigård,no NOR,DF,Rennes,24,1999,16,14,"1,227",13.6,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,499,no NOR,DF,24,1999,13.6,1,6,2,33.3,0.44,0.15,0.17,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
49,Leonardo Balerdi,ar ARG,DF,Marseille,25,1999,27,27,"2,273",25.3,0,0,0,0,0,0,9,1,0,0,0,0,0,49,ar ARG,DF,25,1999,25.3,0,15,2,13.3,0.59,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
85,Lilian Brassier,fr FRA,DF,Marseille,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0,0,0,0,0,85,fr FRA,DF,24,1999,8.7,0,5,1,20,0.58,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
86,Lilian Brassier,fr FRA,DF,Rennes,24,1999,14,14,"1,234",13.7,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,86,fr FRA,DF,24,1999,13.7,1,14,2,14.3,1.02,0.15,0.07,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
446,Lilian Raolisoa,fr FRA,"DF,MF",Angers,24,2000,29,14,"1,318",14.6,0,3,3,0,0,0,1,2,0,0.2,0.2,0,0.2,446,fr FRA,"DF,MF",24,2000,14.6,0,14,1,7.1,0.96,0.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
128,Logan Costa,cv CPV,DF,Toulouse,23,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,cv CPV,DF,23,2001,1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
164,Lois Diony,fr FRA,FW,Angers,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,164,fr FRA,FW,31,1992,0.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
38,Lorenz Assignon,tg TOG,"MF,DF",Rennes,24,2000,32,27,"2,357",26.2,3,4,7,3,0,0,9,0,0.11,0.15,0.27,0.11,0.27,38,tg TOG,"MF,DF",24,2000,26.2,3,22,5,22.7,0.84,0.19,0.14,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
306,Louis Leroux,fr FRA,"MF,DF",Nantes,18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,306,fr FRA,"MF,DF",18,2006,9.1,2,9,5,55.6,0.99,0.55,0.22,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
374,Louis Mouton,fr FRA,MF,Saint-Étienne,22,2002,24,12,"1,045",11.6,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,374,fr FRA,MF,22,2002,11.6,0,19,3,15.8,1.64,0.26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
380,Loïc N'Gatta,fr FRA,DF,Auxerre,20,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,380,fr FRA,DF,20,2003,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
393,Loïc Nego,hu HUN,"DF,MF",Le Havre,33,1991,31,28,"2,459",27.3,0,0,0,0,0,0,4,0,0,0,0,0,0,393,hu HUN,"DF,MF",33,1991,27.3,0,11,2,18.2,0.4,0.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
66,Lucas Beraldo,br BRA,DF,Paris Saint-Germain,20,2003,25,22,"2,011",22.3,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,66,br BRA,DF,20,2003,22.3,1,12,4,33.3,0.54,0.18,0.08,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
116,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,116,fr FRA,GK,22,2001,34,0,0,0,,0,0,,,0,0,5,fr FRA,GK,22,2001,34,34,"3,060",34,36,1.06,127,94,74.8,17,9,8,11,32.4,4,4,0,0,0,Ligue 1
234,Lucas Hernández,fr FRA,DF,Paris Saint-Germain,28,1996,16,10,877,9.7,0,0,0,0,0,0,2,0,0,0,0,0,0,234,fr FRA,DF,28,1996,9.7,0,3,0,0,0.31,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
361,Lucas Michal,fr FRA,FW,Monaco,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,361,fr FRA,FW,19,2005,1.3,0,3,1,33.3,2.31,0.77,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
365,Lucas Mincarelli,fr FRA,DF,Montpellier,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.13,0,0.13,0.13,0.13,365,fr FRA,DF,20,2004,7.9,1,7,2,28.6,0.88,0.25,0.14,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
438,Lucas Perri,br BRA,GK,Lyon,26,1997,33,33,"2,970",33,0,0,0,0,0,0,1,0,0,0,0,0,0,438,br BRA,GK,26,1997,33,0,0,0,,0,0,,,0,0,27,br BRA,GK,26,1997,33,33,"2,970",33,44,1.33,157,116,73.9,17,6,10,10,30.3,3,3,0,0,0,Ligue 1
507,Lucas Stassin,be BEL,FW,Saint-Étienne,19,2004,28,23,"1,887",21,12,4,16,12,0,0,4,0,0.57,0.19,0.76,0.57,0.76,507,be BEL,FW,19,2004,21,12,44,23,52.3,2.1,1.1,0.27,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
550,Luck Zogbé,ci CIV,DF,Brest,19,2005,13,7,638,7.1,0,0,0,0,0,0,2,0,0,0,0,0,0,550,ci CIV,DF,19,2005,7.1,0,8,1,12.5,1.13,0.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
18,Ludovic Ajorque,fr FRA,FW,Brest,30,1994,31,29,"2,495",27.7,13,2,15,13,0,1,5,0,0.47,0.07,0.54,0.47,0.54,18,fr FRA,FW,30,1994,27.7,13,54,27,50,1.95,0.97,0.24,0.48,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
72,Ludovic Blas,fr FRA,"MF,FW",Rennes,26,1997,29,26,"2,293",25.5,6,8,14,6,0,0,6,0,0.24,0.31,0.55,0.24,0.55,72,fr FRA,"MF,FW",26,1997,25.5,6,57,26,45.6,2.24,1.02,0.11,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
233,Luis Henrique,br BRA,MF,Marseille,22,2001,33,29,"2,613",29,7,7,14,7,0,0,0,0,0.24,0.24,0.48,0.24,0.48,233,br BRA,MF,22,2001,29,7,30,14,46.7,1.03,0.48,0.23,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
190,Luiz Felipe,it ITA,DF,Marseille,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,190,it ITA,DF,27,1997,1.4,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
441,Léo Pétrot,fr FRA,DF,Saint-Étienne,27,1997,31,29,"2,634",29.3,0,3,3,0,0,0,4,0,0,0.1,0.1,0,0.1,441,fr FRA,DF,27,1997,29.3,0,7,3,42.9,0.24,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
406,M'Bala Nzola,ao ANG,FW,Lens,27,1996,21,16,"1,460",16.2,6,1,7,6,0,0,3,1,0.37,0.06,0.43,0.37,0.43,406,ao ANG,FW,27,1996,16.2,6,47,18,38.3,2.9,1.11,0.13,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
21,Maghnes Akliouche,fr FRA,MF,Monaco,22,2002,32,27,"2,406",26.7,5,10,15,4,1,1,2,0,0.19,0.37,0.56,0.15,0.52,21,fr FRA,MF,22,2002,26.7,5,61,18,29.5,2.28,0.67,0.07,0.22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
159,Mahamadou Diawara,fr FRA,MF,Le Havre,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,159,fr FRA,MF,19,2005,6.5,0,7,1,14.3,1.08,0.15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
160,Mahamadou Diawara,fr FRA,MF,Lyon,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,160,fr FRA,MF,19,2005,0.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
384,Mahamadou Nagida,cm CMR,MF,Rennes,19,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,0.42,0,0.42,0.42,0.42,384,cm CMR,MF,19,2005,4.8,2,6,3,50,1.26,0.63,0.33,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
95,Mahdi Camara,fr FRA,MF,Brest,26,1998,34,31,"2,659",29.5,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,95,fr FRA,MF,26,1998,29.5,5,49,20,40.8,1.66,0.68,0.1,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
480,Malang Sarr,fr FRA,DF,Lens,25,1999,21,15,"1,385",15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,480,fr FRA,DF,25,1999,15.4,0,6,1,16.7,0.39,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
248,Malcolm Jeng,se SWE,DF,Reims,19,2005,3,2,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,248,se SWE,DF,19,2005,1.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
196,Malick Fofana,be BEL,"FW,MF",Lyon,19,2005,29,16,"1,589",17.7,5,4,9,5,0,0,2,0,0.28,0.23,0.51,0.28,0.51,196,be BEL,"FW,MF",19,2005,17.7,5,31,15,48.4,1.76,0.85,0.16,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
470,Mama Samba Baldé,gw GNB,"FW,MF",Brest,28,1995,27,12,"1,149",12.8,2,3,5,2,0,0,4,0,0.16,0.23,0.39,0.16,0.39,470,gw GNB,"FW,MF",28,1995,12.8,2,29,9,31,2.27,0.7,0.07,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
469,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,28,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,469,gw GNB,"FW,MF",28,1995,0.4,0,1,0,0,2.73,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
131,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,fr FRA,MF,20,2004,0.1,0,1,0,0,11.25,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
153,Mamadou Diakhon,fr FRA,"MF,FW",Reims,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,0.21,0.1,0.31,0.21,0.31,153,fr FRA,"MF,FW",18,2005,9.5,2,18,8,44.4,1.89,0.84,0.11,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
481,Mamadou Sarr,sn SEN,DF,Strasbourg,18,2005,27,27,"2,365",26.3,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04,481,sn SEN,DF,18,2005,26.3,0,5,0,0,0.19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
89,Marcin Bułka,pl POL,GK,Nice,24,1999,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,89,pl POL,GK,24,1999,34,0,0,0,,0,0,,,0,0,3,pl POL,GK,24,1999,34,34,"3,060",34,41,1.21,158,120,75.3,17,9,8,8,23.5,3,2,1,0,33.3,Ligue 1
37,Marco Asensio,es ESP,"FW,MF",Paris Saint-Germain,28,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,0.29,0.58,0.87,0.29,0.87,37,es ESP,"FW,MF",28,1996,6.9,2,26,15,57.7,3.79,2.18,0.08,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
71,Marco Bizot,nl NED,GK,Brest,33,1991,32,32,"2,880",32,0,0,0,0,0,0,4,0,0,0,0,0,0,71,nl NED,GK,33,1991,32,0,0,0,,0,0,,,0,0,2,nl NED,GK,33,1991,32,32,"2,880",32,54,1.69,121,76,62,14,5,13,10,31.3,10,8,1,1,11.1,Ligue 1
122,Marcus Coco,fr FRA,DF,Nantes,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0,0.09,0.09,0,0.09,122,fr FRA,DF,28,1996,10.6,0,2,0,0,0.19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
134,Marius Courcoul,fr FRA,MF,Angers,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,134,fr FRA,MF,17,2007,3.4,0,3,1,33.3,0.87,0.29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
347,Mark McKenzie,us USA,DF,Toulouse,25,1999,30,29,"2,496",27.7,1,1,2,1,0,0,1,1,0.04,0.04,0.07,0.04,0.07,347,us USA,DF,25,1999,27.7,1,8,2,25,0.29,0.07,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
333,Marquinhos,br BRA,DF,Paris Saint-Germain,30,1994,22,19,"1,725",19.2,2,0,2,2,0,0,3,0,0.1,0,0.1,0.1,0.1,333,br BRA,DF,30,1994,19.2,2,8,3,37.5,0.42,0.16,0.25,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
376,Marshall Munetsi,zw ZIM,MF,Reims,28,1996,19,19,"1,692",18.8,4,2,6,4,0,0,5,0,0.21,0.11,0.32,0.21,0.32,376,zw ZIM,MF,28,1996,18.8,4,32,10,31.3,1.7,0.53,0.13,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
10,Martin Adeline,fr FRA,MF,Reims,20,2003,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,fr FRA,MF,20,2003,0.3,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
482,Martin Satriano,uy URU,FW,Lens,23,2001,7,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,482,uy URU,FW,23,2001,1,0,5,0,0,5.11,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
488,Marvin Senaya,tg TOG,DF,Strasbourg,23,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0,0,0,0,0,488,tg TOG,DF,23,2001,2.5,0,1,0,0,0.4,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
407,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,20,2004,2,2,125,1.4,0,0,0,0,0,0,2,0,0,0,0,0,0,407,fr FRA,DF,20,2004,1.4,0,2,1,50,1.44,0.72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
220,Mason Greenwood,eng ENG,"MF,FW",Marseille,22,2001,34,32,"2,804",31.2,21,5,26,14,7,9,3,0,0.67,0.16,0.83,0.45,0.61,220,eng ENG,"MF,FW",22,2001,31.2,21,120,57,47.5,3.85,1.83,0.12,0.25,7,9,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
226,Massadio Haïdara,ml MLI,DF,Brest,31,1992,22,20,"1,678",18.6,0,0,0,0,0,0,3,2,0,0,0,0,0,226,ml MLI,DF,31,1992,18.6,0,10,1,10,0.54,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
457,Mathew Ryan,au AUS,GK,Lens,32,1992,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,457,au AUS,GK,32,1992,14,0,0,0,,0,0,,,0,0,31,au AUS,GK,32,1992,14,14,"1,260",14,17,1.21,57,43,73.7,8,1,5,6,42.9,3,2,1,0,33.3,Ligue 1
437,Mathias Pereira Lage,pt POR,"MF,FW",Brest,27,1996,29,18,"1,571",17.5,2,7,9,2,0,0,4,0,0.11,0.4,0.52,0.11,0.52,437,pt POR,"MF,FW",27,1996,17.5,2,36,15,41.7,2.06,0.86,0.06,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
91,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,27,1997,15,9,732,8.1,1,0,1,1,0,0,3,1,0.12,0,0.12,0.12,0.12,91,fr FRA,"MF,FW",27,1997,8.1,1,23,10,43.5,2.83,1.23,0.04,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
215,Mathieu Gorgelin,fr FRA,GK,Le Havre,33,1990,16,16,"1,440",16,0,0,0,0,0,0,2,0,0,0,0,0,0,215,fr FRA,GK,33,1990,16,0,0,0,,0,0,,,0,0,15,fr FRA,GK,33,1990,16,16,"1,440",16,33,2.06,80,50,62.5,5,4,7,1,6.3,3,3,0,0,0,Ligue 1
32,Mathis Amougou,fr FRA,MF,Saint-Étienne,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,32,fr FRA,MF,18,2006,9.5,0,7,1,14.3,0.73,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
74,Mathéo Bodmer,fr FRA,DF,Le Havre,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,fr FRA,DF,20,2004,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
193,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,19,2005,22,12,"1,065",11.8,4,2,6,4,0,0,4,0,0.34,0.17,0.51,0.34,0.51,193,be BEL,"MF,FW",19,2005,11.8,4,23,12,52.2,1.94,1.01,0.17,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
6,Matthis Abline,fr FRA,FW,Nantes,21,2003,34,33,"2,768",30.8,9,2,11,8,1,1,3,0,0.29,0.07,0.36,0.26,0.33,6,fr FRA,FW,21,2003,30.8,9,73,27,37,2.37,0.88,0.11,0.3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
460,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,460,ru RUS,GK,25,1999,9.8,0,0,0,,0,0,,,0,0,32,ru RUS,GK,25,1999,10,9,879,9.8,9,0.92,24,17,70.8,7,1,1,3,33.3,2,2,0,0,0,Ligue 1
101,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,101,fr FRA,MF,24,2000,6.4,0,7,1,14.3,1.1,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
67,Maxime Bernauer,fr FRA,DF,Saint-Étienne,26,1998,11,9,763,8.5,0,0,0,0,0,0,4,1,0,0,0,0,0,67,fr FRA,DF,26,1998,8.5,0,2,0,0,0.24,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
56,Melvin Bard,fr FRA,"DF,MF",Nice,23,2000,24,22,"1,938",21.5,2,1,3,2,0,0,4,2,0.09,0.05,0.14,0.09,0.14,56,fr FRA,"DF,MF",23,2000,21.5,2,23,8,34.8,1.07,0.37,0.09,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
549,Melvin Zinga,fr FRA,GK,Angers,22,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,549,fr FRA,GK,22,2002,1,0,0,0,,0,0,,,0,0,36,fr FRA,GK,22,2002,1,1,90,1,2,2,3,2,66.7,0,0,1,0,0,1,1,0,0,0,Ligue 1
185,Meschak Elia,cd COD,FW,Nantes,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0,0.53,0.53,0.53,185,cd COD,FW,26,1997,1.9,1,5,1,20,2.65,0.53,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
30,Michael Amir Murillo,pa PAN,DF,Marseille,28,1996,30,27,"2,437",27.1,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,30,pa PAN,DF,28,1996,27.1,1,13,4,30.8,0.48,0.15,0.08,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
382,Mickael Nade,fr FRA,DF,Saint-Étienne,25,1999,26,25,"2,306",25.6,1,2,3,1,0,0,1,0,0.04,0.08,0.12,0.04,0.12,382,fr FRA,DF,25,1999,25.6,1,5,2,40,0.2,0.08,0.2,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
544,Miha Zajc,si SVN,MF,Toulouse,30,1994,19,1,262,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,544,si SVN,MF,30,1994,2.9,0,6,2,33.3,2.06,0.69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
69,Mika Biereth,dk DEN,FW,Monaco,21,2003,16,16,"1,228",13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.1,0.88,1.03,69,dk DEN,FW,21,2003,13.6,13,42,24,57.1,3.08,1.76,0.29,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
395,Mikayil Ngor Faye,sn SEN,DF,Rennes,20,2004,11,7,688,7.6,0,0,0,0,0,0,1,1,0,0,0,0,0,395,sn SEN,DF,20,2004,7.6,0,6,3,50,0.78,0.39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
500,Milan Škriniar,sk SVK,DF,Paris Saint-Germain,29,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,500,sk SVK,DF,29,1995,4.2,0,3,0,0,0.71,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
314,Milos Lukovic,rs SRB,FW,Strasbourg,18,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,314,rs SRB,FW,18,2005,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
46,Mitchel Bakker,nl NED,"MF,DF",Lille,24,2000,24,14,"1,139",12.7,3,2,5,3,0,0,3,1,0.24,0.16,0.4,0.24,0.4,46,nl NED,"MF,DF",24,2000,12.7,3,23,10,43.5,1.82,0.79,0.13,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
461,Modibo Sagnan,ml MLI,DF,Montpellier,25,1999,27,24,"2,141",23.8,2,0,2,2,0,0,10,0,0.08,0,0.08,0.08,0.08,461,ml MLI,DF,25,1999,23.8,2,11,4,36.4,0.46,0.17,0.18,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
4,Mohamed Abdelmoneim,eg EGY,DF,Nice,25,1999,12,10,855,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,eg EGY,DF,25,1999,9.5,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
25,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,2004,27,21,"1,621",18,3,4,7,3,0,0,2,0,0.17,0.22,0.39,0.17,0.39,25,fr FRA,"FW,MF",20,2004,18,3,37,15,40.5,2.05,0.83,0.08,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
53,Mohamed Bamba,ci CIV,MF,Reims,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,ci CIV,MF,19,2004,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
141,Mohamed Daramy,dk DEN,"FW,MF",Reims,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,141,dk DEN,"FW,MF",22,2002,0.2,0,1,0,0,5.63,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
295,Mohamed Lamine Bayo,gn GUI,FW,Lille,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,0.58,0.29,0.87,0.58,0.87,295,gn GUI,FW,26,1998,3.4,2,10,4,40,2.91,1.17,0.2,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
467,Mohammed Salisu,gh GHA,DF,Monaco,25,1999,15,11,"1,023",11.4,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,467,gh GHA,DF,25,1999,11.4,1,8,5,62.5,0.7,0.44,0.13,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
475,Morgan Sanson,fr FRA,MF,Nice,29,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.15,0,1.15,1.15,1.15,475,fr FRA,MF,29,1994,2.6,3,9,4,44.4,3.45,1.53,0.33,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
208,Mory Gbane,ci CIV,"DF,MF",Reims,23,2000,13,13,"1,125",12.5,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,208,ci CIV,"DF,MF",23,2000,12.5,0,4,2,50,0.32,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
493,Moses Simon,ng NGA,"FW,MF",Nantes,29,1995,32,31,"2,609",29,8,10,18,4,4,4,2,0,0.28,0.34,0.62,0.14,0.48,493,ng NGA,"FW,MF",29,1995,29,8,44,17,38.6,1.52,0.59,0.09,0.24,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
367,Mostafa Mohamed,eg EGY,FW,Nantes,26,1997,30,11,"1,252",13.9,5,0,5,5,0,0,3,0,0.36,0,0.36,0.36,0.36,367,eg EGY,FW,26,1997,13.9,5,43,16,37.2,3.09,1.15,0.12,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1
