"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
506;"Hector Fort";"Barcelona";17;552;0;0;0;0.27;0.27;1.3;4.38;3.52;0.04;0.04;0.21;0.26;0.26;0.71;0.57
507;"Álex Padilla";"Athletic Club";5;315;0;0;0;0;0;0;0.51;0.51;0;0;0;0;0;0.14;0.14
508;"Darío Benavides";"Sevilla";1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;"Aingeru Olabarrieta";"Athletic Club";1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;"Willy Kambwala";"Villarreal";19;1097;0;0;0;0.23;0.23;0.07;3.92;3.86;0.02;0.02;0.01;0.02;0.02;0.32;0.32
511;"Nobel Mendy";"Real Betis";2;105;0;0;0;0;0;0;0.21;0.21;0;0;0;0;0;0.18;0.18
512;"David Otorbi";"Valencia";1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;"Augusto Batalla";"Rayo Vallecano";32;2880;0;0;0;0;0;0.03;4.8;4.78;0;0;0;0;0;0.15;0.15
514;"Jaílson";"Celta Vigo";13;600;0;0;0;0.14;0.14;0.01;3.92;3.91;0.02;0.02;0;0.02;0.02;0.59;0.59
515;"Jon Martín";"Real Sociedad";13;884;0;0;1;0.5;0.5;0.16;1.8;1.79;0.05;0.05;0.02;0.07;0.07;0.18;0.18
516;"Adam Aznou";"Real Valladolid";13;884;0;0;0;0.27;0.27;0.53;2.36;1.7;0.03;0.03;0.05;0.08;0.08;0.24;0.17
517;"Tadeo Allende";"Celta Vigo";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;"Valentín Barco";"Sevilla";7;279;0;0;0;0.29;0.29;0.43;0.89;0.67;0.09;0.09;0.14;0.23;0.23;0.29;0.21
519;"Alberto Risco";"Getafe";5;46;0;0;0;0.13;0.13;0.15;0.21;0.03;0.25;0.25;0.3;0.55;0.55;0.41;0.06
520;"Yoel Lago";"Celta Vigo";8;589;0;0;1;0;0;0.03;1.52;1.48;0;0;0.01;0.01;0.01;0.23;0.23
521;"Stoichkov";"Alaves";16;675;0;0;1;1.19;1.19;1.03;4.28;2.85;0.16;0.16;0.14;0.3;0.3;0.57;0.38
522;"Adrián Pica";"Alaves";9;489;0;0;0;0.6;0.6;0.06;0.94;0.94;0.11;0.11;0.01;0.12;0.12;0.17;0.17
523;"Alejandro Francés";"Girona";18;1188;0;0;0;0.16;0.16;0.33;3.62;3.5;0.01;0.01;0.03;0.04;0.04;0.27;0.27
524;"Adama Boiro";"Athletic Club";18;1120;0;0;0;0.39;0.39;0.41;1.22;0.71;0.03;0.03;0.03;0.06;0.06;0.1;0.06
525;"Aboubacar Bassinga";"Las Palmas";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;"Viti Rozada";"Las Palmas";29;2005;0;0;2;0.07;0.07;1.42;4.22;3.17;0;0;0.06;0.07;0.07;0.19;0.14
527;"Valentín Pezzolesi";"Las Palmas";1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;"Dinko Horkas";"Las Palmas";13;1081;0;0;0;0;0;0;0.69;0.69;0;0;0;0;0;0.06;0.06
529;"Julián Chicco";"Leganes";14;273;0;0;1;0.39;0.39;0.5;0.71;0.28;0.13;0.13;0.16;0.29;0.29;0.23;0.09
530;"Carlos Guirao";"Real Betis";2;123;0;0;0;0;0;0;0.4;0.4;0;0;0;0;0;0.29;0.29
531;"Rodrigo Abajas";"Valencia";1;68;0;0;0;0.03;0.03;0;0.08;0.05;0.04;0.04;0;0.04;0.04;0.11;0.07
532;"Marc Bernal";"Barcelona";3;256;0;0;0;0.06;0.06;0.01;1.51;1.45;0.02;0.02;0;0.02;0.02;0.53;0.51
533;"Sergi Domínguez";"Barcelona";3;177;0;0;0;0;0;0;2.08;2.08;0;0;0;0;0;1.06;1.06
534;"Pelayo Fernández";"Rayo Vallecano";2;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;"Etienne Eto&#039;o Pineda";"Rayo Vallecano";2;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;"Marc Domenech";"Mallorca";10;297;0;0;0;0.74;0.74;0.22;1.13;0.71;0.23;0.23;0.07;0.29;0.29;0.34;0.22
537;"Stanko Juric";"Real Valladolid";26;1757;0;0;0;0.39;0.39;0.53;5.14;4.92;0.02;0.02;0.03;0.05;0.05;0.26;0.25
538;"Víctor Meseguer";"Real Valladolid";14;376;0;0;0;0.43;0.43;0.03;1.29;0.92;0.1;0.1;0.01;0.11;0.11;0.31;0.22
539;"Arnau Rafús";"Real Valladolid";1;90;0;0;0;0;0;0;0.09;0.09;0;0;0;0;0;0.09;0.09
540;"Raúl Chasco";"Real Valladolid";2;127;0;0;0;0;0;0.04;0.04;0;0;0;0.03;0.03;0.03;0.03;0
541;"Antoniu Roca";"Espanyol";26;1023;0;0;1;1.06;1.06;1.2;3.35;1.11;0.09;0.09;0.11;0.2;0.2;0.3;0.1
542;"Rafael Bauza";"Espanyol";5;183;0;0;0;0.08;0.08;0;0.18;0.1;0.04;0.04;0;0.04;0.04;0.09;0.05
543;"Arnau Solà";"Villarreal";1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
544;"Pau Navarro";"Villarreal";17;902;0;0;0;0.02;0.02;0.01;3.67;3.65;0;0;0;0;0;0.37;0.36
545;"Luiz Júnior";"Villarreal";17;1455;0;0;0;0;0;0;4.76;4.76;0;0;0;0;0;0.29;0.29
546;"Jan Salas";"Mallorca";4;32;0;0;0;0.06;0.06;0;0.07;0.01;0.17;0.17;0;0.17;0.17;0.21;0.03
547;"Iker Córdoba";"Valencia";2;7;0;0;0;0;0;0.05;0.05;0;0;0;0.7;0.7;0.7;0.7;0
548;"Santiago Mouriño";"Alaves";25;1827;0;0;1;1.01;1.01;0.95;2.94;2.23;0.05;0.05;0.05;0.1;0.1;0.14;0.11
549;"Naci Ünüvar";"Espanyol";2;13;0;0;0;0.02;0.02;0.02;0.07;0.02;0.14;0.14;0.17;0.31;0.31;0.45;0.14
550;"Daniel Requena";"Villarreal";1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;"Chema Andres";"Real Madrid";2;4;0;0;0;0;0;0;0.07;0.07;0;0;0;0;0;1.66;1.66
552;"Juma Bah";"Real Valladolid";12;862;0;0;0;0.18;0.18;0.02;1.39;1.39;0.02;0.02;0;0.02;0.02;0.14;0.14
553;"Abdoulaye Keita";"Getafe";3;92;0;0;0;0.06;0.06;0;0.1;0.04;0.05;0.05;0;0.05;0.05;0.1;0.04
554;"David Argüelles";"Getafe";1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;"Mateo Flores";"Real Betis";6;137;0;0;0;0;0;0;0.24;0.24;0;0;0;0;0;0.16;0.16
556;"Peio Canales";"Athletic Club";8;247;0;0;0;0.2;0.2;0.49;0.78;0.54;0.07;0.07;0.18;0.25;0.25;0.28;0.2
557;"Mateo Mejia";"Sevilla";1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;"Kim Min-Su";"Girona";3;19;0;0;0;0;0;0;0.05;0.05;0;0;0;0;0;0.23;0.23
559;"Papa Dame Ba";"Girona";1;48;0;0;0;0.07;0.07;0;0.1;0.03;0.14;0.14;0;0.14;0.14;0.19;0.06
560;"Ferrán Ruiz";"Girona";1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;"Israel Domínguez";"Sevilla";1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;"Raúl";"Real Madrid";23;1675;0;0;1;0.07;0.07;0.76;12.43;12.03;0;0;0.04;0.04;0.04;0.67;0.65
563;"Lorenzo Aguado";"Real Madrid";2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;"Daniel Yáñez";"Real Madrid";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;"Adrián Arnu";"Real Valladolid";5;35;0;0;0;0.48;0.48;0;0.49;0.01;1.24;1.24;0;1.24;1.24;1.26;0.02
566;"Álvaro Pascual";"Sevilla";1;43;0;0;0;0;0;0;0.03;0.03;0;0;0;0;0;0.07;0.07
567;"Víctor Muñoz";"Real Madrid";2;27;0;0;0;0.34;0.34;0;1.26;0.92;1.12;1.12;0;1.12;1.12;4.2;3.08
568;"Thiago Ojeda";"Villarreal";1;2;0;0;0;0.02;0.02;0;0.51;0.51;0.7;0.7;0;0.7;0.7;23.01;23.01
569;"Facundo Garcés";"Alaves";10;670;0;0;0;0.11;0.11;0.76;0.18;0.05;0.02;0.02;0.1;0.12;0.12;0.02;0.01
570;"Ismael Bekhoucha";"Getafe";5;51;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0.18;0.18
571;"Sergio Viera";"Las Palmas";2;92;0;0;0;0.02;0.02;0;0.02;0.02;0.02;0.02;0;0.02;0.02;0.02;0.02
572;"Ángel Ortiz";"Real Betis";5;352;0;0;1;0.05;0.05;0.37;1.06;0.65;0.01;0.01;0.09;0.11;0.11;0.27;0.17
573;"Sergio Arribas";"Real Betis";1;90;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0.1;0.1
574;"Pablo García";"Real Betis";3;29;0;0;0;0;0;0;0.08;0.08;0;0;0;0;0;0.26;0.26
575;"Leandro Antonetti";"Sevilla";2;17;0;0;0;0.28;0.28;0.03;0.31;0;1.48;1.48;0.14;1.62;1.62;1.62;0
576;"Tamás Nikitscher";"Real Valladolid";13;853;0;0;0;0.02;0.02;0.03;3.28;3.25;0;0;0;0.01;0.01;0.35;0.34
577;"Vladyslav Krapyvtsov";"Girona";2;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;"Endika Bujan";"Athletic Club";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;"Iván Jaime";"Valencia";9;277;0;0;0;0.44;0.44;0.39;1.74;1.15;0.14;0.14;0.13;0.27;0.27;0.57;0.37
580;"Borna Barisic";"Leganes";1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
581;"Duk";"Leganes";10;149;0;0;0;0.03;0.03;0.55;0.55;0;0.02;0.02;0.33;0.35;0.35;0.33;0
582;"Luken Beitia";"Real Sociedad";1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;"Diego Martín";"Las Palmas";2;30;0;0;0;0.02;0.02;0;0.02;0;0.05;0.05;0;0.05;0.05;0.05;0
584;"Roger Hinojo";"Espanyol";1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;"Daniel Díaz";"Real Sociedad";1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;"Iago Parente";"Real Valladolid";1;73;0;0;0;0;0;0.02;0.22;0.2;0;0;0.03;0.03;0.03;0.27;0.24
587;"Ibrahim Alani";"Real Valladolid";3;154;0;0;0;0.02;0.02;0;0.52;0.5;0.01;0.01;0;0.01;0.01;0.3;0.29
588;"Xavi Moreno";"Real Valladolid";1;49;0;0;0;0;0;0;0.14;0.14;0;0;0;0;0;0.26;0.26
589;"Arturo Rodríguez";"Las Palmas";1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
590;"José Carlos González";"Las Palmas";1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
