"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
1;"Kylian Mbappe-Lottin";"Real Madrid";34;2938;31;24;3;30.14;23.45;9.39;38.31;11.08;0.92;0.72;0.29;1.21;1.01;1.17;0.34
2;"Robert Lewandowski";"Barcelona";34;2716;27;24;2;29.41;26.44;2.48;29.24;6.66;0.97;0.88;0.08;1.06;0.96;0.97;0.22
3;"Ante Budimir";"Osasuna";38;3008;21;13;4;20.67;14.72;1.88;15;1.53;0.62;0.44;0.06;0.67;0.5;0.45;0.05
4;"Alexander Sørloth";"Atletico Madrid";35;1525;20;19;2;20.45;19.71;1.3;21.54;2.15;1.21;1.16;0.08;1.28;1.24;1.27;0.13
5;"Ayoze Pérez";"Villarreal";30;1987;19;19;2;15.23;15.23;3.13;19.89;3.78;0.69;0.69;0.14;0.83;0.83;0.9;0.17
6;"Raphinha";"Barcelona";36;2862;18;16;10;19.27;17.78;13.53;39.28;13.65;0.61;0.56;0.43;1.03;0.98;1.24;0.43
7;"Julián Álvarez";"Atletico Madrid";37;2543;17;13;4;14.16;11.19;6.46;25.16;9.43;0.5;0.4;0.23;0.73;0.62;0.89;0.33
8;"Oihan Sancet";"Athletic Club";29;1645;15;12;1;10.46;8.23;1.86;12.25;4.23;0.57;0.45;0.1;0.67;0.55;0.67;0.23
9;"Kike García";"Alaves";35;2571;13;10;0;10.71;8.48;0.76;9.77;2.1;0.38;0.3;0.03;0.4;0.32;0.34;0.07
10;"Javi Puado";"Espanyol";35;3023;12;7;4;11.95;8.23;2.97;13.29;3.44;0.36;0.25;0.09;0.44;0.33;0.4;0.1
11;"Cristhian Stuani";"Girona";32;998;11;8;2;8.71;6.48;0.43;5.8;0.63;0.79;0.58;0.04;0.82;0.62;0.52;0.06
12;"Borja Iglesias";"Celta Vigo";37;1968;11;11;3;11.55;11.55;3.18;16.7;3.17;0.53;0.53;0.15;0.67;0.67;0.76;0.14
13;"Dodi Lukebakio";"Sevilla";38;3117;11;10;2;9.24;8.5;5.39;14.77;3.35;0.27;0.25;0.16;0.42;0.4;0.43;0.1
14;"Hugo Duro";"Valencia";31;2180;11;10;2;10.97;10.23;1.45;10.65;0.98;0.45;0.42;0.06;0.51;0.48;0.44;0.04
15;"Vinícius Júnior";"Real Madrid";30;2267;11;9;8;12.78;10.55;8.64;23.5;7.63;0.51;0.42;0.34;0.85;0.76;0.93;0.3
16;"Thierno Barry";"Villarreal";35;2322;11;10;4;15.06;14.32;3.67;19.07;4.02;0.58;0.55;0.14;0.73;0.7;0.74;0.16
17;"Iago Aspas";"Celta Vigo";30;1751;10;5;5;8.27;3.81;4.82;11.49;5.21;0.43;0.2;0.25;0.67;0.44;0.59;0.27
18;"Mauro Arambarri";"Getafe";35;2670;10;7;0;9.48;7.25;0.65;9.03;3.09;0.32;0.24;0.02;0.34;0.27;0.3;0.1
19;"Ferrán Torres";"Barcelona";27;1093;10;10;6;9.68;9.68;3.56;14.06;2.26;0.8;0.8;0.29;1.09;1.09;1.16;0.19
20;"Dani Olmo";"Barcelona";25;1221;10;8;4;6.64;5.15;3.85;17.13;9.94;0.49;0.38;0.28;0.77;0.66;1.26;0.73
21;"Fabio Silva";"Las Palmas";24;1902;10;8;3;9.28;7.05;2.49;9.96;2.49;0.44;0.33;0.12;0.56;0.45;0.47;0.12
22;"Mikel Oyarzabal";"Real Sociedad";35;2291;9;5;3;10.3;7.32;2.9;14.11;4.84;0.4;0.29;0.11;0.52;0.4;0.55;0.19
23;"Isco";"Real Betis";22;1565;9;4;8;8.83;4.37;5.05;11.56;5.61;0.51;0.25;0.29;0.8;0.54;0.67;0.32
24;"Sandro Ramírez";"Las Palmas";31;2086;9;8;3;4.3;3.56;3.5;7.44;2.22;0.19;0.15;0.15;0.34;0.3;0.32;0.1
25;"Jude Bellingham";"Real Madrid";31;2510;9;8;8;13.08;11.6;4.31;24.68;15.26;0.47;0.42;0.15;0.62;0.57;0.89;0.55
26;"Lamine Yamal";"Barcelona";35;2879;9;9;13;11.59;11.59;14.47;38.31;18;0.36;0.36;0.45;0.81;0.81;1.2;0.56
27;"Antoine Griezmann";"Atletico Madrid";38;2514;8;7;7;8.41;6.93;8.12;19.79;9.18;0.3;0.25;0.29;0.59;0.54;0.71;0.33
28;"Raba";"Leganes";29;1925;8;4;6;7.21;3.49;6.13;9.66;2.53;0.34;0.16;0.29;0.62;0.45;0.45;0.12
29;"Giovani Lo Celso";"Real Betis";25;1437;8;6;3;4.73;2.5;4.67;9.41;4.95;0.3;0.16;0.29;0.59;0.45;0.59;0.31
30;"Diego López";"Valencia";38;2839;8;8;5;6.93;6.93;5.98;16.82;6.18;0.22;0.22;0.19;0.41;0.41;0.53;0.2
31;"Gorka Guruzeta";"Athletic Club";36;1856;7;7;2;6.79;6.79;1.45;9.19;2.06;0.33;0.33;0.07;0.4;0.4;0.45;0.1
32;"Álex Baena";"Villarreal";32;2639;7;7;9;7.2;6.45;12.61;23.5;10.71;0.25;0.22;0.43;0.68;0.65;0.8;0.37
33;"Vedat Muriqi";"Mallorca";29;2081;7;5;2;10.99;8.76;2.7;10.1;1.42;0.48;0.38;0.12;0.59;0.5;0.44;0.06
34;"Cyle Larin";"Mallorca";32;1781;7;6;2;7.24;6.5;1.58;6.71;1.31;0.37;0.33;0.08;0.45;0.41;0.34;0.07
35;"Iñaki Williams";"Athletic Club";35;2659;6;6;8;10.16;10.16;8.79;21.11;8.16;0.34;0.34;0.3;0.64;0.64;0.71;0.28
36;"Alex Berenguer";"Athletic Club";36;2381;6;6;7;7.48;6.74;6.05;15.58;6.67;0.28;0.25;0.23;0.51;0.48;0.59;0.25
37;"Federico Valverde";"Real Madrid";36;3035;6;6;4;2.51;2.51;4.41;28.01;23.32;0.07;0.07;0.13;0.21;0.21;0.83;0.69
38;"Rodrygo";"Real Madrid";30;1965;6;6;5;4.72;4.72;4;17.57;11.51;0.22;0.22;0.18;0.4;0.4;0.8;0.53
39;"Jorge De Frutos";"Rayo Vallecano";36;2573;6;6;3;7.01;7.01;4.13;13.92;4.14;0.25;0.25;0.14;0.39;0.39;0.49;0.14
40;"Fermín López";"Barcelona";28;1224;6;6;5;4.76;4.76;4.71;15.65;7.85;0.35;0.35;0.35;0.7;0.7;1.15;0.58
41;"Alberto Moleiro";"Las Palmas";35;2765;6;6;1;5.75;5.75;3.68;12.83;5.83;0.19;0.19;0.12;0.31;0.31;0.42;0.19
42;"Roberto Fernández";"Espanyol";19;1537;6;6;0;3.25;3.25;0.89;5.28;1.4;0.19;0.19;0.05;0.24;0.24;0.31;0.08
43;"Umar Sadiq";"Real Sociedad,Valencia";23;1040;5;5;0;4.48;4.48;0.89;5.73;1.37;0.39;0.39;0.08;0.47;0.47;0.5;0.12
44;"Joan Jordán";"Alaves";25;1397;5;2;2;4.28;1.31;2.17;4.52;3.42;0.28;0.08;0.14;0.42;0.22;0.29;0.22
45;"Rubén García";"Osasuna";36;2481;5;5;5;2.82;2.82;5.07;8.15;3.84;0.1;0.1;0.18;0.29;0.29;0.3;0.14
46;"Borja Mayoral";"Getafe";24;1064;5;4;1;4.1;3.35;1.32;5.96;1.84;0.35;0.28;0.11;0.46;0.39;0.5;0.16
47;"Mamadou Sylla";"Real Valladolid";29;1569;5;1;1;4.97;2;0.96;3.72;1.24;0.29;0.11;0.06;0.34;0.17;0.21;0.07
48;"Juan Cruz";"Leganes";34;2292;5;5;4;2.75;2.75;4.15;7.97;2.57;0.11;0.11;0.16;0.27;0.27;0.31;0.1
49;"Juan Camilo Hernández";"Real Betis";15;1172;5;5;1;4.77;4.77;1.61;8.1;2.44;0.37;0.37;0.12;0.49;0.49;0.62;0.19
50;"Takefusa Kubo";"Real Sociedad";36;2392;5;5;0;4.22;4.22;5.49;14.76;6.53;0.16;0.16;0.21;0.37;0.37;0.56;0.25
51;"Aimar Oroz";"Osasuna";37;3027;5;4;4;4.51;3.76;4.08;14.31;9.08;0.13;0.11;0.12;0.26;0.23;0.43;0.27
52;"Nico Williams";"Athletic Club";29;1994;5;5;5;4.6;4.6;4.17;13.33;6.34;0.21;0.21;0.19;0.4;0.4;0.6;0.29
53;"Alfon";"Celta Vigo";26;1382;5;5;2;4.9;4.9;3.2;10.4;3.85;0.32;0.32;0.21;0.53;0.53;0.68;0.25
54;"Antony";"Real Betis";17;1372;5;5;2;2.78;2.78;4.68;9.91;5.05;0.18;0.18;0.31;0.49;0.49;0.65;0.33
55;"Carlos Vicente";"Alaves";37;3114;5;4;5;3.14;2.4;6.42;8.25;2.71;0.09;0.07;0.19;0.28;0.25;0.24;0.08
56;"Munir";"Leganes";25;844;4;4;0;1.43;1.43;0.71;3.3;1.63;0.15;0.15;0.08;0.23;0.23;0.35;0.17
57;"Ángel Correa";"Atletico Madrid";31;721;4;4;1;5.4;5.4;2.08;10.37;3.89;0.67;0.67;0.26;0.93;0.93;1.29;0.49
58;"Leandro Cabrera";"Espanyol";33;2878;4;4;2;1.61;1.61;0.93;5.69;4.9;0.05;0.05;0.03;0.08;0.08;0.18;0.15
59;"Antonio Martínez";"Alaves";28;965;4;4;0;3.82;3.82;0.68;4.94;1.52;0.36;0.36;0.06;0.42;0.42;0.46;0.14
60;"Brahim Diaz";"Real Madrid";31;1368;4;4;2;6.34;6.34;3.3;17.93;10.25;0.42;0.42;0.22;0.63;0.63;1.18;0.67
61;"Dani Vivian";"Athletic Club";32;2590;4;4;0;2.3;2.3;0.67;10.33;9.05;0.08;0.08;0.02;0.1;0.1;0.36;0.31
62;"Santiago Comesaña";"Villarreal";35;2597;4;4;2;4.79;4.79;2.94;16.32;12.05;0.17;0.17;0.1;0.27;0.27;0.57;0.42
63;"Álvaro García";"Rayo Vallecano";36;2581;4;4;5;7.54;7.54;5.74;16.06;4.64;0.26;0.26;0.2;0.46;0.46;0.56;0.16
64;"Yangel Herrera";"Girona";29;2293;4;4;3;4.83;4.83;2.41;8.74;4.21;0.19;0.19;0.09;0.28;0.28;0.34;0.17
65;"Abel Ruiz";"Girona";23;1383;4;3;0;4.9;3.41;0.44;4.87;1.38;0.32;0.22;0.03;0.35;0.25;0.32;0.09
66;"Dani Rodríguez";"Mallorca";37;2207;4;4;7;3.41;3.41;4.18;6.87;3.31;0.14;0.14;0.17;0.31;0.31;0.28;0.13
67;"Luis Rioja";"Alaves,Valencia";37;2898;4;2;3;3.95;2.47;4.48;9.85;5.42;0.12;0.08;0.14;0.26;0.22;0.31;0.17
68;"Raul García";"Osasuna";32;673;4;4;0;3.33;3.33;0.69;3.98;0.3;0.45;0.45;0.09;0.54;0.54;0.53;0.04
69;"Arnaut Danjuma Groeneveld";"Girona,Villarreal";28;1562;4;4;0;4.42;4.42;2.28;6.55;1.86;0.25;0.25;0.13;0.39;0.39;0.38;0.11
70;"Juanlu Sanchez";"Sevilla";32;1740;4;4;4;2.92;2.92;2.71;9.5;5.51;0.15;0.15;0.14;0.29;0.29;0.49;0.28
71;"Raul Moro";"Real Valladolid";33;2352;4;4;5;4.52;4.52;5.58;10.96;3.58;0.17;0.17;0.21;0.39;0.39;0.42;0.14
72;"Pape Alassane Gueye";"Villarreal";34;2246;4;4;0;3.89;3.89;1.54;10.8;6.8;0.16;0.16;0.06;0.22;0.22;0.43;0.27
73;"Pedri";"Barcelona";37;2941;4;4;5;2.51;2.51;7.81;31.43;23.62;0.08;0.08;0.24;0.32;0.32;0.96;0.72
74;"Óscar Mingueza";"Celta Vigo";34;2761;4;4;6;2.16;2.16;5.68;19.63;15.25;0.07;0.07;0.19;0.26;0.26;0.64;0.5
75;"Yeremi Pino";"Villarreal";34;1984;4;4;7;3.98;3.98;5.79;14.71;6.19;0.18;0.18;0.26;0.44;0.44;0.67;0.28
76;"Isi Palazón";"Rayo Vallecano";35;2166;4;4;4;5.38;5.38;4.51;10.83;5.45;0.22;0.22;0.19;0.41;0.41;0.45;0.23
77;"Pathé Ciss";"Rayo Vallecano";33;2166;4;4;1;2.56;2.56;1.44;8.7;7.05;0.11;0.11;0.06;0.17;0.17;0.36;0.29
78;"Hugo Álvarez";"Celta Vigo";26;1572;4;4;3;2.69;2.69;1.6;10.97;7.38;0.15;0.15;0.09;0.25;0.25;0.63;0.42
79;"Williot Swedberg";"Celta Vigo";32;1329;4;4;5;5.42;5.42;2.35;9.57;3.78;0.37;0.37;0.16;0.53;0.53;0.65;0.26
80;"Ramón Terrats";"Getafe,Villarreal";26;1356;4;4;1;2.91;2.91;3.27;8.12;3.24;0.19;0.19;0.22;0.41;0.41;0.54;0.21
81;"Pablo Durán";"Celta Vigo";27;1393;4;4;4;3.1;3.1;3.18;6.57;1.73;0.2;0.2;0.21;0.41;0.41;0.42;0.11
82;"Vitor Roque";"Real Betis";22;1252;4;4;0;6.07;6.07;1.75;8.75;1.53;0.44;0.44;0.13;0.56;0.56;0.63;0.11
83;"Isaac Romero";"Sevilla";31;2200;4;4;2;8.18;7.43;2.59;10.55;1.73;0.33;0.3;0.11;0.44;0.41;0.43;0.07
84;"Christantus Uche";"Getafe";33;2542;4;4;6;3.54;3.54;4.28;10.61;4.32;0.13;0.13;0.15;0.28;0.28;0.38;0.15
85;"Rodrigo de Paul";"Atletico Madrid";34;2137;3;3;5;1.47;1.47;5.93;17.43;13.48;0.06;0.06;0.25;0.31;0.31;0.73;0.57
86;"Marcos Alonso";"Celta Vigo";31;2660;3;0;0;4.14;1.91;1.85;12.61;11.55;0.14;0.06;0.06;0.2;0.13;0.43;0.39
87;"Oliver McBurnie";"Las Palmas";34;1835;3;3;6;6.04;6.04;3.45;10.24;1.57;0.3;0.3;0.17;0.47;0.47;0.5;0.08
88;"Gerard Moreno";"Villarreal";17;698;3;0;2;3.9;1.67;3.86;6.94;3.76;0.5;0.22;0.5;1;0.71;0.89;0.48
89;"Daniel Parejo";"Villarreal";36;2279;3;2;3;2.64;1.16;1.28;12.42;11.5;0.1;0.05;0.05;0.15;0.1;0.49;0.45
90;"Unai López";"Rayo Vallecano";32;1740;3;3;1;1.56;1.56;0.91;6.35;4.65;0.08;0.08;0.05;0.13;0.13;0.33;0.24
91;"Pere Milla";"Espanyol";20;402;3;3;0;1.57;1.57;0.39;1.76;0.12;0.35;0.35;0.09;0.44;0.44;0.39;0.03
92;"Álex Muñoz";"Las Palmas";21;1443;3;3;0;1.15;1.15;0.53;5.86;4.92;0.07;0.07;0.03;0.1;0.1;0.37;0.31
93;"Jon Guridi";"Alaves";33;2149;3;2;1;4.34;3.6;1.14;5.95;2.39;0.18;0.15;0.05;0.23;0.2;0.25;0.1
94;"Nicolas Pepe";"Villarreal";28;1483;3;3;6;5.28;5.28;5.5;13.81;4.78;0.32;0.32;0.33;0.65;0.65;0.84;0.29
95;"Brais Méndez";"Real Sociedad";27;1552;3;3;2;4.05;4.05;2.27;6.52;1.48;0.23;0.23;0.13;0.37;0.37;0.38;0.09
96;"Marash Kumbulla";"Espanyol";35;2981;3;3;0;2.69;2.69;0.29;3.53;3.12;0.08;0.08;0.01;0.09;0.09;0.11;0.09
97;"Lucas Torró";"Osasuna";35;2983;3;3;0;2.67;2.67;0.98;6.21;5.21;0.08;0.08;0.03;0.11;0.11;0.19;0.16
98;"Bryan Gil Salvatierra";"Girona";25;1769;3;3;3;2.35;2.35;2.93;7.85;4.51;0.12;0.12;0.15;0.27;0.27;0.4;0.23
99;"Sergio Camello";"Rayo Vallecano";23;1150;3;3;2;3.94;3.94;2.31;6.91;1.97;0.31;0.31;0.18;0.49;0.49;0.54;0.15
100;"Carles Pérez";"Getafe";27;1438;3;3;0;3.45;3.45;1.21;5.97;1.64;0.22;0.22;0.08;0.29;0.29;0.37;0.1
101;"Martin Valjent";"Mallorca";31;2773;3;3;0;1;1;0.12;4.73;4.53;0.03;0.03;0;0.04;0.04;0.15;0.15
102;"Aitor Paredes";"Athletic Club";23;1828;3;3;0;2.49;2.49;0.06;6.07;6.01;0.12;0.12;0;0.13;0.13;0.3;0.3
103;"Conor Gallagher";"Atletico Madrid";32;1637;3;3;3;3;3;1.31;7.9;4.44;0.16;0.16;0.07;0.24;0.24;0.43;0.24
104;"Randy Nteka";"Rayo Vallecano";24;1151;3;3;0;3.34;3.34;0.76;5.23;1.25;0.26;0.26;0.06;0.32;0.32;0.41;0.1
105;"Jofre Carreras";"Espanyol";37;2217;3;3;3;3.2;3.2;2.5;6.17;1.39;0.13;0.13;0.1;0.23;0.23;0.25;0.06
106;"Javier Guerra";"Valencia";36;2642;3;3;3;2.31;2.31;3.46;11.51;7.85;0.08;0.08;0.12;0.2;0.2;0.39;0.27
107;"Kike Salas";"Sevilla";31;2238;3;3;2;2.17;2.17;0.75;7.31;6.53;0.09;0.09;0.03;0.12;0.12;0.29;0.26
108;"Juan Latasa";"Real Valladolid";28;1376;3;3;0;4.55;4.55;0.58;6.72;2.8;0.3;0.3;0.04;0.34;0.34;0.44;0.18
109;"Samuel Lino";"Atletico Madrid";31;1580;3;3;4;6.08;6.08;3.48;14.26;6.56;0.35;0.35;0.2;0.54;0.54;0.81;0.37
110;"Pablo Torre";"Barcelona";10;302;3;3;1;0.3;0.3;0.94;3.32;2.88;0.09;0.09;0.28;0.37;0.37;0.99;0.86
111;"Selim Amallah";"Real Valladolid";24;1405;3;2;1;2.62;1.88;1.33;3.97;1.91;0.17;0.12;0.08;0.25;0.21;0.25;0.12
112;"Tasos Douvikas";"Celta Vigo";20;690;3;3;1;5.1;5.1;0.23;6.26;0.93;0.67;0.67;0.03;0.7;0.7;0.82;0.12
113;"Javier Rodríguez";"Celta Vigo";36;2490;3;3;2;2.71;2.71;1.14;10.54;8.37;0.1;0.1;0.04;0.14;0.14;0.38;0.3
114;"Arda Güler";"Real Madrid";28;1252;3;3;4;4;4;6.17;12.56;5.05;0.29;0.29;0.44;0.73;0.73;0.9;0.36
115;"Johnny Cardoso";"Real Betis";28;2147;3;3;1;2.67;2.67;0.73;8.91;7.16;0.11;0.11;0.03;0.14;0.14;0.37;0.3
116;"Seydouba Cissé";"Leganes";34;2494;3;3;1;2.29;2.29;0.88;8.08;5.43;0.08;0.08;0.03;0.11;0.11;0.29;0.2
117;"Diego García";"Leganes";28;1171;3;3;0;4.4;4.4;0.26;4.55;0.91;0.34;0.34;0.02;0.36;0.36;0.35;0.07
118;"Pedro Díaz";"Rayo Vallecano";26;1199;3;3;0;2.71;1.96;2.28;7.33;4.71;0.2;0.15;0.17;0.37;0.32;0.55;0.35
119;"Yáser Asprilla";"Girona";27;1392;3;3;1;1.98;1.98;3.06;8.96;5.05;0.13;0.13;0.2;0.33;0.33;0.58;0.33
120;"Orri Óskarsson";"Real Sociedad";23;929;3;3;0;5.61;5.61;0.17;5.7;0.03;0.54;0.54;0.02;0.56;0.56;0.55;0
121;"Adnan Januzaj";"Las Palmas";18;563;2;2;1;0.99;0.99;1.17;2.85;1.27;0.16;0.16;0.19;0.35;0.35;0.45;0.2
122;"Diego Llorente";"Real Betis";30;2521;2;2;0;1.84;1.84;0.37;9.07;8.72;0.07;0.07;0.01;0.08;0.08;0.32;0.31
123;"Luka Modric";"Real Madrid";35;1774;2;2;6;1.62;1.62;7.9;19.56;15.65;0.08;0.08;0.4;0.48;0.48;0.99;0.79
124;"Cédric Bakambu";"Real Betis";25;661;2;2;2;3.76;3.76;0.84;6.53;2.59;0.51;0.51;0.11;0.63;0.63;0.89;0.35
125;"Pablo Fornals";"Real Betis";26;1876;2;2;0;1.94;1.94;3.07;13.26;9.02;0.09;0.09;0.15;0.24;0.24;0.64;0.43
126;"Marc Bartra";"Real Betis";25;2101;2;2;1;1.37;1.37;0.14;6.17;5.69;0.06;0.06;0.01;0.06;0.06;0.26;0.24
127;"Marcos Llorente";"Atletico Madrid";33;2515;2;2;4;0.68;0.68;3.79;14.1;11.85;0.02;0.02;0.14;0.16;0.16;0.5;0.42
128;"Pepelu";"Valencia";34;1691;2;0;1;1.95;0.47;2.57;5.42;5;0.1;0.02;0.14;0.24;0.16;0.29;0.27
129;"Raíllo";"Mallorca";36;3211;2;2;0;2.8;2.8;1.89;7.87;6.53;0.08;0.08;0.05;0.13;0.13;0.22;0.18
130;"Sergi Darder";"Mallorca";38;2811;2;2;6;1.89;1.89;4.96;10.42;7.29;0.06;0.06;0.16;0.22;0.22;0.33;0.23
131;"Djibril Sow";"Sevilla";30;2095;2;2;1;2.68;2.68;2.02;8.38;4.9;0.12;0.12;0.09;0.2;0.2;0.36;0.21
132;"Iván Sánchez";"Real Valladolid";32;1365;2;2;1;0.67;0.67;2.89;5.54;3.34;0.04;0.04;0.19;0.23;0.23;0.37;0.22
133;"Clement Lenglet";"Atletico Madrid";23;1987;2;2;1;2.2;2.2;0.95;11.54;11.48;0.1;0.1;0.04;0.14;0.14;0.52;0.52
134;"Florian Lejeune";"Rayo Vallecano";37;3329;2;2;3;3.58;3.58;1.93;12.01;11.12;0.1;0.1;0.05;0.15;0.15;0.32;0.3
135;"Marc Roca";"Real Betis";14;912;2;2;2;1.11;1.11;1.5;5.12;4;0.11;0.11;0.15;0.26;0.26;0.51;0.39
136;"Mouctar Diakhaby";"Valencia";13;641;2;2;0;1.32;1.32;0.02;1.53;0.91;0.19;0.19;0;0.19;0.19;0.21;0.13
137;"Takuma Asano";"Mallorca";21;1071;2;2;1;2.96;2.96;0.93;6.21;2.56;0.25;0.25;0.08;0.33;0.33;0.52;0.21
138;"Jules Koundé";"Barcelona";32;2606;2;2;3;2.74;2.74;4.13;24.1;20.27;0.09;0.09;0.14;0.24;0.24;0.83;0.7
139;"Romain Perraud";"Real Betis";28;2005;2;2;2;0.6;0.6;1.94;6.98;5.43;0.03;0.03;0.09;0.11;0.11;0.31;0.24
140;"Sergio Gómez";"Real Sociedad";37;2745;2;2;5;1.88;1.88;8.35;11.61;6.64;0.06;0.06;0.27;0.34;0.34;0.38;0.22
141;"Anuar Mohamed";"Real Valladolid";26;1748;2;2;0;2.26;2.26;1.19;6.02;2.98;0.12;0.12;0.06;0.18;0.18;0.31;0.15
142;"Fran Beltrán";"Celta Vigo";34;2443;2;2;1;0.9;0.9;2.11;12.2;10.05;0.03;0.03;0.08;0.11;0.11;0.45;0.37
143;"Ezequiel Ávila";"Real Betis";19;642;2;2;0;1.83;1.83;1.35;2.97;1.45;0.26;0.26;0.19;0.45;0.45;0.42;0.2
144;"Javi Sánchez";"Real Valladolid";25;2050;2;2;0;0.52;0.52;0.48;4.5;4.43;0.02;0.02;0.02;0.04;0.04;0.2;0.19
145;"Valery Fernández";"Mallorca";18;260;2;2;0;1.16;1.16;0.03;0.94;0.04;0.4;0.4;0.01;0.41;0.41;0.33;0.01
146;"Andrei Ratiu";"Rayo Vallecano";35;3066;2;2;3;2.14;2.14;5.58;16.21;10.54;0.06;0.06;0.16;0.23;0.23;0.48;0.31
147;"Martín Zubimendi";"Real Sociedad";36;2966;2;2;1;3.92;3.92;1.21;13.17;9.92;0.12;0.12;0.04;0.16;0.16;0.4;0.3
148;"Frenkie de Jong";"Barcelona";26;1105;2;2;2;1.02;1.02;2.3;11.64;8.72;0.08;0.08;0.19;0.27;0.27;0.95;0.71
149;"Ruben Vargas";"Sevilla";11;693;2;2;1;2.79;2.79;1.03;2.93;0.35;0.36;0.36;0.13;0.5;0.5;0.38;0.05
150;"Sheraldo Becker";"Real Sociedad";22;996;2;2;1;1.88;1.88;1.79;4.54;1;0.17;0.17;0.16;0.33;0.33;0.41;0.09
151;"Abdón Prats";"Mallorca";24;400;2;1;0;2.74;2;0.13;1.72;0.16;0.62;0.45;0.03;0.65;0.48;0.39;0.04
152;"Eric Garcia";"Barcelona";29;1532;2;2;3;2.35;2.35;1.01;12.87;12.29;0.14;0.14;0.06;0.2;0.2;0.76;0.72
153;"Logan Costa";"Villarreal";32;2596;2;2;1;1;1;0.32;10.43;10.27;0.03;0.03;0.01;0.05;0.05;0.36;0.36
154;"Javi Hernández";"Leganes";31;2401;2;2;1;1.13;1.13;1.54;3.58;2.43;0.04;0.04;0.06;0.1;0.1;0.13;0.09
155;"Kike Pérez";"Real Valladolid";19;1225;2;2;0;2.24;2.24;1.38;4.43;2.38;0.16;0.16;0.1;0.27;0.27;0.33;0.17
156;"Chidera Ejuke";"Sevilla";25;917;2;2;1;0.95;0.95;1.6;3.65;1.85;0.09;0.09;0.16;0.25;0.25;0.36;0.18
157;"Dani Gómez";"Valencia";14;504;2;2;0;2.7;2.7;0.03;2.75;0.02;0.48;0.48;0.01;0.49;0.49;0.49;0
158;"Donny van de Beek";"Girona";26;1435;2;2;2;1.39;1.39;3.2;6.71;4.53;0.09;0.09;0.2;0.29;0.29;0.42;0.28
159;"Giuliano Simeone";"Atletico Madrid";33;1988;2;2;6;3;3;7.18;16.64;8.73;0.14;0.14;0.33;0.46;0.46;0.75;0.4
160;"Abdessamad Ezzalzouli";"Real Betis";32;2038;2;2;2;9.59;8.84;2.41;13.7;4.31;0.42;0.39;0.11;0.53;0.5;0.6;0.19
161;"Carlos Martín";"Alaves";26;1367;2;2;2;2.48;2.48;2.59;4.01;1.11;0.16;0.16;0.17;0.33;0.33;0.26;0.07
162;"César Tárrega";"Valencia";34;3029;2;2;0;2.28;2.28;0.11;6.56;6.53;0.07;0.07;0;0.07;0.07;0.19;0.19
163;"Nahuel Tenaglia";"Alaves";34;2930;2;2;1;2.74;2.74;1.93;5.45;3.43;0.08;0.08;0.06;0.14;0.14;0.17;0.11
164;"Arnau Martinez";"Girona";32;2631;2;2;2;2.59;2.59;1.92;10.23;8.1;0.09;0.09;0.07;0.15;0.15;0.35;0.28
165;"Pau Victor";"Barcelona";21;273;2;2;1;2.97;2.97;0.88;4.46;0.75;0.98;0.98;0.29;1.27;1.27;1.47;0.25
166;"Abdul Mumin";"Rayo Vallecano";24;2020;2;2;1;0.76;0.76;0.19;4.47;3.81;0.03;0.03;0.01;0.04;0.04;0.2;0.17
167;"Alvaro Rodríguez";"Getafe";22;831;2;2;0;1.3;1.3;0.64;2.53;0.9;0.14;0.14;0.07;0.21;0.21;0.27;0.1
168;"Viktor Tsygankov";"Girona";27;1947;2;2;5;2.96;2.96;4.15;8.77;4.72;0.14;0.14;0.19;0.33;0.33;0.41;0.22
169;"Carlos Romero";"Espanyol";34;2566;2;2;1;2.48;2.48;2.1;7.03;4.25;0.09;0.09;0.07;0.16;0.16;0.25;0.15
170;"Mikel Jauregizar";"Athletic Club";34;2244;2;2;1;1.04;1.04;1.6;10.45;8.64;0.04;0.04;0.06;0.11;0.11;0.42;0.35
171;"Ladislav Krejcí";"Girona";28;2436;2;2;0;1.68;1.68;0.33;5.48;5.13;0.06;0.06;0.01;0.07;0.07;0.2;0.19
172;"Manu Fuster";"Las Palmas";28;958;2;2;1;0.75;0.75;1.39;3.03;1.41;0.07;0.07;0.13;0.2;0.2;0.28;0.13
173;"Abel Bretones";"Osasuna";35;2061;2;2;0;0.45;0.45;1.11;4.34;3.05;0.02;0.02;0.05;0.07;0.07;0.19;0.13
174;"Sergio González";"Leganes";36;2966;2;2;0;1.96;1.96;0.58;2.74;2.68;0.06;0.06;0.02;0.08;0.08;0.08;0.08
175;"Enzo Boyomo";"Osasuna,Real Valladolid";37;3254;2;2;0;1.94;1.94;1.02;6.7;5.59;0.05;0.05;0.03;0.08;0.08;0.19;0.15
176;"Chuki";"Real Valladolid";18;720;2;2;0;2.61;2.61;1.4;4.21;0.87;0.33;0.33;0.18;0.5;0.5;0.53;0.11
177;"Bojan Miovski";"Girona";17;898;2;2;1;2.68;2.68;0.17;3.25;0.72;0.27;0.27;0.02;0.29;0.29;0.33;0.07
