Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League
73,Abdoulie Ceesay,gm GAM,FW,St Pauli,20,2004,7,0,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,73,gm GAM,FW,20,2004,0.7,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
21,Adam Aznou,ma MAR,DF,Bayern Munich,18,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,ma MAR,DF,18,2006,0.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
110,Adam Dźwigała,pl POL,DF,St Pauli,28,1995,16,2,373,4.1,0,0,0,0,0,0,2,1,0,0,0,0,0,110,pl POL,DF,28,1995,4.1,0,6,0,0,1.45,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
169,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,22,2002,27,22,"1,871",20.8,8,4,12,8,0,0,2,0,0.38,0.19,0.58,0.38,0.58,169,cz CZE,"FW,MF",22,2002,20.8,8,59,25,42.4,2.84,1.2,0.14,0.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
34,Adrian Beck,de GER,"MF,FW",Heidenheim,27,1997,32,18,"1,598",17.8,4,1,5,4,0,0,1,0,0.23,0.06,0.28,0.23,0.28,34,de GER,"MF,FW",27,1997,17.8,4,39,13,33.3,2.2,0.73,0.1,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
341,Alassane Pléa,fr FRA,MF,Gladbach,31,1993,30,24,"1,902",21.1,11,4,15,10,1,1,3,0,0.52,0.19,0.71,0.47,0.66,341,fr FRA,MF,31,1993,21.1,11,42,14,33.3,1.99,0.66,0.24,0.71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
128,Aleix García,es ESP,MF,Leverkusen,27,1997,28,17,"1,455",16.2,3,4,7,3,0,0,3,0,0.19,0.25,0.43,0.19,0.43,128,es ESP,MF,27,1997,16.2,3,15,5,33.3,0.93,0.31,0.2,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
331,Aleksandar Pavlovic,de GER,MF,Bayern Munich,20,2004,21,18,"1,451",16.1,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06,331,de GER,MF,20,2004,16.1,1,9,4,44.4,0.56,0.25,0.11,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,19,15,"1,263",14,7,2,9,7,0,0,3,0,0.5,0.14,0.64,0.5,0.64,46,se SWE,"FW,MF",25,1998,14,7,27,14,51.9,1.92,1,0.26,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
273,Alexander Meyer,de GER,GK,Dortmund,33,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,273,de GER,GK,33,1991,2,0,0,0,,0,0,,,0,0,16,de GER,GK,33,1991,2,2,180,2,4,2,11,7,63.6,1,0,1,0,0,0,0,0,0,,Bundesliga
308,Alexander Nübel,de GER,GK,Stuttgart,27,1996,34,34,"3,060",34,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,308,de GER,GK,27,1996,34,0,0,0,,0,0,,,0,0,22,de GER,GK,27,1996,34,34,"3,060",34,53,1.56,134,84,61.9,14,8,12,7,20.6,3,2,1,0,33.3,Bundesliga
344,Alexander Prass,at AUT,"MF,DF",Hoffenheim,23,2001,23,19,"1,566",17.4,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,344,at AUT,"MF,DF",23,2001,17.4,0,12,1,8.3,0.69,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
389,Alexander Schwolow,de GER,GK,Union Berlin,32,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,389,de GER,GK,32,1992,6,0,0,0,,0,0,,,0,0,29,de GER,GK,32,1992,6,6,540,6,13,2.17,27,15,55.6,2,0,4,0,0,1,1,0,0,0,Bundesliga
82,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,1998,28,25,"2,109",23.4,9,2,11,9,0,0,4,0,0.38,0.09,0.47,0.38,0.47,82,fr FRA,"MF,FW",26,1998,23.4,9,59,22,37.3,2.52,0.94,0.15,0.41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
22,Aliou Badara Baldé,gn GUI,FW,Bochum,21,2002,5,0,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,gn GUI,FW,21,2002,1,0,4,1,25,3.96,0.99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
213,Aljoscha Kemlein,de GER,MF,Union Berlin,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.1,0,0.1,0.1,0.1,213,de GER,MF,19,2004,10.2,1,11,3,27.3,1.07,0.29,0.09,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
202,Almugera Kabar,de GER,DF,Dortmund,18,2006,5,1,137,1.5,0,0,0,0,0,0,2,1,0,0,0,0,0,202,de GER,DF,18,2006,1.5,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
95,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,19,17,"1,560",17.3,1,2,3,1,0,0,0,0,0.06,0.12,0.17,0.06,0.17,95,ca CAN,DF,23,2000,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
161,Amadou Haidara,ml MLI,MF,RB Leipzig,26,1998,28,16,"1,320",14.7,0,1,1,0,0,0,7,0,0,0.07,0.07,0,0.07,161,ml MLI,MF,26,1998,14.7,0,18,2,11.1,1.23,0.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
92,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,92,be BEL,DF,22,2002,4.8,0,1,0,0,0.21,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
3,Amine Adli,ma MAR,"MF,FW",Leverkusen,24,2000,20,6,766,8.5,2,0,2,2,0,0,3,0,0.23,0,0.23,0.23,0.23,3,ma MAR,"MF,FW",24,2000,8.5,2,20,7,35,2.35,0.82,0.1,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
339,Amos Pieper,de GER,DF,Werder Bremen,26,1998,23,16,"1,498",16.6,0,0,0,0,0,0,3,0,0,0,0,0,0,339,de GER,DF,26,1998,16.6,0,7,1,14.3,0.42,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
8,Andreas Albers,dk DEN,"FW,MF",St Pauli,34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0,1.45,1.45,1.45,8,dk DEN,"FW,MF",34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
162,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,27,1997,22,12,"1,284",14.3,1,1,2,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,162,no NOR,DF,27,1997,14.3,1,12,2,16.7,0.84,0.14,0.08,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
406,Andreas Skov Olsen,dk DEN,"MF,FW",Wolfsburg,24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,406,dk DEN,"MF,FW",24,1999,5.9,1,7,1,14.3,1.18,0.17,0.14,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
185,Andrej Ilic,rs SRB,FW,Union Berlin,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,0.67,0,0.67,0.58,0.58,185,rs SRB,FW,24,2000,10.4,7,27,11,40.7,2.59,1.06,0.22,0.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
231,Andrej Kramarić,hr CRO,MF,Hoffenheim,33,1991,32,32,"2,767",30.7,11,8,19,8,3,3,4,0,0.36,0.26,0.62,0.26,0.52,231,hr CRO,MF,33,1991,30.7,11,69,26,37.7,2.24,0.85,0.12,0.31,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
380,András Schäfer,hu HUN,MF,Union Berlin,25,1999,26,17,"1,534",17,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,380,hu HUN,MF,25,1999,17,1,12,1,8.3,0.7,0.06,0.08,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
397,André Silva,pt POR,FW,RB Leipzig,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,0.68,1.36,2.05,0,1.36,397,pt POR,FW,28,1995,1.5,1,8,3,37.5,5.45,2.05,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
396,André Silva,pt POR,FW,Werder Bremen,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,0.24,0,0.24,0,0,396,pt POR,FW,28,1995,4.2,1,14,7,50,3.36,1.68,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
211,Andu Kelati,de GER,MF,Holstein Kiel,21,2002,8,2,288,3.2,1,1,2,1,0,0,2,1,0.31,0.31,0.62,0.31,0.62,211,de GER,MF,21,2002,3.2,1,6,3,50,1.87,0.94,0.17,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
417,Angelo Stiller,de GER,MF,Stuttgart,23,2001,32,31,"2,741",30.5,1,8,9,1,0,0,6,0,0.03,0.26,0.3,0.03,0.3,417,de GER,MF,23,2001,30.5,1,21,4,19,0.69,0.13,0.05,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
78,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,78,jp JPN,DF,20,2004,8.2,0,5,0,0,0.61,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
219,Ansgar Knauff,de GER,MF,Eintracht Frankfurt,22,2002,30,18,"1,597",17.7,4,5,9,4,0,0,3,0,0.23,0.28,0.51,0.23,0.51,219,de GER,MF,22,2002,17.7,4,30,12,40,1.69,0.68,0.13,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
69,Anthony Caci,fr FRA,MF,Mainz 05,27,1997,33,33,"2,684",29.8,1,7,8,1,0,0,6,0,0.03,0.23,0.27,0.03,0.27,69,fr FRA,MF,27,1997,29.8,1,32,12,37.5,1.07,0.4,0.03,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
198,Anthony Jung,de GER,DF,Werder Bremen,32,1991,28,20,"1,898",21.1,0,0,0,0,0,0,1,0,0,0,0,0,0,198,de GER,DF,32,1991,21.1,0,1,0,0,0.05,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
248,Anthony Losilla,fr FRA,MF,Bochum,38,1986,21,13,"1,137",12.6,0,0,0,0,0,0,1,0,0,0,0,0,0,248,fr FRA,MF,38,1986,12.6,0,5,0,0,0.4,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
364,Anthony Rouault,fr FRA,DF,Stuttgart,23,2001,18,14,"1,212",13.5,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,364,fr FRA,DF,23,2001,13.5,1,5,1,20,0.37,0.07,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
410,Anton Stach,de GER,"MF,DF",Hoffenheim,25,1998,30,29,"2,585",28.7,1,2,3,1,0,0,8,0,0.03,0.07,0.1,0.03,0.1,410,de GER,"MF,DF",25,1998,28.7,1,35,10,28.6,1.22,0.35,0.03,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
309,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,19,2005,25,16,"1,558",17.3,3,3,6,3,0,0,0,0,0.17,0.17,0.35,0.17,0.35,309,no NOR,"MF,DF",19,2005,17.3,3,24,7,29.2,1.39,0.4,0.13,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
184,Arijon Ibrahimović,de GER,MF,Bayern Munich,18,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,de GER,MF,18,2005,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
136,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,31,23,"1,895",21.1,5,1,6,5,0,0,5,0,0.24,0.05,0.28,0.24,0.28,136,ba BIH,MF,22,2002,21.1,5,26,11,42.3,1.23,0.52,0.19,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
393,Armindo Sieb,de GER,"MF,FW",Mainz 05,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47,393,de GER,"MF,FW",21,2003,8.5,2,29,7,24.1,3.43,0.83,0.07,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
307,Arnaud Nordin,fr FRA,"FW,MF",Mainz 05,26,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,307,fr FRA,"FW,MF",26,1998,0.9,0,1,0,0,1.13,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
116,Arne Engels,be BEL,FW,Augsburg,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,116,be BEL,FW,20,2003,0.9,0,3,1,33.3,3.42,1.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
253,Arne Maier,de GER,MF,Augsburg,25,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,0,0,0,0,0,253,de GER,MF,25,1999,10.4,0,18,6,33.3,1.73,0.58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
18,Arthur,br BRA,"MF,DF",Leverkusen,21,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0,0.12,0.12,0,0.12,18,br BRA,"MF,DF",21,2003,8.4,0,1,0,0,0.12,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
79,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,26,24,"2,185",24.3,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04,79,br BRA,DF,23,2001,24.3,1,11,2,18.2,0.45,0.08,0.09,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
428,Arthur Theate,be BEL,DF,Eintracht Frankfurt,24,2000,31,31,"2,704",30,0,0,0,0,0,0,6,1,0,0,0,0,0,428,be BEL,DF,24,2000,30,0,36,9,25,1.2,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
457,Arthur Vermeeren,be BEL,MF,RB Leipzig,19,2005,28,18,"1,572",17.5,0,2,2,0,0,0,7,0,0,0.11,0.11,0,0.11,457,be BEL,MF,19,2005,17.5,0,4,1,25,0.23,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
323,Assan Ouedraogo,de GER,MF,RB Leipzig,18,2006,3,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,323,de GER,MF,18,2006,0.6,0,1,0,0,1.8,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
463,Aster Vranckx,be BEL,MF,Wolfsburg,21,2002,14,6,556,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,463,be BEL,MF,21,2002,6.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
208,Atakan Karazor,tr TUR,MF,Stuttgart,27,1996,32,31,"2,618",29.1,2,4,6,2,0,0,10,1,0.07,0.14,0.21,0.07,0.21,208,tr TUR,MF,27,1996,29.1,2,14,7,50,0.48,0.24,0.14,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
11,Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,ch SUI,DF,21,2003,1.1,0,1,0,0,0.94,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
20,Ayman Azhil,ma MAR,MF,Dortmund,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,20,ma MAR,MF,23,2001,0.3,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,ma MAR,MF,26,1998,0.8,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
436,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,18,2006,13,7,609,6.8,0,3,3,0,0,0,1,0,0,0.44,0.44,0,0.44,436,ci CIV,"MF,FW",18,2006,6.8,0,19,5,26.3,2.81,0.74,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
9,Ben Alexander Voll,de GER,GK,St Pauli,23,2000,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,de GER,GK,23,2000,1,0,0,0,,0,0,,,0,0,1,de GER,GK,23,2000,2,1,91,1,2,1.98,6,4,66.7,0,1,0,0,0,0,0,0,0,,Bundesliga
93,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,21,16,"1,304",14.5,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,93,hu HUN,MF,18,2006,14.5,1,11,1,9.1,0.76,0.07,0.09,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
174,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,23,2001,34,30,"2,540",28.2,9,1,10,9,0,0,3,0,0.32,0.04,0.35,0.32,0.35,174,de GER,"FW,MF",23,2001,28.2,9,77,24,31.2,2.73,0.85,0.12,0.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
137,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,32,32,"2,671",29.7,0,0,0,0,0,0,9,0,0,0,0,0,0,137,de GER,DF,27,1997,29.7,0,13,1,7.7,0.44,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
338,Benedikt Pichler,at AUT,FW,Holstein Kiel,27,1997,18,7,785,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,338,at AUT,FW,27,1997,8.7,1,20,9,45,2.29,1.03,0.05,0.11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
166,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,27,1997,15,10,935,10.4,0,2,2,0,0,0,3,0,0,0.19,0.19,0,0.19,166,de GER,"DF,MF",27,1997,10.4,0,10,1,10,0.96,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
392,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21,2003,33,30,"2,380",26.4,13,5,18,11,2,2,2,1,0.49,0.19,0.68,0.42,0.61,392,si SVN,"FW,MF",21,2003,26.4,13,68,31,45.6,2.57,1.17,0.16,0.35,2,2,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
45,Bernardo,br BRA,DF,Bochum,29,1995,21,19,"1,782",19.8,0,0,0,0,0,0,5,0,0,0,0,0,0,45,br BRA,DF,29,1995,19.8,0,8,2,25,0.4,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
492,Budu Zivzivadze,ge GEO,FW,Heidenheim,30,1994,15,10,958,10.6,2,3,5,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,492,ge GEO,FW,30,1994,10.6,2,22,10,45.5,2.07,0.94,0.09,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
448,Can Uzun,tr TUR,MF,Eintracht Frankfurt,18,2005,20,6,675,7.5,4,1,5,4,0,0,1,0,0.53,0.13,0.67,0.53,0.67,448,tr TUR,MF,18,2005,7.5,4,27,11,40.7,3.6,1.47,0.15,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
197,Carl Johansson,se SWE,DF,Holstein Kiel,30,1994,10,7,568,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,197,se SWE,DF,30,1994,6.3,0,1,1,100,0.16,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
56,Carlo Boukhalfa,ma MAR,MF,St Pauli,25,1999,25,19,"1,646",18.3,2,0,2,2,0,0,1,0,0.11,0,0.11,0.11,0.11,56,ma MAR,MF,25,1999,18.3,2,21,4,19,1.15,0.22,0.1,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
81,Carney Chukwuemeka,eng ENG,MF,Dortmund,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,81,eng ENG,MF,20,2003,2.8,1,8,2,25,2.85,0.71,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
250,Castello Lukeba,fr FRA,DF,RB Leipzig,21,2002,23,18,"1,577",17.5,0,0,0,0,0,0,2,0,0,0,0,0,0,250,fr FRA,DF,21,2002,17.5,0,4,1,25,0.23,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
489,Cedric Zesiger,ch SUI,DF,Augsburg,26,1998,15,15,"1,221",13.6,0,2,2,0,0,0,7,1,0,0.15,0.15,0,0.15,489,ch SUI,DF,26,1998,13.6,0,10,2,20,0.74,0.15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
490,Cedric Zesiger,ch SUI,DF,Wolfsburg,26,1998,7,5,522,5.8,0,0,0,0,0,0,4,0,0,0,0,0,0,490,ch SUI,DF,26,1998,5.8,0,2,1,50,0.34,0.17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
125,Chris Führich,de GER,MF,Stuttgart,26,1998,33,23,"1,981",22,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,125,de GER,MF,26,1998,22,2,36,12,33.3,1.64,0.55,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
267,Chrislain Matsima,fr FRA,DF,Augsburg,22,2002,30,28,"2,551",28.3,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,267,fr FRA,DF,22,2002,28.3,1,14,2,14.3,0.49,0.07,0.07,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
158,Christian Günter,de GER,DF,Freiburg,31,1993,29,27,"2,314",25.7,2,2,4,2,0,0,0,0,0.08,0.08,0.16,0.08,0.16,158,de GER,DF,31,1993,25.7,2,20,6,30,0.78,0.23,0.1,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
32,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,24,1999,31,18,"1,610",17.9,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,32,at AUT,"MF,FW",24,1999,17.9,2,39,15,38.5,2.18,0.84,0.05,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
441,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,37,1987,26,20,"1,740",19.3,0,3,3,0,0,0,5,0,0,0.16,0.16,0,0.16,441,at AUT,"MF,DF",37,1987,19.3,0,9,3,33.3,0.47,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
70,Cole Campbell,us USA,FW,Dortmund,18,2006,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,us USA,FW,18,2006,0.2,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
271,Connor Metcalfe,au AUS,"MF,FW",St Pauli,24,1999,10,3,358,4,0,0,0,0,0,0,2,1,0,0,0,0,0,271,au AUS,"MF,FW",24,1999,4,0,6,3,50,1.51,0.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
127,Cristian Gamboa,cr CRC,MF,Bochum,34,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.4,0,0.4,0.4,0.4,127,cr CRC,MF,34,1989,2.5,1,4,1,25,1.59,0.4,0.25,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
486,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,25,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,486,fr FRA,DF,25,1999,0.3,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
400,Danel Sinani,lu LUX,"FW,MF",St Pauli,27,1997,26,14,"1,250",13.9,2,2,4,2,0,0,3,0,0.14,0.14,0.29,0.14,0.29,400,lu LUX,"FW,MF",27,1997,13.9,2,35,12,34.3,2.52,0.86,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
479,Dani de Wit,nl NED,"MF,FW",Bochum,26,1998,28,11,"1,153",12.8,2,1,3,2,0,0,1,0,0.16,0.08,0.23,0.16,0.23,479,nl NED,"MF,FW",26,1998,12.8,2,20,7,35,1.56,0.55,0.1,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
334,Daniel Peretz,il ISR,GK,Bayern Munich,24,2000,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,334,il ISR,GK,24,2000,3,0,0,0,,0,0,,,0,0,24,il ISR,GK,24,2000,3,3,270,3,5,1.67,7,2,28.6,2,0,1,0,0,0,0,0,0,,Bundesliga
421,Daniel Svensson,se SWE,"MF,DF",Dortmund,22,2002,12,8,781,8.7,1,3,4,1,0,0,0,0,0.12,0.35,0.46,0.12,0.46,421,se SWE,"MF,DF",22,2002,8.7,1,6,2,33.3,0.69,0.23,0.17,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
103,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,34,"3,060",34,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,103,nl NED,DF,26,1998,34,1,32,4,12.5,0.94,0.12,0.03,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
86,Danny da Costa,de GER,DF,Mainz 05,31,1993,25,25,"2,006",22.3,0,1,1,0,0,0,0,0,0,0.04,0.04,0,0.04,86,de GER,DF,31,1993,22.3,0,5,1,20,0.22,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga
