"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
1;"Harry Kane";"Bayern Munich";31;2400;26;17;9;24.84;18.02;5.89;30.19;8.71;0.93;0.68;0.22;1.15;0.9;1.13;0.33
2;"Patrik Schick";"Bayer Leverkusen";31;1675;21;20;0;13.81;13.05;0.89;13.01;2.17;0.74;0.7;0.05;0.79;0.75;0.7;0.12
3;"Serhou Guirassy";"Borussia Dortmund";30;2608;21;18;2;24.68;21.64;3.93;28.85;5.98;0.85;0.75;0.14;0.99;0.88;1;0.21
4;"Jonathan Burkardt";"Mainz 05";29;2144;18;16;2;15.53;14.02;3.23;17.68;2.24;0.65;0.59;0.14;0.79;0.72;0.74;0.09
5;"Tim Kleindienst";"Borussia M.Gladbach";31;2756;16;15;7;15.64;14.13;6.16;22.16;5.9;0.51;0.46;0.2;0.71;0.66;0.72;0.19
6;"Ermedin Demirovic";"VfB Stuttgart";34;1847;15;15;1;17.19;15.67;2.33;18.02;3.67;0.84;0.76;0.11;0.95;0.88;0.88;0.18
7;"Omar Marmoush";"Eintracht Frankfurt";17;1471;15;13;9;10.45;8.94;6.44;15.57;4.92;0.64;0.55;0.39;1.03;0.94;0.95;0.3
8;"Hugo Ekitike";"Eintracht Frankfurt";33;2623;15;14;8;23.09;20.82;7.5;32.08;6.57;0.79;0.71;0.26;1.05;0.97;1.1;0.23
9;"Benjamin Sesko";"RasenBallsport Leipzig";33;2436;13;11;5;10.84;9.33;2.54;14.86;4.55;0.4;0.34;0.09;0.49;0.44;0.55;0.17
10;"Nick Woltemade";"VfB Stuttgart";28;1604;12;10;2;12.92;10.65;5.34;18.7;5.27;0.72;0.6;0.3;1.02;0.9;1.05;0.3
11;"Jamal Musiala";"Bayern Munich";25;1822;12;12;2;11.05;11.05;5.65;23.51;10.55;0.55;0.55;0.28;0.82;0.82;1.16;0.52
12;"Michael Olise";"Bayern Munich";34;2370;12;12;15;10.03;10.03;14.29;31.13;15.15;0.38;0.38;0.54;0.92;0.92;1.18;0.58
13;"Leroy Sané";"Bayern Munich";30;1638;11;11;5;10.86;10.86;6.12;21.54;8.57;0.6;0.6;0.34;0.93;0.93;1.18;0.47
14;"Andrej Kramaric";"Hoffenheim";32;2800;11;8;8;12.8;10.53;4.25;19.28;5.94;0.41;0.34;0.14;0.55;0.47;0.62;0.19
15;"Alassane Pléa";"Borussia M.Gladbach";30;1930;11;10;4;6.87;6.11;3.27;13.18;6.67;0.32;0.28;0.15;0.47;0.44;0.61;0.31
16;"Shuto Machino";"Holstein Kiel";31;1901;11;9;2;8.25;6.74;2.29;12.45;6.38;0.39;0.32;0.11;0.5;0.43;0.59;0.3
17;"Florian Wirtz";"Bayer Leverkusen";31;2365;10;8;12;10.05;7.02;8.32;20.83;10.96;0.38;0.27;0.32;0.7;0.58;0.79;0.42
18;"Xavi Simons";"RasenBallsport Leipzig";25;2171;10;10;6;6.22;6.22;6.19;16.82;6.95;0.26;0.26;0.26;0.51;0.51;0.7;0.29
19;"Ritsu Doan";"Freiburg";34;2901;10;10;7;8.06;8.06;4.39;19.25;10.24;0.25;0.25;0.14;0.39;0.39;0.6;0.32
20;"Paul Nebel";"Mainz 05";31;2347;10;10;4;6.27;6.27;4.31;17.7;8.36;0.24;0.24;0.17;0.41;0.41;0.68;0.32
21;"Jens Stage";"Werder Bremen";28;2215;10;10;5;7.94;7.94;3.24;15.32;7.95;0.32;0.32;0.13;0.45;0.45;0.62;0.32
22;"Mohammed Amoura";"Wolfsburg";31;2512;10;8;9;10.86;9.35;4.31;16.03;5.2;0.39;0.33;0.15;0.54;0.49;0.57;0.19
23;"Alexis Claude Maurice";"Augsburg";28;2160;9;9;2;4.65;4.65;1.27;11.06;5.73;0.19;0.19;0.05;0.25;0.25;0.46;0.24
24;"Jonas Wind";"Wolfsburg";31;1966;9;8;3;6.34;4.82;4.77;9.86;4.17;0.29;0.22;0.22;0.51;0.44;0.45;0.19
25;"Deniz Undav";"VfB Stuttgart";27;1733;9;9;3;11.98;11.98;4.66;19.97;5.01;0.62;0.62;0.24;0.86;0.86;1.04;0.26
26;"Loïs Openda";"RasenBallsport Leipzig";33;2489;9;9;5;10.03;9.28;3.77;15.74;4.01;0.36;0.34;0.14;0.5;0.47;0.57;0.15
27;"Benedict Hollerbach";"Union Berlin";34;2594;9;9;1;9.08;9.08;2.39;12.34;2.8;0.32;0.32;0.08;0.4;0.4;0.43;0.1
28;"Marvin Ducksch";"Werder Bremen";32;2477;8;7;8;10.45;8.93;10.06;19.36;4.98;0.38;0.32;0.37;0.75;0.69;0.7;0.18
29;"Vincenzo Grifo";"Freiburg";34;2510;8;8;11;7.99;5.72;8.86;14.17;6.4;0.29;0.2;0.32;0.6;0.52;0.51;0.23
30;"Maximilian Beier";"Borussia Dortmund";29;1578;8;8;5;9.49;9.49;3.21;14.03;4.3;0.54;0.54;0.18;0.72;0.72;0.8;0.25
31;"Jamie Bynoe-Gittens";"Borussia Dortmund";32;1803;8;8;3;4.6;4.6;3.48;12.03;5.52;0.23;0.23;0.17;0.4;0.4;0.6;0.28
32;"Adam Hlozek";"Hoffenheim";27;1890;8;8;3;5.85;5.85;2.81;11.56;4.73;0.28;0.28;0.13;0.41;0.41;0.55;0.23
33;"Victor Boniface";"Bayer Leverkusen";19;1031;8;8;1;9.1;8.34;1.19;8.27;2.32;0.79;0.73;0.1;0.9;0.83;0.72;0.2
34;"Phil Harres";"Holstein Kiel";25;1461;8;8;1;6.07;6.07;1.69;8.8;2.01;0.37;0.37;0.1;0.48;0.48;0.54;0.12
35;"Nadiem Amiri";"Mainz 05";30;2501;7;5;5;5.71;4.19;8.26;16.06;10.06;0.21;0.15;0.3;0.5;0.45;0.58;0.36
36;"Serge Gnabry";"Bayern Munich";27;1216;7;7;5;8.37;7.61;5.21;17.93;8.16;0.62;0.56;0.39;1.01;0.95;1.33;0.6
37;"Marius Bülter";"Hoffenheim";25;1772;7;7;2;3.65;3.65;3.04;7.93;2.67;0.19;0.19;0.15;0.34;0.34;0.4;0.14
38;"Myron Boadu";"Bochum";18;999;7;6;1;8.23;7.47;1.65;10.04;1.15;0.74;0.67;0.15;0.89;0.82;0.9;0.1
39;"Jae-Sung Lee";"Mainz 05";33;2711;7;7;6;6.85;6.85;4.83;15.6;7.91;0.23;0.23;0.16;0.39;0.39;0.52;0.26
40;"Karim Adeyemi";"Borussia Dortmund";25;1462;7;7;6;5.74;5.74;7.37;15.47;3.57;0.35;0.35;0.45;0.81;0.81;0.95;0.22
41;"Phillip Tietz";"Augsburg";34;1683;7;6;2;6.62;5.86;1.48;7.86;1.46;0.35;0.31;0.08;0.43;0.39;0.42;0.08
42;"Marvin Pieringer";"FC Heidenheim";31;2253;7;4;4;9.5;7.22;5.09;11.62;2.84;0.38;0.29;0.2;0.58;0.49;0.46;0.11
43;"Andrej Ilic";"Union Berlin";16;954;7;6;0;5.67;4.91;0.34;4.32;0.46;0.53;0.46;0.03;0.57;0.5;0.41;0.04
44;"Samuel Essende";"Augsburg";30;1668;7;7;2;5.77;5.77;1.77;6.69;1.16;0.31;0.31;0.1;0.41;0.41;0.36;0.06
45;"Alexander Bernhardsson";"Holstein Kiel";19;1288;7;7;2;3.98;3.98;1.7;7.8;2.91;0.28;0.28;0.12;0.4;0.4;0.55;0.2
46;"Lucas Höler";"Freiburg";31;1867;6;6;4;11.58;10.82;3.05;14.53;2.68;0.56;0.52;0.15;0.71;0.67;0.7;0.13
47;"Enzo Millot";"VfB Stuttgart";29;1863;6;6;5;8.74;7.98;2.93;15.81;7.31;0.42;0.39;0.14;0.56;0.53;0.76;0.35
48;"Tiago Tomás";"Wolfsburg";32;1919;6;6;1;5.56;5.56;2.61;9.03;2.59;0.26;0.26;0.12;0.38;0.38;0.42;0.12
49;"Morgan Guilavogui";"St. Pauli";25;1828;6;6;2;8.66;8.66;3.08;11.96;3.65;0.43;0.43;0.15;0.58;0.58;0.59;0.18
50;"Marco Grüll";"Werder Bremen";30;1189;6;6;1;4.21;4.21;2.07;7.89;2.19;0.32;0.32;0.16;0.48;0.48;0.6;0.17
51;"Mitchell Weiser";"Werder Bremen";32;2874;5;5;8;5.54;5.54;6.05;18.33;10.38;0.17;0.17;0.19;0.36;0.36;0.57;0.33
52;"Kingsley Coman";"Bayern Munich";28;1276;5;5;4;4.04;4.04;4.26;12.85;6.6;0.29;0.29;0.3;0.59;0.59;0.91;0.47
53;"Julian Brandt";"Borussia Dortmund";30;2354;5;5;10;4.58;4.58;9.03;23.15;13.33;0.18;0.18;0.35;0.52;0.52;0.88;0.51
54;"Oliver Burke";"Werder Bremen";25;872;5;5;0;5.17;5.17;1.48;7.65;1.84;0.53;0.53;0.15;0.69;0.69;0.79;0.19
55;"Willi Orban";"RasenBallsport Leipzig";25;2228;5;5;0;5.24;5.24;1.06;8.34;6.81;0.21;0.21;0.04;0.25;0.25;0.34;0.28
56;"Lukas Kübler";"Freiburg";28;1864;5;5;1;2.86;2.86;0.74;4.52;3;0.14;0.14;0.04;0.17;0.17;0.22;0.15
57;"Steven Skrzybski";"Holstein Kiel";23;1313;5;5;3;3.26;3.26;3.97;9.24;4.14;0.22;0.22;0.27;0.5;0.5;0.63;0.28
58;"Armin Gigovic";"Holstein Kiel";30;1900;5;5;1;1.97;1.97;2.44;8.28;4.73;0.09;0.09;0.12;0.21;0.21;0.39;0.22
59;"Romano Schmid";"Werder Bremen";32;2856;5;4;4;4.86;4.1;6.56;19.92;13.53;0.15;0.13;0.21;0.36;0.34;0.63;0.43
60;"Jeremie Frimpong";"Bayer Leverkusen";33;2335;5;5;5;5.47;5.47;4.45;14.96;6.57;0.21;0.21;0.17;0.38;0.38;0.58;0.25
61;"Tom Bischof";"Hoffenheim";31;2593;5;5;2;2.19;2.19;4.43;11.75;8.61;0.08;0.08;0.15;0.23;0.23;0.41;0.3
62;"Rasmus Kristensen";"Eintracht Frankfurt";30;2520;5;5;3;3.01;3.01;4.47;16.34;11.13;0.11;0.11;0.16;0.27;0.27;0.58;0.4
63;"Mathias Honsak";"FC Heidenheim";22;1164;5;5;1;2.75;2.75;1.15;3.72;1.51;0.21;0.21;0.09;0.3;0.3;0.29;0.12
64;"Matús Bero";"Bochum";29;2488;5;5;1;5.08;4.33;4.17;9.49;3.92;0.18;0.16;0.15;0.33;0.31;0.34;0.14
65;"Leon Goretzka";"Bayern Munich";26;1303;4;4;1;3.44;3.44;1.79;14.1;11.13;0.24;0.24;0.12;0.36;0.36;0.97;0.77
66;"Franck Honorat";"Borussia M.Gladbach";19;1478;4;4;7;4.03;4.03;6.73;10.93;2.56;0.25;0.25;0.41;0.66;0.66;0.67;0.16
67;"Raphael Guerreiro";"Bayern Munich";23;1595;4;4;3;2.81;2.81;3.32;16.58;12.03;0.16;0.16;0.19;0.35;0.35;0.94;0.68
68;"Robin Hack";"Borussia M.Gladbach";33;2227;4;4;7;4.97;4.97;4.55;12.38;5.27;0.2;0.2;0.18;0.38;0.38;0.5;0.21
69;"Bote Baku";"RasenBallsport Leipzig,Wolfsburg";34;2468;4;4;4;3.03;3.03;2.8;12.38;6.96;0.11;0.11;0.1;0.21;0.21;0.45;0.25
70;"Ansgar Knauff";"Eintracht Frankfurt";30;1623;4;4;5;5.24;5.24;5.4;14.12;4.35;0.29;0.29;0.3;0.59;0.59;0.78;0.24
71;"Felix Nmecha";"Borussia Dortmund";26;1519;4;4;1;1.09;1.09;1.59;8.53;7.48;0.06;0.06;0.09;0.16;0.16;0.51;0.44
72;"Adrian Beck";"FC Heidenheim";32;1602;4;4;1;4.21;4.21;1.85;8.87;4.55;0.24;0.24;0.1;0.34;0.34;0.5;0.26
73;"Jan Schöppner";"FC Heidenheim";33;2700;4;4;3;3.95;3.95;2.95;8.15;4.04;0.13;0.13;0.1;0.23;0.23;0.27;0.13
74;"Gift Orban";"Hoffenheim";13;679;4;4;0;3.28;3.28;0.15;3.27;1;0.43;0.43;0.02;0.45;0.45;0.43;0.13
75;"Can Uzun";"Eintracht Frankfurt";20;637;4;4;1;3.45;3.45;0.94;5.42;2.21;0.49;0.49;0.13;0.62;0.62;0.77;0.31
76;"Maximilian Arnold";"Wolfsburg";28;2356;3;3;5;1.2;1.2;4.06;9.19;8.58;0.05;0.05;0.16;0.2;0.2;0.35;0.33
77;"Jonathan Tah";"Bayer Leverkusen";33;2970;3;3;0;1.16;1.16;0.27;11.79;11.42;0.04;0.04;0.01;0.04;0.04;0.36;0.35
78;"Joshua Kimmich";"Bayern Munich";33;2843;3;3;7;2.19;2.19;11.34;31.53;27.68;0.07;0.07;0.36;0.43;0.43;1;0.88
79;"Mario Götze";"Eintracht Frankfurt";24;1564;3;3;2;2.97;2.97;3.85;12.43;7.47;0.17;0.17;0.22;0.39;0.39;0.72;0.43
80;"Emre Can";"Borussia Dortmund";31;2084;3;1;0;1.87;0.36;0.59;12.57;12.1;0.08;0.02;0.03;0.11;0.04;0.54;0.52
81;"Aleix García";"Bayer Leverkusen";28;1438;3;3;4;0.85;0.85;5.05;6.27;4.54;0.05;0.05;0.32;0.37;0.37;0.39;0.28
82;"Michy Batshuayi";"Eintracht Frankfurt";10;288;3;3;0;1.31;1.31;0.04;1.66;0.31;0.41;0.41;0.01;0.42;0.42;0.52;0.1
83;"Jacob Bruun Larsen";"Hoffenheim,VfB Stuttgart";27;767;3;3;2;3.36;3.36;1.91;6.56;1.84;0.39;0.39;0.22;0.62;0.62;0.77;0.22
84;"Johannes Eggestein";"St. Pauli";27;1890;3;2;4;5.85;4.33;2.17;8.22;2.45;0.28;0.21;0.1;0.38;0.31;0.39;0.12
85;"Robin Koch";"Eintracht Frankfurt";30;2595;3;3;0;2.04;2.04;0.23;12.17;11.47;0.07;0.07;0.01;0.08;0.08;0.42;0.4
86;"Lukas Nmecha";"Wolfsburg";19;427;3;3;0;4.48;4.48;0.22;5.46;0.81;0.94;0.94;0.05;0.99;0.99;1.15;0.17
87;"Mattias Svanberg";"Wolfsburg";20;1232;3;3;1;4.23;4.23;2.28;7.18;4.11;0.31;0.31;0.17;0.48;0.48;0.52;0.3
88;"Kevin Stöger";"Borussia M.Gladbach";31;1531;3;1;3;4.51;2.99;5.05;11.95;6.95;0.26;0.18;0.3;0.56;0.47;0.7;0.41
89;"Woo-Yeong Jeong";"Union Berlin";23;1308;3;3;2;2.65;2.65;1.58;5.98;2.33;0.18;0.18;0.11;0.29;0.29;0.41;0.16
90;"Keven Schlotterbeck";"Augsburg";18;1290;3;3;1;1.06;1.06;0.62;3.06;2.38;0.07;0.07;0.04;0.12;0.12;0.21;0.17
91;"Julian Chabot";"VfB Stuttgart";31;2285;3;3;1;2.88;2.88;0.87;13.54;13.31;0.11;0.11;0.03;0.15;0.15;0.53;0.52
92;"Felix Agu";"Werder Bremen";22;1786;3;3;0;2.23;2.23;2.08;8.31;4.88;0.11;0.11;0.1;0.22;0.22;0.42;0.25
93;"Joakim Maehle";"Wolfsburg";28;2187;3;3;4;2.74;2.74;2.21;7.76;4.02;0.11;0.11;0.09;0.2;0.2;0.32;0.17
94;"Patrick Wimmer";"Wolfsburg";29;1815;3;3;4;4.33;4.33;3;11.25;6.85;0.21;0.21;0.15;0.36;0.36;0.56;0.34
95;"Donyell Malen";"Borussia Dortmund";14;602;3;3;0;3.22;3.22;0.36;5.12;2.27;0.48;0.48;0.05;0.54;0.54;0.76;0.34
96;"Paul Wanner";"FC Heidenheim";29;1796;3;2;2;4.24;3.49;1.47;7.21;3;0.21;0.17;0.07;0.29;0.25;0.36;0.15
97;"Tom Rothe";"Union Berlin";26;1679;3;3;3;2.07;2.07;1.5;5.18;2.7;0.11;0.11;0.08;0.19;0.19;0.28;0.14
98;"Justin Njinmah";"Werder Bremen";26;927;3;3;2;4.51;4.51;1.76;8.62;2.54;0.44;0.44;0.17;0.61;0.61;0.84;0.25
99;"Ko Itakura";"Borussia M.Gladbach";31;2790;3;3;0;1.64;1.64;1.09;9.61;8.8;0.05;0.05;0.04;0.09;0.09;0.31;0.28
100;"Philipp Hofmann";"Bochum";31;2257;3;3;3;4.96;4.96;4.69;10.25;3.22;0.2;0.2;0.19;0.38;0.38;0.41;0.13
101;"Nelson Weiper";"Mainz 05";23;685;3;3;2;4.85;4.85;2.21;7.82;0.89;0.64;0.64;0.29;0.93;0.93;1.03;0.12
102;"Hugo Larsson";"Eintracht Frankfurt";33;2419;3;3;1;3.06;3.06;1.69;15.64;12.02;0.11;0.11;0.06;0.18;0.18;0.58;0.45
103;"Antonio Nusa";"RasenBallsport Leipzig";25;1543;3;3;3;1.93;1.93;3.37;8.2;4.19;0.11;0.11;0.2;0.31;0.31;0.48;0.24
104;"Elias Saad";"St. Pauli";18;906;3;3;2;2.74;2.74;1.18;4.01;0.54;0.27;0.27;0.12;0.39;0.39;0.4;0.05
105;"Oladapo Afolayan";"St. Pauli";32;1644;3;3;1;3.07;3.07;3.73;8.22;2.53;0.17;0.17;0.2;0.37;0.37;0.45;0.14
106;"Léo Scienza";"FC Heidenheim";25;1154;3;3;3;2.26;2.26;4.22;6.07;1.73;0.18;0.18;0.33;0.51;0.51;0.47;0.13
107;"Haris Tabakovic";"Hoffenheim";22;789;3;3;1;4.06;4.06;1.72;5.23;0.6;0.46;0.46;0.2;0.66;0.66;0.6;0.07
108;"Nathaniel Brown";"Eintracht Frankfurt";26;1964;3;3;6;2.49;2.49;6.54;11.76;6.83;0.11;0.11;0.3;0.41;0.41;0.54;0.31
109;"Pavel Kaderábek";"Hoffenheim";24;1568;2;2;0;0.79;0.79;1.89;5.96;3.91;0.05;0.05;0.11;0.15;0.15;0.34;0.22
110;"Waldemar Anton";"Borussia Dortmund";26;1940;2;2;2;1.88;1.88;1.12;10.76;9.61;0.09;0.09;0.05;0.14;0.14;0.5;0.45
111;"Maximilian Eggestein";"Freiburg";33;2877;2;2;0;2.77;2.77;1.51;11.37;8.97;0.09;0.09;0.05;0.13;0.13;0.36;0.28
112;"Michael Gregoritsch";"Freiburg";20;602;2;2;1;1.98;1.98;0.26;3.52;1.61;0.3;0.3;0.04;0.34;0.34;0.53;0.24
113;"Granit Xhaka";"Bayer Leverkusen";33;2905;2;2;7;0.81;0.81;4.03;19.09;16.3;0.02;0.02;0.12;0.15;0.15;0.59;0.5
114;"Leonardo Bittencourt";"Werder Bremen";27;954;2;2;1;1.87;1.87;1.63;5.89;3.6;0.18;0.18;0.15;0.33;0.33;0.56;0.34
115;"Dominik Kohr";"Mainz 05";28;2321;2;2;0;1.87;1.87;0.54;6.41;5.74;0.07;0.07;0.02;0.09;0.09;0.25;0.22
116;"Matthias Ginter";"Freiburg";32;2549;2;2;1;4.02;4.02;1.24;9.76;6.83;0.14;0.14;0.04;0.19;0.19;0.34;0.24
117;"Jonas Hofmann";"Bayer Leverkusen";11;354;2;2;1;1.09;1.09;0.41;2.57;1.21;0.28;0.28;0.1;0.38;0.38;0.65;0.31
118;"Eric Dier";"Bayern Munich";21;1454;2;2;1;2.06;2.06;0.16;13.94;13.86;0.13;0.13;0.01;0.14;0.14;0.86;0.86
119;"Emiliano Buendía";"Bayer Leverkusen";11;254;2;2;0;0.9;0.9;1.05;2.06;0.9;0.32;0.32;0.37;0.69;0.69;0.73;0.32
120;"Finn Porath";"Holstein Kiel";30;1929;2;2;2;2.53;2.53;2.04;6.65;2.65;0.12;0.12;0.1;0.21;0.21;0.31;0.12
121;"Christian Günter";"Freiburg";29;2341;2;2;2;1.23;1.23;3.16;6.49;4.69;0.05;0.05;0.12;0.17;0.17;0.25;0.18
122;"Dayotchanculle Upamecano";"Bayern Munich";20;1768;2;2;0;1.88;1.88;0.67;14.85;14.57;0.1;0.1;0.03;0.13;0.13;0.76;0.74
123;"Yussuf Poulsen";"RasenBallsport Leipzig";22;329;2;2;0;2.79;2.79;1.05;5.27;1.46;0.76;0.76;0.29;1.05;1.05;1.44;0.4
124;"László Bénes";"Union Berlin";23;522;2;2;1;1.1;1.1;0.99;1.47;0.69;0.19;0.19;0.17;0.36;0.36;0.25;0.12
125;"Gerrit Holtmann";"Bochum";22;1075;2;2;1;1.66;1.66;2.62;5.93;2.3;0.14;0.14;0.22;0.36;0.36;0.5;0.19
126;"Martin Terrier";"Bayer Leverkusen";15;571;2;2;1;2.44;2.44;1.26;4.38;1.97;0.38;0.38;0.2;0.58;0.58;0.69;0.31
127;"Konrad Laimer";"Bayern Munich";29;1700;2;2;2;2.63;2.63;2.54;17.91;14.86;0.14;0.14;0.13;0.27;0.27;0.95;0.79
128;"André Silva";"RasenBallsport Leipzig,Werder Bremen";15;493;2;0;2;3.76;1.49;1.11;3.79;1.44;0.69;0.27;0.2;0.89;0.47;0.69;0.26
129;"Jann-Fiete Arp";"Holstein Kiel";22;608;2;1;0;3.48;1.97;0.92;3.75;1.48;0.52;0.29;0.14;0.65;0.43;0.56;0.22
130;"Niklas Dorsch";"Augsburg,FC Heidenheim";23;1408;2;2;2;1.1;1.1;1.13;3.08;1.35;0.07;0.07;0.07;0.14;0.14;0.2;0.09
131;"Chris Führich";"VfB Stuttgart";33;2010;2;2;3;3.45;3.45;5.24;16.98;11.24;0.15;0.15;0.23;0.39;0.39;0.76;0.5
132;"Ibrahima Sissoko";"Bochum";32;2639;2;2;1;1.43;1.43;1.54;8.4;6.19;0.05;0.05;0.05;0.1;0.1;0.29;0.21
133;"Christoph Baumgartner";"RasenBallsport Leipzig";31;1608;2;2;1;5.16;5.16;1.77;7.87;3.34;0.29;0.29;0.1;0.39;0.39;0.44;0.19
134;"Tuta";"Eintracht Frankfurt";30;2281;2;2;1;1.85;1.85;0.47;9.01;8.55;0.07;0.07;0.02;0.09;0.09;0.36;0.34
135;"Nathan N&#039;Goumou Minpol";"Borussia M.Gladbach";19;841;2;2;1;2.56;2.56;1.13;4.51;1.17;0.27;0.27;0.12;0.4;0.4;0.48;0.13
136;"Sebastiaan Bornauw";"Wolfsburg";15;779;2;2;1;1.78;1.78;0.8;1.18;1.1;0.21;0.21;0.09;0.3;0.3;0.14;0.13
137;"Robert Skov";"Union Berlin";15;866;2;1;2;1.8;1.04;2.96;3.02;1.32;0.19;0.11;0.31;0.49;0.42;0.31;0.14
138;"Robert Andrich";"Bayer Leverkusen";23;1616;2;2;1;1.74;1.74;0.5;8.98;8.25;0.1;0.1;0.03;0.12;0.12;0.5;0.46
139;"Denis Vavro";"Wolfsburg";29;2468;2;2;0;1.57;1.57;0.19;8.01;7.74;0.06;0.06;0.01;0.06;0.06;0.29;0.28
140;"Julian Ryerson";"Borussia Dortmund";29;2301;2;2;3;0.81;0.81;5.15;13.51;11.14;0.03;0.03;0.2;0.23;0.23;0.53;0.44
141;"Giovanni Reyna";"Borussia Dortmund";16;321;2;2;0;0.16;0.16;0.46;1.21;0.69;0.04;0.04;0.13;0.17;0.17;0.34;0.19
142;"Amine Adli";"Bayer Leverkusen";20;733;2;2;0;2.81;2.81;0.92;5.39;2.38;0.34;0.34;0.11;0.46;0.46;0.66;0.29
143;"El Bilal Touré";"VfB Stuttgart";12;339;2;2;1;1.6;1.6;1.22;3.43;0.9;0.42;0.42;0.32;0.75;0.75;0.91;0.24
144;"Nathan Tella";"Bayer Leverkusen";27;1385;2;2;4;3.4;3.4;1.34;6.29;2.03;0.22;0.22;0.09;0.31;0.31;0.41;0.13
145;"Carlo Boukhalfa";"St. Pauli";25;1668;2;2;0;2.42;2.42;1.8;6.43;4.6;0.13;0.13;0.1;0.23;0.23;0.35;0.25
146;"Rocco Reitz";"Borussia M.Gladbach";27;1865;2;2;1;1.96;1.96;2.2;9.07;6.83;0.09;0.09;0.11;0.2;0.2;0.44;0.33
147;"Atakan Karazor";"VfB Stuttgart";32;2656;2;2;4;2.64;2.64;2.46;15.26;13.52;0.09;0.09;0.08;0.17;0.17;0.52;0.46
148;"Kiliann Sildillia";"Freiburg";21;780;2;2;0;0.75;0.75;1.08;3.19;2.2;0.09;0.09;0.12;0.21;0.21;0.37;0.25
149;"Armindo Sieb";"Mainz 05";27;721;2;2;2;2.68;2.68;1.59;5.17;2.23;0.34;0.34;0.2;0.53;0.53;0.65;0.28
150;"Jamie Leweling";"VfB Stuttgart";27;1710;2;2;1;2.33;2.33;4.93;9.75;4.59;0.12;0.12;0.26;0.38;0.38;0.51;0.24
151;"Piero Hincapié";"Bayer Leverkusen";32;2669;2;2;2;3.52;3.52;3.11;9.15;7.81;0.12;0.12;0.1;0.22;0.22;0.31;0.26
152;"Lovro Majer";"Wolfsburg";9;296;2;1;1;1.42;0.66;1.44;2.77;1.59;0.43;0.2;0.44;0.87;0.64;0.84;0.48
153;"Jean Négoce";"Eintracht Frankfurt";24;921;2;2;3;1.78;1.78;2.16;6.34;3.46;0.17;0.17;0.21;0.39;0.39;0.62;0.34
154;"Kim Min-Jae";"Bayern Munich";27;2307;2;2;0;2.06;2.06;0.26;18.28;18.16;0.08;0.08;0.01;0.09;0.09;0.71;0.71
155;"Keke Maximilian Topp";"Werder Bremen";19;211;2;2;2;1.03;1.03;2.32;3.6;0.86;0.44;0.44;0.99;1.43;1.43;1.54;0.37
156;"Mert Kömür";"Augsburg";20;624;2;2;1;1.28;1.28;1.67;1.7;0.27;0.18;0.18;0.24;0.42;0.42;0.25;0.04
157;"Tomás Cvancara";"Borussia M.Gladbach";28;787;2;2;0;4.36;4.36;0.78;5.48;1.05;0.5;0.5;0.09;0.59;0.59;0.63;0.12
158;"Maximilian Breunig";"FC Heidenheim";13;322;2;1;0;3;2.24;0.19;2.74;0.34;0.84;0.63;0.05;0.89;0.68;0.76;0.1
159;"Álex Grimaldo";"Bayer Leverkusen";32;2659;2;2;7;3.14;3.14;8.45;13.7;8.67;0.11;0.11;0.29;0.39;0.39;0.46;0.29
160;"Junior Adamu";"Freiburg";25;1579;2;2;2;6.32;6.32;2.05;8.28;0.98;0.36;0.36;0.12;0.48;0.48;0.47;0.06
161;"Leopold Querfeld";"Union Berlin";27;1725;2;2;2;1.17;1.17;1.29;2.18;1.6;0.06;0.06;0.07;0.13;0.13;0.11;0.08
162;"Lasse Rosenboom";"Holstein Kiel";25;1696;2;2;2;2.53;2.53;1.23;6.79;3.05;0.13;0.13;0.07;0.2;0.2;0.36;0.16
163;"Manolis Saliakas";"St. Pauli";30;2339;2;2;1;1.44;1.44;2.73;8.12;5.55;0.06;0.06;0.11;0.16;0.16;0.31;0.21
164;"Danel Sinani";"St. Pauli";26;1254;2;2;1;1.9;1.9;3.2;5.47;3.22;0.14;0.14;0.23;0.37;0.37;0.39;0.23
165;"Luca Kerber";"FC Heidenheim";23;757;2;2;0;1.16;1.16;0.84;2.51;0.96;0.14;0.14;0.1;0.24;0.24;0.3;0.11
166;"Dani de Wit";"Bochum";27;1131;2;2;1;2.94;2.94;0.41;4.03;1.79;0.23;0.23;0.03;0.27;0.27;0.32;0.14
167;"Derrick Köhn";"Werder Bremen";27;1341;2;2;2;1.04;1.04;2;7;4.82;0.07;0.07;0.13;0.2;0.2;0.47;0.32
168;"Johan Manzambi";"Freiburg";11;332;2;2;1;1.94;1.94;0.37;2.95;0.77;0.53;0.53;0.1;0.63;0.63;0.8;0.21
169;"Budu Zivzivadze";"FC Heidenheim";15;947;2;2;2;1.86;1.86;2.29;4.87;1.62;0.18;0.18;0.22;0.39;0.39;0.46;0.15
170;"Giorgos Masouras";"Bochum";13;986;2;2;0;4.8;4.8;1.12;7.33;1.6;0.44;0.44;0.1;0.54;0.54;0.67;0.15
171;"Kevin Vogt";"Union Berlin";18;1381;1;0;0;0.76;0;0.04;3.76;3.72;0.05;0;0;0.05;0;0.25;0.24
