Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League
751,Josh Woods,eng ENG,"FW,MF",Accrington Stanley,24,2000,31,15,"1,504",16.7,5,2,7,5,0,0,6,0,0.3,0.12,0.42,0.3,0.42,751,eng ENG,"FW,MF",24,2000,16.7,5,29,12,41.4,1.74,0.72,0.17,0.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
37,Joshua Austerfield,eng ENG,"MF,DF",Salford City FC,22,2001,21,12,"1,212",13.5,0,0,0,0,0,0,3,0,0,0,0,0,0,37,eng ENG,"MF,DF",22,2001,13.5,0,8,0,0,0.59,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
662,Joshua Thomas,wls WAL,FW,Bromley,21,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,662,wls WAL,FW,21,2002,0.3,0,1,0,0,3.75,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
32,Jude Arthurs,eng ENG,MF,Bromley,22,2001,41,37,"3,146",35,4,1,5,4,0,0,6,0,0.11,0.03,0.14,0.11,0.14,32,eng ENG,MF,22,2001,35,4,34,8,23.5,0.97,0.23,0.12,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
416,Junior Luamba,eng ENG,MF,Salford City FC,21,2003,10,3,310,3.4,1,0,1,1,0,0,0,0,0.29,0,0.29,0.29,0.29,416,eng ENG,MF,21,2003,3.4,1,3,1,33.3,0.87,0.29,0.33,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
671,Junior Tiensia,eng ENG,DF,Barrow,23,2000,8,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,671,eng ENG,DF,23,2000,3.5,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
515,Justin Obikwu,tt TRI,FW,Grimsby Town,20,2004,19,12,933,10.4,7,0,7,7,0,0,0,0,0.68,0,0.68,0.68,0.68,515,tt TRI,FW,20,2004,10.4,7,26,14,53.8,2.51,1.35,0.27,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
686,Kabongo Tshimanga,eng ENG,"FW,MF",Swindon Town,26,1997,39,25,"2,281",25.3,11,3,14,5,6,7,3,0,0.43,0.12,0.55,0.2,0.32,686,eng ENG,"FW,MF",26,1997,25.3,11,44,25,56.8,1.74,0.99,0.11,0.2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
287,Kadeem Harris,eng ENG,MF,Carlisle United,31,1993,30,26,"2,328",25.9,3,2,5,3,0,1,2,0,0.12,0.08,0.19,0.12,0.19,287,eng ENG,MF,31,1993,25.9,3,42,13,31,1.62,0.5,0.07,0.23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
729,Kai Whitmore,eng ENG,MF,Newport County,23,2001,28,14,"1,356",15.1,2,0,2,2,0,0,5,1,0.13,0,0.13,0.13,0.13,729,eng ENG,MF,23,2001,15.1,2,16,7,43.8,1.06,0.46,0.13,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
268,Kamarl Grant,eng ENG,DF,Bromley,21,2003,40,34,"2,962",32.9,2,2,4,2,0,0,10,1,0.06,0.06,0.12,0.06,0.12,268,eng ENG,DF,21,2003,32.9,2,28,8,28.6,0.85,0.24,0.07,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
194,Kane Drummond,eng ENG,FW,Chesterfield,23,2000,14,4,487,5.4,1,1,2,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,194,eng ENG,FW,23,2000,5.4,1,7,2,28.6,1.29,0.37,0.14,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
299,Kane Hemmings,eng ENG,FW,Crewe Alexandra,32,1992,20,14,"1,253",13.9,4,0,4,2,2,2,1,0,0.29,0,0.29,0.14,0.14,299,eng ENG,FW,32,1992,13.9,4,26,13,50,1.87,0.93,0.08,0.15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
668,Kane Thompson-Sommers,eng ENG,MF,Milton Keynes Dons,23,2000,23,11,"1,133",12.6,2,0,2,2,0,0,4,0,0.16,0,0.16,0.16,0.16,668,eng ENG,MF,23,2000,12.6,2,11,3,27.3,0.87,0.24,0.18,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
697,Kane Vincent-Young,gd GRN,"DF,MF",Colchester United,28,1996,10,0,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,697,gd GRN,"DF,MF",28,1996,1.7,0,1,0,0,0.58,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
386,Katia Kouyate,eng ENG,MF,Barrow,20,2003,21,8,788,8.8,0,3,3,0,0,0,4,0,0,0.34,0.34,0,0.34,386,eng ENG,MF,20,2003,8.8,0,6,4,66.7,0.69,0.46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
284,Kayden Harrack,gd GRN,MF,Morecambe,20,2003,8,4,365,4.1,0,0,0,0,0,0,3,1,0,0,0,0,0,284,gd GRN,MF,20,2003,4.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
318,Kayden Hughes,eng ENG,DF,Fleetwood Town,18,2005,8,7,606,6.7,2,0,2,2,0,0,1,0,0.3,0,0.3,0.3,0.3,318,eng ENG,DF,18,2005,6.7,2,2,2,100,0.3,0.3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
542,Keenan Patten,wls WAL,MF,Newport County,23,2001,6,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,542,wls WAL,MF,23,2001,1.4,0,1,0,0,0.72,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
261,Kellan Gordon,eng ENG,MF,Notts County,26,1997,30,18,"1,660",18.4,0,3,3,0,0,0,3,0,0,0.16,0.16,0,0.16,261,eng ENG,MF,26,1997,18.4,0,15,4,26.7,0.81,0.22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
490,Kelly N'Mai,nl NED,"MF,FW",Salford City FC,20,2004,32,28,"2,461",27.3,9,4,13,9,0,0,11,0,0.33,0.15,0.48,0.33,0.48,490,nl NED,"MF,FW",20,2004,27.3,9,47,17,36.2,1.72,0.62,0.19,0.53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
478,Kelsey Mooney,eng ENG,FW,Accrington Stanley,25,1999,30,19,"1,707",19,4,0,4,4,0,0,1,0,0.21,0,0.21,0.21,0.21,478,eng ENG,FW,25,1999,19,4,25,11,44,1.32,0.58,0.16,0.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
2,Ken Aboh,eng ENG,FW,Colchester United,19,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,eng ENG,FW,19,2004,0.1,0,1,1,100,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
62,Kevin Berkoe,eng ENG,"MF,DF",Salford City FC,23,2001,15,8,642,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,eng ENG,"MF,DF",23,2001,7.1,0,4,1,25,0.56,0.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
80,Kian Breckin,eng ENG,MF,Crewe Alexandra,20,2003,13,3,309,3.4,0,0,0,0,0,0,2,0,0,0,0,0,0,80,eng ENG,MF,20,2003,3.4,0,3,0,0,0.87,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
285,Kian Harratt,eng ENG,FW,Fleetwood Town,22,2002,20,2,613,6.8,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,285,eng ENG,FW,22,2002,6.8,1,9,3,33.3,1.32,0.44,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
635,Kian Spence,eng ENG,MF,Barrow,23,2001,32,30,"2,604",28.9,5,1,6,5,0,0,4,0,0.17,0.03,0.21,0.17,0.21,635,eng ENG,MF,23,2001,28.9,5,71,15,21.1,2.45,0.52,0.07,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
566,Kiban Rai,wls WAL,MF,Newport County,19,2005,4,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,566,wls WAL,MF,19,2005,1.2,0,1,0,0,0.83,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
271,Kieran Green,eng ENG,MF,Grimsby Town,27,1997,39,36,"2,936",32.6,7,7,14,7,0,0,10,1,0.21,0.21,0.43,0.21,0.43,271,eng ENG,MF,27,1997,32.6,7,65,24,36.9,1.99,0.74,0.11,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
221,Kieron Evans,wls WAL,MF,Newport County,22,2001,34,21,"2,054",22.8,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,221,wls WAL,MF,22,2001,22.8,2,32,11,34.4,1.4,0.48,0.06,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
486,Kieron Morris,eng ENG,MF,Tranmere Rovers,30,1994,28,20,"1,653",18.4,1,3,4,1,0,0,2,0,0.05,0.16,0.22,0.05,0.22,486,eng ENG,MF,30,1994,18.4,1,42,8,19,2.29,0.44,0.02,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
479,Kobei Moore,eng ENG,FW,Fleetwood Town,19,2004,10,2,238,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38,479,eng ENG,FW,19,2004,2.6,1,5,1,20,1.89,0.38,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
177,Kristian Dennis,eng ENG,FW,Tranmere Rovers,34,1990,37,22,"1,889",21,9,1,10,9,0,0,4,0,0.43,0.05,0.48,0.43,0.48,177,eng ENG,FW,34,1990,21,9,62,23,37.1,2.95,1.1,0.15,0.39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
16,Kyle Alex John,eng ENG,"MF,DF",Port Vale,23,2001,28,24,"2,038",22.6,0,2,2,0,0,0,4,0,0,0.09,0.09,0,0.09,16,eng ENG,"MF,DF",23,2001,22.6,0,8,2,25,0.35,0.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
102,Kyle Cameron,sct SCO,DF,Barrow,27,1997,17,16,"1,360",15.1,1,0,1,1,0,0,1,1,0.07,0,0.07,0.07,0.07,102,sct SCO,DF,27,1997,15.1,1,8,2,25,0.53,0.13,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
317,Kyle Hudlin,eng ENG,FW,Newport County,24,2000,27,16,"1,444",16,6,1,7,6,0,1,5,0,0.37,0.06,0.44,0.37,0.44,317,eng ENG,FW,24,2000,16,6,23,14,60.9,1.43,0.87,0.26,0.43,0,1,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
326,Kyle Hurst,eng ENG,"MF,FW",Doncaster Rovers,22,2002,21,9,899,10,3,2,5,3,0,0,3,0,0.3,0.2,0.5,0.3,0.5,326,eng ENG,"MF,FW",22,2002,10,3,37,10,27,3.7,1,0.08,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
338,Kyle Jameson,eng ENG,DF,Newport County,25,1998,24,15,"1,406",15.6,0,0,0,0,0,0,7,3,0,0,0,0,0,338,eng ENG,DF,25,1998,15.6,0,3,0,0,0.19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
453,Kyle McFadzean,sct SCO,DF,Chesterfield,37,1987,8,8,618,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,453,sct SCO,DF,37,1987,6.9,0,5,1,20,0.73,0.15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
385,Kylian Kouassi,eng ENG,FW,Salford City FC,21,2003,27,16,"1,713",19,3,2,5,3,0,0,6,1,0.16,0.11,0.26,0.16,0.26,385,eng ENG,FW,21,2003,19,3,42,12,28.6,2.21,0.63,0.07,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
405,Kyreece Lisbie,jm JAM,MF,Colchester United,20,2003,4,1,152,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,405,jm JAM,MF,20,2003,1.7,0,3,2,66.7,1.78,1.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
429,Kyrell Malcolm,,MF,Salford City FC,,,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,MF,,,0.6,0,1,0,0,1.64,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
426,Laurence Maguire,eng ENG,DF,Milton Keynes Dons,27,1997,30,29,"2,549",28.3,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,426,eng ENG,DF,27,1997,28.3,1,13,5,38.5,0.46,0.18,0.08,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
27,Lee Angol,eng ENG,FW,Morecambe,29,1994,26,21,"1,591",17.7,7,0,7,6,1,1,5,1,0.4,0,0.4,0.34,0.34,27,eng ENG,FW,29,1994,17.7,7,32,11,34.4,1.81,0.62,0.19,0.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
511,Lee O'Connor,ie IRL,"DF,MF",Tranmere Rovers,24,2000,42,39,"3,446",38.3,0,1,1,0,0,0,8,0,0,0.03,0.03,0,0.03,511,ie IRL,"DF,MF",24,2000,38.3,0,10,2,20,0.26,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
188,Lennon Dobson,,MF,Morecambe,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,,MF,,,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
202,Leonard Duru,eng ENG,"MF,DF",Barrow,19,2005,8,7,529,5.9,1,0,1,1,0,0,2,0,0.17,0,0.17,0.17,0.17,202,eng ENG,"MF,DF",19,2005,5.9,1,3,2,66.7,0.51,0.34,0.33,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
20,Levi Amantchi,eng ENG,FW,Bromley,23,2000,14,2,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,eng ENG,FW,23,2000,4,0,7,1,14.3,1.75,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
21,Levi Amantchi,eng ENG,FW,Walsall,23,2000,18,4,601,6.7,3,0,3,3,0,0,0,0,0.45,0,0.45,0.45,0.45,21,eng ENG,FW,23,2000,6.7,3,18,10,55.6,2.7,1.5,0.17,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
387,Levi Laing,eng ENG,DF,Cheltenham Town,21,2003,6,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,387,eng ENG,DF,21,2003,3.2,0,1,0,0,0.31,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
646,Levi Sutton,eng ENG,MF,Harrogate Town FC,28,1996,27,19,"1,730",19.2,0,0,0,0,0,0,6,0,0,0,0,0,0,646,eng ENG,MF,28,1996,19.2,0,18,2,11.1,0.94,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
67,Lewis Billington,eng ENG,"DF,MF",Crewe Alexandra,20,2004,23,16,"1,513",16.8,0,2,2,0,0,0,4,0,0,0.12,0.12,0,0.12,67,eng ENG,"DF,MF",20,2004,16.8,0,11,2,18.2,0.65,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
108,Lewis Cass,eng ENG,DF,Grimsby Town,24,2000,26,18,"1,657",18.4,1,1,2,1,0,0,3,1,0.05,0.05,0.11,0.05,0.11,108,eng ENG,DF,24,2000,18.4,1,6,1,16.7,0.33,0.05,0.17,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
262,Lewis Gordon,sct SCO,DF,Chesterfield,23,2001,33,29,"2,610",29,0,4,4,0,0,0,2,0,0,0.14,0.14,0,0.14,262,sct SCO,DF,23,2001,29,0,4,1,25,0.14,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
395,Lewis Leigh,eng ENG,MF,Bromley,20,2003,17,3,539,6,1,2,3,1,0,0,1,1,0.17,0.33,0.5,0.17,0.5,395,eng ENG,MF,20,2003,6,1,12,5,41.7,2,0.83,0.08,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
422,Lewis Macari,eng ENG,DF,Notts County,22,2002,31,26,"2,414",26.8,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,422,eng ENG,DF,22,2002,26.8,0,14,3,21.4,0.52,0.11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
548,Lewis Payne,eng ENG,"DF,MF",Cheltenham Town,20,2004,16,12,"1,007",11.2,0,2,2,0,0,0,6,0,0,0.18,0.18,0,0.18,548,eng ENG,"DF,MF",20,2004,11.2,0,5,1,20,0.45,0.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
572,Lewis Richards,ie IRL,"MF,DF",Bradford City,22,2001,22,17,"1,503",16.7,2,1,3,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18,572,ie IRL,"MF,DF",22,2001,16.7,2,10,3,30,0.6,0.18,0.2,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
609,Lewis Shipley,eng ENG,"DF,MF",Cheltenham Town,20,2003,8,5,508,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,609,eng ENG,"DF,MF",20,2003,5.6,0,4,1,25,0.71,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
682,Lewis Trickett,nir NIR,MF,Accrington Stanley,19,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,682,nir NIR,MF,19,2005,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
710,Lewis Warrington,eng ENG,MF,Salford City FC,21,2002,16,8,834,9.3,1,0,1,1,0,0,4,0,0.11,0,0.11,0.11,0.11,710,eng ENG,MF,21,2002,9.3,1,8,3,37.5,0.86,0.32,0.13,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
146,Liam Coyle,eng ENG,MF,Accrington Stanley,24,1999,34,26,"2,363",26.3,0,1,1,0,0,0,10,0,0,0.04,0.04,0,0.04,146,eng ENG,MF,24,1999,26.3,0,8,2,25,0.3,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
199,Liam Dulson,,"MF,FW",Cheltenham Town,,,29,8,885,9.8,2,2,4,2,0,0,1,0,0.2,0.2,0.41,0.2,0.41,199,,"MF,FW",,,9.8,2,12,6,50,1.22,0.61,0.17,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
254,Liam Gibson,eng ENG,DF,Harrogate Town FC,27,1997,9,6,399,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,254,eng ENG,DF,27,1997,4.4,0,1,1,100,0.23,0.23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
263,Liam Gordon,gy GUY,MF,Walsall,25,1999,44,44,"3,872",43,3,1,4,3,0,0,10,0,0.07,0.02,0.09,0.07,0.09,263,gy GUY,MF,25,1999,43,3,41,12,29.3,0.95,0.28,0.07,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
320,Liam Humbles,eng ENG,MF,Salford City FC,20,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,eng ENG,MF,20,2003,1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
345,Liam Jessop,gi GIB,DF,Chesterfield,18,2005,2,1,41,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,345,gi GIB,DF,18,2005,0.5,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
369,Liam Kelly,ie IRL,MF,Milton Keynes Dons,28,1995,37,31,"2,558",28.4,1,3,4,1,0,0,1,0,0.04,0.11,0.14,0.04,0.14,369,ie IRL,MF,28,1995,28.4,1,20,1,5,0.7,0.04,0.05,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
380,Liam Kinsella,ie IRL,MF,Cheltenham Town,28,1996,37,33,"2,889",32.1,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,380,ie IRL,MF,28,1996,32.1,0,5,0,0,0.16,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
430,Liam Mandeville,eng ENG,"MF,DF",Chesterfield,27,1997,42,33,"3,037",33.7,4,7,11,4,0,0,5,0,0.12,0.21,0.33,0.12,0.33,430,eng ENG,"MF,DF",27,1997,33.7,4,46,18,39.1,1.36,0.53,0.09,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
604,Liam Shaw,eng ENG,"DF,MF",Fleetwood Town,23,2001,11,6,482,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,604,eng ENG,"DF,MF",23,2001,5.4,0,6,1,16.7,1.12,0.19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
606,Liam Shephard,wls WAL,DF,Salford City FC,29,1994,22,20,"1,601",17.8,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,606,wls WAL,DF,29,1994,17.8,1,5,1,20,0.28,0.06,0.2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
674,Lorent Tolaj,ch SUI,"FW,MF",Port Vale,22,2001,37,30,"2,623",29.1,14,8,22,12,2,3,5,0,0.48,0.27,0.75,0.41,0.69,674,ch SUI,"FW,MF",22,2001,29.1,14,79,28,35.4,2.71,0.96,0.15,0.43,2,3,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
434,Louie Marsh,eng ENG,FW,Fleetwood Town,20,2003,16,11,883,9.8,2,0,2,2,0,0,1,0,0.2,0,0.2,0.2,0.2,434,eng ENG,FW,20,2003,9.8,2,17,9,52.9,1.73,0.92,0.12,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
178,Louis Dennis,eng ENG,"FW,MF",Bromley,31,1992,17,6,669,7.4,2,0,2,2,0,0,0,0,0.27,0,0.27,0.27,0.27,178,eng ENG,"FW,MF",31,1992,7.4,2,13,6,46.2,1.75,0.81,0.15,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
34,Luca Ashby-Hammond,eng ENG,GK,Gillingham,23,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,eng ENG,GK,23,2001,0.2,0,0,0,,0,0,,,0,0,2,eng ENG,GK,23,2001,1,0,19,0.2,1,4.74,2,1,50,0,0,0,0,,0,0,0,0,,ENG-League Two
54,Luca Barrington,eng ENG,"MF,FW",Grimsby Town,19,2004,38,21,"1,879",20.9,4,3,7,4,0,0,0,0,0.19,0.14,0.34,0.19,0.34,54,eng ENG,"MF,FW",19,2004,20.9,4,32,13,40.6,1.53,0.62,0.13,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
480,Luca Moore,,MF,Crewe Alexandra,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,,MF,,,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
51,Lucas Barnes,eng ENG,MF,Harrogate Town FC,17,2007,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,eng ENG,MF,17,2007,0.1,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
496,Lucas Ness,eng ENG,"DF,MF",Notts County,22,2002,7,6,455,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,eng ENG,"DF,MF",22,2002,5.1,0,6,0,0,1.19,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
31,Luke Armstrong,eng ENG,FW,Carlisle United,28,1996,20,13,"1,236",13.7,3,1,4,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29,31,eng ENG,FW,28,1996,13.7,3,23,10,43.5,1.67,0.73,0.13,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
246,Luke Garbutt,eng ENG,"DF,MF",Salford City FC,31,1993,41,40,"3,555",39.5,3,4,7,3,0,0,9,0,0.08,0.1,0.18,0.08,0.18,246,eng ENG,"DF,MF",31,1993,39.5,3,39,15,38.5,0.99,0.38,0.08,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
301,Luke Hendrie,eng ENG,"DF,MF",Morecambe,29,1994,34,34,"2,886",32.1,0,4,4,0,0,0,7,1,0,0.12,0.12,0,0.12,301,eng ENG,"DF,MF",29,1994,32.1,0,9,0,0,0.28,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
344,Luke Jephcott,wls WAL,FW,Newport County,24,2000,12,2,367,4.1,0,2,2,0,0,0,1,0,0,0.49,0.49,0,0.49,344,wls WAL,FW,24,2000,4.1,0,6,1,16.7,1.47,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
454,Luke McGee,eng ENG,GK,Tranmere Rovers,28,1995,46,46,"4,140",46,0,0,0,0,0,0,5,0,0,0,0,0,0,454,eng ENG,GK,28,1995,46,0,0,0,,0,0,,,0,0,29,eng ENG,GK,28,1995,46,46,"4,140",46,65,1.41,168,108,64.3,12,15,19,12,26.1,7,5,2,0,28.6,ENG-League Two
476,Luke Molyneux,eng ENG,MF,Doncaster Rovers,26,1998,45,44,"3,753",41.7,16,13,29,15,1,1,8,1,0.38,0.31,0.7,0.36,0.67,476,eng ENG,MF,26,1998,41.7,16,111,39,35.1,2.66,0.94,0.14,0.38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
505,Luke Norris,eng ENG,FW,Tranmere Rovers,31,1993,13,8,713,7.9,1,0,1,0,1,1,4,0,0.13,0,0.13,0,0,505,eng ENG,FW,31,1993,7.9,1,30,9,30,3.79,1.14,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
519,Luke Offord,eng ENG,DF,Milton Keynes Dons,24,1999,42,42,"3,680",40.9,3,0,3,3,0,0,10,0,0.07,0,0.07,0.07,0.07,519,eng ENG,DF,24,1999,40.9,3,10,5,50,0.24,0.12,0.3,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,ENG-League Two
