Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
206,Mamadou Doumbia,ml MLI,FW,Watford,18,2006,10.8,2,0,0,25,13,9,2,3,8,,,0,Matches
207,Oliver Dovin,se SWE,GK,Coventry City,22,2002,27.4,1,0,0,0,3,0,0,0,0,,,0,Matches
208,Callum Doyle,eng ENG,DF,Norwich City,20,2003,38.2,11,0,0,32,13,0,48,54,34,,,0,Matches
209,Andre Dozzell,eng ENG,MF,Portsmouth,25,1999,31.3,11,0,0,45,18,2,47,24,32,,,0,Matches
210,Cody Drameh,eng ENG,DF,Hull City,22,2001,18.3,2,0,0,16,23,2,28,22,51,,,0,Matches
211,Shane Duffy,ie IRL,DF,Norwich City,32,1992,44.9,4,0,0,28,16,7,3,30,20,,,0,Matches
212,Jimmy Dunne,ie IRL,DF,Queens Park Rangers,26,1997,45,9,0,0,49,31,7,40,45,74,,,1,Matches
213,Leonard Duru,eng ENG,DF,Blackburn Rovers,19,2005,0,0,0,0,1,0,0,0,0,0,,,0,Matches
214,Pierre Dwomoh,be BEL,MF,Watford,20,2004,5.9,1,0,0,4,6,0,1,17,4,,,0,Matches
215,Lyndon Dykes,sct SCO,"FW,MF",Queens Park Rangers,28,1995,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
216,George Earthy,eng ENG,"MF,FW",Bristol City,19,2004,16.2,3,0,0,17,9,1,24,12,9,,,0,Matches
217,Malcolm Ebiowei,eng ENG,MF,Oxford United,20,2003,0.8,1,0,0,2,1,1,3,1,4,,,0,Matches
218,Festy Ebosele,ie IRL,"MF,DF",Watford,21,2002,8.4,7,0,0,14,17,2,18,3,21,,,0,Matches
219,Josh Eccles,eng ENG,MF,Coventry City,24,2000,26,6,0,0,36,33,1,39,21,32,,,0,Matches
220,George Edmundson,eng ENG,DF,Middlesbrough,26,1997,23.2,9,0,0,19,14,2,0,26,18,,,0,Matches
221,Joe Edwards,eng ENG,DF,Plymouth Argyle,33,1990,12.6,4,1,0,21,17,0,4,17,27,,,0,Matches
222,Kyle Edwards,eng ENG,MF,Oxford United,26,1998,2.2,0,0,0,0,5,0,8,2,1,,,0,Matches
223,Marcus Edwards,eng ENG,MF,Burnley,25,1998,10.4,1,0,0,4,24,1,26,5,5,,,0,Matches
224,Ronnie Edwards,eng ENG,"DF,MF",Queens Park Rangers,21,2003,20.2,2,0,0,19,11,0,2,29,17,,,0,Matches
225,John Egan,ie IRL,DF,Burnley,31,1992,1.8,0,0,0,2,0,0,0,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,John Egan,ie IRL,DF,Hull City,31,1992,8.1,1,0,0,4,3,0,0,6,1,,,0,Matches
227,CJ Egan-Riley,eng ENG,DF,Burnley,21,2003,40,7,1,0,17,29,0,3,38,42,,,0,Matches
228,Callum Elder,au AUS,"DF,MF",Derby County,29,1995,23.9,8,0,0,35,20,5,114,27,29,,,0,Matches
229,Aidomo Emakhu,ie IRL,MF,Millwall,20,2003,7.7,3,1,0,10,16,3,25,5,12,,,0,Matches
230,Lukas Engel,dk DEN,DF,Middlesbrough,25,1998,4.1,1,0,0,4,4,0,18,5,5,,,0,Matches
231,Niall Ennis,eng ENG,FW,Stoke City,25,1999,2.2,0,0,0,4,2,1,0,0,0,,,0,Matches
232,Romain Esse,eng ENG,MF,Millwall,19,2005,22.4,4,0,0,40,63,5,69,7,44,,,0,Matches
233,Maxime Estève,fr FRA,DF,Burnley,22,2002,45.1,3,0,0,18,20,0,5,39,29,,,0,Matches
234,Oscar Estupiñan,co COL,FW,Hull City,27,1996,1.6,0,0,0,2,1,4,0,0,0,,,0,Matches
235,Ched Evans,wls WAL,FW,Preston North End,35,1988,1.1,0,0,0,2,3,0,2,0,1,,,0,Matches
236,George Evans,eng ENG,GK,Millwall,19,2005,4,0,0,0,0,0,0,0,0,0,,,0,Matches
237,Milan van Ewijk,nl NED,"DF,MF",Coventry City,23,2000,44.6,1,0,0,37,40,3,129,60,72,,,0,Matches
238,Malachi Fagan-Walcott,eng ENG,DF,Cardiff City,22,2002,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches
239,Akin Famewo,eng ENG,DF,Sheffield Weds,25,1998,10.4,2,0,0,10,14,0,0,24,11,,,0,Matches
240,Lamine Fanne,es ESP,"MF,FW",Luton Town,20,2004,6.5,1,0,0,15,10,1,4,6,3,,,0,Matches
241,Jacob Farrell,au AUS,DF,Portsmouth,21,2002,1,0,0,0,0,1,0,1,5,1,,,0,Matches
242,Christian Fassnacht,ch SUI,FW,Norwich City,30,1993,0.9,0,0,0,3,0,0,1,0,1,,,0,Matches
243,Tom Fellows,eng ENG,MF,West Bromwich Albion,21,2003,31.9,4,0,0,20,45,5,126,9,20,,,0,Matches
244,Marselino Ferdinan,id IDN,MF,Oxford United,19,2004,0.2,0,0,0,0,1,0,0,0,1,,,0,Matches
245,Sam Field,eng ENG,MF,Queens Park Rangers,26,1998,32.3,8,0,0,28,40,1,5,38,41,,,0,Matches
246,Tegan Finn,,MF,Plymouth Argyle,,,1.6,0,0,0,3,2,0,3,4,1,,,0,Matches
247,Junior Firpo,do DOM,DF,Leeds United,27,1996,29.1,7,0,0,46,42,9,63,37,31,,,1,Matches
248,Will Fish,eng ENG,DF,Cardiff City,21,2003,15.3,4,0,0,14,9,0,3,18,10,,,1,Matches
249,Kellen Fisher,eng ENG,"DF,MF",Norwich City,20,2004,29.9,10,0,0,50,46,1,48,36,48,,,0,Matches
250,Zian Flemming,nl NED,FW,Burnley,25,1998,26.9,3,0,0,57,51,12,10,6,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Tyrese Fornah,sl SLE,MF,Derby County,24,1999,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
252,Adam Forshaw,eng ENG,MF,Plymouth Argyle,32,1991,7.6,5,1,1,14,15,0,7,5,13,,,0,Matches
253,Adam Forshaw,eng ENG,MF,Blackburn Rovers,32,1991,6.3,2,0,0,7,11,0,3,6,11,,,0,Matches
254,Amankwah Forson,gh GHA,"MF,FW",Norwich City,21,2002,8.1,2,0,0,9,11,0,7,3,9,,,1,Matches
255,Marcus Forss,fi FIN,"MF,FW",Middlesbrough,25,1999,7.4,1,0,0,7,3,2,10,6,8,,,0,Matches
256,Craig Forsyth,sct SCO,"DF,MF",Derby County,35,1989,28.4,4,0,0,17,17,2,35,37,25,,,0,Matches
257,Gabriel Forsyth,sct SCO,MF,Norwich City,17,2006,1.8,0,0,0,8,5,0,11,2,2,,,0,Matches
258,Lyle Foster,za RSA,"FW,MF",Burnley,23,2000,17.7,4,0,0,30,16,6,6,2,13,,,0,Matches
259,Morgan Fox,wls WAL,DF,Queens Park Rangers,30,1993,14.9,3,0,0,8,3,0,6,10,15,,,2,Matches
260,Gianluca Frabotta,it ITA,"DF,MF",West Bromwich Albion,25,1999,0.7,0,0,0,0,0,0,3,1,4,,,0,Matches
261,Gonçalo Franco,pt POR,MF,Swansea City,23,2000,34.9,6,0,0,69,44,2,33,42,72,,,0,Matches
262,Michael Frey,ch SUI,FW,Queens Park Rangers,30,1994,19.8,6,0,0,46,24,20,2,5,14,,,0,Matches
263,Dael Fry,eng ENG,DF,Middlesbrough,26,1997,15.7,1,0,0,12,7,3,0,20,2,,,0,Matches
264,Mads Frøkjær-Jensen,dk DEN,"MF,FW",Preston North End,25,1999,26.2,8,0,0,55,15,3,51,13,19,,,0,Matches
265,Leo Fuhr Hjelde,no NOR,DF,Sunderland,20,2003,4.6,3,0,0,10,0,0,6,4,7,,,0,Matches
266,Jay Fulton,sct SCO,MF,Swansea City,30,1994,14.3,6,0,0,29,14,3,5,14,15,,,0,Matches
267,Darnell Furlong,eng ENG,DF,West Bromwich Albion,28,1995,41.2,8,1,0,46,72,2,83,31,25,,,1,Matches
268,Sam Gallagher,eng ENG,"FW,MF",Stoke City,28,1995,11.4,5,0,0,23,13,8,7,2,9,,,0,Matches
269,Brendan Galloway,zw ZIM,DF,Plymouth Argyle,28,1996,10.9,0,0,0,13,10,0,6,22,22,,,1,Matches
270,Ben Gannon-Doak,sct SCO,MF,Middlesbrough,18,2005,19.8,7,0,0,26,25,14,49,6,18,,,0,Matches
271,Djeidi Gassama,fr FRA,MF,Sheffield Weds,20,2003,33.1,4,0,0,54,110,10,42,11,32,,,0,Matches
272,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,22,2002,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches
273,Joe Gelhardt,eng ENG,"MF,FW",Hull City,22,2002,17.7,4,0,0,25,33,0,58,3,11,,,0,Matches
274,Anwar El Ghazi,nl NED,"MF,FW",Cardiff City,29,1995,13.1,0,0,0,14,19,8,37,2,6,,,0,Matches
275,Liam Gibbs,eng ENG,MF,Norwich City,21,2002,2.4,0,0,0,4,1,0,11,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Ben Gibson,eng ENG,DF,Stoke City,31,1993,21.6,6,0,0,15,13,3,0,18,5,,,2,Matches
277,Lewis Gibson,eng ENG,DF,Preston North End,24,2000,18.2,2,0,0,11,19,1,7,26,20,,,0,Matches
278,Lewis Gibson,eng ENG,DF,Plymouth Argyle,24,2000,18,1,0,0,6,16,0,3,19,21,,,0,Matches
279,Alexander Gilbert,ie IRL,MF,Middlesbrough,22,2001,0.9,0,0,0,2,0,0,5,0,0,,,0,Matches
280,Alfie Gilchrist,eng ENG,DF,Sheffield United,20,2003,23.4,5,0,0,25,12,0,23,28,31,,,0,Matches
281,Ryan Giles,eng ENG,DF,Middlesbrough,24,2000,3.4,0,0,0,1,0,0,19,2,4,,,1,Matches
282,Ryan Giles,eng ENG,DF,Hull City,24,2000,10,0,0,0,2,2,1,61,4,4,,,0,Matches
283,Josh Ginnelly,eng ENG,"FW,MF",Swansea City,27,1997,0.4,0,0,0,0,3,0,5,0,0,,,0,Matches
284,Tom Glover,au AUS,GK,Middlesbrough,26,1997,6.3,0,0,0,0,2,0,0,0,1,,,0,Matches
285,Wilfried Gnonto,it ITA,MF,Leeds United,20,2003,25.3,5,0,0,30,62,14,42,15,11,,,0,Matches
286,Lynden Gooch,us USA,"DF,MF",Stoke City,28,1995,11.5,3,0,0,13,4,0,62,14,22,,,0,Matches
287,Tyler Goodhram,eng ENG,MF,Oxford United,20,2003,33.9,5,0,0,49,43,5,95,22,42,,,0,Matches
288,Will Goodwin,eng ENG,FW,Oxford United,22,2002,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
289,Kaide Gordon,eng ENG,FW,Norwich City,19,2004,2,1,0,0,3,5,2,7,2,5,,,0,Matches
290,Kaide Gordon,eng ENG,FW,Portsmouth,19,2004,1.7,0,0,0,2,1,0,8,1,4,,,0,Matches
291,Kenzo Goudmijn,nl NED,MF,Derby County,22,2001,25.8,4,0,0,28,21,1,92,19,23,,,0,Matches
292,Dimitris Goutas,gr GRE,DF,Cardiff City,30,1994,32.4,3,1,0,19,6,1,1,38,20,,,0,Matches
293,Karlan Grant,eng ENG,"MF,FW",West Bromwich Albion,26,1997,32.6,2,0,0,21,30,19,107,18,17,,,0,Matches
294,Andre Gray,jm JAM,FW,Plymouth Argyle,33,1991,6.1,1,0,0,6,5,8,2,1,2,,,0,Matches
295,Harry Gray,eng ENG,FW,Leeds United,15,2008,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
296,Sam Greenwood,eng ENG,"MF,FW",Preston North End,22,2002,27,9,2,1,59,50,8,135,8,26,,,0,Matches
297,Joshua Griffiths,eng ENG,GK,West Bromwich Albion,22,2001,6,0,0,0,0,1,0,0,0,0,,,0,Matches
298,Matt Grimes,eng ENG,MF,Coventry City,29,1995,15.2,4,0,0,10,13,0,58,10,17,,,0,Matches
299,Matt Grimes,eng ENG,MF,Swansea City,29,1995,29,4,0,0,13,32,0,105,24,29,,,0,Matches
300,Daniel Grimshaw,eng ENG,GK,Plymouth Argyle,26,1998,21,2,0,0,0,1,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Ilia Gruev,bg BUL,MF,Leeds United,24,2000,18.9,3,0,0,25,13,0,80,18,22,,,0,Matches
302,Makhtar Gueye,sn SEN,FW,Blackburn Rovers,26,1997,24.4,10,1,1,65,24,20,12,7,13,,,0,Matches
303,Josuha Guilavogui,fr FRA,"DF,MF",Leeds United,33,1990,0.7,0,0,0,1,1,0,0,2,4,,,0,Matches
304,Angus Gunn,sct SCO,GK,Norwich City,28,1996,34.5,1,0,0,0,8,0,0,0,1,,,0,Matches
305,Darko Gyabi,eng ENG,MF,Plymouth Argyle,20,2004,31.6,10,0,0,50,69,0,6,21,49,,,0,Matches
306,Hayden Hackney,eng ENG,MF,Middlesbrough,22,2002,42.1,9,1,1,76,62,1,34,29,57,,,0,Matches
307,Rami Al Hajj,se SWE,MF,Plymouth Argyle,22,2001,15.3,1,0,0,12,13,2,7,6,19,,,0,Matches
308,Ali Al Hamadi,iq IRQ,FW,Stoke City,22,2002,9.2,2,0,0,17,14,2,2,1,7,,,0,Matches
309,Gustavo Hamer,nl NED,MF,Sheffield United,27,1997,34.7,13,0,0,60,43,2,138,28,30,,,0,Matches
310,Micah Hamilton,eng ENG,MF,Middlesbrough,20,2003,3.5,0,0,0,2,5,0,5,0,4,,,0,Matches
311,Grant Hanley,sct SCO,DF,Norwich City,32,1991,0.9,0,0,0,0,0,0,0,0,1,,,0,Matches
312,Ryan Hardie,sct SCO,"FW,MF",Plymouth Argyle,27,1997,25.2,0,0,0,15,10,20,14,6,7,,,0,Matches
313,Wes Harding,jm JAM,DF,Millwall,27,1996,2.1,1,0,0,1,0,0,7,1,3,,,0,Matches
314,Marcus Harness,eng ENG,"MF,FW",Derby County,28,1996,26.2,11,0,0,56,14,6,89,13,31,,,0,Matches
315,Mark Harris,wls WAL,FW,Oxford United,25,1998,32.1,3,0,0,50,26,29,4,3,20,,,0,Matches
316,Daiki Hashioka,jp JPN,"DF,MF",Luton Town,25,1999,13.4,3,0,0,14,16,1,24,15,22,,,0,Matches
317,Joseph Hatch,wls WAL,MF,Plymouth Argyle,17,2006,0,0,0,0,0,0,0,0,0,0,,,0,Matches
318,Ryo Hatsuse,jp JPN,DF,Sheffield Weds,27,1997,3.9,1,0,0,7,2,0,19,2,4,,,0,Matches
319,Isaac Hayden,jm JAM,MF,Portsmouth,29,1995,10.4,2,0,0,22,7,1,10,8,18,,,0,Matches
320,Conor Hazard,nir NIR,GK,Plymouth Argyle,26,1998,25,4,0,0,0,3,0,0,1,0,,,0,Matches
321,Ryan Hedges,wls WAL,MF,Blackburn Rovers,29,1995,28.5,4,0,0,46,41,4,79,32,44,,,0,Matches
322,Torbjørn Heggem,no NOR,DF,West Bromwich Albion,25,1999,44.6,3,0,0,22,19,0,28,29,48,,,1,Matches
323,Michał Helik,pl POL,DF,Oxford United,28,1995,20,4,0,0,15,15,2,2,21,11,,,1,Matches
324,Onel Hernández,cu CUB,FW,Norwich City,31,1993,7.1,2,0,0,7,9,2,28,3,4,,,0,Matches
325,Brad Hills,eng ENG,DF,Norwich City,20,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Yu Hirakawa,jp JPN,MF,Bristol City,23,2001,18.4,0,0,0,12,39,2,84,5,22,,,0,Matches
327,Václav Hladký,cz CZE,GK,Burnley,33,1990,1,0,0,0,0,0,0,0,0,0,,,0,Matches
328,Rob Holding,eng ENG,DF,Sheffield United,28,1995,4.7,1,0,0,2,3,0,1,5,4,,,0,Matches
329,Mason Holgate,jm JAM,DF,West Bromwich Albion,27,1996,22,2,0,0,19,24,1,9,27,19,,,1,Matches
330,Duane Holmes,us USA,MF,Preston North End,29,1994,9.3,4,0,0,15,25,1,25,5,13,,,0,Matches
331,Tom Holmes,eng ENG,DF,Luton Town,24,2000,14.6,4,1,1,14,3,0,9,16,20,,,0,Matches
332,George Honeyman,eng ENG,MF,Millwall,29,1994,26.9,7,0,0,48,47,10,115,20,55,,,0,Matches
333,Ethan Horvath,us USA,GK,Cardiff City,29,1995,17,0,0,0,0,4,0,0,0,0,,,1,Matches
334,Jordan Houghton,eng ENG,MF,Plymouth Argyle,28,1995,17,2,0,0,25,18,0,9,8,24,,,0,Matches
335,Andreas Hountondji,bj BEN,"MF,FW",Burnley,22,2002,2.3,0,0,0,2,1,1,0,0,1,,,0,Matches
336,Jonny Howson,eng ENG,"DF,MF",Middlesbrough,36,1988,15.5,0,0,0,6,7,1,12,20,17,,,0,Matches
337,Andrew Hughes,wls WAL,"DF,MF",Preston North End,32,1992,36,8,0,0,46,29,2,41,37,39,,,0,Matches
338,Charlie Hughes,eng ENG,DF,Hull City,20,2003,26.1,9,0,0,30,18,0,10,39,18,,,0,Matches
339,Trai Hume,nir NIR,DF,Sunderland,22,2002,42.3,11,1,0,43,32,3,136,50,76,,,0,Matches
340,Bashir Humphreys,eng ENG,DF,Burnley,21,2003,19.7,3,1,1,12,25,0,25,20,30,,,0,Matches
341,Shaun Hutchinson,eng ENG,DF,Millwall,33,1990,4.4,1,0,0,7,5,1,0,3,9,,,0,Matches
342,Dominic Hyam,sct SCO,DF,Blackburn Rovers,28,1995,46,5,0,0,27,23,6,3,29,26,,,0,Matches
343,Adam Idah,ie IRL,FW,Norwich City,23,2001,0.3,0,0,0,0,0,1,2,0,0,,,0,Matches
344,Kelechi Iheanacho,ng NGA,"MF,FW",Middlesbrough,27,1996,8.5,0,0,0,11,2,2,4,0,8,,,0,Matches
345,Michael Ihiekwe,eng ENG,DF,Sheffield Weds,31,1992,20.2,2,0,0,15,15,4,0,24,13,,,0,Matches
346,Samuel Iling-Junior,eng ENG,"DF,MF",Middlesbrough,20,2003,11.7,2,0,0,19,12,0,60,11,16,,,0,Matches
347,Tom Ince,eng ENG,MF,Watford,32,1992,14.3,1,0,0,13,13,3,16,8,10,,,0,Matches
348,Svante Ingelsson,se SWE,MF,Sheffield Weds,26,1998,18.8,5,0,0,31,11,4,57,13,31,,,0,Matches
349,Matt Ingram,eng ENG,GK,Oxford United,30,1993,1,0,0,0,0,0,0,0,0,0,,,0,Matches
350,Dominic Iorfa,eng ENG,DF,Sheffield Weds,29,1995,15.9,4,0,0,25,15,4,1,22,12,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Wilson Isidor,fr FRA,FW,Sunderland,23,2000,34.6,9,0,0,27,27,34,14,7,6,,,0,Matches
352,Frederick Issaka,wls WAL,MF,Plymouth Argyle,18,2006,6.6,0,1,0,9,7,3,8,4,6,,,0,Matches
353,Mihailo Ivanović,rs SRB,"FW,MF",Millwall,19,2004,24.2,2,0,0,38,21,15,13,3,10,,,0,Matches
354,Kayden Jackson,eng ENG,"MF,FW",Derby County,30,1994,28.6,6,0,0,32,34,13,77,14,23,,,0,Matches
355,Matty Jacob,eng ENG,DF,Hull City,23,2001,5,2,0,0,10,4,0,5,5,5,,,0,Matches
356,Daniel James,wls WAL,MF,Leeds United,26,1997,29,4,0,0,22,37,10,169,5,14,,,0,Matches
357,William Jarvis,eng ENG,MF,Hull City,21,2002,1.8,0,0,0,3,8,0,3,0,4,,,0,Matches
358,Daniel Jebbison,ca CAN,FW,Watford,20,2003,4.3,2,0,0,4,7,5,1,0,2,,,0,Matches
359,Lukas Jensen,dk DEN,GK,Millwall,25,1999,41,1,0,0,0,4,0,0,0,1,,,0,Matches
360,Eom Jisung,kr KOR,MF,Swansea City,22,2002,25.4,2,0,0,27,42,12,124,16,22,,,0,Matches
361,Viktor Johansson,se SWE,GK,Stoke City,25,1998,46,4,0,0,0,14,0,0,0,0,,,1,Matches
362,Daniel Johnson,jm JAM,MF,Stoke City,31,1992,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
363,Joseph Johnson,eng ENG,"DF,MF",Luton Town,18,2006,5.2,3,1,1,5,3,0,9,2,6,,,0,Matches
364,Marvin Johnson,eng ENG,"MF,DF",Sheffield Weds,33,1990,31.1,3,0,0,32,31,1,158,28,32,,,0,Matches
365,Michael Johnston,ie IRL,MF,West Bromwich Albion,25,1999,23,3,0,0,15,19,11,98,11,17,,,0,Matches
366,Alfie Jones,ca CAN,DF,Hull City,26,1997,37.7,8,0,0,24,15,2,5,39,22,,,1,Matches
367,Harrison Jones,eng ENG,MF,Sunderland,19,2004,1.5,1,0,0,1,1,0,6,0,2,,,0,Matches
368,Isaiah Jones,gy GUY,MF,Middlesbrough,25,1999,8.8,1,0,0,9,17,3,25,5,12,,,0,Matches
369,Isaiah Jones,gy GUY,MF,Luton Town,25,1999,14.6,4,0,0,23,22,1,37,13,18,,,0,Matches
370,Kyle Joseph,sct SCO,"FW,MF",Hull City,22,2001,11.2,0,0,0,15,4,5,12,4,9,,,0,Matches
371,Mateo Joseph,es ESP,FW,Leeds United,20,2003,14.3,0,0,0,11,16,4,6,3,7,,,0,Matches
372,Mads Juel Andersen,dk DEN,DF,Luton Town,26,1997,4.6,3,0,0,4,1,1,1,5,3,,,0,Matches
373,Bae Junho,kr KOR,MF,Stoke City,20,2003,36.2,5,0,0,36,58,4,96,34,49,,,0,Matches
374,Matěj Jurásek,cz CZE,FW,Norwich City,20,2003,0.9,0,0,0,4,1,0,4,0,0,,,0,Matches
375,Abdoulaye Kamara,gn GUI,MF,Portsmouth,19,2004,1.4,1,0,0,2,0,0,1,0,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Abu Kamara,eng ENG,"FW,MF",Norwich City,21,2003,0.2,0,0,0,1,0,0,0,1,1,,,0,Matches
377,Abu Kamara,eng ENG,"MF,FW",Hull City,21,2003,25.1,1,0,0,19,28,6,55,15,25,,,0,Matches
378,Thomas Kaminski,be BEL,GK,Luton Town,31,1992,44.3,5,1,1,2,3,0,0,0,0,,,0,Matches
379,Wilfried Kanga,ci CIV,FW,Cardiff City,26,1998,5.1,0,0,0,11,2,6,1,0,0,,,0,Matches
380,Augustus Kargbo,sl SLE,MF,Blackburn Rovers,24,1999,2.1,0,0,0,8,2,1,7,1,5,,,0,Matches
381,Nikola Katić,ba BIH,DF,Plymouth Argyle,27,1996,13.6,2,0,0,16,6,0,1,17,20,,,0,Matches
382,Edo Kayembe,cd COD,"MF,FW",Watford,26,1998,35.5,11,1,1,41,23,4,33,16,26,,,0,Matches
383,Will Keane,ie IRL,"FW,MF",Preston North End,31,1993,12.5,0,0,0,22,11,5,2,3,3,,,0,Matches
384,Kévin Keben Biakolo,cm CMR,DF,Watford,20,2004,2.8,0,1,0,4,0,0,1,0,4,,,0,Matches
385,Daniel Kelly,sct SCO,MF,Millwall,18,2005,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
386,Kaine Kesler-Hayden,eng ENG,"MF,DF",Preston North End,21,2002,40.8,6,0,0,22,72,6,48,23,41,,,0,Matches
387,Josh Key,eng ENG,DF,Swansea City,24,1999,38.5,3,0,0,31,37,5,111,33,32,,,0,Matches
388,Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,0,0,0,0,0,0,0,0,0,,,0,Matches
389,Peter Kioso,cd COD,DF,Oxford United,25,1998,25.6,6,0,0,33,48,1,31,37,33,,,0,Matches
390,Liam Kitching,eng ENG,DF,Coventry City,24,1999,25.4,7,0,0,23,22,4,6,19,19,,,1,Matches
391,Jason Knight,ie IRL,MF,Bristol City,23,2001,46,6,0,0,44,81,1,48,44,42,,,0,Matches
392,Olaf Kobacki,pl POL,"FW,MF",Sheffield Weds,23,2001,4.1,1,0,0,9,4,0,4,2,7,,,0,Matches
393,Luca Koleosho,it ITA,MF,Burnley,19,2004,18.6,4,0,0,44,15,5,74,8,17,,,0,Matches
394,Rayan Kolli,dz ALG,"FW,MF",Queens Park Rangers,19,2005,9.1,2,0,0,12,18,10,11,5,6,,,0,Matches
395,Lewis Koumas,wls WAL,MF,Stoke City,18,2005,27.1,5,0,0,33,19,15,40,9,33,,,0,Matches
396,Ronan Kpakio,wls WAL,DF,Cardiff City,17,2007,1.2,0,0,0,3,1,0,2,1,4,,,0,Matches
397,Tom Krauß,de GER,MF,Luton Town,23,2001,17.8,1,0,0,33,17,0,11,17,53,,,0,Matches
398,Paddy Lane,nir NIR,MF,Portsmouth,23,2001,11.9,2,0,0,6,14,4,39,4,9,,,0,Matches
399,Callum Lang,eng ENG,MF,Portsmouth,25,1998,27.1,9,0,0,47,53,9,54,12,18,,,0,Matches
400,Sondre Langås,no NOR,DF,Derby County,23,2001,12.4,3,0,0,14,4,0,1,11,12,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
401,Macaulay Langstaff,eng ENG,FW,Millwall,27,1997,15.4,0,0,0,14,16,12,12,2,5,,,0,Matches
402,Will Lankshear,eng ENG,FW,West Bromwich Albion,19,2005,3.9,2,0,0,5,14,4,0,1,1,,,0,Matches
403,Yasser Larouci,dz ALG,"MF,DF",Watford,23,2001,23.7,3,0,0,27,26,5,88,31,19,,,0,Matches
404,Joël Latibeaudière,jm JAM,DF,Coventry City,24,2000,28.6,5,0,0,30,37,1,9,27,32,,,1,Matches
405,Emmanuel Latte Lath,ci CIV,FW,Middlesbrough,25,1999,19.6,3,0,0,29,19,25,3,5,13,,,0,Matches
406,Josh Laurent,eng ENG,MF,Stoke City,29,1995,3,3,0,0,5,2,0,3,3,5,,,0,Matches
407,Josh Laurent,eng ENG,MF,Burnley,29,1995,27.2,4,0,0,40,31,1,17,28,34,,,0,Matches
408,Mohammed Lawal,ie IRL,DF,Stoke City,21,2003,2.3,0,0,0,3,6,1,1,2,3,,,0,Matches
409,Dylan Lawlor,wls WAL,DF,Cardiff City,18,2006,0.6,0,0,0,0,1,0,0,2,1,,,0,Matches
410,Enzo Le Fée,fr FRA,MF,Sunderland,24,2000,11.1,2,0,0,14,19,2,62,15,22,,,0,Matches
411,Tom Leahy,eng ENG,FW,Millwall,20,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
412,Ryan Ledson,eng ENG,MF,Preston North End,26,1997,13.5,7,0,0,34,19,2,27,10,23,,,0,Matches
413,Greg Leigh,jm JAM,"DF,MF",Oxford United,29,1994,26,1,0,0,7,14,5,48,33,22,,,0,Matches
414,Harry Leonard,eng ENG,FW,Blackburn Rovers,20,2003,1.7,0,0,0,3,0,2,0,1,0,,,0,Matches
415,Ryan Leonard,eng ENG,DF,Millwall,32,1992,29.2,8,0,0,43,41,0,60,39,50,,,0,Matches
416,Lincoln,br BRA,MF,Hull City,25,1998,4.7,0,0,0,5,4,3,15,3,6,,,0,Matches
417,Liam Lindsay,sct SCO,DF,Preston North End,28,1995,29,10,2,2,40,22,4,1,46,23,,,0,Matches
418,Alfie Lloyd,eng ENG,"MF,FW",Queens Park Rangers,21,2003,8.3,4,0,0,22,19,4,3,1,9,,,0,Matches
