Performance,,,,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
419,Ben Lloyd,wls WAL,FW,Swansea City,19,2005,0.1,0,0,0,2,0,0,1,0,0,,,0,Matches
420,George Long,eng ENG,GK,Norwich City,30,1993,8.5,0,0,0,1,0,0,0,0,0,,,0,Matches
421,Sam Long,eng ENG,DF,Oxford United,29,1995,18.4,2,0,0,10,11,2,11,26,17,,,0,Matches
422,Ryan Longman,eng ENG,"MF,FW",Hull City,23,2000,5.3,0,0,0,5,0,1,21,2,8,,,0,Matches
423,Imran Louza,ma MAR,MF,Watford,25,1999,29.7,11,0,0,62,35,2,143,34,39,,,0,Matches
424,Jamal Lowe,jm JAM,"FW,MF",Sheffield Weds,30,1994,10.7,2,0,0,24,10,6,4,4,7,,,0,Matches
425,Max Lowe,eng ENG,DF,Sheffield Weds,27,1997,29.8,2,0,0,34,8,0,12,42,57,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Nathan Lowe,eng ENG,"FW,MF",Stoke City,18,2005,5.2,2,0,0,7,5,8,2,1,4,,,0,Matches
427,Lucas,br BRA,DF,Burnley,23,2001,31,7,0,0,27,10,3,112,49,41,,,0,Matches
428,Nicolas Madsen,dk DEN,MF,Queens Park Rangers,24,2000,19.5,2,0,0,17,13,0,62,11,13,,,0,Matches
429,Lucien Mahovo,eng ENG,DF,Norwich City,19,2005,5.8,0,0,0,7,3,0,23,3,7,,,0,Matches
430,Josh Maja,ng NGA,FW,West Bromwich Albion,25,1998,22.8,2,0,0,13,32,4,3,11,8,,,0,Matches
431,Christ Makosso,cg CGO,DF,Luton Town,20,2004,10.6,0,0,0,13,4,0,10,6,8,,,0,Matches
432,Million Manhoef,nl NED,"MF,FW",Stoke City,22,2002,26.9,1,0,0,29,27,10,135,5,14,,,0,Matches
433,Sivert Mannsverk,no NOR,MF,Cardiff City,22,2002,11.2,4,0,0,18,6,0,7,16,14,,,0,Matches
434,Benson Manuel,ao ANG,"FW,MF",Burnley,27,1997,0.5,1,0,0,0,3,0,4,0,2,,,0,Matches
435,Emiliano Marcondes,dk DEN,"MF,FW",Norwich City,29,1995,25.3,5,0,0,37,47,6,73,23,27,,,0,Matches
436,Ephron Mason-Clark,eng ENG,"MF,FW",Coventry City,24,1999,18.1,2,0,0,31,30,16,48,6,14,,,0,Matches
437,Han-Noah Massengo,fr FRA,MF,Burnley,23,2001,1.1,1,0,0,2,1,0,2,1,2,,,0,Matches
438,Zavier Massiah,eng ENG,FW,Watford,17,2007,0.6,0,0,0,2,1,0,0,0,1,,,0,Matches
439,Eliot Matazo,be BEL,MF,Hull City,22,2002,3.3,1,0,0,6,6,1,9,3,2,,,0,Matches
440,Alex Matos,eng ENG,"MF,FW",Oxford United,19,2004,10.4,5,0,0,28,25,1,4,20,28,,,0,Matches
441,Hayden Matthews,au AUS,DF,Portsmouth,20,2004,3.5,0,0,0,1,1,0,1,1,5,,,0,Matches
442,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,19,2005,23.9,2,0,0,19,30,11,18,5,7,,,0,Matches
443,Fally Mayulu,fr FRA,FW,Bristol City,22,2002,4.5,0,0,0,12,4,4,0,0,3,,,0,Matches
444,Sam McCallum,eng ENG,"DF,MF",Sheffield United,23,2000,11.7,1,0,0,8,17,0,29,22,13,,,0,Matches
445,Alistair McCann,nir NIR,MF,Preston North End,24,1999,26.9,9,0,0,44,24,1,15,26,68,,,0,Matches
446,Ruairi Mcconville,nir NIR,DF,Norwich City,19,2005,2.3,0,0,0,5,1,0,0,4,3,,,0,Matches
447,George McCormick,eng ENG,DF,Middlesbrough,19,2005,0,0,0,0,0,0,0,0,0,0,,,0,Matches
448,Ross McCrorie,sct SCO,"MF,DF",Bristol City,26,1998,16.4,10,1,1,34,17,6,37,22,33,,,0,Matches
449,Josh McEachran,eng ENG,MF,Oxford United,31,1993,5.6,1,0,0,4,3,0,14,6,8,,,0,Matches
450,Kyle McFadzean,sct SCO,DF,Blackburn Rovers,37,1987,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
451,Riley McGree,au AUS,MF,Middlesbrough,25,1998,10.5,2,0,0,8,9,0,29,2,6,,,0,Matches
452,Marcus McGuane,eng ENG,MF,Bristol City,25,1999,11.8,1,0,0,13,27,0,4,8,14,,,0,Matches
453,Mark McGuinness,ie IRL,DF,Luton Town,23,2001,41.7,4,0,0,37,20,3,1,56,24,,,1,Matches
454,Tom McIntyre,sct SCO,DF,Portsmouth,25,1998,11.3,3,0,0,12,9,0,1,16,13,,,0,Matches
455,Kenny McLean,sct SCO,"MF,DF",Norwich City,32,1992,33.3,6,1,0,24,67,0,80,37,46,,,0,Matches
456,Sean McLoughlin,ie IRL,DF,Hull City,27,1996,35.7,6,0,0,22,23,3,24,41,22,,,1,Matches
457,Paddy McNair,nir NIR,DF,West Bromwich Albion,29,1995,1,0,0,0,1,0,0,0,1,1,,,0,Matches
458,Luke McNally,ie IRL,DF,Bristol City,24,1999,25.8,5,0,0,22,11,1,3,35,28,,,0,Matches
459,Luke McNally,ie IRL,DF,Burnley,24,1999,0,0,0,0,1,0,0,0,0,1,,,0,Matches
460,Dan McNamara,ie IRL,DF,Millwall,25,1998,7.6,1,0,0,6,7,0,5,13,8,,,0,Matches
461,Charlie McNeill,eng ENG,FW,Sheffield Weds,20,2003,0.6,0,0,0,2,1,0,1,1,1,,,0,Matches
462,Jayden Meghoma,eng ENG,"MF,DF",Preston North End,18,2006,8.5,1,0,0,7,2,2,18,9,11,,,0,Matches
463,Marvin Mehlem,de GER,MF,Hull City,26,1997,10,2,0,0,16,21,3,14,3,15,,,0,Matches
464,Anis Mehmeti,al ALB,"MF,FW",Bristol City,23,2001,28.4,3,0,0,43,31,9,64,7,22,,,0,Matches
465,Yakou Méïte,ci CIV,"MF,FW",Cardiff City,28,1996,13.3,1,0,0,22,20,5,17,8,15,,,0,Matches
466,Hannibal Mejbri,tn TUN,MF,Burnley,21,2003,21.4,8,1,0,53,57,5,43,10,23,,,0,Matches
467,Nathaniel Mendez-Laing,gt GUA,"MF,FW",Derby County,32,1992,23.3,4,0,0,16,16,8,155,23,35,,,0,Matches
468,Teden Mengi,eng ENG,DF,Luton Town,22,2002,17.4,3,0,0,11,5,0,8,29,19,,,0,Matches
469,Chris Mepham,wls WAL,DF,Sunderland,26,1997,36.4,10,1,0,40,10,1,0,32,30,,,0,Matches
470,Illan Meslier,fr FRA,GK,Leeds United,24,2000,39,0,0,0,0,11,0,0,0,0,,,1,Matches
471,Liam Millar,ca CAN,"MF,FW",Hull City,24,1999,6.9,3,0,0,11,10,1,37,4,7,,,0,Matches
472,Stanley Mills,eng ENG,MF,Oxford United,20,2003,3.9,2,0,0,4,4,1,19,1,11,,,0,Matches
473,Yang Minhyeok,kr KOR,"MF,FW",Queens Park Rangers,18,2006,7.7,1,0,0,9,7,3,11,8,7,,,0,Matches
474,Billy Mitchell,eng ENG,MF,Millwall,24,2000,9.9,1,0,0,11,4,0,14,14,16,,,0,Matches
475,Idris El Mizouni,tn TUN,MF,Oxford United,23,2000,13.8,2,0,0,20,7,1,6,14,22,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
476,Ryan Mmaee,ma MAR,FW,Stoke City,26,1997,1.2,0,0,0,1,3,0,0,0,0,,,0,Matches
477,Jayson Molumby,ie IRL,MF,West Bromwich Albion,24,1999,30,11,1,0,42,43,1,21,26,31,,,0,Matches
478,Kristi Montgomery,sct SCO,DF,Blackburn Rovers,20,2004,1.5,2,1,1,2,0,0,2,2,2,,,0,Matches
479,Elliott Moore,eng ENG,DF,Oxford United,27,1997,22.9,7,0,0,15,4,0,0,15,11,,,0,Matches
480,Kieffer Moore,wls WAL,FW,Sheffield United,31,1992,19.6,1,0,0,30,24,12,6,4,9,,,0,Matches
481,Simon Moore,eng ENG,GK,Sunderland,34,1990,4,1,0,0,0,1,0,0,0,0,,,0,Matches
482,Andrew Moran,ie IRL,MF,Stoke City,20,2003,26.2,9,0,0,35,34,4,11,18,43,,,0,Matches
483,Kieran Morgan,eng ENG,MF,Queens Park Rangers,18,2006,17.6,5,0,0,28,9,0,20,10,13,,,0,Matches
484,Aidan Morris,us USA,MF,Middlesbrough,22,2001,32.4,4,0,0,33,73,1,15,33,65,,,0,Matches
485,Carlton Morris,eng ENG,"FW,MF",Luton Town,28,1995,34.7,10,0,0,61,60,28,25,5,9,,,0,Matches
486,James Morris,eng ENG,DF,Watford,22,2001,12.1,3,0,0,10,2,0,10,9,20,,,0,Matches
487,Elijah Morrison,eng ENG,MF,Bristol City,18,2006,0.4,1,0,0,2,0,0,2,1,2,,,0,Matches
488,Liam Morrison,sct SCO,DF,Queens Park Rangers,21,2003,14.5,3,0,0,12,4,0,0,15,11,,,0,Matches
489,Victor Moses,ng NGA,MF,Luton Town,33,1990,12.6,0,0,0,10,24,5,45,8,18,,,0,Matches
490,Alex Mowatt,eng ENG,MF,West Bromwich Albion,29,1995,37.2,5,0,0,27,58,0,119,24,40,,,0,Matches
491,Owen Moxon,eng ENG,MF,Portsmouth,26,1998,3.1,3,0,0,10,2,1,10,1,6,,,0,Matches
492,Bali Mumba,eng ENG,"MF,DF",Plymouth Argyle,22,2001,37.7,3,0,0,32,46,6,48,21,59,,,0,Matches
493,Romaine Mundle,eng ENG,"MF,FW",Sunderland,21,2003,15.9,1,0,0,32,37,2,80,7,19,,,0,Matches
494,Josh Murphy,eng ENG,MF,Portsmouth,29,1995,38.1,6,0,0,25,68,7,267,29,23,,,0,Matches
495,Anthony Musaba,nl NED,"MF,FW",Sheffield Weds,23,2000,14.8,0,0,0,7,17,2,33,5,9,,,0,Matches
496,Elliot Myles,wls WAL,FW,Norwich City,17,2007,0.5,0,0,0,2,0,0,0,0,0,,,0,Matches
497,Amin Nabizada,eng ENG,FW,Watford,17,2007,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
498,Kal Naismith,sct SCO,DF,Bristol City,32,1992,3.2,0,0,0,2,3,0,0,1,6,,,0,Matches
499,Kal Naismith,sct SCO,"DF,MF",Luton Town,32,1992,5.1,2,1,1,4,8,0,3,7,6,,,0,Matches
500,Marvelous Nakamba,zw ZIM,MF,Luton Town,30,1994,14.4,2,0,0,19,10,0,4,13,15,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
501,Paul Nardi,fr FRA,GK,Queens Park Rangers,30,1994,45,2,0,0,0,14,0,0,0,1,,,0,Matches
502,Kyle Naughton,eng ENG,DF,Swansea City,35,1988,9.2,1,0,0,3,8,0,7,10,16,,,0,Matches
503,Camiel Neghli,nl NED,MF,Millwall,22,2001,2.1,0,0,0,0,1,0,10,2,4,,,0,Matches
504,Dan Neil,eng ENG,MF,Sunderland,22,2001,43.1,4,1,1,42,52,1,13,49,50,,,0,Matches
505,Benjamin Nelson,eng ENG,DF,Oxford United,20,2004,15.2,1,0,0,16,6,0,1,22,15,,,0,Matches
506,Curtis Nelson,eng ENG,DF,Derby County,31,1993,27,3,0,0,30,7,0,3,28,22,,,0,Matches
507,Zack Nelson,eng ENG,"MF,FW",Luton Town,19,2004,8.9,4,0,0,9,12,2,25,5,10,,,0,Matches
508,Perry Ng,eng ENG,DF,Cardiff City,28,1996,31,9,0,0,35,55,0,40,28,51,,,0,Matches
509,Jeremy Ngakia,,"DF,MF",Watford,23,2000,20.9,5,0,0,23,10,2,63,29,54,,,0,Matches
510,Kevin Nisbet,sct SCO,FW,Millwall,27,1997,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
511,Lasse Nordås,no NOR,FW,Luton Town,22,2002,2.8,0,0,0,8,5,1,2,1,1,,,0,Matches
512,Casper de Norre,be BEL,MF,Millwall,27,1997,40.1,5,0,0,42,11,1,26,65,68,,,0,Matches
513,Rhys Norrington-Davies,wls WAL,DF,Sheffield United,25,1999,2.8,1,0,0,3,1,0,6,4,2,,,0,Matches
514,Will Norris,eng ENG,GK,Portsmouth,30,1993,8,2,0,0,1,3,0,0,0,1,,,0,Matches
515,Marcelino Núñez,cl CHI,MF,Norwich City,24,2000,24.9,5,0,0,44,17,0,130,15,37,,,0,Matches
516,Tanatswa Nyakuhwa,wls WAL,FW,Cardiff City,18,2005,0.2,0,0,0,0,0,0,2,0,0,,,0,Matches
517,Ryan Nyambe,na NAM,"DF,MF",Derby County,26,1997,12.5,2,0,0,11,7,0,11,10,20,,,0,Matches
518,Lewis O'Brien,eng ENG,MF,Swansea City,25,1998,15.8,2,0,0,24,36,0,18,9,20,,,0,Matches
519,Gatlin O'Donkor,eng ENG,FW,Oxford United,19,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
520,Callum O'Dowda,ie IRL,"DF,MF",Cardiff City,29,1995,39.4,7,0,0,37,44,3,141,32,52,,,0,Matches
521,Callum O'Hare,eng ENG,MF,Sheffield United,26,1998,34.9,2,0,0,39,57,8,21,7,30,,,0,Matches
522,Max O'Leary,ie IRL,GK,Bristol City,27,1996,46,3,0,0,0,4,0,0,0,0,,,0,Matches
523,Mark O'Mahony,ie IRL,FW,Portsmouth,19,2005,6.6,1,0,0,14,7,7,1,2,2,,,0,Matches
524,Luke O'Nien,eng ENG,DF,Sunderland,29,1994,43.7,9,0,0,36,51,4,19,43,29,,,2,Matches
525,Dara O'Shea,ie IRL,DF,Burnley,25,1999,2,0,0,0,1,1,2,1,3,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
526,Michael Obafemi,ie IRL,"FW,MF",Plymouth Argyle,24,2000,13.3,0,0,0,11,13,4,7,0,4,,,0,Matches
527,Wilson Odobert,fr FRA,MF,Burnley,19,2004,1,0,0,0,0,1,0,0,0,1,,,0,Matches
528,Chiedozie Ogbene,ie IRL,MF,Luton Town,27,1997,2.7,0,0,0,3,4,1,9,1,1,,,0,Matches
529,Nathanael Ogbeta,eng ENG,"MF,DF",Plymouth Argyle,23,2001,7,1,0,0,10,4,0,20,4,13,,,1,Matches
530,Angelo Ogbonna,it ITA,DF,Watford,36,1988,4.4,0,0,0,1,2,0,0,7,5,,,0,Matches
531,Connor Ogilvie,eng ENG,DF,Portsmouth,28,1996,44.8,5,0,0,30,55,4,54,63,27,,,1,Matches
532,Yuki Ohashi,jp JPN,"FW,MF",Blackburn Rovers,28,1996,24.7,3,0,0,43,34,21,16,5,22,,,0,Matches
533,Jeppe Okkels,dk DEN,MF,Preston North End,25,1999,1.4,0,0,0,1,0,0,2,1,1,,,0,Matches
534,Abdülkadir Ömür,tr TUR,"MF,FW",Hull City,25,1999,11.8,1,0,0,10,18,2,39,4,12,,,0,Matches
535,Ryan One,sct SCO,FW,Sheffield United,18,2006,3.2,2,0,0,4,3,2,2,1,0,,,0,Matches
536,Ben Osborn,eng ENG,"MF,DF",Derby County,29,1994,18.9,2,0,0,12,20,0,81,22,21,,,0,Matches
537,Milutin Osmajić,me MNE,FW,Preston North End,25,1999,21.3,4,0,0,29,23,22,6,2,5,,,0,Matches
538,Gabriel Otegbayo,,DF,Sheffield Weds,,,5.3,0,0,0,10,3,1,0,4,4,,,0,Matches
539,David Ozoh,eng ENG,MF,Derby County,19,2005,7.8,0,0,0,6,10,0,1,13,24,,,0,Matches
540,Kenneth Paal,sr SUR,DF,Queens Park Rangers,27,1997,32,4,0,0,29,34,0,127,42,29,,,0,Matches
541,Marlon Pack,eng ENG,"DF,MF",Portsmouth,33,1991,30.1,8,1,0,40,28,2,44,36,19,,,1,Matches
542,Alex Palmer,eng ENG,GK,West Bromwich Albion,27,1996,30,2,0,0,0,5,0,0,0,2,,,0,Matches
543,Kasey Palmer,jm JAM,MF,Hull City,27,1996,12.1,2,0,0,26,16,3,31,4,10,,,0,Matches
544,Kasey Palmer,jm JAM,MF,Coventry City,27,1996,0.6,1,0,0,1,4,0,1,0,0,,,0,Matches
545,Liam Palmer,sct SCO,"DF,MF",Sheffield Weds,32,1991,9.7,3,0,0,13,9,2,9,8,8,,,0,Matches
546,Victor Pálsson,is ISL,DF,Plymouth Argyle,33,1991,19.3,3,0,0,13,3,1,3,30,19,,,0,Matches
547,Ivor Pandur,hr CRO,GK,Hull City,24,2000,44,3,0,0,0,5,0,0,0,0,,,0,Matches
548,Samuel Parker,wls WAL,DF,Swansea City,18,2006,1,0,0,0,4,1,0,4,1,2,,,0,Matches
549,Callum Paterson,sct SCO,"MF,FW",Sheffield Weds,29,1994,13.2,2,0,0,12,24,1,21,5,10,,,0,Matches
550,Jamie Paterson,eng ENG,"FW,MF",Coventry City,32,1991,0.9,1,0,0,1,0,0,4,1,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
551,Anthony Patterson,eng ENG,GK,Sunderland,24,2000,42,3,0,0,0,8,0,0,0,1,,,2,Matches
552,Aynsley Pears,eng ENG,GK,Blackburn Rovers,26,1998,40,3,0,0,0,6,0,0,1,1,,,0,Matches
553,Ben Pearson,eng ENG,MF,Stoke City,29,1995,6.3,5,0,0,13,7,1,3,9,13,,,0,Matches
554,Myles Peart-Harris,eng ENG,MF,Swansea City,21,2002,18.5,6,0,0,22,27,7,39,9,12,,,0,Matches
555,Sydie Peck,eng ENG,MF,Sheffield United,19,2004,32.5,6,0,0,37,35,1,45,22,34,,,0,Matches
556,João Pedro,it ITA,FW,Hull City,32,1992,23.8,4,1,0,51,29,13,2,5,7,,,0,Matches
557,Ashley Phillips,wls WAL,DF,Stoke City,19,2005,34.2,6,0,0,21,19,3,0,33,17,,,0,Matches
558,Joshua Phillips,eng ENG,MF,Luton Town,18,2005,0,0,0,0,0,0,0,1,0,0,,,0,Matches
559,Matt Phillips,sct SCO,"MF,DF",Oxford United,33,1991,10.6,2,0,0,16,11,1,34,4,6,,,0,Matches
560,Nathaniel Phillips,eng ENG,DF,Derby County,27,1997,24.8,5,0,0,27,12,3,5,21,24,,,1,Matches
561,Harry Pickering,eng ENG,DF,Blackburn Rovers,25,1998,11.5,2,0,0,13,12,0,42,7,11,,,0,Matches
562,Erik Pieters,nl NED,"DF,MF",Derby County,35,1988,0,0,0,0,0,0,0,0,0,0,,,0,Matches
563,Joël Piroe,nl NED,FW,Leeds United,24,1999,34.2,2,0,0,24,15,18,6,6,11,,,0,Matches
564,Julio Pleguezuelo,es ESP,DF,Plymouth Argyle,27,1997,21.8,8,0,0,24,18,0,1,33,46,,,0,Matches
565,Matthew Pollock,eng ENG,DF,Watford,22,2001,42.4,7,0,0,43,22,4,10,59,33,,,0,Matches
566,Regan Poole,wls WAL,DF,Portsmouth,26,1998,23.8,5,0,0,18,23,4,5,45,20,,,1,Matches
567,Ryan Porteous,sct SCO,DF,Preston North End,25,1999,9.1,2,0,0,17,15,1,8,15,13,,,0,Matches
568,Ryan Porteous,sct SCO,DF,Watford,25,1999,18.5,7,0,0,26,34,4,5,31,24,,,0,Matches
569,Brad Potts,eng ENG,"MF,DF",Preston North End,30,1994,22.8,4,0,0,32,38,8,42,15,35,,,0,Matches
570,Freddie Potts,eng ENG,MF,Portsmouth,20,2003,34,7,0,0,37,54,0,94,41,40,,,0,Matches
571,Ian Poveda,eng ENG,"FW,MF",Sunderland,24,2000,1,2,0,0,4,3,1,5,0,5,,,0,Matches
572,Isaac Price,nir NIR,MF,West Bromwich Albion,20,2003,11.7,2,0,0,11,15,1,63,12,20,,,0,Matches
573,Cameron Pring,eng ENG,"DF,MF",Bristol City,26,1998,24.8,8,0,0,25,42,1,52,28,37,,,0,Matches
574,Tymoteusz Puchacz,pl POL,"MF,DF",Plymouth Argyle,25,1999,12.5,1,0,0,7,7,0,89,19,16,,,0,Matches
575,Gustavo Puerta,co COL,MF,Hull City,21,2003,21,3,1,1,36,37,3,83,8,29,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
576,Przemysław Płacheta,pl POL,MF,Oxford United,26,1998,23,4,0,0,25,23,2,59,12,21,,,0,Matches
577,Uroš Račić,rs SRB,MF,West Bromwich Albion,26,1998,10.2,2,0,0,14,9,0,8,11,15,,,0,Matches
578,Mileta Rajovic,dk DEN,FW,Watford,25,1999,0.5,2,0,0,2,0,0,0,0,0,,,0,Matches
579,Jesurun Rak Sakyi,eng ENG,MF,Sheffield United,21,2002,19.2,1,0,0,19,23,5,35,11,22,,,0,Matches
580,Joe Ralls,eng ENG,MF,Cardiff City,30,1993,12.8,6,0,0,27,10,0,60,14,11,,,0,Matches
581,Largie Ramazani,be BEL,MF,Leeds United,23,2001,8.9,2,0,0,15,11,2,26,3,14,,,0,Matches
582,Aaron Ramsey,wls WAL,MF,Cardiff City,33,1990,6.2,1,0,0,15,7,4,20,6,11,,,1,Matches
583,Aaron Ramsey,eng ENG,MF,Burnley,21,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
584,Adam Randell,eng ENG,MF,Plymouth Argyle,23,2000,37.5,7,0,0,40,45,2,132,55,35,,,0,Matches
585,Joe Rankin-Costello,eng ENG,"DF,MF",Blackburn Rovers,25,1999,13.9,4,0,0,16,3,0,25,23,16,,,0,Matches
586,Nathan Redmond,eng ENG,"FW,MF",Burnley,30,1994,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches
587,Michael Reindorf,eng ENG,MF,Cardiff City,19,2005,0.6,0,0,0,0,0,1,2,0,0,,,0,Matches
588,Vicente Reyes,cl CHI,GK,Norwich City,20,2003,3,0,0,0,0,0,0,0,0,0,,,0,Matches
589,Yuri Ribeiro,pt POR,DF,Blackburn Rovers,27,1997,15,0,0,0,11,21,1,75,15,17,,,0,Matches
590,Chris Rigg,eng ENG,"MF,FW",Sunderland,17,2007,33.9,8,0,0,31,54,3,65,17,34,,,0,Matches
591,Emil Riis Jakobsen,dk DEN,FW,Preston North End,26,1998,30.2,2,0,0,25,24,17,14,6,17,,,0,Matches
592,Andy Rinomhota,zw ZIM,"MF,DF",Cardiff City,27,1997,23.4,6,0,0,36,44,1,19,20,41,,,0,Matches
593,Matt Ritchie,sct SCO,MF,Portsmouth,34,1989,24.3,7,0,0,38,31,8,166,9,16,,,0,Matches
594,Caleb Roberts,eng ENG,MF,Plymouth Argyle,19,2004,2.1,1,0,0,5,3,0,0,6,4,,,0,Matches
595,Connor Roberts,wls WAL,DF,Burnley,28,1995,40.4,4,0,0,24,64,3,81,15,32,,,0,Matches
596,Haydon Roberts,eng ENG,"MF,DF",Bristol City,22,2002,18.2,5,0,0,18,11,4,60,11,11,,,0,Matches
597,Liam Roberts,eng ENG,GK,Millwall,29,1994,1,0,0,0,0,0,0,0,0,0,,,0,Matches
598,Patrick Roberts,eng ENG,"MF,FW",Sunderland,27,1997,36.4,8,0,0,26,38,6,177,16,42,,,0,Matches
599,Alexander Robertson,au AUS,MF,Cardiff City,21,2003,26.8,7,0,0,53,42,4,133,33,37,,,0,Matches
600,Callum Robinson,ie IRL,FW,Cardiff City,29,1995,22.5,1,1,0,6,23,21,27,6,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
601,Jack Robinson,eng ENG,DF,Sheffield United,30,1993,31.6,9,0,0,18,28,2,4,29,26,,,0,Matches
602,Joe Rodon,wls WAL,DF,Leeds United,26,1997,45.9,5,0,0,28,34,0,0,32,23,,,0,Matches
603,Ruben Rodrigues,pt POR,MF,Oxford United,27,1996,25,3,0,0,19,49,3,9,17,27,,,0,Matches
604,Jay Rodriguez,eng ENG,FW,Burnley,35,1989,8.3,1,0,0,13,2,4,2,2,6,,,0,Matches
605,Ole Romeny,id IDN,"FW,MF",Oxford United,24,2000,6.6,2,0,0,4,5,6,8,0,1,,,1,Matches
606,Ronald,br BRA,MF,Swansea City,23,2001,41.8,3,0,0,51,110,30,180,32,61,,,1,Matches
607,Kemar Roofe,jm JAM,"FW,MF",Derby County,31,1993,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches
608,Michael Rose,sct SCO,DF,Stoke City,28,1995,14.4,3,0,0,7,4,2,2,12,11,,,0,Matches
609,Joe Rothwell,eng ENG,MF,Leeds United,29,1995,25,2,0,0,9,12,1,175,24,13,,,0,Matches
610,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,31,1993,2.5,1,0,0,2,4,0,6,1,2,,,0,Matches
611,Jack Rudoni,eng ENG,MF,Coventry City,24,2000,38.9,3,0,0,44,36,2,288,23,31,,,0,Matches
612,Carl Rushworth,eng ENG,GK,Hull City,23,2001,2,0,0,0,0,1,0,0,0,0,,,0,Matches
613,Nazariy Rusyn,ua UKR,"FW,MF",Sunderland,25,1998,0.8,1,0,0,6,2,0,1,0,2,,,0,Matches
614,Georginio Rutter,fr FRA,MF,Leeds United,22,2002,1,0,0,0,2,6,0,4,0,0,,,0,Matches
615,Sai Sachdev,eng ENG,DF,Sheffield United,19,2005,0,0,0,0,0,0,0,0,0,0,,,0,Matches
616,Borja Sainz,es ESP,"FW,MF",Norwich City,23,2001,40.1,8,0,0,58,84,37,64,17,43,,,0,Matches
617,Koki Saito,jp JPN,MF,Queens Park Rangers,22,2001,25.5,0,1,0,32,58,8,30,17,46,,,0,Matches
618,Tatsuhiro Sakamoto,jp JPN,"MF,FW",Coventry City,27,1996,28.7,4,0,0,29,53,5,72,9,30,,,0,Matches
619,Yousef Salech,dk DEN,FW,Cardiff City,22,2002,14.2,2,0,0,31,22,6,2,3,8,,,0,Matches
620,Lars-Jørgen Salvesen,no NOR,FW,Derby County,28,1996,5.4,0,0,0,10,3,6,3,0,4,,,0,Matches
621,Shurandy Sambo,cw CUW,DF,Burnley,22,2001,0.2,0,0,0,2,1,0,1,2,0,,,0,Matches
622,Dion Sanderson,eng ENG,DF,Blackburn Rovers,24,1999,6.3,1,0,0,7,5,1,0,5,0,,,0,Matches
623,Hevertton Santos,br BRA,DF,Queens Park Rangers,23,2001,3.5,1,0,0,1,1,0,7,4,3,,,0,Matches
624,Josh Sargent,us USA,FW,Norwich City,24,2000,27.8,3,0,0,14,28,10,6,2,12,,,0,Matches
625,Jeremy Sarmiento,ec ECU,MF,Burnley,22,2002,13,4,0,0,21,23,0,17,7,21,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
626,George Saville,nir NIR,MF,Millwall,31,1993,36.7,8,0,0,53,49,7,127,57,70,,,0,Matches
627,Christian Saydee,lr LBR,"MF,FW",Portsmouth,22,2002,12.8,5,0,0,28,15,3,11,7,7,,,0,Matches
628,Calum Scanlon,eng ENG,MF,Millwall,19,2005,1.9,0,0,0,2,5,1,3,1,3,,,0,Matches
629,Dane Scarlett,eng ENG,FW,Oxford United,20,2004,8.8,1,0,0,17,14,11,2,6,0,,,0,Matches
